Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,17,4,1-7268,70,19,0,30,42.371151089668274,0.6053021584238325
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,14,8,1-9034,3,1,0,1,1.7790383696556091,0.593012789885203
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,1,23,1-9838,3,1,0,1,1.7790383696556091,0.593012789885203
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,9,19,1-6532,27,9,0,9,16.011345326900482,0.593012789885203
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,14,MLG54,595,52,0,382,349.5926572084427,0.5875506843839373
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,21,17,1-3447,110,49,0,19,63.80172902345657,0.5800157183950597
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,7,10,1-11330,14,5,0,4,8.116153478622437,0.5797252484730312
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,9,19,1-0027,29,8,0,11,16.5694220662117,0.571359381593507
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,14,8,1-6692,71,30,0,13,40.12749880552292,0.5651760395144073
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,9,19,1-8767,48,1,0,33,26.7082661986351,0.5564222124715646
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,17,4,1-7122,197,20,0,115,109.58941251039505,0.556291434062919
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,3,12,1-8222,12,2,0,6,6.674230217933655,0.5561858514944712
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,16,11,1-3217,5,2,0,1,2.779038369655609,0.5558076739311218
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,10,13,1-4136,5,2,0,1,2.779038369655609,0.5558076739311218
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,11,7,1-9997,16,4,0,6,8.674230217933655,0.5421393886208534
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,9,19,MLG52,125,34,0,43,67.49864989519119,0.5399891991615295
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,10,13,1-1850,30,6,0,13,16.12749880552292,0.5375832935174306
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,6,1-9379,58,19,0,15,30.685575544834137,0.5290616473247265
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,20,9,1-3509,35,6,0,16,18.464613914489746,0.5275603975568499
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,10,13,1-8928,39,12,0,11,20.5694220662117,0.5274210786208128
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,12,2,1-8578,11,5,0,1,5.779038369655609,0.5253671245141462
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,3,12,1-11206,14,5,0,3,7.337115108966827,0.5240796506404877
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,20,9,MLG72,9,0,0,6,4.674230217933655,0.5193589131037394
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,11,7,1-8493,38,4,0,20,19.580767393112183,0.5152833524503206
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,3,12,1-9237,38,4,0,20,19.580767393112183,0.5152833524503206
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,18,21,1-8488,23,11,0,1,11.77903836965561,0.5121321030285048
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,11,7,1-4051,5,1,0,2,2.5580767393112183,0.5116153478622436
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,11,7,1-9946,12,3,0,4,6.1161534786224365,0.5096794565518697
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,15,15,1-2034,16,1,0,9,8.011345326900482,0.5007090829312801
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,3,12,1-8093,4,2,0,0,2.0,0.5
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,13,14,1-9455,2,1,0,0,1.0,0.5
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,16,11,1-8529,56,3,0,32,27.929227828979492,0.49873621123177664
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,7,10,1-2400,49,8,0,21,24.35980576276779,0.49713889311771003
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,6,5,1-7682,141,21,0,63,70.07941728830338,0.4970171438886764
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,10,1-7024,498,76,0,220,247.388441324234,0.49676393840207633
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,9,19,1-7496,246,34,0,110,119.694220662117,0.4865618726102317
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,6,5,1-1935,12,5,0,1,5.779038369655609,0.4815865308046341
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,15,15,1-7213,23,4,0,9,11.011345326900482,0.47875414464784705
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,13,14,1-1207,66,9,0,29,31.592112720012665,0.4786683745456464
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1-18202,7,10,1-18202,23,11,0,0,11.0,0.4782608695652174
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,20,9,1-9902,30,12,0,3,14.337115108966827,0.47790383696556094
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,22,20,1-2573,37,16,0,2,17.55807673931122,0.47454261457597885
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,21,17,1-4499,12,1,0,6,5.674230217933655,0.4728525181611379
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,4,18,1-5531,8,3,0,1,3.779038369655609,0.47237979620695114
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,6,5,MLG73,10,0,0,6,4.674230217933655,0.4674230217933655
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,8,3,1-7530,25,7,0,6,11.674230217933655,0.4669692087173462
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,11,7,1-10785,279,36,0,121,130.2636427283287,0.46689477680404556
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,14,8,1-5803,15,7,0,0,7.0,0.4666666666666667
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,14,8,1-3587,46,16,0,7,21.453268587589264,0.46637540407802747
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,18,21,1-7467,64,10,0,25,29.47595924139023,0.4605618631467223
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,12,2,1-4640,87,33,0,9,40.01134532690048,0.45990052099885614
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,6,5,1-4682,16,5,0,3,7.337115108966827,0.4585696943104267
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,18,21,1-7744,37,6,0,14,16.906537175178528,0.45693343716698726
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,2,6,1-9576,10,3,0,2,4.558076739311218,0.4558076739311218
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,9,19,1-7481,33,1,0,18,15.022690653800964,0.4552330501151807
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,11,7,1-11329,14,4,0,3,6.337115108966827,0.4526510792119162
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,10,13,1-10696,24,3,0,10,10.790383696556091,0.44959932068983716
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,18,21,1-7839,24,10,0,1,10.77903836965561,0.44912659873565036
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,2,6,1-9553,23,4,0,8,10.232306957244873,0.4448829111845597
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,9,19,1-8397,51,11,0,15,22.685575544834137,0.44481520676145364
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,17,4,MLG46,17,6,0,2,7.558076739311218,0.44459274937124815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,21,17,72-0103,71,0,0,40,31.161534786224365,0.43889485614400514
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,2,6,1-3106,34,11,0,5,14.895191848278046,0.4380938778905308
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,4,18,1-7321,7,3,0,0,3.0,0.42857142857142855
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,22,20,1-10762,6,1,0,2,2.5580767393112183,0.4263461232185364
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1-10071,3,12,1-10071,30,5,0,10,12.790383696556091,0.4263461232185364
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,12,2,1-6787,56,23,0,1,23.77903836965561,0.4246256851724216
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,10,13,1-8172,40,6,0,14,16.906537175178528,0.4226634293794632
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,15,15,1-5913,14,2,0,5,5.895191848278046,0.4210851320198604
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,16,11,1-2701,61,17,0,11,25.5694220662117,0.4191708535444541
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,8,3,1-4417,151,43,0,26,63.25499761104584,0.41890726894732344
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,17,4,1-17835,17,4,0,4,7.1161534786224365,0.4185972634483786
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,11,7,1-1570,142,25,0,44,59.2776882648468,0.41744850890737184
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,12,2,1-9518,22,6,0,4,9.116153478622437,0.4143706126646562
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,4,18,1-7807,239,31,0,87,98.776338160038,0.41329011782442676
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,6,5,1-10451,46,19,0,0,19.0,0.41304347826086957
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,2,1-0003,17,7,0,0,7.0,0.4117647058823529
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,21,17,1-7614,72,3,0,34,29.48730456829071,0.4095458967818154
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,7,10,1-19286,40,14,0,3,16.337115108966827,0.40842787772417066
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,9,19,1-5172,120,20,0,37,48.82441967725754,0.40687016397714615
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,9,19,1-0272,111,28,0,22,45.1388441324234,0.40665625344525586
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,14,8,MLG48,159,52,0,16,64.46461391448975,0.40543782336157075
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,9,19,1-8314,36,9,0,7,14.453268587589264,0.40147968298859066
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,14,8,MLG38,77,27,0,5,30.895191848278046,0.40123625776984473
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,14,8,MLG12,146,14,0,57,58.40518707036972,0.4000355278792447
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,7,10,1-5424,5,2,0,0,2.0,0.4
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,16,11,1-5355,53,11,0,13,21.12749880552292,0.3986320529343947
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,7,10,MLG75,185,55,0,24,73.69692087173462,0.3983617344418088
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,2,6,1-2282,219,50,0,47,86.61480337381363,0.3955013852685554
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,6,5,MLG68,642,40,0,273,252.6774749159813,0.3935786213644568
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,14,8,1-4052,13,2,0,4,5.1161534786224365,0.39355026758634126
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,21,17,1-3139,93,17,0,25,36.47595924139023,0.39221461549881964
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,17,4,1-9491,80,18,0,17,31.243652284145355,0.3905456535518169
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,2,6,1-4390,45,9,0,11,17.5694220662117,0.3904316014713711
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,2,6,1-6028,2,0,0,1,0.7790383696556091,0.38951918482780457
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,9,19,1-6909,36,0,0,18,14.022690653800964,0.38951918482780457
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,10,13,1-19567,2,0,0,1,0.7790383696556091,0.38951918482780457
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,20,9,1-6878,167,22,0,55,64.8471103310585,0.38830604988657785
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,12,2,MLG45,70,24,0,4,27.116153478622437,0.3873736211231777
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,11,7,1-9270,128,16,0,43,49.49864989519119,0.3867082023061812
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,13,14,1-8678,17,5,0,2,6.558076739311218,0.38576921995948343
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,7,10,1-9650,25,8,0,2,9.558076739311218,0.3823230695724487
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,20,9,1-4098,16,3,0,4,6.1161534786224365,0.3822595924139023
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,4,18,1-3534,279,87,0,24,105.69692087173462,0.3788420102929556
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,20,9,1-6296,254,40,0,72,96.09076261520386,0.37831008903623564
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,8,3,1-19813,20,6,0,2,7.558076739311218,0.3779038369655609
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,2,6,1-2382,139,32,0,26,52.25499761104584,0.37593523461184053
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,13,14,1-0205,34,12,0,1,12.77903836965561,0.3758540696957532
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,4,18,1-9333,102,32,0,8,38.23230695724487,0.37482653879651834
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,18,21,1-3083,78,23,0,8,29.232306957244873,0.374773166118524
491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,MLG09,2,6,MLG09,125,0,0,60,46.74230217933655,0.37393841743469236
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,2,6,1-18234,43,9,0,9,16.011345326900482,0.37235686806745305
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,20,9,1-0292,99,15,0,28,36.813074350357056,0.3718492358621925
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,10,13,1-18735,27,10,0,0,10.0,0.37037037037037035
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,8,3,1-8023,16,2,0,5,5.895191848278046,0.36844949051737785
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,14,8,MLG31,33,9,0,4,12.116153478622437,0.3671561660188617
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,17,4,1-5515,29,9,0,2,10.558076739311218,0.3640716117003868
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,16,11,1-6228,48,12,0,7,17.453268587589264,0.363609762241443
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,2,MLG57,629,110,0,151,227.63479381799698,0.36189951322416053
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,9,19,1-0358,22,4,0,5,7.895191848278046,0.3588723567399112
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,9,19,1-9752,22,4,0,5,7.895191848278046,0.3588723567399112
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,10,13,MLG51,248,22,0,86,88.99729979038239,0.35886007979992895
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,4,18,1-7845,36,9,0,5,12.895191848278046,0.35819977356327903
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,12,2,1-1224,151,11,0,55,53.8471103310585,0.3566033796758841
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,20,9,1-9808,74,3,0,30,26.371151089668274,0.3563669066171388
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,18,21,1-17790,5,1,0,1,1.7790383696556091,0.35580767393112184
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,15,15,1-3584,26,3,0,8,9.232306957244873,0.3550887291248028
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,21,17,1-1942,34,5,0,9,12.011345326900482,0.3532748625558965
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,11,7,1-6035,23,5,0,4,8.116153478622437,0.3528762382009755
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,8,3,72-12171,19,2,0,6,6.674230217933655,0.3512752746280871
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,7,10,1-0031,13,3,0,2,4.558076739311218,0.3506212876393245
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,21,17,1-3052,166,20,0,49,58.17288011312485,0.3504390368260533
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,6,5,MLG42,14,1,0,5,4.895191848278046,0.34965656059128897
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,3,12,MLG43,14,1,0,5,4.895191848278046,0.34965656059128897
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,10,13,1-9770,50,5,0,16,17.464613914489746,0.3492922782897949
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,15,15,1-3312,36,4,0,11,12.5694220662117,0.349150612950325
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,6,5,1-19448,45,11,0,6,15.674230217933655,0.34831622706519233
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,7,10,1-4149,16,4,0,2,5.558076739311218,0.34737979620695114
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,17,4,1-4494,16,4,0,2,5.558076739311218,0.34737979620695114
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,13,MLG50,319,28,0,106,110.57806718349457,0.3466397090391679
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,20,9,1-7140,397,23,0,147,137.51864033937454,0.34639456004880237
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,17,4,1-9286,81,24,0,5,27.895191848278046,0.3443850845466425
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,14,8,MLG78,80,15,0,16,27.464613914489746,0.3433076739311218
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,11,7,1-0129,142,9,0,51,48.730956852436066,0.34317575248194415
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,13,14,1-18487,23,7,0,1,7.779038369655609,0.3382190595502439
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,4,18,1-17907,119,27,0,17,40.243652284145355,0.33818195196760803
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,3,12,1-8627,25,3,0,7,8.453268587589264,0.33813074350357053
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,15,15,1-9609,25,3,0,7,8.453268587589264,0.33813074350357053
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,9,19,1-9498,64,16,0,7,21.453268587589264,0.33520732168108225
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,6,5,1-0278,79,14,0,16,26.464613914489746,0.33499511284164235
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,17,4,1-3087,26,4,0,6,8.674230217933655,0.3336242391512944
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,10,13,1-9110,29,5,0,6,9.674230217933655,0.3335941454459881
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,4,18,1-20641,16,3,0,3,5.337115108966827,0.3335696943104267
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,20,9,1-5914,3,1,0,0,1.0,0.3333333333333333
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,3,12,MLG35,49,10,0,8,16.232306957244873,0.3312715705560178
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,12,2,1-2103,26,7,0,2,8.558076739311218,0.32915679766581607
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,16,11,1-3535,315,40,0,81,103.10210794210434,0.32730827918128363
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,20,9,1-6181,659,82,0,171,215.21556121110916,0.32657900032034776
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,6,5,1-9794,46,8,0,9,15.011345326900482,0.32633359406305396
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,8,3,MLG56,511,76,0,116,166.36845088005066,0.32557426786702676
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,13,14,1-1131,138,37,0,10,44.79038369655609,0.3245679978011311
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,16,11,1-9156,268,26,0,78,86.76499283313751,0.3237499732579758
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,11,7,1-3141,136,19,0,32,43.92922782897949,0.32300902815426097
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,20,9,1-8066,86,19,0,11,27.5694220662117,0.32057467518850813
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,8,3,1-5163,16,2,0,4,5.1161534786224365,0.3197595924139023
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,14,8,MLG63,380,73,0,62,121.30037891864777,0.3192115234701257
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,22,20,P-16616,28,5,0,5,8.895191848278046,0.31768542315278736
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,12,2,1-8018,58,16,0,3,18.337115108966827,0.3161571570511522
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,20,9,MLG30,208,22,0,56,65.62614870071411,0.3155103302918948
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,11,7,1-6561,65,8,0,16,20.464613914489746,0.31484021406907303
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,9,19,1-18203,29,6,0,4,9.116153478622437,0.3143501199524978
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,2,6,MLG40,51,9,0,9,16.011345326900482,0.31394794758628397
