,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG14,18,8,MLG14,232,54,1,50,1097.263190984726,4.7295827197617495
1,MLG56,10,14,MLG56,511,92,1,34,1121.4189698696136,2.194557670977717
2,MLG68,18,8,MLG68,642,95,1,86,1169.4126884937286,1.8215150911117268
3,MLG54,10,14,MLG54,595,56,1,22,1075.0358040332794,1.806782863921478
4,1-18028,21,3,1-18028,309,40,0,224,233.8190956115723,0.7566961023028229
5,1-10785,21,3,1-10785,279,35,0,173,184.6906408071518,0.6619736229647017
6,1-5172,21,3,1-5172,120,16,0,69,75.70320355892181,0.6308600296576817
7,1-0008,15,1,1-0008,230,13,0,151,143.65483677387238,0.6245862468429234
8,1-7807,8,10,1-7807,239,103,0,53,148.8589824438095,0.6228409307272365
9,1-7866,11,5,1-7866,318,63,0,155,197.11589205265045,0.6198612957630517
10,MLG64,12,6,MLG64,245,124,0,29,149.09265077114105,0.608541431718943
11,1-5002,20,4,1-5002,45,21,0,6,26.191582918167114,0.5820351759592692
12,1-0296,11,5,1-0296,41,9,0,17,23.709484934806824,0.5782801203611421
13,1-1250,9,12,1-1250,34,4,0,18,19.574748754501343,0.5757279045441571
14,MLG52,16,4,MLG52,125,32,0,46,71.80213570594788,0.574417085647583
15,1-1462,7,7,1-1462,192,23,0,100,109.5263819694519,0.5704499060908953
16,1-6974,21,3,1-6974,207,55,0,72,117.29899501800536,0.5666618116811853
17,1-6858,19,6,1-6858,23,11,0,2,12.730527639389038,0.5535012017125669
18,MLG51,14,13,MLG51,248,54,0,92,133.60427141189575,0.5387269008544183
19,1-6693,16,4,1-6693,98,39,0,14,51.11369347572327,0.5215683007726863
20,MLG13,12,6,MLG13,140,36,0,41,71.47581660747528,0.510541547196252
21,1-2282,20,11,1-2282,219,76,0,41,111.47581660747528,0.5090219936414396
22,1-8493,17,9,1-8493,38,11,0,9,18.78737437725067,0.4944045888750176
23,1-9761,8,10,1-9761,35,12,0,6,17.191582918167114,0.4911880833762033
24,1-7839,14,13,1-7839,24,4,0,9,11.787374377250671,0.4911405990521113
25,1-5036,16,4,1-5036,14,6,0,1,6.865263819694519,0.4903759871210371
26,1-7268,17,9,1-7268,70,9,0,29,34.09265077114105,0.4870378681591579
27,1-5626,21,3,1-5626,125,15,0,53,60.85898244380951,0.486871859550476
28,1-7845,18,12,1-7845,36,8,0,11,17.51790201663971,0.486608389351103
29,1-8544,8,10,1-8544,54,21,0,6,26.191582918167114,0.485029313299391
30,1-3312,12,6,1-3312,36,14,0,4,17.461055278778076,0.485029313299391
31,1-5981,11,5,1-5981,28,4,0,11,13.51790201663971,0.4827822148799896
