Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,1,MLG40,3,51,8,1,0,1008.0,19.764705882352942
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,18,1,15,1020.2448399662971,14.574926285232817
32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,1,1-7874,19,258,15,1,0,1015.0,3.934108527131783
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,57,1,153,1079.897367656231,1.9670261705942276
148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,12,1-0278,15,79,38,0,6,38.89793598651886,0.4923789365382134
195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,21,0,6,21.89793598651886,0.3775506204572217
142,142,142,142,142,142,142,142,142,142,142,142,142,142,1-8084,11,1-8084,7,82,29,0,10,30.496559977531433,0.371909268018676
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,10,1-9938,6,55,18,0,16,20.394495964050293,0.3708090175281871
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,16,0,4,16.598623991012573,0.3531622125747356
112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,35,0,23,38.442087948322296,0.34947352680293
267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,14,1-5413,16,39,11,0,12,12.79587197303772,0.32809928135994154
22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,12,MLG50,15,319,98,0,32,102.78899192810059,0.32222254522915544
70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-1224,14,1-1224,16,151,38,0,69,48.32626384496689,0.32004148241699926
326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,11,1-0027,7,29,8,0,8,9.197247982025146,0.31714648213879815
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,19,0,20,21.993119955062866,0.3097622528882094
441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,14,1-9997,7,16,4,0,6,4.89793598651886,0.30612099915742874
80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,11,1-0053,7,142,38,0,32,42.788991928100586,0.3013309290711309
123,123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,6,1-11350,2,100,28,0,13,29.945527970790863,0.29945527970790864
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,11,1-5002,7,45,10,0,21,13.14277595281601,0.29206168784035574
125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,8,1-1390,16,98,22,0,33,26.93864792585373,0.2748841625087115
93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,30,0,22,33.29243195056915,0.26633945560455324
210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-1191,20,1-1191,10,53,13,0,7,14.047591984272003,0.2650489053636227
