Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,17,1,16,1031.7332248687744,14.73904606955392
8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,64,1,152,1203.965636253357,2.1930157308804317
256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,5,0,23,26.17901074886322,0.6385124572893468
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,14,1-1131,12,138,27,0,62,84.09124636650085,0.6093568577282671
295,295,295,295,295,295,295,295,295,295,295,295,295,1-1942,5,1-1942,1,34,3,0,18,19.574877977371216,0.5757317052168005
17,17,17,17,17,17,17,17,17,17,17,17,17,1-7004,3,1-7004,8,381,0,0,234,215.4734137058258,0.5655470176005927
28,28,28,28,28,28,28,28,28,28,28,28,28,1-7005,5,1-7005,1,285,3,0,171,160.46134078502655,0.5630222483685142
12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,12,1-7024,9,498,69,0,229,279.8692809343338,0.5619865079002687
81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,15,1-7682,11,141,27,0,56,78.56628704071045,0.5572077095085848
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,19,0,22,39.25818419456482,0.5529321717544341
66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,10,MLG48,6,159,13,0,80,86.66612434387207,0.5450699644268684
125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,8,1-1390,16,98,23,0,33,53.38727629184723,0.5447681254270126
323,323,323,323,323,323,323,323,323,323,323,323,323,1-13247,3,1-13247,8,29,0,0,17,15.654051423072815,0.5397948766576832
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,18,MLG50,15,319,39,0,144,171.59902381896973,0.5379279743541371
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,11,1-5002,7,45,9,0,16,23.733224868774414,0.5274049970838759
56,56,56,56,56,56,56,56,56,56,56,56,56,1-8427,15,1-8427,11,189,12,0,94,98.55769610404968,0.5214692915558184
143,143,143,143,143,143,143,143,143,143,143,143,143,1-9286,15,1-9286,11,81,9,0,34,40.30810284614563,0.4976308993351312
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,10,1-9938,6,55,18,0,10,27.20826554298401,0.4946957371451638
112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,32,0,24,54.09983730316162,0.49181670275601475
54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,15,1-1350,11,195,37,0,63,95.01207292079926,0.48724139959384233
19,19,19,19,19,19,19,19,19,19,19,19,19,1-7863,17,1-7863,14,351,18,0,166,170.85720801353455,0.4867726724032323
30,30,30,30,30,30,30,30,30,30,30,30,30,1-10785,17,1-10785,14,279,29,0,113,133.0534006357193,0.47689390908859963
23,23,23,23,23,23,23,23,23,23,23,23,23,1-7866,7,1-7866,3,318,28,0,134,151.39075827598572,0.4760715669056155
41,41,41,41,41,41,41,41,41,41,41,41,41,1-9283,15,1-9283,11,235,19,0,99,110.16182887554169,0.4687737398959221
146,146,146,146,146,146,146,146,146,146,146,146,146,MLG78,18,MLG78,15,80,17,0,22,37.25818419456482,0.46572730243206023
358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,10,1-8627,11,25,6,0,6,11.524959325790405,0.4609983730316162
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,12,1-9379,9,58,12,0,16,26.733224868774414,0.460917670151283
67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,3,1-3516,8,156,0,0,78,71.82447123527527,0.46041327714920044
545,545,545,545,545,545,545,545,545,545,545,545,545,1-4926,1,1-4926,19,4,0,0,2,1.8416531085968018,0.46041327714920044
89,89,89,89,89,89,89,89,89,89,89,89,89,1-9831,10,1-9831,5,132,43,0,19,60.49570453166962,0.458300791906588
150,150,150,150,150,150,150,150,150,150,150,150,150,1-3083,7,1-3083,3,78,7,0,31,35.54562318325043,0.4557131177339798
31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,13,1-9156,10,268,26,0,103,120.84513509273529,0.4509146831818481
