Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,17,14,1-7682,141,35,0,76,92.53463864326477,0.6562740329309558
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,6,6,1-1989,46,8,0,28,29.196972131729126,0.6347167854723723
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,7,13,1-1580,400,64,0,246,250.23054087162018,0.6255763521790505
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,13,4,1-4531,94,26,0,43,58.552492916584015,0.6228988608147236
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,7,13,1-7866,318,48,0,194,194.86473548412323,0.6127821870569913
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,15,22,1-9394,117,15,0,68,66.47836089134216,0.5681911187294202
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,17,14,1-3596,223,55,0,90,123.13312470912933,0.552166478516275
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,18,3,MLG50,319,87,0,101,163.46050661802292,0.5124153812477208
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,14,5,1-1608,307,57,0,131,156.1715481877327,0.5087021113606929
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,9,3,1-10060,36,12,0,8,18.056277751922607,0.5015632708867391
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,16,15,MLG68,642,133,0,239,313.9312978386879,0.4889895604963986
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,2,18,1-4494,16,3,0,6,7.542208313941956,0.4713880196213722
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,5,20,MLG60,47,9,0,17,21.86959022283554,0.4653104302730966
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,19,11,MLG14,232,62,0,60,107.42208313941956,0.4630262204285326
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,16,11,1-5891,96,13,0,39,42.52435404062271,0.4429620212564866
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,13,4,1-9277,48,6,0,20,21.14069437980652,0.4404311329126358
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,14,5,1-1350,195,34,0,68,85.47836089134216,0.43835056867354955
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,8,9,1-5002,45,9,0,14,19.598486065864563,0.4355219125747681
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,20,2,MLG31,33,9,0,7,14.299243032932281,0.43331039493734186
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,9,7,1-9831,132,14,0,57,57.15097898244858,0.4329619619882468
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,18,3,MLG65,201,53,0,44,86.30952763557434,0.4294006350028574
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,18,3,1-1833,124,19,0,45,53.06656235456467,0.42795614802068277
