Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,12,14,1-7527,1,1,0,0,1.0,1.0
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,17,12,1-13247,29,22,0,23,24.61993969976902,0.8489634379230696
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,21,5,72-0103,71,54,0,1,54.11391042172909,0.7621677524187196
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,18,10,1-8488,23,15,0,5,15.56955210864544,0.6769370482019756
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,6,6,1-4682,16,10,0,2,10.227820843458176,0.639238802716136
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,14,2,MLG60,47,28,0,0,28.0,0.5957446808510638
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,6,6,MLG42,14,8,0,2,8.227820843458176,0.5877014888184411
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,2,22,1-4926,4,2,0,2,2.2278208434581757,0.5569552108645439
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,3,7,1-4847,2,1,0,1,1.1139104217290878,0.5569552108645439
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,17,12,1-3087,26,14,0,3,14.341731265187263,0.5516050486610486
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,18,10,1-7839,24,12,0,3,12.341731265187263,0.514238802716136
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,5,20,1-18377,14,7,0,1,7.113910421729088,0.5081364586949348
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,10,21,1-8400,33,16,0,5,16.56955210864544,0.5021076396559224
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,13,9,1-9455,2,1,0,0,1.0,0.5
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,7,4,1-19568,2,1,0,0,1.0,0.5
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,6,6,MLG59,71,34,0,5,34.56955210864544,0.48689510012176673
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,3,7,1-9277,48,23,0,2,23.227820843458176,0.483912934238712
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,9,19,1-9818,28,13,0,3,13.341731265187263,0.47649040232811657
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,19,15,1-6858,23,10,0,7,10.797372952103615,0.46945099791754846
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,22,11,1-2573,37,17,0,3,17.341731265187263,0.46869543959965576
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,14,2,1-5803,15,7,0,0,7.0,0.4666666666666667
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,12,14,1-8578,11,5,0,1,5.113910421729088,0.46490094742991706
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,18,10,1-17790,5,2,0,2,2.2278208434581757,0.4455641686916351
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,10,21,1-18735,27,12,0,0,12.0,0.4444444444444444
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,5,20,1-8418,46,20,0,3,20.341731265187263,0.4422115492432014
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,6,6,1-1177,17,7,0,4,7.455641686916351,0.438567158053903
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,11,3,1-7441,111,45,0,30,48.417312651872635,0.43619200587272644
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,14,2,1-6692,71,30,0,7,30.797372952103615,0.4337658162268115
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,7,4,1-3033,7,3,0,0,3.0,0.42857142857142855
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,17,12,1-1827,24,10,0,2,10.227820843458176,0.42615920181075734
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,7,4,1-7042,117,47,0,24,49.73385012149811,0.4250756420640864
