Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
410,410,410,410,410,MLG12,1,8,MLG12,146,8,0,109,75.96689128875732,0.5203211732106666
529,529,529,529,529,1-6217,8,10,1-6217,44,6,0,27,22.835835456848145,0.5189962603829124
409,409,409,409,409,1-9645,19,6,1-9645,69,1,0,55,35.295220375061035,0.511524932971899
7,7,7,7,7,1-8767,18,15,1-8767,48,1,0,37,24.071330070495605,0.5014860431353251
550,550,550,550,550,1-19568,16,17,1-19568,2,1,0,0,1.0,0.5
276,276,276,276,276,1-9495,17,11,1-9495,18,2,0,11,8.859044075012207,0.49216911527845597
197,197,197,197,197,1-8646,8,10,1-8646,20,6,0,6,9.741296768188477,0.48706483840942383
243,243,243,243,243,1-1015,1,8,1-1015,155,32,0,69,75.02491283416748,0.4840316957043063
395,395,395,395,395,1-6787,13,9,1-6787,56,5,0,35,26.824231147766113,0.4790041276386806
285,285,285,285,285,1-18615,22,5,1-18615,22,8,0,4,10.494197845458984,0.4770089929754084
327,327,327,327,327,P-16616,14,13,P-16616,28,12,0,2,13.247098922729492,0.4731106758117676
508,508,508,508,508,1-8532,4,20,1-8532,4,0,0,3,1.8706483840942383,0.46766209602355957
385,385,385,385,385,1-6974,3,7,1-6974,207,20,0,123,96.69658374786377,0.4671332548205979
199,199,199,199,199,MLG39,1,8,MLG39,23,7,0,6,10.741296768188477,0.46701290296471637
274,274,274,274,274,1-0033,9,3,1-0033,10,4,0,1,4.623549461364746,0.4623549461364746
247,247,247,247,247,1-20467,19,6,1-20467,13,1,0,8,5.988395690917969,0.4606458223783053
55,55,55,55,55,1-8095,3,7,1-8095,46,18,0,5,21.11774730682373,0.45908146319182025
402,402,402,402,402,1-5744,8,10,1-5744,18,7,0,2,8.247098922729492,0.45817216237386066
95,95,95,95,95,1-3312,22,5,1-3312,36,5,0,18,16.22389030456543,0.45066361957126194
405,405,405,405,405,1-3104,2,12,1-3104,16,4,0,5,7.1177473068237305,0.44485920667648315
209,209,209,209,209,1-9938,20,18,1-9938,55,5,0,31,24.33003330230713,0.4423642418601296
159,159,159,159,159,1-10696,18,15,1-10696,24,8,0,4,10.494197845458984,0.437258243560791
322,322,322,322,322,1-0296,17,11,1-0296,41,11,0,11,17.859044075012207,0.43558644085395626
157,157,157,157,157,1-6061,6,16,1-6061,40,6,0,18,17.22389030456543,0.43059725761413575
341,341,341,341,341,1-0031,18,15,1-0031,13,3,0,4,5.494197845458984,0.42263060349684495
91,91,91,91,91,72-12171,9,3,72-12171,19,3,0,8,7.988395690917969,0.42044187846936676
49,49,49,49,49,1-2178,12,14,1-2178,12,5,0,0,5.0,0.4166666666666667
537,537,537,537,537,1-4494,1,8,1-4494,16,6,0,1,6.623549461364746,0.41397184133529663
251,251,251,251,251,1-7268,9,3,1-7268,70,7,0,35,28.824231147766113,0.411774730682373
86,86,86,86,86,1-9345,14,13,1-9345,47,18,0,2,19.247098922729492,0.4095127430367977
519,519,519,519,519,1-4926,2,12,1-4926,4,1,0,1,1.623549461364746,0.4058873653411865
62,62,62,62,62,1-9818,2,12,1-9818,28,7,0,7,11.364846229553223,0.4058873653411865
486,486,486,486,486,1-8678,1,8,1-8678,17,5,0,3,6.870648384094238,0.40415578729966106
504,504,504,504,504,1-5425,20,18,1-5425,17,0,0,11,6.859044075012207,0.403473180883071
90,90,90,90,90,1-19222,5,23,1-19222,15,6,0,0,6.0,0.4
156,156,156,156,156,1-8634,15,2,1-8634,10,4,0,0,4.0,0.4
183,183,183,183,183,1-9496,11,4,1-9496,39,8,0,12,15.482593536376953,0.3969895778558193
330,330,330,330,330,1-4531,1,8,1-4531,94,24,0,21,37.09453868865967,0.39462275200701774
442,442,442,442,442,MLG11,12,14,MLG11,87,3,0,50,34.177473068237305,0.3928445180257161
57,57,57,57,57,1-1224,22,5,1-1224,151,15,0,71,59.27201175689697,0.3925298791847482
510,510,510,510,510,1-3206,2,12,1-3206,45,2,0,25,17.588736534118652,0.3908608118693034
77,77,77,77,77,1-2153,18,15,1-2153,13,5,0,0,5.0,0.38461538461538464
244,244,244,244,244,MLG57,22,5,MLG57,629,118,0,198,241.46279335021973,0.38388361422928413
149,149,149,149,149,MLG58,19,6,MLG58,71,16,0,18,27.22389030456543,0.38343507471218913
230,230,230,230,230,1-3089,18,15,1-3089,16,3,0,5,6.1177473068237305,0.38235920667648315
484,484,484,484,484,MLG31,14,13,MLG31,33,7,0,9,12.611945152282715,0.38218015612977924
337,337,337,337,337,1-18613,8,10,1-18613,25,7,0,4,9.494197845458984,0.3797679138183594
353,353,353,353,353,MLG50,22,5,MLG50,319,45,0,121,120.44948482513428,0.3775845919283206
523,523,523,523,523,1-9861,1,8,1-9861,8,3,0,0,3.0,0.375
369,369,369,369,369,1-6594,2,12,1-6594,70,25,0,2,26.247098922729492,0.37495855603899275
427,427,427,427,427,1-9379,18,15,1-9379,58,18,0,6,21.741296768188477,0.37484994427911167
356,356,356,356,356,1-9761,15,2,1-9761,35,10,0,5,13.11774730682373,0.3747927801949637
278,278,278,278,278,1-10762,8,10,1-10762,6,1,0,2,2.247098922729492,0.37451648712158203
338,338,338,338,338,1-6296,1,8,1-6296,254,63,0,51,94.80102252960205,0.37323237216378763
400,400,400,400,400,1-18709,17,11,1-18709,33,6,0,10,12.235494613647461,0.37077256404992304
250,250,250,250,250,1-9333,3,7,1-9333,102,11,0,43,37.81262683868408,0.3707120278302361
316,316,316,316,316,1-7441,12,14,1-7441,111,19,0,35,40.82423114776611,0.3677858661960911
176,176,176,176,176,1-8042,9,3,1-8042,52,11,0,13,19.1061429977417,0.3674258268796481
221,221,221,221,221,1-8023,22,5,1-8023,16,4,0,3,5.870648384094238,0.3669155240058899
279,279,279,279,279,MLG43,2,12,MLG43,14,2,0,5,5.1177473068237305,0.3655533790588379
143,143,143,143,143,1-8928,2,12,1-8928,39,13,0,2,14.247098922729492,0.3653102287879357
469,469,469,469,469,1-8578,6,16,1-8578,11,4,0,0,4.0,0.36363636363636365
241,241,241,241,241,1-19448,3,7,1-19448,45,7,0,15,16.35324192047119,0.3634053760104709
225,225,225,225,225,1-9650,5,23,1-9650,25,9,0,0,9.0,0.36
292,292,292,292,292,1-9997,6,16,1-9997,16,2,0,6,5.741296768188477,0.3588310480117798
179,179,179,179,179,1-4052,2,12,1-4052,13,4,0,1,4.623549461364746,0.35565765087421125
454,454,454,454,454,1-0272,11,4,1-0272,111,30,0,15,39.35324192047119,0.35453371099523595
268,268,268,268,268,MLG44,11,4,MLG44,59,14,0,11,20.859044075012207,0.3535431199154611
282,282,282,282,282,1-1608,9,3,1-1608,307,33,0,121,108.44948482513428,0.35325565089620287
248,248,248,248,248,1-2400,1,8,1-2400,49,6,0,18,17.22389030456543,0.35150796539929446
259,259,259,259,259,1-3596,11,4,1-3596,223,67,0,18,78.22389030456543,0.3507797771505176
536,536,536,536,536,1-9971,9,3,1-9971,15,4,0,2,5.247098922729492,0.3498065948486328
433,433,433,433,433,1-5654,18,15,1-5654,15,4,0,2,5.247098922729492,0.3498065948486328
488,488,488,488,488,1-11350,14,13,1-11350,100,25,0,16,34.97679138183594,0.34976791381835937
499,499,499,499,499,1-8627,9,3,1-8627,25,5,0,6,8.741296768188477,0.34965187072753906
392,392,392,392,392,1-9609,4,20,1-9609,25,0,0,14,8.729692459106445,0.34918769836425784
132,132,132,132,132,1-9110,1,8,1-9110,29,7,0,5,10.11774730682373,0.3488878381663355
500,500,500,500,500,1-0292,2,12,1-0292,99,17,0,28,34.45938491821289,0.34807459513346356
126,126,126,126,126,1-8488,2,12,1-8488,23,3,0,8,7.988395690917969,0.3473215517790421
482,482,482,482,482,1-4390,11,4,1-4390,45,10,0,9,15.611945152282715,0.3469321144951714
378,378,378,378,378,1-6561,17,11,1-6561,65,18,0,7,22.364846229553223,0.3440745573777419
357,357,357,357,357,1-4760,17,11,1-4760,40,10,0,6,13.741296768188477,0.3435324192047119
345,345,345,345,345,1-1131,15,2,1-1131,138,43,0,7,47.36484622955322,0.34322352340255957
234,234,234,234,234,MLG29,5,23,MLG29,164,56,0,0,56.0,0.34146341463414637
102,102,102,102,102,1-3564,19,6,1-3564,41,7,0,11,13.859044075012207,0.3380254652442002
430,430,430,430,430,1-3141,13,9,1-3141,136,21,0,40,45.941978454589844,0.33780866510727825
295,295,295,295,295,1-3639,22,5,1-3639,17,2,0,6,5.741296768188477,0.3377233393052045
141,141,141,141,141,MLG45,6,16,MLG45,70,8,0,25,23.588736534118652,0.3369819504874093
161,161,161,161,161,MLG41,19,6,MLG41,66,16,0,10,22.23549461364746,0.33690143354011304
128,128,128,128,128,1-19286,2,12,1-19286,40,4,0,15,13.353241920471191,0.33383104801177976
551,551,551,551,551,1-9838,1,8,1-9838,3,1,0,0,1.0,0.3333333333333333
439,439,439,439,439,MLG72,1,8,MLG72,9,3,0,0,3.0,0.3333333333333333
496,496,496,496,496,1-3176,2,12,1-3176,3,1,0,0,1.0,0.3333333333333333
490,490,490,490,490,1-3551,5,23,1-3551,6,2,0,0,2.0,0.3333333333333333
502,502,502,502,502,1-20012,14,13,1-20012,12,4,0,0,4.0,0.3333333333333333
466,466,466,466,466,1-5981,14,13,1-5981,28,8,0,2,9.247098922729492,0.33025353295462473
494,494,494,494,494,1-3265,14,13,1-3265,19,5,0,2,6.247098922729492,0.3287946801436575
364,364,364,364,364,1-7682,21,24,1-7682,141,27,0,31,46.33003330230713,0.3285817964702633
455,455,455,455,455,1-17790,1,8,1-17790,5,1,0,1,1.623549461364746,0.3247098922729492
223,223,223,223,223,1-0205,5,23,1-0205,34,11,0,0,11.0,0.3235294117647059
66,66,66,66,66,1-7536,1,8,1-7536,17,3,0,4,5.494197845458984,0.32318810855641084
265,265,265,265,265,1-11330,1,8,1-11330,14,2,0,4,4.494197845458984,0.32101413181849886
544,544,544,544,544,1-5799,2,12,1-5799,7,1,0,2,2.247098922729492,0.32101413181849886
461,461,461,461,461,1-9651,21,24,1-9651,38,9,0,5,12.11774730682373,0.3188880870216771
445,445,445,445,445,1-6538,5,23,1-6538,44,14,0,0,14.0,0.3181818181818182
269,269,269,269,269,1-7839,14,13,1-7839,24,7,0,1,7.623549461364746,0.31764789422353107
346,346,346,346,346,MLG32,1,8,MLG32,52,9,0,12,16.482593536376953,0.3169729526226337
261,261,261,261,261,1-1942,1,8,1-1942,34,7,0,6,10.741296768188477,0.31592049318201404
332,332,332,332,332,MLG78,19,6,MLG78,80,19,0,10,25.23549461364746,0.31544368267059325
387,387,387,387,387,1-10539,16,17,1-10539,63,18,0,3,19.87064838409424,0.31540711720784503
30,30,30,30,30,1-8418,17,11,1-8418,46,12,0,4,14.494197845458984,0.3150912575099779
246,246,246,246,246,MLG56,13,9,MLG56,511,80,0,128,159.8143310546875,0.3127482016725783
97,97,97,97,97,1-9237,2,12,1-9237,38,10,0,3,11.870648384094238,0.31238548379195363
492,492,492,492,492,1-6028,15,2,1-6028,2,0,0,1,0.6235494613647461,0.31177473068237305
530,530,530,530,530,1-4847,16,17,1-4847,2,0,0,1,0.6235494613647461,0.31177473068237305
545,545,545,545,545,1-19567,13,9,1-19567,2,0,0,1,0.6235494613647461,0.31177473068237305
561,561,561,561,561,1-9455,1,8,1-9455,2,0,0,1,0.6235494613647461,0.31177473068237305
527,527,527,527,527,1-5531,7,22,1-5531,8,0,0,4,2.4941978454589844,0.31177473068237305
166,166,166,166,166,MLG40,1,8,MLG40,51,9,0,11,15.859044075012207,0.31096164852965114
462,462,462,462,462,1-1183,3,7,1-1183,45,4,0,16,13.976791381835938,0.3105953640407986
540,540,540,540,540,1-5413,2,12,1-5413,39,4,0,13,12.1061429977417,0.31041392301901793
354,354,354,354,354,1-9417,20,18,1-9417,76,8,0,25,23.588736534118652,0.3103781122910349
485,485,485,485,485,1-5980,6,16,1-5980,29,4,0,8,8.988395690917969,0.3099446789971713
339,339,339,339,339,1-3523,17,11,1-3523,543,135,0,52,167.4245719909668,0.3083325451030696
319,319,319,319,319,1-3584,14,13,1-3584,26,8,0,0,8.0,0.3076923076923077
260,260,260,260,260,1-0129,12,14,1-0129,142,31,0,20,43.47098922729492,0.3061337269527811
473,473,473,473,473,1-9452,11,4,1-9452,16,3,0,3,4.870648384094238,0.3044155240058899
384,384,384,384,384,1-9270,12,14,1-9270,128,19,0,32,38.953582763671875,0.3043248653411865
328,328,328,328,328,1-9497,6,16,1-9497,150,20,0,41,45.56552791595459,0.3037701861063639
122,122,122,122,122,MLG42,22,5,MLG42,14,3,0,2,4.247098922729492,0.3033642087663923
217,217,217,217,217,1-9630,5,23,1-9630,33,10,0,0,10.0,0.30303030303030304
426,426,426,426,426,1-4355,17,11,1-4355,49,3,0,19,14.847439765930176,0.3030089748149015
517,517,517,517,517,1-18028,8,10,1-18028,309,43,0,81,93.50750637054443,0.30261328922506286
255,255,255,255,255,1-9946,1,8,1-9946,12,3,0,1,3.623549461364746,0.3019624551137288
138,138,138,138,138,1-5515,19,6,1-5515,29,5,0,6,8.741296768188477,0.3014240264892578
547,547,547,547,547,MLG67,18,15,MLG67,27,5,0,5,8.11774730682373,0.30065730766013815
313,313,313,313,313,1-7521,2,12,1-7521,10,3,0,0,3.0,0.3
150,150,150,150,150,1-7005,7,22,1-7005,285,21,0,103,85.22559452056885,0.29903717375638195
539,539,539,539,539,1-9436,14,13,1-9436,21,5,0,2,6.247098922729492,0.29748090108235675
358,358,358,358,358,1-9831,20,18,1-9831,132,3,0,58,39.16586875915527,0.29671112696329754
271,271,271,271,271,1-7897,3,7,1-7897,95,5,0,37,28.071330070495605,0.2954876849525853
153,153,153,153,153,1-1350,9,3,1-1350,195,25,0,52,57.4245719909668,0.29448498456906047
560,560,560,560,560,1-0027,19,6,1-0027,29,6,0,4,8.494197845458984,0.2929033739813443
302,302,302,302,302,MLG51,22,5,MLG51,248,22,0,81,72.50750637054443,0.29236897730058237
475,475,475,475,475,1-18234,4,20,1-18234,43,0,0,20,12.470989227294922,0.2900230052859284
366,366,366,366,366,1-5163,16,17,1-5163,16,4,0,1,4.623549461364746,0.28897184133529663
263,263,263,263,263,1-6927,20,18,1-6927,179,13,0,62,51.66006660461426,0.28860372404812434
479,479,479,479,479,1-9286,13,9,1-9286,81,14,0,15,23.35324192047119,0.2883116286477925
188,188,188,188,188,1-20167,6,16,1-20167,56,3,0,21,16.094538688659668,0.28740247658320833
184,184,184,184,184,1-8074,3,7,1-8074,145,8,0,54,41.67167091369629,0.2873908338875606
281,281,281,281,281,1-9995,4,20,1-9995,24,0,0,11,6.859044075012207,0.2857935031255086
307,307,307,307,307,1-5530,2,12,1-5530,7,2,0,0,2.0,0.2857142857142857
428,428,428,428,428,1-2701,17,11,1-2701,61,13,0,7,17.364846229553223,0.2846696103205446
493,493,493,493,493,1-1836,14,13,1-1836,20,5,0,1,5.623549461364746,0.2811774730682373
190,190,190,190,190,1-2382,2,12,1-2382,139,16,0,37,39.071330070495605,0.28108870554313387
331,331,331,331,331,MLG75,18,15,MLG75,185,37,0,24,51.965187072753906,0.28089290309596704
394,394,394,394,394,1-2423,2,12,1-2423,79,17,0,8,21.98839569091797,0.2783341226698477
2,2,2,2,2,MLG17,16,17,MLG17,153,17,0,41,42.56552791595459,0.2782060648101607
64,64,64,64,64,1-9674,20,18,1-9674,144,7,0,53,40.04812145233154,0.27811195453008014
273,273,273,273,273,1-3589,2,12,1-3589,27,5,0,4,7.494197845458984,0.27756288316514754
422,422,422,422,422,1-6878,4,20,1-6878,167,0,0,74,46.14266014099121,0.27630335413767193
460,460,460,460,460,1-7993,2,12,1-7993,24,6,0,1,6.623549461364746,0.27598122755686444
349,349,349,349,349,1-3052,7,22,1-3052,166,12,0,54,45.67167091369629,0.2751305476728692
352,352,352,352,352,MLG63,19,6,MLG63,380,64,0,65,104.5307149887085,0.27508082891765395
382,382,382,382,382,1-18558,11,4,1-18558,307,55,0,47,84.30682468414307,0.27461506411772985
351,351,351,351,351,1-19229,2,12,1-19229,38,6,0,7,10.364846229553223,0.2727591113040322
448,448,448,448,448,1-3106,9,3,1-3106,34,3,0,10,9.235494613647461,0.27163219451904297
174,174,174,174,174,MLG38,1,8,MLG38,77,14,0,11,20.859044075012207,0.27089667629885983
189,189,189,189,189,1-9156,3,7,1-9156,268,37,0,56,71.91876983642578,0.26835361879263353
306,306,306,306,306,1-18377,7,22,1-18377,14,0,0,6,3.7412967681884766,0.267235483442034
193,193,193,193,193,1-9553,11,4,1-9553,23,3,0,5,6.1177473068237305,0.2659890133401622
480,480,480,480,480,1-1005,16,17,1-1005,125,25,0,13,33.1061429977417,0.2648491439819336
474,474,474,474,474,1-8400,4,20,1-8400,33,0,0,14,8.729692459106445,0.26453613512443774
459,459,459,459,459,1-2545,14,13,1-2545,145,19,0,31,38.33003330230713,0.2643450572572905
71,71,71,71,71,1-6532,3,7,1-6532,27,4,0,5,7.1177473068237305,0.2636202706231011
43,43,43,43,43,1-8705,18,15,1-8705,48,12,0,1,12.623549461364746,0.2629906137784322
362,362,362,362,362,1-1462,7,22,1-1462,192,13,0,60,50.412967681884766,0.26256754000981647
167,167,167,167,167,1-4929,6,16,1-4929,10,2,0,1,2.623549461364746,0.2623549461364746
108,108,108,108,108,1-9731,13,9,1-9731,11,1,0,3,2.8706483840942383,0.260968034917658
170,170,170,170,170,1-5043,12,14,1-5043,123,15,0,27,31.835835456848145,0.25882793054348086
40,40,40,40,40,1-7722,12,14,1-7722,60,13,0,4,15.494197845458984,0.25823663075764974
245,245,245,245,245,1-6647,5,23,1-6647,62,16,0,0,16.0,0.25806451612903225
14,14,14,14,14,1-6098,6,16,1-6098,1327,98,0,392,342.43138885498047,0.2580492757008142
201,201,201,201,201,1-9902,15,2,1-9902,30,4,0,6,7.741296768188477,0.25804322560628257
468,468,468,468,468,1-6228,7,22,1-6228,48,8,0,7,12.364846229553223,0.25760096311569214
169,169,169,169,169,1-9606,22,5,1-9606,16,1,0,5,4.1177473068237305,0.25735920667648315
101,101,101,101,101,1-9892,3,7,1-9892,22,5,0,1,5.623549461364746,0.25561588460748846
415,415,415,415,415,1-1957,22,5,1-1957,47,7,0,8,11.988395690917969,0.2550722487429355
283,283,283,283,283,1-3535,3,7,1-3535,315,41,0,63,80.283616065979,0.2548686224316794
73,73,73,73,73,1-5355,12,14,1-5355,53,6,0,12,13.482593536376953,0.2543885572901312
355,355,355,355,355,1-9498,18,15,1-9498,64,15,0,2,16.247098922729492,0.2538609206676483
67,67,67,67,67,1-7481,11,4,1-7481,33,4,0,7,8.364846229553223,0.2534801887743401
407,407,407,407,407,1-8421,12,14,1-8421,109,10,0,28,27.45938491821289,0.25192096255241186
267,267,267,267,267,1-6181,4,20,1-6181,659,0,0,266,165.86415672302246,0.2516906778801555
15,15,15,15,15,1-8093,14,13,1-8093,4,1,0,0,1.0,0.25
465,465,465,465,465,1-5913,2,12,1-5913,14,1,0,4,3.4941978454589844,0.24958556038992746
208,208,208,208,208,1-10468,20,18,1-10468,549,24,0,181,136.86245250701904,0.24929408471223868
440,440,440,440,440,MLG52,16,17,MLG52,125,23,0,13,31.1061429977417,0.24884914398193358
106,106,106,106,106,MLG69,13,9,MLG69,576,67,0,122,143.07303428649902,0.2483906845251719
296,296,296,296,296,1-9404,20,18,1-9404,100,8,0,27,24.835835456848145,0.24835835456848143
391,391,391,391,391,MLG30,4,20,MLG30,208,0,0,82,51.13105583190918,0.24582238380725568
467,467,467,467,467,1-13247,1,8,1-13247,29,4,0,5,7.1177473068237305,0.24543956230426656
456,456,456,456,456,1-8186,14,13,1-8186,26,2,0,7,6.364846229553223,0.24480177805973932
414,414,414,414,414,1-8285,9,3,1-8285,72,12,0,9,17.611945152282715,0.24461034933725992
531,531,531,531,531,1-5891,8,10,1-5891,96,9,0,23,23.34163761138916,0.24314205845197043
258,258,258,258,258,1-9516,7,22,1-9516,76,6,0,20,18.470989227294922,0.24303933193809107
123,123,123,123,123,MLG55,21,24,MLG55,92,9,0,21,22.094538688659668,0.24015802922456161
236,236,236,236,236,1-7024,18,15,1-7024,498,62,0,92,119.36655044555664,0.23969186836457157
214,214,214,214,214,1-0053,16,17,1-0053,142,29,0,8,33.98839569091797,0.2393548992318167
89,89,89,89,89,1-18004,1,8,1-18004,12,1,0,3,2.8706483840942383,0.23922069867451987
449,449,449,449,449,1-1935,8,10,1-1935,12,1,0,3,2.8706483840942383,0.23922069867451987
33,33,33,33,33,1-7991,5,23,1-7991,46,11,0,0,11.0,0.2391304347826087
376,376,376,376,376,1-7874,12,14,1-7874,258,18,0,70,61.64846229553223,0.23894752827725668
117,117,117,117,117,1-0358,1,8,1-0358,22,4,0,2,5.247098922729492,0.2385044964877042
81,81,81,81,81,1-7770,9,3,1-7770,11,2,0,1,2.623549461364746,0.2385044964877042
429,429,429,429,429,1-6693,6,16,1-6693,98,9,0,23,23.34163761138916,0.23817997562642002
348,348,348,348,348,1-17758,20,18,1-17758,40,2,0,12,9.482593536376953,0.23706483840942383
154,154,154,154,154,1-18994,1,8,1-18994,28,6,0,1,6.623549461364746,0.2365553379058838
343,343,343,343,343,1-4319,20,18,1-4319,163,6,0,52,38.4245719909668,0.23573357049672883
13,13,13,13,13,1-9805,18,15,1-9805,26,3,0,5,6.1177473068237305,0.23529797333937424
266,266,266,266,266,1-2103,18,15,1-2103,26,3,0,5,6.1177473068237305,0.23529797333937424
522,522,522,522,522,1-5282,15,2,1-5282,17,4,0,0,4.0,0.23529411764705882
301,301,301,301,301,1-1177,5,23,1-1177,17,4,0,0,4.0,0.23529411764705882
552,552,552,552,552,MLG46,5,23,MLG46,17,4,0,0,4.0,0.23529411764705882
350,350,350,350,350,1-2282,2,12,1-2282,219,17,0,55,51.295220375061035,0.23422475057105496
147,147,147,147,147,1-17657,8,10,1-17657,8,0,0,3,1.8706483840942383,0.23383104801177979
239,239,239,239,239,1-7042,5,23,1-7042,117,27,0,0,27.0,0.23076923076923078
191,191,191,191,191,1-8328,17,11,1-8328,114,20,0,10,26.23549461364746,0.23013591766357422
253,253,253,253,253,1-4649,7,22,1-4649,244,16,0,64,55.90716552734375,0.22912772757108094
463,463,463,463,463,1-1989,16,17,1-1989,46,8,0,4,10.494197845458984,0.22813473577084747
314,314,314,314,314,1-3139,7,22,1-3139,93,5,0,26,21.2122859954834,0.22808909672562794
562,562,562,562,562,1-0003,9,3,1-0003,17,2,0,3,3.8706483840942383,0.22768519906436696
228,228,228,228,228,1-17835,2,12,1-17835,17,2,0,3,3.8706483840942383,0.22768519906436696
397,397,397,397,397,1-9808,4,20,1-9808,74,0,0,27,16.835835456848145,0.22751128995740735
424,424,424,424,424,1-4700,19,6,1-4700,31,2,0,8,6.988395690917969,0.22543211906186997
8,8,8,8,8,1-8181,1,8,1-8181,30,3,0,6,6.741296768188477,0.2247098922729492
270,270,270,270,270,1-1390,2,12,1-1390,98,12,0,16,21.976791381835938,0.22425297328404017
386,386,386,386,386,MLG68,8,10,MLG68,642,82,0,99,143.73139667510986,0.22388068017929885
447,447,447,447,447,1-7152,8,10,1-7152,109,18,0,10,24.23549461364746,0.22234398728116936
413,413,413,413,413,1-8314,5,23,1-8314,36,8,0,0,8.0,0.2222222222222222
1,1,1,1,1,1-9185,15,2,1-9185,31,5,0,3,6.870648384094238,0.22163381884174962
498,498,498,498,498,1-19915,13,9,1-19915,62,10,0,6,13.741296768188477,0.22163381884174962
162,162,162,162,162,1-8067,20,18,1-8067,322,10,0,98,71.10784721374512,0.22083182364517118
483,483,483,483,483,1-9491,21,24,1-9491,80,7,0,17,17.600340843200684,0.22000426054000854
505,505,505,505,505,1-4747,22,5,1-4747,25,3,0,4,5.494197845458984,0.21976791381835936
398,398,398,398,398,1-0303,21,24,1-0303,212,29,0,28,46.45938491821289,0.21914804206704194
404,404,404,404,404,1-4682,21,24,1-4682,16,1,0,4,3.4941978454589844,0.21838736534118652
437,437,437,437,437,1-6980,12,14,1-6980,128,3,0,40,27.941978454589844,0.21829670667648315
377,377,377,377,377,1-7213,6,16,1-7213,23,0,0,8,4.988395690917969,0.21688676917034647
375,375,375,375,375,MLG14,14,13,MLG14,232,32,0,29,50.08293437957764,0.21587471715335188
68,68,68,68,68,1-7845,3,7,1-7845,36,4,0,6,7.741296768188477,0.2150360213385688
347,347,347,347,347,1-8188,21,24,1-8188,140,12,0,29,30.082934379577637,0.21487810271126884
335,335,335,335,335,1-8910,7,22,1-8910,137,2,0,44,29.436176300048828,0.2148626007302834
396,396,396,396,396,1-9963,12,14,1-9963,116,19,0,9,24.611945152282715,0.21217194096795444
501,501,501,501,501,1-18487,12,14,1-18487,23,3,0,3,4.870648384094238,0.2117673210475756
256,256,256,256,256,1-9277,7,22,1-9277,48,2,0,13,10.1061429977417,0.2105446457862854
47,47,47,47,47,1-19547,2,12,1-19547,66,7,0,11,13.859044075012207,0.20998551628806375
224,224,224,224,224,1-9227,7,22,1-9227,801,32,0,218,167.93378257751465,0.20965515927280232
103,103,103,103,103,1-8820,20,18,1-8820,83,3,0,23,17.34163761138916,0.20893539290830312
