Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,MLG44,21,1,MLG44,59,3,1,5,1006.4155631065369,17.057890900110795
168,168,168,168,168,168,168,168,168,168,168,MLG45,7,3,MLG45,70,14,1,15,1024.2466893196106,14.632095561708724
80,80,80,80,80,80,80,80,80,80,80,1-0053,6,1,1-0053,142,15,1,4,1017.7324504852295,7.167129932994574
6,6,6,6,6,6,6,6,6,6,6,MLG54,7,3,MLG54,595,53,1,37,1078.2751669883728,1.81222717140903
67,67,67,67,67,67,67,67,67,67,67,1-3516,5,6,1-3516,156,14,0,108,87.77616310119629,0.5626677121871557
165,165,165,165,165,165,165,165,165,165,165,MLG59,10,5,MLG59,71,26,0,17,37.61291456222534,0.5297593600313428
75,75,75,75,75,75,75,75,75,75,75,1-2545,4,12,1-2545,145,29,0,68,75.45165824890137,0.5203562637855267
49,49,49,49,49,49,49,49,49,49,49,1-6974,7,3,1-6974,207,70,0,53,106.20496892929077,0.513067482750197
368,368,368,368,368,368,368,368,368,368,368,1-6858,11,8,1-6858,23,0,0,17,11.612914562225342,0.5049093287924061
358,358,358,358,358,358,358,358,358,358,358,1-8627,5,6,1-8627,25,5,0,11,12.514238834381104,0.5005695533752441
228,228,228,228,228,228,228,228,228,228,228,MLG60,4,12,MLG60,47,6,0,23,21.71159029006958,0.4619487295759485
295,295,295,295,295,295,295,295,295,295,295,1-1942,14,3,1-1942,34,11,0,6,15.098675727844238,0.4440786978777717
36,36,36,36,36,36,36,36,36,36,36,MLG64,13,14,MLG64,245,78,0,45,108.74006795883179,0.44383701207686443
78,78,78,78,78,78,78,78,78,78,78,1-1570,18,19,1-1570,142,17,0,66,62.08543300628662,0.4372213591992016
55,55,55,55,55,55,55,55,55,55,55,1-1462,14,15,1-1462,192,15,0,99,82.62814950942993,0.4303549453616142
91,91,91,91,91,91,91,91,91,91,91,1-9270,19,20,1-9270,128,25,0,44,55.056955337524414,0.4301324635744095
62,62,62,62,62,62,62,62,62,62,62,1-6878,10,4,1-6878,167,34,0,54,70.88808155059814,0.42447953024310264
57,57,57,57,57,57,57,57,57,57,57,MLG75,4,12,MLG75,185,40,0,53,76.20496892929077,0.4119187509691393
156,156,156,156,156,156,156,156,156,156,156,1-2294,8,2,1-2294,75,19,0,17,30.612914562225342,0.40817219416300454
332,332,332,332,332,332,332,332,332,332,332,P-16616,2,11,P-16616,28,10,0,2,11.366225242614746,0.4059366158076695
102,102,102,102,102,102,102,102,102,102,102,1-17907,5,6,1-17907,119,11,0,54,47.888081550598145,0.40242085336637096
145,145,145,145,145,145,145,145,145,145,145,1-9491,18,19,1-9491,80,24,0,11,31.514238834381104,0.3939279854297638
462,462,462,462,462,462,462,462,462,462,462,1-4052,19,12,1-4052,13,3,0,3,5.049337863922119,0.38841060491708607
299,299,299,299,299,299,299,299,299,299,299,MLG31,13,14,MLG31,33,8,0,7,12.781788349151611,0.3873269196712609
121,121,121,121,121,121,121,121,121,121,121,1-9333,20,5,1-9333,102,34,0,8,39.464900970458984,0.38691079382802923
