Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,16,MLG59,71,17,1,10,1025.8595163822174,14.448725582848132
1-8285,7,2,1-8285,72,10,1,5,1014.4297581911087,14.089302197098732
MLG38,7,3,MLG38,77,6,1,17,1021.0611778497696,13.260534777269735
1-7897,8,2,1-7897,95,6,1,10,1014.8595163822174,10.682731751391762
1-18028,7,3,1-18028,309,4,1,111,1102.3406318426132,3.5674454104938937
MLG56,2,16,MLG56,511,57,1,54,1104.841388463974,2.162116220086055
1-9455,4,5,1-9455,2,1,0,1,1.8859516382217407,0.9429758191108704
P-16454,19,22,P-16454,8,0,0,8,7.087613105773926,0.8859516382217407
1-0008,10,13,1-0008,230,121,0,79,190.99017941951752,0.8303920844326849
1-6228,5,6,1-6228,48,0,0,44,38.98187208175659,0.8121223350365957
1-7839,6,18,1-7839,24,10,0,9,17.973564743995667,0.7488985309998194
1-13247,11,8,1-13247,29,1,0,23,21.376887679100037,0.7371340579000013
1-1207,21,23,1-1207,66,9,0,43,47.09592044353485,0.7135745521747705
1-1580,13,10,1-1580,400,29,0,287,283.2681201696396,0.708170300424099
1-1942,20,4,1-1942,34,18,0,6,23.315709829330444,0.6857561714508954
1-9379,19,22,1-9379,58,20,0,22,39.490936040878296,0.68087820760135
72-11994,4,5,72-11994,8,1,0,5,5.429758191108704,0.678719773888588
1-5654,19,22,1-5654,15,1,0,10,9.859516382217407,0.6573010921478272
1-9495,20,4,1-9495,18,9,0,3,11.657854914665222,0.6476586063702902
1-1989,21,23,1-1989,46,26,0,4,29.543806552886963,0.6422566641931948
1-8398,14,11,1-8398,54,1,0,38,34.66616225242615,0.6419659676375212
1-6006,22,1,1-6006,57,5,0,35,36.008307337760925,0.6317246901361566
1-2573,3,17,1-2573,37,18,0,5,22.429758191108704,0.6062096808407758
1-1183,10,7,1-1183,45,3,0,27,26.920694231987,0.5982376495997112
1-8023,5,6,1-8023,16,4,0,6,9.315709829330444,0.5822318643331528
1-8573,22,12,1-8573,184,92,0,16,106.17522621154785,0.577039272888847
1-6974,11,8,1-6974,207,6,0,126,117.62990641593933,0.5682604174683059
MLG57,5,6,MLG57,629,69,0,314,347.1888144016266,0.5519694982537784
1-9667,16,13,1-9667,14,5,0,3,7.657854914665222,0.5469896367618016
