Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,12,5,1-3516,156,26,0,104,109.24101305007935,0.7002629041671753
361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,8,2,1-0008,230,156,0,0,156.0,0.6782608695652174
500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,6,3,1-0292,99,17,0,61,65.82405573129654,0.6648894518312781
371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,11,13,1-1580,400,51,0,265,263.1045044064522,0.6577612610161304
517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,21,1,1-18028,309,150,0,33,176.41301375627518,0.5709159021238679
390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,18,12,MLG64,245,76,0,77,137.63036543130875,0.5617565935971786
330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,10,10,1-4531,94,19,0,41,51.81616860628128,0.5512358362370349
537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,2,22,1-4494,16,3,0,7,8.60276049375534,0.5376725308597088
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,18,12,1-8427,189,50,0,63,100.42484444379807,0.5313483833005188
531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,17,11,1-5891,96,11,0,48,49.41892910003662,0.5147805114587148
251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,2,22,1-7268,70,12,0,29,35.211436331272125,0.5030205190181732
389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,7,9,1-0278,79,17,0,28,39.41104197502136,0.4988739490509033
209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,20,7,1-9938,55,8,0,23,26.409070193767548,0.4801649126139554
263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,20,7,1-6927,179,38,0,56,82.82208395004272,0.4626932064248197
422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,6,3,1-6878,167,35,0,52,76.62050652503967,0.45880542829365073
446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,12,5,1-3534,279,34,0,115,126.04535096883774,0.4517754515012105
343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,20,7,1-4319,163,27,0,58,73.42287266254425,0.4504470715493512
359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,6,3,1-4417,151,19,0,61,67.82405573129654,0.4491659319953413
386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,17,11,MLG68,642,44,0,305,288.1202786564827,0.4487854807733375
526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,22,9,1-5002,45,12,0,10,20.00394356250763,0.44453207916683624
364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,2,22,1-7682,141,44,0,23,62.40907019376755,0.4426175191047344
427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,19,15,1-9379,58,20,0,7,25.60276049375534,0.44142690506474724
268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,18,12,MLG44,59,18,0,10,26.00394356250763,0.4407448061441971
302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,5,8,MLG51,248,90,0,24,109.20946455001831,0.4403607441532996
234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,22,14,MLG29,164,48,0,30,72.01183068752289,0.4390965285824566
394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,6,11,1-2423,79,10,0,30,34.01183068752289,0.43052950237370746
208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,20,7,1-10468,549,84,0,186,232.8733502626419,0.42417732288277216
548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,2,22,1-3087,26,3,0,10,11.00394356250763,0.4232285985579857
368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,20,7,1-5197,72,8,0,28,30.411041975021362,0.4223755829864078
414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,18,12,1-8285,72,15,0,19,30.207492768764496,0.41954851067728466
387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,8,2,1-10539,63,26,0,0,26.0,0.4126984126984127
379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,12,5,1-4640,87,6,0,37,35.61459118127823,0.40936311702618655
344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,3,21,1-6035,23,7,0,3,9.401183068752289,0.4087470899457517
412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,19,15,1-6858,23,7,0,3,9.401183068752289,0.4087470899457517
459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,11,13,1-2545,145,44,0,19,59.207492768764496,0.40832753633630686
547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,18,3,MLG67,27,3,0,10,11.00394356250763,0.40755346527806036
253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,7,9,1-4649,244,46,0,66,98.82602751255035,0.40502470292028836
406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,12,5,1-17907,119,11,0,46,47.818140387535095,0.4018331125002949
465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,9,18,1-5913,14,0,0,7,5.602760493755341,0.40019717812538147
512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,5,8,1-3033,7,2,0,1,2.800394356250763,0.4000563366072519
375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,19,15,MLG14,232,72,0,26,92.81025326251984,0.40004419509706823
275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,8,2,1-3216,5,2,0,0,2.0,0.4
543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,3,21,1-5803,15,6,0,0,6.0,0.4
329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,20,7,1-1317,414,62,0,128,164.45047760009766,0.3972233758456465
421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,5,8,1-8398,54,11,0,13,21.405126631259918,0.3963912339122207
318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,14,6,1-2324,25,9,0,1,9.800394356250763,0.39201577425003054
399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,11,MLG60,47,12,0,8,18.403154850006104,0.3915564861703426
331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,17,11,MLG75,185,41,0,39,72.21537989377975,0.3903534048312419
294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,6,3,1-3509,35,4,0,12,13.604732275009155,0.388706636428833
342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,8,2,MLG65,201,78,0,0,78.0,0.3880597014925373
126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,17,11,1-8488,23,8,0,1,8.800394356250763,0.3826258415761201
448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,13,20,1-3106,34,5,0,10,13.00394356250763,0.38246892830904794
188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,22,14,1-20167,56,14,0,9,21.203549206256866,0.3786348072545869
462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,2,22,1-1183,45,13,0,5,17.001971781253815,0.3778215951389737
267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,6,3,1-6181,659,93,0,194,248.276505112648,0.37674735221949623
450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,20,7,1-2297,25,3,0,8,9.403154850006104,0.37612619400024416
285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,21,1,1-18615,22,5,0,4,8.201577425003052,0.3727989738637751
206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,6,3,1-9752,22,5,0,4,8.201577425003052,0.3727989738637751
307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,19,15,1-5530,7,1,0,2,2.600788712501526,0.37154124464307514
264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,5,8,P-0009,7,1,0,2,2.600788712501526,0.37154124464307514
270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,19,15,1-1390,98,22,0,18,36.40709841251373,0.3715010042093238
131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,8,2,1-9283,235,87,0,0,87.0,0.3702127659574468
33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,4,23,1-7991,46,17,0,0,17.0,0.3695652173913043
509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,19,15,1-18935,30,11,0,0,11.0,0.36666666666666664
524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,17,11,1-9338,29,5,0,7,10.60276049375534,0.3656124308191497
192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,18,1-9770,50,3,0,19,18.207492768764496,0.36414985537528993
338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,6,3,1-6296,254,30,0,78,92.43075978755951,0.36390062908487997
404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,1,19,1-4682,16,5,0,1,5.800394356250763,0.3625246472656727
292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,22,6,1-9997,16,5,0,1,5.800394356250763,0.3625246472656727
451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,17,11,1-4098,16,5,0,1,5.800394356250763,0.3625246472656727
266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,18,12,1-2103,26,3,0,8,9.403154850006104,0.36165980192331165
403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,5,8,1-1770,35,7,0,7,12.60276049375534,0.3600788712501526
232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,14,6,1-18371,120,32,0,14,43.20552098751068,0.3600460082292557
429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,22,14,1-6693,98,24,0,14,35.20552098751068,0.3592400100766396
214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,22,14,1-0053,142,27,0,30,51.01183068752289,0.3592382442783302
36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,11,13,1-2714,61,21,0,1,21.800394356250763,0.3573835140368978
