Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,12,MLG40,3,51,11,1,11,1021.9903750419617,20.039026961607092
168,168,168,168,168,168,168,168,168,168,MLG45,10,MLG45,5,70,18,1,16,1033.9860000610352,14.771228572300503
9,9,9,9,9,9,9,9,9,9,1-3523,12,1-3523,3,543,91,1,109,1199.904625415802,2.2097691075797457
8,8,8,8,8,8,8,8,8,8,1-10468,10,1-10468,5,549,56,1,148,1203.8705005645752,2.192842441829827
67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,21,0,101,121.91162538528442,0.7814847781107976
211,211,211,211,211,211,211,211,211,211,1-8042,7,1-8042,19,52,12,0,23,34.97987508773804,0.6726899055334238
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,93,105.91862535476685,0.6661548764450745
52,52,52,52,52,52,52,52,52,52,1-7122,17,1-7122,10,197,110,0,12,121.98950004577637,0.6192360408415044
277,277,277,277,277,277,277,277,277,277,1-10060,6,1-10060,20,36,4,0,18,21.98425006866455,0.6106736130184598
239,239,239,239,239,239,239,239,239,239,1-5002,8,1-5002,7,45,8,0,19,26.983375072479248,0.5996305571662055
150,150,150,150,150,150,150,150,150,150,1-3083,12,1-3083,3,78,7,0,39,45.96587514877319,0.5893060916509384
189,189,189,189,189,189,189,189,189,189,MLG10,6,MLG10,20,60,12,0,22,33.98075008392334,0.5663458347320557
165,165,165,165,165,165,165,165,165,165,MLG59,10,MLG59,5,71,18,0,22,39.98075008392334,0.5631091561115963
12,12,12,12,12,12,12,12,12,12,1-7024,19,1-7024,9,498,94,0,182,275.8407506942749,0.5538970897475399
145,145,145,145,145,145,145,145,145,145,1-9491,6,1-9491,20,80,11,0,33,43.97112512588501,0.5496390640735627
71,71,71,71,71,71,71,71,71,71,1-4417,22,1-4417,18,151,23,0,55,77.95187520980835,0.5162375841709163
228,228,228,228,228,228,228,228,228,228,MLG60,13,MLG60,2,47,2,0,22,23.98075008392334,0.5102287251898583
203,203,203,203,203,203,203,203,203,203,1-9938,19,1-9938,6,55,26,0,2,27.998250007629395,0.5090590910478072
49,49,49,49,49,49,49,49,49,49,1-6974,6,1-6974,20,207,8,0,96,103.91600036621094,0.5020096636048837
112,112,112,112,112,112,112,112,112,112,1-3447,11,1-3447,4,110,38,0,17,54.98512506484985,0.49986477331681684
114,114,114,114,114,114,114,114,114,114,1-7152,20,1-7152,8,109,1,0,53,53.953625202178955,0.4949873871759537
5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,179,0,131,309.88537549972534,0.4926635540536174
24,24,24,24,24,24,24,24,24,24,1-3535,18,1-3535,10,315,50,0,104,153.90900039672852,0.48860000125945563
195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,20,0,8,27.993000030517578,0.4826379315606479
102,102,102,102,102,102,102,102,102,102,1-17907,20,1-17907,8,119,6,0,50,55.95625019073486,0.4702205898381081
182,182,182,182,182,182,182,182,182,182,1-6647,12,1-6647,9,62,10,0,19,28.983375072479248,0.4674737914916008
152,152,152,152,152,152,152,152,152,152,1-10038,16,1-10038,16,76,9,0,26,34.97725009918213,0.46022697498923854
82,82,82,82,82,82,82,82,82,82,1-8188,6,1-8188,20,140,10,0,54,63.95275020599365,0.4568053586142404
166,166,166,166,166,166,166,166,166,166,MLG58,17,MLG58,12,71,11,0,21,31.981625080108643,0.450445423663502
60,60,60,60,60,60,60,60,60,60,1-3068,20,1-3068,8,180,10,0,71,80.9378752708435,0.44965486261579724
137,137,137,137,137,137,137,137,137,137,1-6611,20,1-6611,8,89,5,0,35,39.969375133514404,0.4490941026237574
412,412,412,412,412,412,412,412,412,412,1-0055,2,1-0055,16,18,4,0,4,7.996500015258789,0.4442500008477105
296,296,296,296,296,296,296,296,296,296,1-0205,4,1-0205,1,34,0,0,15,14.986875057220459,0.44079044285942526
441,441,441,441,441,441,441,441,441,441,1-9997,8,1-9997,7,16,3,0,4,6.996500015258789,0.4372812509536743
123,123,123,123,123,123,123,123,123,123,1-11350,13,1-11350,2,100,22,0,21,42.98162508010864,0.42981625080108643
512,512,512,512,512,512,512,512,512,512,1-5799,11,1-5799,14,7,1,0,2,2.9982500076293945,0.42832142966134207
64,64,64,64,64,64,64,64,64,64,MLG29,8,MLG29,7,164,22,0,48,69.95800018310547,0.4265731718482041
81,81,81,81,81,81,81,81,81,81,1-7682,2,1-7682,11,141,25,0,35,59.969375133514404,0.4253147172589674
29,29,29,29,29,29,29,29,29,29,1-3534,20,1-3534,8,279,24,0,94,117.91775035858154,0.4226442665182134
20,20,20,20,20,20,20,20,20,20,1-8067,9,1-8067,6,322,50,0,86,135.92475032806396,0.42212655381386327
88,88,88,88,88,88,88,88,88,88,1-8267,20,1-8267,8,133,6,0,49,54.957125186920166,0.41321146757082833
425,425,425,425,425,425,425,425,425,425,1-0003,18,1-0003,11,17,1,0,6,6.994750022888184,0.4114558836993049
265,265,265,265,265,265,265,265,265,265,1-1204,18,1-1204,10,39,4,0,12,15.989500045776367,0.4099871806609325
89,89,89,89,89,89,89,89,89,89,1-9831,9,1-9831,5,132,43,0,11,53.99037504196167,0.40901799274213385
247,247,247,247,247,247,247,247,247,247,1-6734,15,1-6734,14,44,9,0,9,17.992125034332275,0.4089119325984608
385,385,385,385,385,385,385,385,385,385,1-18615,19,1-18615,20,22,4,0,5,8.995625019073486,0.4088920463215221
93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,19,0,32,50.97200012207031,0.4077760009765625
153,153,153,153,153,153,153,153,153,153,1-9516,4,1-9516,1,76,0,0,31,30.972875118255615,0.40753783050336334
