Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
270,1-1390,11,13,1-1390,98,49,0,10,51.06094220280647,0.5210300224776171
170,1-5043,17,6,1-5043,123,57,0,17,60.503601744771004,0.49189920117700003
234,MLG29,9,8,MLG29,164,61,0,29,66.97673238813877,0.408394709683773
488,1-11350,19,19,1-11350,100,35,0,7,36.44265954196453,0.3644265954196453
399,MLG60,15,11,MLG60,47,16,0,5,17.030471101403236,0.3623504489660263
526,1-5002,9,8,1-5002,45,14,0,8,15.648753762245178,0.3477500836054484
141,MLG45,15,11,MLG45,70,21,0,12,23.473130643367767,0.3353304377623967
434,MLG59,14,18,MLG59,71,18,0,27,23.564543947577477,0.33189498517714755
471,1-9794,4,17,1-9794,46,10,0,24,14.946261286735535,0.32491872362468555
282,1-1608,7,9,1-1608,307,90,0,42,98.65595725178719,0.32135490961494195
153,1-1350,7,9,1-1350,195,57,0,26,62.35844972729683,0.3197869216784453
384,1-9270,20,15,1-9270,128,33,0,36,40.4193919301033,0.31577649945393205
123,MLG55,11,13,MLG55,92,27,0,9,28.854847982525826,0.31363965198397636
161,MLG41,11,13,MLG41,66,19,0,8,20.648753762245178,0.3128599054885633
389,1-0278,15,11,1-0278,79,22,0,11,24.26703642308712,0.30717767624160913
461,1-9651,3,6,1-9651,38,9,0,12,11.473130643367767,0.30192449061494125
221,1-8023,20,15,1-8023,16,4,0,4,4.824376881122589,0.3015235550701618
190,1-2382,11,13,1-2382,139,39,0,14,41.88531908392906,0.30133323081963354
400,1-18709,9,18,1-18709,33,6,0,17,9.503601744771004,0.28798793165972736
192,1-9770,4,10,1-9770,50,12,0,11,14.26703642308712,0.2853407284617424
311,1-20578,14,11,1-20578,19,5,0,2,5.4121884405612946,0.2848520231874366
174,MLG38,15,11,MLG38,77,19,0,14,21.885319083929062,0.28422492316790987
499,1-8627,19,14,1-8627,25,6,0,5,7.030471101403236,0.28121884405612946
345,1-1131,15,11,1-1131,138,35,0,16,38.297507524490356,0.2775181704673214
382,1-18558,13,16,1-18558,307,75,0,40,83.24376881122589,0.2711523414046446
231,1-8450,11,13,1-8450,52,12,0,10,14.060942202806473,0.27040273466935527
398,1-0303,3,7,1-0303,212,42,0,74,57.2509723007679,0.27005175613569765
449,1-1935,13,16,1-1935,12,2,0,6,3.2365653216838837,0.2697137768069903
378,1-6561,20,15,1-6561,65,14,0,17,17.503601744771004,0.2692861806887847
189,1-9156,4,17,1-9156,268,62,0,46,71.48033413290977,0.2667176646750365
381,1-2335,4,17,1-2335,145,31,0,36,38.4193919301033,0.2649613236558848
540,1-5413,14,18,1-5413,39,6,0,21,10.327978625893593,0.2648199647665024
537,1-4494,18,14,1-4494,16,3,0,6,4.236565321683884,0.26478533260524273
322,1-0296,14,18,1-0296,41,9,0,9,10.854847982525826,0.26475238981770305
80,1-9115,20,15,1-9115,16,4,0,1,4.206094220280647,0.26288088876754045
144,1-7744,3,7,1-7744,37,8,0,8,9.648753762245178,0.2607771287093291
396,1-9963,20,15,1-9963,116,26,0,20,30.121884405612946,0.2596714172897668
364,1-7682,19,14,1-7682,141,33,0,17,36.503601744771004,0.2588907925161064
232,1-18371,4,17,1-18371,120,23,0,39,31.037674590945244,0.25864728825787703
279,MLG43,11,13,MLG43,14,3,0,3,3.618282660841942,0.25844876148871015
375,MLG14,19,19,MLG14,232,54,0,27,59.56454394757748,0.25674372391197187
440,MLG52,10,1,MLG52,125,32,0,0,32.0,0.256
33,1-7991,18,14,1-7991,46,9,0,13,11.679224863648415,0.253896192688009
413,1-8314,3,7,1-8314,36,5,0,20,9.121884405612946,0.25338567793369293
296,1-9404,16,12,1-9404,100,22,0,16,25.297507524490356,0.2529750752449036
66,1-7536,1,22,1-7536,17,1,0,16,4.2975075244903564,0.2527945602641386
183,1-9496,4,12,1-9496,39,8,0,9,9.854847982525826,0.2526884098083545
387,1-10539,15,11,1-10539,63,13,0,14,15.885319083929062,0.252147921967128
280,1-7608,7,9,1-7608,4,1,0,0,1.0,0.25
404,1-4682,20,1,1-4682,16,4,0,0,4.0,0.25
175,1-4910,10,1,1-4910,4,1,0,0,1.0,0.25
523,1-9861,3,7,1-9861,8,2,0,0,2.0,0.25
