,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
0,1-9491,16,1-9491,10,80,15,1,20,1015.2685808576643,12.690857260720804
1,MLG52,16,MLG52,10,125,13,1,41,1013.550590758212,8.108404726065695
2,1-7682,6,1-7682,5,141,60,0,21,60.28200990054757,0.4275319851102664
3,1-9379,2,1-9379,9,58,23,0,0,23.0,0.396551724137931
4,MLG65,2,MLG65,9,201,73,0,0,73.0,0.36318407960199
5,MLG59,2,MLG59,9,71,25,0,0,25.0,0.352112676056338
6,MLG41,2,MLG41,9,66,23,0,0,23.0,0.3484848484848485
7,1-0272,7,1-0272,10,111,38,0,23,38.308867986314,0.3451249368136396
8,1-0292,3,1-0292,1,99,33,0,17,33.228293729014695,0.335639330596108
9,MLG45,2,MLG45,9,70,21,0,0,21.0,0.3
10,MLG40,14,MLG40,16,51,15,0,5,15.067145214416088,0.2954342198905115
11,MLG57,12,MLG57,4,629,179,0,49,179.65802310127765,0.2856248379988516
12,MLG60,6,MLG60,5,47,13,0,4,13.05371617153287,0.2777386419475078
13,MLG29,9,MLG29,11,164,41,0,59,41.79231353010982,0.2548311800616452
14,P-16616,14,P-16616,16,28,7,0,5,7.067145214416087,0.2523980433720031
15,1-5002,9,1-5002,11,45,11,0,6,11.080574257299304,0.2462349834955401
16,1-5980,11,1-5980,11,29,7,0,1,7.013429042883217,0.2418423807890764
17,MLG75,6,MLG75,5,185,44,0,25,44.33572607208043,0.2396525733625969
18,1-18558,8,1-18558,18,307,72,0,44,72.59087788686156,0.2364523709669757
19,MLG38,2,MLG38,9,77,18,0,0,18.0,0.2337662337662337
20,1-7268,12,1-7268,4,70,16,0,19,16.25515181478113,0.2322164544968732
21,1-11350,8,1-11350,18,100,23,0,11,23.14771947171539,0.2314771947171539
22,1-3589,10,1-3589,12,27,6,0,16,6.214864686131477,0.230180173560425
23,1-1258,13,1-1258,15,435,98,0,70,98.9400330018252,0.2274483517283338
24,1-8157,2,1-8157,17,75,17,0,0,17.0,0.2266666666666666
25,1-4355,8,1-4355,18,49,11,0,7,11.09400330018252,0.2264082306159698
26,1-3523,8,1-3523,18,543,120,0,131,121.75920461770149,0.2242342626477007
27,MLG06,17,MLG06,20,18,4,0,1,4.013429042883217,0.2229682801601787
28,MLG84,2,MLG84,2,63,14,0,0,14.0,0.2222222222222222
29,1-3587,6,1-3587,5,46,10,0,5,10.067145214416088,0.2188509829220888
30,1-9345,16,1-9345,10,47,10,0,14,10.188006600365044,0.2167660978801072
31,1-18709,16,1-18709,10,33,7,0,10,7.134290428832173,0.2161906190555204
32,1-6693,9,1-6693,11,98,21,0,8,21.10743234306574,0.2153819626843442
33,1-20578,2,1-20578,9,19,4,0,0,4.0,0.2105263157894736
34,1-7521,3,1-7521,1,10,2,0,5,2.0671452144160867,0.2067145214416086
35,MLG55,17,MLG55,20,92,19,0,1,19.013429042883217,0.206667706987861
36,1-4136,8,1-4136,18,5,1,0,2,1.026858085766435,0.2053716171532869
37,1-3647,3,1-3647,1,5,1,0,1,1.0134290428832171,0.2026858085766434
38,1-2282,17,1-2282,20,219,44,0,21,44.28200990054757,0.2022009584499888
39,1-8906,8,1-8906,18,15,3,0,2,3.0268580857664347,0.2017905390510956
40,MLG33,10,MLG33,20,20,4,0,2,4.026858085766435,0.2013429042883217
41,1-2324,6,1-2324,5,25,5,0,2,5.026858085766435,0.2010743234306574
42,1-5654,12,1-5654,4,15,3,0,1,3.0134290428832173,0.2008952695255478
43,1-8634,6,1-8634,5,10,2,0,0,2.0,0.2
44,1-7866,8,1-7866,18,318,63,0,25,63.33572607208043,0.1991689499122026
45,1-8042,8,1-8042,18,52,10,0,9,10.120861385948956,0.1946319497297876
46,1-4494,10,1-4494,12,16,3,0,7,3.0940033001825213,0.1933752062614075
47,1-0053,9,1-0053,11,142,27,0,17,27.22829372901469,0.1917485473874274
48,1-3104,5,1-3104,14,16,3,0,3,3.040287128649652,0.1900179455406032
49,1-9270,21,1-9270,13,128,24,0,0,24.0,0.1875
50,1-1131,10,1-1131,12,138,25,0,29,25.389442243613303,0.1839814655334297
51,1-8285,16,1-8285,10,72,13,0,11,13.14771947171539,0.1826072148849359
52,1-3639,17,1-3639,20,17,3,0,5,3.0671452144160867,0.180420306730358
53,1-19448,12,1-19448,4,45,8,0,5,8.067145214416087,0.1792698936536908
54,MLG46,16,MLG46,10,17,3,0,2,3.0268580857664347,0.1780504756333197
55,1-4760,8,1-4760,18,40,7,0,9,7.120861385948956,0.1780215346487239
56,1-8095,21,1-8095,13,46,8,0,0,8.0,0.1739130434782608
57,1-6098,9,1-6098,11,1327,226,0,247,229.31697359215468,0.1728085709059191
58,1-7863,13,1-7863,15,351,59,0,28,59.376013200730085,0.1691624307713108
59,1-18935,14,1-18935,16,30,5,0,2,5.026858085766435,0.1675619361922145
60,1-2545,8,1-2545,18,145,24,0,22,24.29543894343078,0.1675547513340053
61,1-6543,8,1-6543,18,12,2,0,0,2.0,0.1666666666666666
62,1-9770,17,1-9770,20,50,8,0,10,8.134290428832173,0.1626858085766434
63,1-19915,18,1-19915,21,62,10,0,6,10.080574257299304,0.1625899073757952
64,1-9185,6,1-9185,5,31,5,0,2,5.026858085766435,0.1621567124440785
65,1-3265,8,1-3265,18,19,3,0,6,3.080574257299304,0.1621354872262791
66,MLG15,2,MLG15,9,105,17,0,0,17.0,0.1619047619047619
67,1-3083,16,1-3083,4,78,12,0,19,12.25515181478113,0.1571173309587324
68,1-1592,21,1-1592,13,32,5,0,0,5.0,0.15625
69,1-2103,18,1-2103,21,26,4,0,4,4.053716171532869,0.1559121604435719
70,1-4052,17,1-4052,20,13,2,0,1,2.0134290428832173,0.1548791571448628
71,1-0031,12,1-0031,4,13,2,0,1,2.0134290428832173,0.1548791571448628
