,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG45,20,13,MLG45,70,18,1,15,1027.8710978031158,14.683872825758796
1,1-6240,20,13,1-6240,698,60,1,165,1168.5820758342743,1.6741863550634302
2,MLG54,7,5,MLG54,595,177,0,550,538.9402527809143,0.9057819374469148
3,1-0296,18,10,1-0296,41,16,0,32,37.05834197998047,0.9038619995117188
4,1-1204,2,12,1-1204,39,16,0,28,34.42604923248291,0.8827192110893054
5,MLG62,13,3,MLG62,525,48,0,464,353.3459587097168,0.6730399213518415
6,1-0129,12,6,1-0129,142,66,0,41,92.98100066184998,0.6547957793088026
7,MLG52,7,5,MLG52,125,68,0,14,77.21302461624146,0.6177041969299316
8,1-6561,12,6,1-6561,65,22,0,27,39.76797604560852,0.611815016086285
9,72-12171,14,13,72-12171,19,6,0,8,11.264585494995115,0.5928729207892167
10,1-5002,11,8,1-5002,45,8,0,27,25.76797604560852,0.5726216899024116
11,1-5355,12,6,1-5355,53,16,0,21,29.819536924362183,0.5626327721577771
12,1-7897,19,17,1-7897,95,3,0,72,50.381269454956055,0.5303291521574321
13,1-0003,20,13,1-0003,17,3,0,9,8.922658681869507,0.5248622754040886
14,1-0272,9,2,1-0272,111,54,0,6,57.94843912124634,0.5220580101013184
15,1-6858,14,9,1-6858,23,4,0,12,11.896878242492676,0.5172555757605511
16,1-9794,15,17,1-9794,46,2,0,33,23.71641516685486,0.5155742427577144
17,1-17733,10,4,1-17733,74,8,0,45,37.613293409347534,0.5082877487749666
18,1-9270,12,6,1-9270,128,28,0,56,64.85209846496582,0.5066570192575455
19,1-7140,16,7,1-7140,397,182,0,25,198.4518296718597,0.4998786641608557
20,MLG51,13,3,MLG51,248,91,0,49,123.24558615684508,0.496958008696956
21,1-0027,11,8,1-0027,29,4,0,15,13.871097803115845,0.4783137173488222
22,1-3596,18,12,1-3596,223,67,0,60,106.48439121246338,0.4775084807733784
23,1-2335,19,17,1-2335,145,32,0,55,68.19402527809143,0.4703036226075271
24,MLG49,13,3,MLG49,185,76,0,16,86.52917098999023,0.4677252485945418
25,1-7024,16,7,1-7024,498,80,0,229,230.69875979423523,0.4632505216751711
26,1-5891,6,11,1-5891,96,41,0,5,44.29036593437195,0.4613579784830411
27,MLG64,14,9,MLG64,245,51,0,94,112.85887956619264,0.460648488025276
28,MLG78,20,13,MLG78,80,25,0,18,36.84531736373901,0.4605664670467376
29,1-3509,16,18,1-3509,35,16,0,0,16.0,0.4571428571428571
30,1-10785,12,6,1-10785,279,80,0,71,126.72319626808168,0.4542050045450955
31,1-10468,10,4,1-10468,549,115,0,203,248.5888569355011,0.4528030180974519
32,1-9770,19,17,1-9770,50,12,0,16,22.529170989990234,0.4505834197998047
33,1-8573,1,18,1-8573,184,82,0,0,82.0,0.4456521739130434
34,1-7122,13,3,1-7122,197,38,0,75,87.35548901557922,0.4434288782516712
35,MLG60,15,14,MLG60,47,18,0,4,20.63229274749756,0.4389849520744161
36,1-9034,6,11,1-9034,3,0,0,2,1.3161463737487793,0.4387154579162597
37,1-6228,3,21,1-6228,48,0,0,32,21.05834197998047,0.4387154579162597
38,1-20578,2,10,1-20578,19,5,0,5,8.290365934371948,0.4363350491774709
39,1-5043,12,6,1-5043,123,25,0,43,53.29714703559876,0.4333101385008029
40,1-9553,9,2,1-9553,23,6,0,6,9.948439121246338,0.4325408313585364
41,1-6692,19,17,1-6692,71,7,0,36,30.690634727478027,0.4322624609503948
42,MLG29,11,8,MLG29,164,30,0,62,70.80053758621216,0.431710595037879
43,1-5282,14,9,1-5282,17,6,0,2,7.316146373748779,0.430361551396987
44,1-8172,19,17,1-8172,40,8,0,14,17.213024616241455,0.4303256154060363
45,1-18371,19,17,1-18371,120,12,0,60,51.48439121246338,0.4290365934371948
46,1-8634,10,4,1-8634,10,1,0,5,4.290365934371948,0.4290365934371948
47,1-6927,14,9,1-6927,179,56,0,31,76.40026879310608,0.4268171440955647
48,1-1350,20,13,1-1350,195,47,0,54,82.53595209121704,0.423261292775472
49,1-9609,11,8,1-9609,25,4,0,10,10.580731868743896,0.4232292747497558
50,MLG40,14,9,MLG40,51,15,0,10,21.580731868743896,0.4231516052694881
51,MLG65,7,5,MLG65,201,30,0,83,84.62007451057434,0.4209953955749967
52,1-9733,7,5,1-9733,4,1,0,1,1.6580731868743896,0.4145182967185974
53,1-9404,10,4,1-9404,100,13,0,43,41.29714703559876,0.4129714703559875
54,1-1570,12,6,1-1570,142,17,0,63,58.45861077308655,0.4116803575569475
55,1-8627,20,13,1-8627,25,3,0,11,10.238805055618286,0.4095522022247314
