Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,10,7,1-0129,142,14,0,38,35.99433743953705,0.2534812495742046
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,2,21,1-3087,26,6,0,1,6.578798353672028,0.2530307059104626
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,20,5,1-8418,46,7,0,8,11.63038682937622,0.2528344962907874
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,14,9,1-8285,72,6,0,21,18.15476542711258,0.25214951982100803
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,7,17,1-3589,27,1,0,10,6.787983536720276,0.2514067976563065
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,6,4,1-9452,16,4,0,0,4.0,0.25
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,3,22,1-4926,4,1,0,0,1.0,0.25
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,1,12,1-5929,4,1,0,0,1.0,0.25
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,6,4,1-1957,47,10,0,3,11.736395061016083,0.24971053321310815
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,13,20,1-5626,125,26,0,9,31.20918518304825,0.24967348146438598
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,7,17,1-7481,33,3,0,9,8.209185183048248,0.24876318736509842
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,7,17,1-6594,70,0,0,30,17.363950610160828,0.24805643728801183
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,14,9,1-3033,7,0,0,3,1.7363950610160828,0.24805643728801183
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,19,18,1-0027,29,6,0,2,7.157596707344055,0.2468136795635881
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,9,19,1-9156,268,37,0,50,65.93991768360138,0.24604446896866186
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,11,3,1-7496,246,20,0,70,60.51588475704193,0.24599953153269077
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,10,7,1-3141,136,23,0,18,33.4183703660965,0.2457233115154154
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,20,5,1-2423,79,13,0,11,19.366781890392303,0.24514913785306713
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,17,13,1-3106,34,6,0,4,8.31519341468811,0.24456451219670913
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,14,9,1-2034,16,1,0,5,3.893991768360138,0.24337448552250862
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,1,12,1-9115,16,1,0,5,3.893991768360138,0.24337448552250862
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,13,20,1-5980,29,3,0,7,7.051588475704193,0.24315822330014458
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,13,20,1-4747,25,2,0,7,6.051588475704193,0.2420635390281677
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,14,9,1-0358,22,3,0,4,5.31519341468811,0.2415997006676414
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,7,17,1-19547,66,2,0,24,15.891160488128662,0.24077515891104034
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,19,1-9770,50,1,0,19,11.997168719768524,0.23994337439537047
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,10,7,MLG06,18,2,0,4,4.31519341468811,0.2397329674826728
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,12,18,1-18935,30,6,0,2,7.157596707344055,0.23858655691146852
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,9,19,1-5775,244,19,0,67,57.77948969602585,0.23680118727879446
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,16,23,1-8928,39,8,0,2,9.157596707344055,0.2348101719831809
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,4,10,1-9504,30,7,0,0,7.0,0.23333333333333334
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,8,6,1-2545,145,17,0,29,33.7851522564888,0.23300105004475036
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,10,12,1-8397,51,2,0,17,11.839572012424469,0.23214847083185233
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,1,12,1-10232,5,0,0,2,1.1575967073440552,0.23151934146881104
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,5,15,1-4136,5,0,0,2,1.1575967073440552,0.23151934146881104
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,9,19,1-1836,20,0,0,8,4.630386829376221,0.23151934146881104
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,17,11,1-6035,23,3,0,4,5.31519341468811,0.2310953658560048
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,17,11,1-7213,23,3,0,4,5.31519341468811,0.2310953658560048
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,9,19,1-1770,35,4,0,7,8.051588475704193,0.2300453850201198
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,8,6,1-9237,38,7,0,3,8.736395061016083,0.22990513318463376
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,7,17,1-7005,285,11,0,94,65.4070452451706,0.22949840436901964
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,2,21,MLG33,20,4,0,1,4.578798353672028,0.2289399176836014
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,14,9,1-5891,96,8,0,24,21.891160488128662,0.22803292175134024
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,11,3,1-17907,119,8,0,33,27.10034567117691,0.22773399723678076
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,12,5,1-9553,23,4,0,2,5.157596707344055,0.22424333510191544
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,7,17,1-8826,123,5,0,39,27.573135793209076,0.22417183571714697
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,13,20,MLG41,66,9,0,10,14.787983536720276,0.22406035661697388
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,5,15,1-9887,36,4,0,7,8.051588475704193,0.2236552354362276
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,9,19,1-2335,145,8,0,42,32.30953085422516,0.2228243507187942
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,4,10,MLG72,9,2,0,0,2.0,0.2222222222222222
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,2,21,MLG44,59,5,0,14,13.103176951408386,0.2220877449391252
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,1,12,1-19166,45,7,0,5,9.893991768360138,0.2198664837413364
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,17,11,1-6061,40,3,0,10,8.787983536720276,0.2196995884180069
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,13,20,MLG64,245,27,0,46,53.62472426891327,0.21887642558740109
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,4,10,1-7866,318,62,0,13,69.52437859773636,0.21863012137652943
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,11,10,1-1191,53,11,0,1,11.578798353672028,0.21846789346550996
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,10,7,1-1570,142,13,0,31,30.942748963832855,0.21790668284389333
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,12,14,1-10451,46,10,0,0,10.0,0.21739130434782608
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,12,14,MLG39,23,5,0,0,5.0,0.21739130434782608
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,8,6,1-8541,232,26,0,42,50.30953085422516,0.2168514260957981
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,10,7,1-9963,116,13,0,21,25.15476542711258,0.2168514260957981
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,1,12,1-9495,18,1,0,5,3.893991768360138,0.21633287602000767
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,12,14,MLG56,511,103,0,13,110.52437859773636,0.216290369075805
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,5,15,1-7964,202,24,0,34,43.67914402484894,0.2162333862616284
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,5,15,1-9808,74,5,0,19,15.997168719768524,0.21617795567254763
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,19,18,1-7182,22,3,0,3,4.736395061016083,0.21529068459164014
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,4,10,1-9722,22,3,0,3,4.736395061016083,0.21529068459164014
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,6,4,1-18615,22,3,0,3,4.736395061016083,0.21529068459164014
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,16,23,1-9818,28,6,0,0,6.0,0.21428571428571427
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,17,11,1-0053,142,20,0,18,30.418370366096497,0.21421387581758097
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,7,17,1-9227,801,20,0,260,170.48757195472717,0.21284341068005888
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,7,17,1-8341,197,6,0,61,41.30669957399368,0.20967867804057708
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,10,7,1-6734,44,4,0,9,9.209185183048248,0.20929966325109656
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,6,4,1-6538,44,8,0,2,9.157596707344055,0.20812719789418307
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,5,15,1-4634,48,3,0,12,9.945580244064331,0.2071995884180069
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,17,11,1-9497,150,27,0,7,31.051588475704193,0.20701058983802795
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,3,22,1-2324,25,4,0,2,5.157596707344055,0.2063038682937622
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,7,17,1-18423,47,1,0,15,9.681975305080414,0.205999474576179
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,2,3,1-7530,25,1,0,7,5.051588475704193,0.20206353902816773
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,9,19,1-7897,95,7,0,21,19.15476542711258,0.20162910975907977
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,6,4,1-17790,5,1,0,0,1.0,0.2
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,18,13,1-4929,10,2,0,0,2.0,0.2
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,11,3,1-1015,155,2,0,50,30.93991768360138,0.19961237215226696
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,11,3,1-9861,8,1,0,1,1.5787983536720276,0.19734979420900345
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,8,6,1-9588,14,1,0,3,2.7363950610160828,0.19545679007257735
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,9,19,1-9768,241,17,0,52,47.097514390945435,0.19542537091678602
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,4,10,1-7058,80,15,0,1,15.578798353672028,0.19473497942090034
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,9,19,1-7122,197,8,0,52,38.097514390945435,0.1933883979235809
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,5,15,1-4417,151,6,0,40,29.151934146881104,0.19305916653563646
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,7,17,MLG07,90,0,0,30,17.363950610160828,0.19293278455734253
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,1-20003,2,21,1-20003,21,0,0,7,4.051588475704193,0.19293278455734253
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,1,12,1-5413,39,4,0,6,7.4727901220321655,0.1916100031290299
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,20,21,1-18709,33,4,0,4,6.31519341468811,0.19136949741479123
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,18,13,1-4760,40,3,0,8,7.630386829376221,0.19075967073440553
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,1,1-9938,55,0,0,18,10.418370366096497,0.18942491574720902
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,8,6,1-9805,26,2,0,5,4.893991768360138,0.18823045262923607
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,12,14,MLG52,125,20,0,6,23.472790122032166,0.18778232097625733
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,10,7,1-18487,23,2,0,4,4.31519341468811,0.18761710498643958
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,2,21,MLG67,27,1,0,7,5.051588475704193,0.18709586947052567
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,6,22,MLG46,17,2,0,2,3.157596707344055,0.18574098278494441
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,4,10,1-3639,17,2,0,2,3.157596707344055,0.18574098278494441
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,2,21,1-9651,38,3,0,7,7.051588475704193,0.1855681177816893
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,3,22,1-6900,67,10,0,4,12.31519341468811,0.18380885693564344
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,11,3,1-6006,57,7,0,6,10.472790122032166,0.18373316003565202
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,9,19,1-1250,34,1,0,9,6.209185183048248,0.18262309361906612
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,7,17,1-0205,34,1,0,9,6.209185183048248,0.18262309361906612
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,7,17,1-9761,35,0,0,11,6.3667818903923035,0.18190805401120866
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,1,18,1-5653,11,2,0,0,2.0,0.18181818181818182
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,11,3,1-7152,109,7,0,22,19.733563780784607,0.18104186954848264
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,5,4,1-7019,107,6,0,23,19.312362134456635,0.18048936574258537
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,1,10,1-4700,31,5,0,1,5.578798353672028,0.1799612372152267
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,3,17,1-9055,12,1,0,2,2.157596707344055,0.1797997256120046
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,5,15,1-6296,254,13,0,56,45.412707805633545,0.1787901882111557
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,11,3,1-7807,239,6,0,63,42.46429628133774,0.1776748798382332
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,2,21,1-9752,22,1,0,5,3.893991768360138,0.17699962583455173
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,16,23,1-9740,34,6,0,0,6.0,0.17647058823529413
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,7,17,1-1592,32,1,0,8,5.630386829376221,0.1759495884180069
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,14,9,1-5172,120,14,0,12,20.94558024406433,0.17454650203386943
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,6,4,1-8100,19,1,0,4,3.3151934146881104,0.17448386393095316
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,17,11,1-1005,125,16,0,10,21.787983536720276,0.1743038682937622
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,1,19,1-7521,10,0,0,3,1.7363950610160828,0.17363950610160828
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,5,15,1-9578,42,2,0,9,7.209185183048248,0.17164726626305354
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,6,4,1-9345,47,8,0,0,8.0,0.1702127659574468
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,13,20,1-9995,24,0,0,7,4.051588475704193,0.1688161864876747
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,10,7,1-6561,65,4,0,12,10.945580244064331,0.16839354221637431
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,12,14,MLG50,319,49,0,8,53.63038682937622,0.1681203348883267
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,3,22,1-7467,64,9,0,3,10.736395061016083,0.1677561728283763
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,19,18,1-3175,6,1,0,0,1.0,0.16666666666666666
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,2,21,1-5799,7,0,0,2,1.1575967073440552,0.1653709581920079
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,12,7,1-6980,128,2,0,33,21.10034567117691,0.1648464505560696
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,3,22,MLG78,80,12,0,2,13.157596707344055,0.16446995884180068
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,18,13,1-9645,69,3,0,14,11.103176951408386,0.16091560799142587
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,8,6,1-1580,400,47,0,30,64.36395061016083,0.16090987652540206
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,15,1,1-5197,72,0,0,20,11.575967073440552,0.16077732046445212
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,14,9,1-8186,26,3,0,2,4.157596707344055,0.15990756566707903
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,6,4,1-10539,63,10,0,0,10.0,0.15873015873015872
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,15,1,1-6914,73,0,0,20,11.575967073440552,0.15857489141699385
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,3,22,1-8074,145,20,0,5,22.893991768360138,0.1578895984024837
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,3,22,1-8450,52,3,0,9,8.209185183048248,0.15786894582785094
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,5,15,MLG02,320,11,0,68,50.358288049697876,0.15736965015530585
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,5,15,1-8573,184,0,0,50,28.93991768360138,0.15728216132392053
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,3,22,1-1350,195,26,0,8,30.63038682937622,0.15707890681731396
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,9,19,1-8590,24,2,0,3,3.7363950610160828,0.1556831275423368
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,2,21,1-19229,38,3,0,5,5.893991768360138,0.1551050465357931
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,5,15,1-8066,86,4,0,16,13.260773658752441,0.15419504254363303
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,16,23,MLG42,14,1,0,2,2.157596707344055,0.15411405052457536
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,16,23,1-19286,40,5,0,2,6.157596707344055,0.15393991768360138
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,7,17,1-2573,37,1,0,8,5.630386829376221,0.15217261701016813
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,15,1,1-6858,23,0,0,6,3.4727901220321655,0.15099087487096371
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,1,12,1-9839,20,3,0,0,3.0,0.15
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,8,6,1-9650,25,2,0,3,3.7363950610160828,0.1494558024406433
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-9444,4,10,1-9444,24,3,0,1,3.5787983536720276,0.14911659806966782
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,3,22,1-6532,27,4,0,0,4.0,0.14814814814814814
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,12,14,1-8398,54,8,0,0,8.0,0.14814814814814814
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,14,9,1-7744,37,2,0,6,5.4727901220321655,0.1479132465414099
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,16,23,1-1769,89,12,0,2,13.157596707344055,0.1478381652510568
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,15,1,1-9643,8,0,0,2,1.1575967073440552,0.1446995884180069
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,3,22,1-9697,20,0,0,5,2.893991768360138,0.1446995884180069
