Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,6,21,1-1989,46,1,0,60,52.78871393203735,1.1475807376529858
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,17,4,MLG48,159,104,0,79,172.18847334384918,1.082946373231756
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,2,3,MLG11,87,32,0,70,92.42016625404358,1.0623007615407307
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,18,5,1-6980,128,128,0,8,134.90516185760498,1.053946577012539
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,17,4,1-2423,79,32,0,58,82.06242346763611,1.0387648540207102
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,19,6,1-8910,137,113,0,29,138.03121173381805,1.007527092947577
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,2,3,1-7527,1,1,0,0,1.0,1.0
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,2,3,MLG62,525,108,0,466,510.2256782054901,0.9718584346771241
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1-3521,15,14,1-3521,22,21,0,0,21.0,0.9545454545454546
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,18,5,1-10762,6,4,0,2,5.726290464401245,0.9543817440668741
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,13,20,1-7536,17,16,0,0,16.0,0.9411764705882353
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,4,8,1-19567,2,1,0,1,1.8631452322006226,0.9315726161003113
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,10,7,1-0055,18,8,0,10,16.631452322006226,0.9239695734447904
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,10,7,1-1191,53,4,0,52,48.88355207443237,0.9223311712157052
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,2,3,MLG08,107,19,0,91,97.54621613025665,0.9116468797220247
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,10,7,1-1177,17,13,0,2,14.726290464401245,0.8662523802588967
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7722,17,4,1-7722,60,46,0,5,50.31572616100311,0.8385954360167186
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,18,5,1-9645,69,31,0,30,56.89435696601868,0.8245558980582417
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,12,1,MLG07,90,2,0,83,73.64105427265167,0.8182339363627964
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,4,8,1-7845,36,14,0,17,28.673468947410583,0.7964852485391829
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1-3519,9,13,1-3519,27,21,0,0,21.0,0.7777777777777778
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,3,23,1-1183,45,1,0,39,34.66266405582428,0.7702814234627617
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,18,5,1-8634,10,5,0,3,7.589435696601868,0.7589435696601867
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,19,6,72-0103,71,5,0,55,52.47298777103424,0.7390561657892146
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,10,7,1-4052,13,6,0,4,9.45258092880249,0.7271216099078839
