Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,17,MLG40,3,51,11,1,7,1015.2405831217766,19.90667810042699
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,17,1,21,1029.7217493653297,14.710310705218996
32,32,32,32,32,32,32,32,32,32,1-7874,17,1-7874,19,258,27,1,7,1031.2405831217766,3.9970565237278164
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,56,1,146,1144.446447968483,2.084601908867911
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,135,94.78267449140549,0.5961174496314811
85,85,85,85,85,85,85,85,85,85,1-1131,11,1-1131,12,138,66,0,19,77.51015418767929,0.5616677839686905
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,18,0,36,39.80871319770813,0.5606861013761708
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,18.933344542980194,0.46178889129219985
125,125,125,125,125,125,125,125,125,125,1-1390,7,1-1390,16,98,22,0,34,42.59711802005768,0.4346644695924253
267,267,267,267,267,267,267,267,267,267,1-5413,15,1-5413,16,39,10,0,11,16.663773477077484,0.4272762430019868
112,112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,34,0,21,46.72174936532974,0.4247431760484522
394,394,394,394,394,394,394,394,394,394,1-9697,18,1-9697,20,20,5,0,5,8.02898794412613,0.40144939720630646
88,88,88,88,88,88,88,88,88,88,1-8267,2,1-8267,8,133,51,0,3,52.81739276647568,0.3971232538832758
22,22,22,22,22,22,22,22,22,22,MLG50,14,MLG50,15,319,38,0,144,125.23485279083252,0.39258574542580726
295,295,295,295,295,295,295,295,295,295,1-1942,4,1-1942,1,34,3,0,17,13.298559010028839,0.39113408853026
242,242,242,242,242,242,242,242,242,242,1-3206,12,1-3206,13,45,9,0,13,16.875368654727936,0.37500819232728744
28,28,28,28,28,28,28,28,28,28,1-7005,4,1-7005,1,285,3,0,170,105.98559010028839,0.37187926350978384
146,146,146,146,146,146,146,146,146,146,MLG78,14,MLG78,15,80,17,0,21,29.721749365329742,0.37152186706662177
228,228,228,228,228,228,228,228,228,228,MLG60,5,MLG60,2,47,15,0,4,17.423190355300903,0.37070617777235965
299,299,299,299,299,299,299,299,299,299,MLG31,17,MLG31,19,33,11,0,2,12.211595177650452,0.37004833871668036
166,166,166,166,166,166,166,166,166,166,MLG58,11,MLG58,12,71,14,0,20,26.115951776504517,0.3678303067113312
368,368,368,368,368,368,368,368,368,368,1-6858,8,1-6858,5,23,3,0,9,8.452178299427032,0.36748601301856665
123,123,123,123,123,123,123,123,123,123,1-11350,5,1-11350,2,100,28,0,13,35.875368654727936,0.35875368654727935
17,17,17,17,17,17,17,17,17,17,1-7004,2,1-7004,8,381,24,0,184,135.46675634384155,0.355555790928718
34,34,34,34,34,34,34,34,34,34,MLG51,15,MLG51,16,248,70,0,30,88.17392766475677,0.35554003090627734
145,145,145,145,145,145,145,145,145,145,1-9491,18,1-9491,20,80,9,0,31,27.779725253582,0.347246565669775
23,23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,28,0,134,109.17687690258026,0.343323512272265
180,180,180,180,180,180,180,180,180,180,1-10539,18,1-10539,20,63,5,0,27,21.356534898281097,0.33899261743303327
439,439,439,439,439,439,439,439,439,439,1-4682,15,1-4682,16,16,3,0,4,5.423190355300903,0.33894939720630646
