Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,10,14,1-1317,414,36,0,110,115.07338380813599,0.2779550333529855
226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,7,7,1-9996,28,2,0,8,7.750791549682617,0.27681398391723633
263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,10,14,1-6927,179,19,0,42,49.19165563583374,0.27481371863594267
101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,1,20,1-9892,22,1,0,7,6.03194260597229,0.27417920936237683
246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,19,11,MLG56,511,104,0,50,139.94244718551636,0.2738599749227326
58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,10,14,1-17733,74,8,0,17,20.22043204307556,0.2732490816631833
326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,17,8,1-8826,123,12,0,30,33.565468311309814,0.2728899862708115
438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,12,4,MLG10,60,7,0,13,16.345036268234253,0.27241727113723757
257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,8,13,1-9504,30,6,0,3,8.156546831130981,0.2718848943710327
220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,15,15,MLG73,10,2,0,1,2.718848943710327,0.2718848943710327
382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,20,12,1-18558,307,28,0,77,83.35136866569519,0.27150282952995175
95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,10,14,1-3312,36,4,0,8,9.750791549682617,0.27085532082451713
147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,2,18,1-17657,8,0,0,3,2.1565468311309814,0.2695683538913727
10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,2,18,1-7964,202,4,0,70,54.3194260597229,0.2689080498006084
328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,22,6,1-9497,150,15,0,35,40.15971302986145,0.2677314201990763
106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,19,11,MLG69,576,71,0,115,153.66762852668762,0.26678407730327713
419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,11,9,1-6692,71,16,0,4,18.87539577484131,0.2658506447160748
340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,17,8,1-3362,117,16,0,21,31.09582781791687,0.26577630613604164
162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,10,14,1-8067,322,38,0,66,85.44403028488159,0.265354131319508
179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,13,23,1-4052,13,2,0,2,3.4376978874206543,0.26443829903235805
442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,11,9,MLG11,87,5,0,25,22.97122359275818,0.2640370527903239
349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,18,3,1-3052,166,20,0,33,43.722015142440796,0.2633856333881976
114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,16,21,1-7496,246,36,0,40,64.75395774841309,0.2632274705220044
108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,2,18,1-9731,11,0,0,4,2.8753957748413086,0.2613996158946644
552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,3,17,MLG46,17,3,0,2,4.437697887420654,0.261041052201215
457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,4,16,1-8503,16,2,0,3,4.1565468311309814,0.25978417694568634
404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,19,11,1-4682,16,2,0,3,4.1565468311309814,0.25978417694568634
64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,10,14,1-9674,144,10,0,38,37.31625986099243,0.2591406934791141
253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,18,3,1-4649,244,20,0,60,63.13093662261963,0.2587333468140149
464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,8,13,1-10060,36,5,0,6,9.313093662261963,0.2586970461739434
59,59,59,59,59,59,59,59,59,59,59,59,59,59,1-9331,8,13,1-9331,25,5,0,2,6.437697887420654,0.25750791549682617
227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,17,8,1-3068,180,24,0,31,46.28431725502014,0.257135095861223
276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,8,13,1-9495,18,1,0,5,4.594244718551636,0.25523581769731307
285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,2,18,1-18615,22,2,0,5,5.594244718551636,0.25428385084325617
316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,6,5,1-7441,111,21,0,10,28.18848943710327,0.25395035528921867
384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,13,23,1-9270,128,23,0,13,32.34503626823425,0.2526955958455801
354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,10,14,1-9417,76,9,0,14,19.06388521194458,0.2508405948940076
511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,5,24,1-9697,20,5,0,0,5.0,0.25
527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,9,1,1-5531,8,2,0,0,2.0,0.25
280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,19,11,1-7608,4,1,0,0,1.0,0.25
554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,3,17,1-10444,8,2,0,0,2.0,0.25
73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,1,20,1-5355,53,1,0,17,13.220432043075562,0.24944211402029362
542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,14,22,1-1191,53,6,0,10,13.188489437103271,0.24883942334157116
360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,17,8,1-6611,89,7,0,21,22.09582781791687,0.24826772829120078
479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,19,11,1-9286,81,15,0,7,20.03194260597229,0.2473079334070653
206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,5,24,1-9752,22,4,0,2,5.437697887420654,0.24716808579184793
217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,3,17,1-9630,33,6,0,3,8.156546831130981,0.24716808579184793
310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,21,10,1-4855,22,4,0,2,5.437697887420654,0.24716808579184793
81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,12,4,1-7770,11,2,0,1,2.718848943710327,0.24716808579184793
450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,10,14,1-2297,25,4,0,3,6.1565468311309814,0.24626187324523927
346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,14,22,MLG32,52,7,0,8,12.750791549682617,0.2452075298015888
191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,4,16,1-8328,114,15,0,18,27.93928098678589,0.2450814121647885
410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,4,16,MLG12,146,7,0,40,35.753957748413086,0.24489012156447318
159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,11,9,1-10696,24,3,0,4,5.875395774841309,0.24480815728505453
313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,22,6,1-7521,10,1,0,2,2.4376978874206543,0.24376978874206542
305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,20,12,1-7866,318,40,0,52,77.38014507293701,0.24333378953753776
485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,22,6,1-5980,29,2,0,7,7.03194260597229,0.24248077951628585
358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,10,14,1-9831,132,14,0,25,31.97122359275818,0.24220623933907712
140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,10,14,1-2294,75,3,0,21,18.09582781791687,0.2412777042388916
37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,7,7,1-5508,38,7,0,3,9.156546831130981,0.24096175871397318
393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,20,12,1-7819,59,7,0,10,14.188489437103271,0.2404828718153097
158,158,158,158,158,158,158,158,158,158,158,158,158,158,1-7599,3,17,1-7599,3,0,0,1,0.7188489437103271,0.23961631457010904
551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,4,16,1-9838,3,0,0,1,0.7188489437103271,0.23961631457010904
509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,23,2,1-18935,30,5,0,3,7.1565468311309814,0.2385515610376994
379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,18,3,1-4640,87,15,0,8,20.750791549682617,0.23851484539865078
414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,3,17,1-8285,72,15,0,3,17.15654683113098,0.23828537265459696
363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,4,16,1-10785,279,26,0,56,66.25554084777832,0.23747505680207284
96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,2,18,MLG37,116,18,0,13,27.345036268234253,0.23573307127788148
296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,10,14,1-9404,100,7,0,23,23.533525705337524,0.23533525705337524
396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,13,23,1-9963,116,20,0,10,27.18848943710327,0.23438352963020062
241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,1,20,1-19448,45,4,0,9,10.469640493392944,0.23265867763095432
366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,15,15,1-5163,16,3,0,1,3.718848943710327,0.23242805898189545
383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,6,5,1-8551,38,8,0,1,8.718848943710327,0.22944339325553492
260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,13,23,1-0129,142,26,0,9,32.469640493392944,0.22865944009431652
320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,14,22,MLG13,140,16,0,22,31.814676761627197,0.22724769115447999
315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,10,14,1-1769,89,8,0,17,20.22043204307556,0.2271958656525344
223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,3,17,1-0205,34,7,0,1,7.718848943710327,0.22702496893265667
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,13,23,1-9185,31,7,0,0,7.0,0.22580645161290322
466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,19,11,1-5981,28,2,0,6,6.313093662261963,0.2254676307950701
332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,19,11,MLG78,80,13,0,7,18.03194260597229,0.22539928257465364
40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7722,3,17,1-7722,60,12,0,2,13.437697887420654,0.2239616314570109
125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,20,12,1-8622,54,2,0,14,12.06388521194458,0.2234052817026774
170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,16,21,1-5043,123,26,0,2,27.437697887420654,0.22307071453187524
273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,9,1,1-3589,27,6,0,0,6.0,0.2222222222222222
489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,2,18,1-9578,42,5,0,6,9.313093662261963,0.2217403252919515
69,69,69,69,69,69,69,69,69,69,69,69,69,69,1-18498,3,17,1-18498,13,0,0,4,2.8753957748413086,0.22118429037240836
150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,2,18,1-7005,285,29,0,47,62.785900354385376,0.2203014047522294
513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,7,7,1-8094,58,7,0,8,12.750791549682617,0.21984123361521754
407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,16,21,1-8421,109,21,0,4,23.87539577484131,0.2190403282095533
17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,22,6,1-18603,19,2,0,3,4.1565468311309814,0.21876562269110428
351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,1,20,1-19229,38,4,0,6,8.313093662261963,0.21876562269110428
309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,17,8,1-3516,156,11,0,32,34.00316619873047,0.2179690140944261
202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,2,18,1-8988,29,2,0,6,6.313093662261963,0.21769288490558492
258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,23,2,1-9516,76,10,0,9,16.469640493392944,0.21670579596569664
135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,1,20,1-9712,10,0,0,3,2.1565468311309814,0.21565468311309816
267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,9,1,1-6181,659,50,0,128,142.01266479492188,0.21549721516680104
74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,15,15,1-8124,18,1,0,4,3.8753957748413086,0.21529976526896158
292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,9,1,1-9997,16,2,0,2,3.4376978874206543,0.2148561179637909
117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,23,2,1-0358,22,4,0,1,4.718848943710327,0.21449313380501486
67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,11,9,1-7481,33,2,0,7,7.03194260597229,0.21308916987794818
300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,21,10,1-4020,37,5,0,4,7.875395774841309,0.2128485344551705
94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,5,24,1-3083,78,13,0,5,16.594244718551636,0.21274672716091841
105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,6,5,1-1258,435,30,0,87,92.53985810279846,0.21273530598344473
453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,2,18,1-8397,51,0,0,15,10.782734155654907,0.2114261599148021
75,75,75,75,75,75,75,75,75,75,75,75,75,75,1-8401,2,18,1-8401,57,12,0,0,12.0,0.21052631578947367
510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,20,12,1-3206,45,3,0,9,9.469640493392944,0.2104364554087321
205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,6,5,1-8018,58,7,0,7,12.03194260597229,0.20744728630986706
233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,2,18,MLG07,90,5,0,19,18.658129930496216,0.20731255478329128
446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,17,8,1-3534,279,23,0,48,57.5047492980957,0.20611021253797743
306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,11,9,1-18377,14,0,0,4,2.8753957748413086,0.2053854124886649
475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,2,18,1-18234,43,3,0,8,8.750791549682617,0.20350678022517715
89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,4,16,1-18004,12,1,0,2,2.4376978874206543,0.20314149061838785
133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,6,5,1-8576,55,9,0,3,11.156546831130981,0.2028463060205633
11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,5,24,1-9722,22,3,0,2,4.437697887420654,0.20171354033730246
65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,19,11,1-8659,91,9,0,13,18.345036268234253,0.20159380514543135
435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,16,21,1-9610,49,7,0,4,9.875395774841309,0.20153868928247567
482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,18,3,1-4390,45,4,0,7,9.03194260597229,0.2007098356882731
165,165,165,165,165,165,165,165,165,165,165,165,165,165,1-7721,3,17,1-7721,20,4,0,0,4.0,0.2
156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,11,9,1-8634,10,2,0,0,2.0,0.2
455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,10,14,1-17790,5,1,0,0,1.0,0.2
97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,20,12,1-9237,38,4,0,5,7.594244718551636,0.19984854522504306
390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,13,23,MLG64,245,41,0,10,48.18848943710327,0.1966877119881766
381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,1,20,1-2335,145,1,0,38,28.31625986099243,0.19528455076546505
57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,16,21,1-1224,151,23,0,9,29.469640493392944,0.19516318207544997
365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,14,22,MLG48,159,23,0,11,30.9073383808136,0.19438577597995974
265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,3,17,1-11330,14,2,0,1,2.718848943710327,0.19420349597930908
395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,14,22,1-6787,56,8,0,4,10.875395774841309,0.19420349597930908
495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,23,2,MLG08,107,19,0,2,20.437697887420654,0.19100652231234255
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,22,6,1-8181,30,5,0,1,5.718848943710327,0.19062829812367757
448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,5,24,1-3106,34,5,0,2,6.437697887420654,0.18934405551237218
422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,9,1,1-6878,167,5,0,37,31.597410917282104,0.18920605339689883
247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,4,16,1-20467,13,1,0,2,2.4376978874206543,0.1875152221092811
168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,3,17,1-9655,27,5,0,0,5.0,0.18518518518518517
440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,3,17,MLG52,125,18,0,7,23.03194260597229,0.18425554084777832
417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,7,7,1-10451,46,2,0,9,8.469640493392944,0.18412261942158575
137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,21,10,1-1972,32,3,0,4,5.875395774841309,0.1836061179637909
411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,5,24,MLG15,105,2,0,24,19.25237464904785,0.18335594903855096
342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,15,15,MLG65,201,20,0,23,36.533525705337524,0.18175883435491305
231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,3,17,1-8450,52,8,0,2,9.437697887420654,0.1814941901427049
118,118,118,118,118,118,118,118,118,118,118,118,118,118,1-6543,4,16,1-6543,12,0,0,3,2.1565468311309814,0.1797122359275818
204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,1,20,1-9733,4,0,0,1,0.7188489437103271,0.1797122359275818
127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,4,16,1-9643,8,0,0,2,1.4376978874206543,0.1797122359275818
436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,19,11,1-5161,12,0,0,3,2.1565468311309814,0.1797122359275818
299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,11,9,MLG54,595,60,0,65,106.72518134117126,0.17937005267423742
445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,3,17,1-6538,44,5,0,4,7.875395774841309,0.17898626761002975
318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,1,20,1-2324,25,3,0,2,4.437697887420654,0.17750791549682618
51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,10,14,1-9925,93,7,0,13,16.345036268234253,0.1757530781530565
121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,7,7,1-7070,129,6,0,23,22.533525705337524,0.17467849383982578
355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,23,2,1-9498,64,9,0,3,11.156546831130981,0.17432104423642159
141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,1,20,MLG45,70,5,0,10,12.188489437103271,0.1741212776729039
22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,3,17,1-7995,14,1,0,2,2.4376978874206543,0.1741212776729039
516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,8,13,1-5036,14,1,0,2,2.4376978874206543,0.1741212776729039
243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,11,9,1-1015,155,3,0,33,26.722015142440796,0.17240009769316642
30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,4,16,1-8418,46,0,0,11,7.907338380813599,0.17189866045246954
160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,3,17,1-19813,20,2,0,2,3.4376978874206543,0.17188489437103271
102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,2,18,1-3564,41,2,0,7,7.03194260597229,0.17151079526761684
437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,13,23,1-6980,128,9,0,18,21.93928098678589,0.17140063270926476
248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,14,22,1-2400,49,4,0,6,8.313093662261963,0.16965497269922372
430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,13,23,1-3141,136,18,0,7,23.03194260597229,0.16935251916156097
432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,18,3,1-6914,73,3,0,13,12.345036268234253,0.16911008586622264
391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,9,1,MLG30,208,15,0,28,35.12777042388916,0.16888351165331328
524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,18,3,1-9338,29,2,0,4,4.875395774841309,0.16811709568418307
348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,3,17,1-17758,40,6,0,1,6.718848943710327,0.16797122359275818
174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,5,24,MLG38,77,10,0,4,12.875395774841309,0.16721293214079622
540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,16,21,1-5413,39,5,0,2,6.437697887420654,0.1650691766005296
172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,8,13,1-8573,184,10,0,28,30.12777042388916,0.16373788273852805
361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,9,1,1-0008,230,3,0,48,37.5047492980957,0.1630641273830248
408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,6,5,MLG53,91,9,0,8,14.750791549682617,0.1620966104360727
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,7,7,1-9907,17,2,0,1,2.718848943710327,0.15993229080648982
145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,1,20,MLG06,18,0,0,4,2.8753957748413086,0.15974420971340603
12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,9,1,MLG84,63,0,0,14,10.06388521194458,0.15974420971340603
189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,1,20,1-9156,268,9,0,47,42.785900354385376,0.15964888191934842
421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,7,7,1-8398,54,5,0,5,8.594244718551636,0.15915267997317845
324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,2,18,1-6734,44,4,0,4,6.875395774841309,0.15625899488275702
359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,9,1,1-4417,151,9,0,20,23.376978874206543,0.1548144296305069
71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,14,22,1-6532,27,2,0,3,4.1565468311309814,0.15394617893077708
341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,11,9,1-0031,13,2,0,0,2.0,0.15384615384615385
330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,3,17,1-4531,94,9,0,7,14.03194260597229,0.14927598516991797
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,21,10,1-6240,698,39,0,86,100.82100915908813,0.1444427065316449
553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,1,20,1-5555,10,0,0,2,1.4376978874206543,0.14376978874206542
185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,18,3,1-8906,15,0,0,3,2.1565468311309814,0.14376978874206542
287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,5,24,1-9836,5,0,0,1,0.7188489437103271,0.14376978874206542
284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,9,1,1-4136,5,0,0,1,0.7188489437103271,0.14376978874206542
449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,8,13,1-1935,12,1,0,1,1.7188489437103271,0.1432374119758606
304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,2,18,1-19004,60,5,0,5,8.594244718551636,0.1432374119758606
25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,20,12,1-9607,19,2,0,1,2.718848943710327,0.14309731282685934
544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,1,20,1-5799,7,1,0,0,1.0,0.14285714285714285
173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,3,17,1-9588,14,2,0,0,2.0,0.14285714285714285
192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,1,20,1-9770,50,2,0,7,7.03194260597229,0.1406388521194458
364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,5,24,1-7682,141,16,0,5,19.594244718551636,0.138966274599657
84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,11,9,1-18714,32,3,0,2,4.437697887420654,0.13867805898189545
43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,3,17,1-8705,48,3,0,5,6.594244718551636,0.1373800983031591
24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,9,1,1-7140,397,12,0,59,54.4120876789093,0.13705815536249194
110,110,110,110,110,110,110,110,110,110,110,110,110,110,72-18936,6,5,72-18936,20,2,0,1,2.718848943710327,0.13594244718551635
152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,6,5,1-9500,33,3,0,2,4.437697887420654,0.13447569355820166
394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,23,2,1-2423,79,7,0,5,10.594244718551636,0.13410436352597008
388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,16,21,MLG49,185,19,0,8,24.750791549682617,0.13378806243071684
433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,23,2,1-5654,15,2,0,0,2.0,0.13333333333333333
347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,2,18,1-8188,140,5,0,19,18.658129930496216,0.13327235664640155
431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,5,24,1-7614,72,8,0,2,9.437697887420654,0.13107913732528687
458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,1,20,1-7182,22,0,0,4,2.8753957748413086,0.1306998079473322
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,7,7,1-1250,34,3,0,2,4.437697887420654,0.1305205261006075
377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,5,24,1-7213,23,3,0,0,3.0,0.13043478260869565
193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,23,2,1-9553,23,3,0,0,3.0,0.13043478260869565
344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,16,21,1-6035,23,3,0,0,3.0,0.13043478260869565
44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,11,9,1-5214,40,3,0,3,5.1565468311309814,0.12891367077827454
109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,1,20,1-9768,241,13,0,25,30.97122359275818,0.12851130121476423
