Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
146,146,146,146,146,146,146,146,146,146,146,MLG78,18,MLG78,15,80,17,0,21,27.358280301094055,0.34197850376367567
22,22,22,22,22,22,22,22,22,22,22,MLG50,18,MLG50,15,319,38,0,144,109.02820777893066,0.3417812156079331
117,117,117,117,117,117,117,117,117,117,117,1-7019,12,1-7019,9,107,15,0,43,36.20981204509735,0.3384094583653958
66,66,66,66,66,66,66,66,66,66,66,MLG48,10,MLG48,6,159,13,0,82,53.44661831855774,0.3361422535758348
210,210,210,210,210,210,210,210,210,210,210,1-1191,13,1-1191,10,53,14,0,7,17.452760100364685,0.32929736038423935
199,199,199,199,199,199,199,199,199,199,199,1-20167,8,1-20167,4,56,14,0,9,18.439262986183167,0.3292725533246994
394,394,394,394,394,394,394,394,394,394,394,1-9697,22,1-9697,20,20,5,0,3,6.479754328727722,0.32398771643638613
418,418,418,418,418,418,418,418,418,418,418,1-17835,19,1-17835,16,17,3,0,5,5.466257214546204,0.3215445420321296
182,182,182,182,182,182,182,182,182,182,182,1-6647,7,1-6647,9,62,10,0,20,19.865028858184814,0.3204036912610454
93,93,93,93,93,93,93,93,93,93,93,MLG52,14,MLG52,12,125,30,0,20,39.865028858184814,0.3189202308654785
143,143,143,143,143,143,143,143,143,143,143,1-9286,15,1-9286,11,81,9,0,34,25.770549058914185,0.31815492665326156
358,358,358,358,358,358,358,358,358,358,358,1-8627,15,1-8627,11,25,3,0,10,7.932514429092407,0.3173005771636963
480,480,480,480,480,480,480,480,480,480,480,1-5653,19,1-5653,16,11,2,0,3,3.479754328727722,0.3163413026116111
247,247,247,247,247,247,247,247,247,247,247,1-6734,17,1-6734,14,44,7,0,14,13.90552020072937,0.3160345500165766
9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,96,0,149,169.49446499347687,0.31214450275041783
439,439,439,439,439,439,439,439,439,439,439,1-4682,19,1-4682,16,16,3,0,4,4.973005771636963,0.3108128607273102
359,359,359,359,359,359,359,359,359,359,359,1-7839,3,1-7839,8,24,0,0,15,7.398771643638611,0.30828215181827545
505,505,505,505,505,505,505,505,505,505,505,1-9855,22,1-9855,20,8,0,0,5,2.4662572145462036,0.30828215181827545
212,212,212,212,212,212,212,212,212,212,212,MLG32,21,MLG32,19,52,14,0,4,15.973005771636963,0.30717318791609544
28,28,28,28,28,28,28,28,28,28,28,1-7005,5,1-7005,1,285,3,0,171,87.34599673748016,0.30647718153501813
345,345,345,345,345,345,345,345,345,345,345,1-3584,11,1-3584,17,26,4,0,8,7.946011543273926,0.30561582858745867
17,17,17,17,17,17,17,17,17,17,17,1-7004,3,1-7004,8,381,0,0,236,116.40734052658081,0.30553107749758746
89,89,89,89,89,89,89,89,89,89,89,1-9831,9,1-9831,5,132,14,0,53,40.14232647418976,0.30410853389537695
30,30,30,30,30,30,30,30,30,30,30,1-10785,17,1-10785,14,279,28,0,115,84.72391593456268,0.30366994958624616
91,91,91,91,91,91,91,91,91,91,91,1-9270,17,1-9270,14,128,23,0,32,38.7840461730957,0.3030003607273102
297,297,297,297,297,297,297,297,297,297,297,1-9630,12,1-9630,14,33,8,0,4,9.973005771636963,0.302212296110211
408,408,408,408,408,408,408,408,408,408,408,1-9495,20,1-9495,17,18,1,0,9,5.4392629861831665,0.30218127701017594
56,56,56,56,56,56,56,56,56,56,56,1-8427,15,1-8427,11,189,9,0,97,56.84538996219635,0.30076925905923996
195,195,195,195,195,195,195,195,195,195,195,1-9379,12,1-9379,9,58,12,0,11,17.425765872001648,0.30044423917244223
286,286,286,286,286,286,286,286,286,286,286,1-1770,15,1-1770,11,35,8,0,5,10.466257214546204,0.29903592041560584
94,94,94,94,94,94,94,94,94,94,94,1-1005,11,1-1005,7,125,18,0,39,37.23680627346039,0.2978944501876831
57,57,57,57,57,57,57,57,57,57,57,MLG75,12,MLG75,9,185,41,0,28,54.81104040145874,0.29627589406193916
529,529,529,529,529,529,529,529,529,529,529,1-5424,5,1-5424,1,5,0,0,3,1.4797543287277222,0.2959508657455444
23,23,23,23,23,23,23,23,23,23,23,1-7866,7,1-7866,3,318,28,0,134,94.09569334983826,0.29589840676049767
41,41,41,41,41,41,41,41,41,41,41,1-9283,15,1-9283,11,235,19,0,101,68.81839573383331,0.29284423716524816
233,233,233,233,233,233,233,233,233,233,233,1-3587,16,1-3587,13,46,11,0,5,13.466257214546204,0.29274472205535224
425,425,425,425,425,425,425,425,425,425,425,1-0003,15,1-0003,11,17,3,0,4,4.973005771636963,0.29252975127276254
386,386,386,386,386,386,386,386,386,386,386,1-4855,15,1-4855,11,22,1,0,11,6.425765872001648,0.29208026690916583
323,323,323,323,323,323,323,323,323,323,323,1-13247,3,1-13247,8,29,0,0,17,8.385274529457092,0.2891473975674859
280,280,280,280,280,280,280,280,280,280,280,1-8314,18,1-8314,15,36,0,0,21,10.358280301094055,0.28773000836372375
13,13,13,13,13,13,13,13,13,13,13,1-1258,18,1-1258,15,435,91,0,69,125.03434956073761,0.28743528634652327
19,19,19,19,19,19,19,19,19,19,19,1-7863,17,1-7863,14,351,17,0,170,100.85274529457092,0.28732975867399124
84,84,84,84,84,84,84,84,84,84,84,1-2382,8,1-2382,4,139,25,0,30,39.79754328727722,0.28631326105954835
150,150,150,150,150,150,150,150,150,150,150,1-3083,7,1-3083,3,78,7,0,31,22.290794730186462,0.28577941961777514
450,450,450,450,450,450,450,450,450,450,450,1-11206,17,1-11206,14,14,3,0,2,3.9865028858184814,0.28475020612989155
7,7,7,7,7,7,7,7,7,7,7,MLG69,16,MLG69,13,576,97,0,133,162.60244190692902,0.2822959060884184
31,31,31,31,31,31,31,31,31,31,31,1-9156,13,1-9156,10,268,24,0,104,75.29815006256104,0.2809632465020934
5,5,5,5,5,5,5,5,5,5,5,MLG57,19,MLG57,16,629,114,0,126,176.14968180656433,0.2800471888816603
43,43,43,43,43,43,43,43,43,43,43,MLG14,6,MLG14,2,232,54,0,22,64.8515317440033,0.2795324644138073
64,64,64,64,64,64,64,64,64,64,64,MLG29,11,MLG29,7,164,27,0,38,45.74355483055115,0.27892411482043383
354,354,354,354,354,354,354,354,354,354,354,1-7530,16,1-7530,13,25,5,0,4,6.973005771636963,0.2789202308654785
45,45,45,45,45,45,45,45,45,45,45,1-3596,8,1-3596,4,223,41,0,42,61.71656060218811,0.276755877139857
190,190,190,190,190,190,190,190,190,190,190,1-7819,5,1-7819,1,59,3,0,27,16.3177889585495,0.27657269421270336
154,154,154,154,154,154,154,154,154,154,154,1-9417,10,1-9417,6,76,14,0,14,20.90552020072937,0.2750726342201233
73,73,73,73,73,73,73,73,73,73,73,MLG12,14,MLG12,12,146,12,0,57,40.11533224582672,0.27476254962895014
122,122,122,122,122,122,122,122,122,122,122,1-9404,10,1-9404,6,100,19,0,17,27.385274529457092,0.27385274529457093
80,80,80,80,80,80,80,80,80,80,80,1-0053,11,1-0053,7,142,25,0,28,38.81104040145874,0.27331718592576576
109,109,109,109,109,109,109,109,109,109,109,1-7441,17,1-7441,14,111,10,0,41,30.22330915927887,0.27228206449800785
101,101,101,101,101,101,101,101,101,101,101,1-18371,13,1-18371,10,120,9,0,47,32.182817816734314,0.26819014847278594
36,36,36,36,36,36,36,36,36,36,36,MLG64,21,MLG64,19,245,35,0,62,65.58158946037292,0.26767995698111396
367,367,367,367,367,367,367,367,367,367,367,1-9995,19,1-9995,16,24,0,0,13,6.412268757820129,0.26717786490917206
361,361,361,361,361,361,361,361,361,361,361,1-10696,13,1-10696,10,24,0,0,13,6.412268757820129,0.26717786490917206
77,77,77,77,77,77,77,77,77,77,77,1-9674,10,1-9674,6,144,31,0,15,38.39877164363861,0.26665813641415703
78,78,78,78,78,78,78,78,78,78,78,1-1570,17,1-1570,14,142,26,0,24,37.83803462982178,0.2664650326043787
445,445,445,445,445,445,445,445,445,445,445,1-5654,21,1-5654,19,15,2,0,4,3.973005771636963,0.2648670514424642
38,38,38,38,38,38,38,38,38,38,38,1-4649,16,1-4649,13,244,36,0,58,64.60858368873596,0.2647892774128523
221,221,221,221,221,221,221,221,221,221,221,1-4355,7,1-4355,3,49,8,0,10,12.932514429092407,0.26392886589984504
422,422,422,422,422,422,422,422,422,422,422,1-7536,12,1-7536,9,17,3,0,3,4.479754328727722,0.2635149605133954
6,6,6,6,6,6,6,6,6,6,6,MLG54,14,MLG54,12,595,48,0,220,156.51531744003296,0.2630509536807277
161,161,161,161,161,161,161,161,161,161,161,1-8285,15,1-8285,11,72,10,0,18,18.878525972366333,0.2622017496161991
390,390,390,390,390,390,390,390,390,390,390,1-20003,12,1-20003,9,21,1,0,9,5.4392629861831665,0.25901252315157935
147,147,147,147,147,147,147,147,147,147,147,1-2423,14,1-2423,12,79,17,0,7,20.452760100364685,0.2588956974729707
376,376,376,376,376,376,376,376,376,376,376,1-18487,18,1-18487,15,23,2,0,8,5.946011543273926,0.2585222410119098
337,337,337,337,337,337,337,337,337,337,337,1-6532,12,1-6532,9,27,3,0,8,6.946011543273926,0.25725968678792316
243,243,243,243,243,243,243,243,243,243,243,1-19166,16,1-19166,13,45,10,0,3,11.479754328727722,0.25510565174950495
20,20,20,20,20,20,20,20,20,20,20,1-8067,10,1-8067,6,322,48,0,69,82.03434956073761,0.25476506074763233
216,216,216,216,216,216,216,216,216,216,216,1-8397,8,1-8397,4,51,8,0,10,12.932514429092407,0.25357871429592954
218,218,218,218,218,218,218,218,218,218,218,1-9610,13,1-9610,10,49,1,0,23,12.344783186912537,0.25193435075331705
27,27,27,27,27,27,27,27,27,27,27,1-1608,15,1-1608,11,307,49,0,57,77.11533224582672,0.2511900073153965
213,213,213,213,213,213,213,213,213,213,213,1-6227,21,1-6227,19,52,13,0,0,13.0,0.25
441,441,441,441,441,441,441,441,441,441,441,1-9997,12,1-9997,7,16,3,0,2,3.9865028858184814,0.2491564303636551
429,429,429,429,429,429,429,429,429,429,429,1-9452,10,1-9452,19,16,3,0,2,3.9865028858184814,0.2491564303636551
11,11,11,11,11,11,11,11,11,11,11,MLG56,16,MLG56,13,511,94,0,67,127.04784667491913,0.24862592304289458
454,454,454,454,454,454,454,454,454,454,454,1-5913,8,1-5913,4,14,2,0,3,3.479754328727722,0.24855388062340872
106,106,106,106,106,106,106,106,106,106,106,1-9963,17,1-9963,14,116,16,0,26,28.82453751564026,0.24848739237620912
503,503,503,503,503,503,503,503,503,503,503,1-5531,5,1-5531,1,8,1,0,2,1.9865028858184814,0.24831286072731018
435,435,435,435,435,435,435,435,435,435,435,1-4494,15,1-4494,12,16,1,0,6,3.9595086574554443,0.24746929109096527
217,217,217,217,217,217,217,217,217,217,217,1-9770,13,1-9770,10,50,3,0,19,12.371777415275574,0.24743554830551148
232,232,232,232,232,232,232,232,232,232,232,1-8095,5,1-8095,1,46,1,0,21,11.358280301094055,0.24691913698030554
553,553,553,553,553,553,553,553,553,553,553,1-4847,10,1-4847,6,2,0,0,1,0.4932514429092407,0.24662572145462036
545,545,545,545,545,545,545,545,545,545,545,1-4926,1,1-4926,19,4,0,0,2,0.9865028858184814,0.24662572145462036
556,556,556,556,556,556,556,556,556,556,556,1-9455,22,1-9455,20,2,0,0,1,0.4932514429092407,0.24662572145462036
448,448,448,448,448,448,448,448,448,448,448,MLG42,15,MLG42,11,14,0,0,7,3.452760100364685,0.24662572145462036
542,542,542,542,542,542,542,542,542,542,542,1-8093,20,1-8093,17,4,0,0,2,0.9865028858184814,0.24662572145462036
67,67,67,67,67,67,67,67,67,67,67,1-3516,3,1-3516,8,156,0,0,78,38.473612546920776,0.24662572145462036
551,551,551,551,551,551,551,551,551,551,551,1-19567,13,1-19567,10,2,0,0,1,0.4932514429092407,0.24662572145462036
555,555,555,555,555,555,555,555,555,555,555,1-6028,11,1-6028,7,2,0,0,1,0.4932514429092407,0.24662572145462036
166,166,166,166,166,166,166,166,166,166,166,MLG58,14,MLG58,12,71,13,0,9,17.439262986183167,0.24562342234060797
63,63,63,63,63,63,63,63,63,63,63,1-3052,5,1-3052,1,166,16,0,50,40.662572145462036,0.2449552538883255
4,4,4,4,4,4,4,4,4,4,4,MLG68,20,MLG68,17,642,96,0,124,157.16317892074585,0.2448024593781088
184,184,184,184,184,184,184,184,184,184,184,1-2701,21,1-2701,19,61,8,0,14,14.90552020072937,0.24435279017589132
126,126,126,126,126,126,126,126,126,126,126,1-6693,11,1-6693,7,98,10,0,28,23.81104040145874,0.2429698000148851
76,76,76,76,76,76,76,76,76,76,76,1-2335,13,1-2335,10,145,13,0,45,35.19631493091583,0.24273320642010918
327,327,327,327,327,327,327,327,327,327,327,1-8988,6,1-8988,2,29,6,0,2,6.9865028858184814,0.24091389261443039
0,0,0,0,0,0,0,0,0,0,0,1-6098,11,1-6098,7,1327,151,0,342,319.6919934749603,0.24091333344006052
329,329,329,329,329,329,329,329,329,329,329,1-5980,8,1-5980,4,29,5,0,4,6.973005771636963,0.2404484748840332
326,326,326,326,326,326,326,326,326,326,326,1-0027,11,1-0027,7,29,3,0,8,6.946011543273926,0.2395176394232388
373,373,373,373,373,373,373,373,373,373,373,1-8488,12,1-8488,9,23,5,0,1,5.493251442909241,0.23883701925692352
95,95,95,95,95,95,95,95,95,95,95,1-5626,17,1-5626,14,125,6,0,48,29.676069259643555,0.23740855407714845
404,404,404,404,404,404,404,404,404,404,404,1-20578,9,1-20578,5,19,4,0,1,4.493251442909241,0.23648691804785477
387,387,387,387,387,387,387,387,387,387,387,1-9436,8,1-9436,4,21,2,0,6,4.959508657455444,0.23616707892644972
423,423,423,423,423,423,423,423,423,423,423,MLG46,17,MLG46,14,17,3,0,2,3.9865028858184814,0.23450016975402832
417,417,417,417,417,417,417,417,417,417,417,1-5425,9,1-5425,5,17,2,0,4,3.973005771636963,0.23370622186099782
169,169,169,169,169,169,169,169,169,169,169,1-7268,15,1-7268,11,70,5,0,23,16.344783186912537,0.23349690267017909
115,115,115,115,115,115,115,115,115,115,115,1-8421,17,1-8421,14,109,21,0,9,25.439262986183167,0.2333877338181942
227,227,227,227,227,227,227,227,227,227,227,1-1957,13,1-1957,10,47,6,0,10,10.932514429092407,0.2326066899806895
103,103,103,103,103,103,103,103,103,103,103,1-3362,3,1-3362,8,117,0,0,55,27.12882936000824,0.23187033641032684
18,18,18,18,18,18,18,18,18,18,18,MLG63,7,MLG63,3,380,48,0,81,87.9533668756485,0.23145622862012763
211,211,211,211,211,211,211,211,211,211,211,1-8042,21,1-8042,19,52,12,0,0,12.0,0.23076923076923078
176,176,176,176,176,176,176,176,176,176,176,1-6561,17,1-6561,14,65,9,0,12,14.919017314910889,0.22952334330632138
265,265,265,265,265,265,265,265,265,265,265,1-1204,13,1-1204,10,39,4,0,10,8.932514429092407,0.22903883151518992
52,52,52,52,52,52,52,52,52,52,52,1-7122,13,1-7122,10,197,13,0,65,45.06134378910065,0.22873778573147535
102,102,102,102,102,102,102,102,102,102,102,1-17907,3,1-17907,8,119,0,0,55,27.12882936000824,0.2279733559664558
55,55,55,55,55,55,55,55,55,55,55,1-1462,5,1-1462,1,192,19,0,50,43.662572145462036,0.22740922992428145
483,483,483,483,483,483,483,483,483,483,483,1-8578,5,1-8578,1,11,2,0,1,2.4932514429092407,0.22665922208265823
236,236,236,236,236,236,236,236,236,236,236,1-9794,13,1-9794,10,46,3,0,15,10.39877164363861,0.2260602531225785
300,300,300,300,300,300,300,300,300,300,300,1-18709,11,1-18709,3,33,4,0,7,7.452760100364685,0.22584121516256622
61,61,61,61,61,61,61,61,61,61,61,1-6927,21,1-6927,19,179,32,0,17,40.38527452945709,0.22561605882378263
74,74,74,74,74,74,74,74,74,74,74,1-8074,13,1-8074,10,145,9,0,48,32.676069259643555,0.22535220179064522
189,189,189,189,189,189,189,189,189,189,189,MLG10,22,MLG10,20,60,12,0,3,13.479754328727722,0.22466257214546204
163,163,163,163,163,163,163,163,163,163,163,1-6692,14,1-6692,12,71,10,0,12,15.919017314910889,0.22421151147761814
324,324,324,324,324,324,324,324,324,324,324,1-5515,15,1-5515,11,29,3,0,7,6.452760100364685,0.22250896897809258
29,29,29,29,29,29,29,29,29,29,29,1-3534,3,1-3534,8,279,0,0,125,61.65643036365509,0.2209907898338892
281,281,281,281,281,281,281,281,281,281,281,1-3312,10,1-3312,6,36,4,0,8,7.946011543273926,0.22072254286872017
238,238,238,238,238,238,238,238,238,238,238,1-4390,5,1-4390,1,45,2,0,16,9.892023086547852,0.2198227352566189
293,293,293,293,293,293,293,293,293,293,293,1-1250,20,1-1250,17,34,1,0,13,7.412268757820129,0.2180079046417685
351,351,351,351,351,351,351,351,351,351,351,1-2324,15,1-2324,11,25,1,0,9,5.4392629861831665,0.21757051944732667
2,2,2,2,2,2,2,2,2,2,2,1-6240,15,1-6240,11,698,58,0,189,151.2245227098465,0.21665404399691476
224,224,224,224,224,224,224,224,224,224,224,1-9277,5,1-9277,1,48,1,0,19,10.371777415275574,0.21607869615157446
46,46,46,46,46,46,46,46,46,46,46,1-2282,8,1-2282,4,219,30,0,35,47.263800501823425,0.21581644064759556
83,83,83,83,83,83,83,83,83,83,83,MLG13,5,MLG13,1,140,7,0,47,30.182817816734314,0.21559155583381653
140,140,140,140,140,140,140,140,140,140,140,1-8066,20,1-8066,17,86,14,0,9,18.439262986183167,0.21441003472306008
331,331,331,331,331,331,331,331,331,331,331,1-5981,6,1-5981,2,28,4,0,4,5.973005771636963,0.2133216347013201
151,151,151,151,151,151,151,151,151,151,151,MLG38,8,MLG38,4,77,11,0,11,16.425765872001648,0.2133216347013201
512,512,512,512,512,512,512,512,512,512,512,1-5799,17,1-5799,14,7,1,0,1,1.4932514429092407,0.2133216347013201
24,24,24,24,24,24,24,24,24,24,24,1-3535,13,1-3535,10,315,45,0,45,67.19631493091583,0.2133216347013201
130,130,130,130,130,130,130,130,130,130,130,1-3139,5,1-3139,1,93,4,0,32,19.784046173095703,0.21273167928059897
332,332,332,332,332,332,332,332,332,332,332,P-16616,20,P-16616,17,28,2,0,8,5.946011543273926,0.21235755511692592
514,514,514,514,514,514,514,514,514,514,514,P-0009,3,P-0009,8,7,0,0,3,1.4797543287277222,0.21139347553253174
453,453,453,453,453,453,453,453,453,453,453,1-5036,20,1-5036,17,14,0,0,6,2.9595086574554443,0.21139347553253174
129,129,129,129,129,129,129,129,129,129,129,1-4531,5,1-4531,1,94,8,0,24,19.838034629821777,0.2110429215938487
72,72,72,72,72,72,72,72,72,72,72,1-9497,11,1-9497,7,150,12,0,39,31.236806273460388,0.2082453751564026
14,14,14,14,14,14,14,14,14,14,14,1-1317,10,1-1317,6,414,53,0,66,85.55459523200989,0.20665361167152146
320,320,320,320,320,320,320,320,320,320,320,1-18203,20,1-18203,9,29,3,0,6,5.959508657455444,0.20550029853294635
420,420,420,420,420,420,420,420,420,420,420,1-8678,7,1-8678,3,17,2,0,3,3.479754328727722,0.2046914311016307
35,35,35,35,35,35,35,35,35,35,35,1-7496,3,1-7496,8,246,0,0,102,50.311647176742554,0.2045188909623681
296,296,296,296,296,296,296,296,296,296,296,1-0205,5,1-0205,1,34,2,0,10,6.932514429092407,0.2038974832086002
384,384,384,384,384,384,384,384,384,384,384,1-0358,12,1-0358,9,22,3,0,3,4.479754328727722,0.203625196760351
10,10,10,10,10,10,10,10,10,10,10,MLG62,8,MLG62,4,525,56,0,103,106.8048986196518,0.20343790213267007
377,377,377,377,377,377,377,377,377,377,377,1-9892,17,1-9892,14,22,2,0,5,4.466257214546204,0.20301169157028198
205,205,205,205,205,205,205,205,205,205,205,1-8398,8,1-8398,4,54,8,0,6,10.959508657455444,0.20295386402695267
338,338,338,338,338,338,338,338,338,338,338,1-3589,5,1-3589,1,27,3,0,5,5.466257214546204,0.20245397090911865
75,75,75,75,75,75,75,75,75,75,75,1-2545,6,1-2545,2,145,18,0,23,29.344783186912537,0.20237781508215544
157,157,157,157,157,157,157,157,157,157,157,1-17733,10,1-17733,6,74,9,0,12,14.919017314910889,0.20160834209339037
230,230,230,230,230,230,230,230,230,230,230,1-9345,15,1-9345,11,47,1,0,17,9.385274529457092,0.19968669211610834
108,108,108,108,108,108,108,108,108,108,108,1-8328,3,1-8328,8,114,0,0,46,22.689566373825073,0.1990312839809217
493,493,493,493,493,493,493,493,493,493,493,1-0033,18,1-0033,8,10,1,0,2,1.9865028858184814,0.19865028858184813
491,491,491,491,491,491,491,491,491,491,491,1-5555,12,1-5555,9,10,1,0,2,1.9865028858184814,0.19865028858184813
262,262,262,262,262,262,262,262,262,262,262,1-8172,13,1-8172,10,40,0,0,16,7.892023086547852,0.19730057716369628
443,443,443,443,443,443,443,443,443,443,443,1-19222,10,1-19222,6,15,0,0,6,2.9595086574554443,0.19730057716369628
447,447,447,447,447,447,447,447,447,447,447,1-9971,15,1-9971,11,15,0,0,6,2.9595086574554443,0.19730057716369628
127,127,127,127,127,127,127,127,127,127,127,1-5891,20,1-5891,17,96,9,0,20,18.865028858184814,0.19651071727275848
268,268,268,268,268,268,268,268,268,268,268,1-8493,18,1-8493,15,38,5,0,5,7.466257214546204,0.19648045301437378
371,371,371,371,371,371,371,371,371,371,371,1-6035,17,1-6035,14,23,3,0,3,4.479754328727722,0.19477192733598792
368,368,368,368,368,368,368,368,368,368,368,1-6858,9,1-6858,5,23,3,0,3,4.479754328727722,0.19477192733598792
191,191,191,191,191,191,191,191,191,191,191,MLG44,21,MLG44,19,59,10,0,3,11.479754328727722,0.19457210726657156
100,100,100,100,100,100,100,100,100,100,100,1-5172,17,1-5172,14,120,5,0,37,23.250303387641907,0.19375252823034922
412,412,412,412,412,412,412,412,412,412,412,1-0055,19,1-0055,16,18,2,0,3,3.479754328727722,0.1933196849293179
214,214,214,214,214,214,214,214,214,214,214,1-8450,14,1-8450,12,52,9,0,2,9.986502885818481,0.19204813241958618
407,407,407,407,407,407,407,407,407,407,407,1-9549,3,1-9549,8,18,0,0,7,3.452760100364685,0.19182000557581583
246,246,246,246,246,246,246,246,246,246,246,1-6538,14,1-6538,11,44,2,0,13,8.41226875782013,0.19118792631409384
325,325,325,325,325,325,325,325,325,325,325,1-9338,18,1-9338,15,29,5,0,1,5.493251442909241,0.18942246354859452
65,65,65,65,65,65,65,65,65,65,65,1-4319,9,1-4319,5,163,16,0,30,30.79754328727722,0.18894198335752896
174,174,174,174,174,174,174,174,174,174,174,MLG41,21,MLG41,19,66,10,0,5,12.466257214546204,0.18888268506888187
70,70,70,70,70,70,70,70,70,70,70,1-1224,19,1-1224,16,151,12,0,33,28.277297616004944,0.18726687162917183
510,510,510,510,510,510,510,510,510,510,510,1-10444,21,1-10444,19,8,1,0,1,1.4932514429092407,0.1866564303636551
1,1,1,1,1,1,1,1,1,1,1,1-9227,5,1-9227,1,801,30,0,241,148.873597741127,0.18585967258567668
428,428,428,428,428,428,428,428,428,428,428,1-9606,11,1-9606,7,16,1,0,4,2.973005771636963,0.18581286072731018
427,427,427,427,427,427,427,427,427,427,427,1-3104,5,1-3104,1,16,1,0,4,2.973005771636963,0.18581286072731018
433,433,433,433,433,433,433,433,433,433,433,1-20641,3,1-20641,8,16,0,0,6,2.9595086574554443,0.18496929109096527
506,506,506,506,506,506,506,506,506,506,506,1-17657,15,1-17657,11,8,0,0,3,1.4797543287277222,0.18496929109096527
90,90,90,90,90,90,90,90,90,90,90,1-7070,15,1-7070,11,129,6,0,36,23.757051944732666,0.18416319337002066
71,71,71,71,71,71,71,71,71,71,71,1-4417,1,1-4417,18,151,0,0,56,27.62208080291748,0.18292768743653962
319,319,319,319,319,319,319,319,319,319,319,1-18935,6,1-18935,2,30,4,0,3,5.479754328727722,0.1826584776242574
403,403,403,403,403,403,403,403,403,403,403,72-12171,20,72-12171,17,19,1,0,5,3.4662572145462036,0.18243459023927389
311,311,311,311,311,311,311,311,311,311,311,1-8938,8,1-8938,4,30,3,0,5,5.466257214546204,0.1822085738182068
142,142,142,142,142,142,142,142,142,142,142,1-8084,11,1-8084,7,82,3,0,24,14.838034629821777,0.18095164182709483
283,283,283,283,283,283,283,283,283,283,283,1-6909,8,1-6909,4,36,5,0,3,6.479754328727722,0.1799931757979923
449,449,449,449,449,449,449,449,449,449,449,MLG43,8,MLG43,4,14,2,0,1,2.4932514429092407,0.17808938877923147
104,104,104,104,104,104,104,104,104,104,104,1-9394,13,1-9394,10,117,5,0,32,20.784046173095703,0.17764142028286925
244,244,244,244,244,244,244,244,244,244,244,1-19448,13,1-19448,10,45,3,0,10,7.932514429092407,0.17627809842427572
51,51,51,51,51,51,51,51,51,51,51,MLG65,8,MLG65,4,201,24,0,23,35.34478318691254,0.17584469247220166
