Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
365,365,MLG48,2,6,MLG48,159,70,0,69,135.40292006731033,0.8515906922472348
423,423,1-7122,12,18,1-7122,197,10,0,148,150.2845242023468,0.7628656050880548
463,463,1-1989,12,18,1-1989,46,6,0,28,32.54031538963318,0.7073981606441996
462,462,1-1183,2,6,1-1183,45,12,0,18,29.061631321907043,0.6458140293757121
342,342,MLG65,18,14,MLG65,201,37,0,90,122.30815660953522,0.6084982915897275
526,526,1-5002,13,11,1-5002,45,12,0,16,27.165894508361816,0.6036865446302626
270,270,1-1390,18,14,1-1390,98,41,0,18,58.06163132190704,0.5924656257337454
434,434,MLG59,9,10,MLG59,71,30,0,11,40.42655247449875,0.5693880630211091
153,153,1-1350,16,9,1-1350,195,39,0,69,104.40292006731033,0.5353995900887709
217,217,1-9630,18,14,1-9630,33,10,0,8,17.582947254180908,0.5328165834600275
305,305,1-7866,14,7,1-7866,318,11,0,165,167.39828711748123,0.5264097079166077
488,488,1-11350,14,7,1-11350,100,8,0,47,52.549815118312836,0.5254981511831284
429,429,1-6693,13,11,1-6693,98,23,0,30,51.436052203178406,0.5248576755426368
443,443,1-3447,4,20,1-3447,110,8,0,51,56.34128874540329,0.5121935340491208
558,558,1-0055,16,6,1-0055,18,6,0,3,8.84360522031784,0.4913114011287689
537,537,1-4494,16,9,1-4494,16,3,0,5,7.739342033863068,0.4837088771164417
422,422,1-6878,20,22,1-6878,167,15,0,69,80.40292006731033,0.481454611181499
394,394,1-2423,20,19,1-2423,79,35,0,3,37.84360522031784,0.4790329774723777
509,509,1-18935,4,20,1-18935,30,2,0,13,14.322289288043976,0.4774096429347992
501,501,1-18487,2,6,1-18487,23,10,0,1,10.947868406772614,0.475994278555331
561,561,1-9455,1,12,1-9455,2,0,0,1,0.9478684067726135,0.47393420338630676
339,339,1-3523,14,7,1-3523,543,92,0,173,255.98123437166214,0.4714203211264496
93,93,1-20003,11,15,1-20003,21,8,0,2,9.895736813545227,0.4712255625497727
