Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,18,17,MLG40,51,4,1,7,1009.4547238945961,19.793229880286198
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,2,5,1-0129,142,14,1,49,1052.1830672621727,7.409739910296991
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,18,17,1-4319,163,29,1,11,1037.5717089772224,6.365470607222224
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,2,5,1-0303,212,16,1,63,1065.092515051365,5.024021297412099
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,19,3,MLG51,248,32,1,64,1081.8717613220215,4.36238613436299
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,19,3,MLG54,595,29,1,90,1099.1321643590927,1.8472809485026769
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,20,12,1-7058,80,11,0,58,56.19628369808197,0.7024535462260246
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,19,3,1-2423,79,42,0,9,49.01321643590927,0.6204204612140414
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,17,11,MLG48,159,79,0,22,96.14341795444489,0.6046755846191503
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,1,16,1-1183,45,3,0,31,27.156634390354156,0.6034807642300923
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,20,12,1-0008,230,62,0,85,128.23593300580978,0.5575475348078687
