Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,17,MLG40,3,51,11,1,7,1012.5160270631313,19.853255432610418
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,5,MLG45,5,70,17,1,16,1020.4652047157288,14.57807435308184
32,32,32,32,32,32,32,32,32,32,32,32,1-7874,17,1-7874,19,258,29,1,8,1030.7326023578644,3.995087606038234
8,8,8,8,8,8,8,8,8,8,8,8,1-10468,5,1-10468,5,549,57,1,158,1091.2188965678215,1.9876482633293653
203,203,203,203,203,203,203,203,203,203,203,203,1-9938,6,1-9938,6,55,18,0,10,20.165752947330475,0.3666500535878268
228,228,228,228,228,228,228,228,228,228,228,228,MLG60,2,MLG60,2,47,16,0,4,16.86630117893219,0.35885747189217426
112,112,112,112,112,112,112,112,112,112,112,112,1-3447,4,1-3447,4,110,34,0,21,38.548081189394,0.3504371017217636
165,165,165,165,165,165,165,165,165,165,165,165,MLG59,5,MLG59,5,71,19,0,22,23.764656484127045,0.33471347160742315
34,34,34,34,34,34,34,34,34,34,34,34,MLG51,15,MLG51,16,248,70,0,30,76.49725884199142,0.3084566888789977
394,394,394,394,394,394,394,394,394,394,394,394,1-9697,14,1-9697,20,20,4,0,10,6.165752947330475,0.30828764736652375
123,123,123,123,123,123,123,123,123,123,123,123,1-11350,2,1-11350,2,100,28,0,13,30.815478831529617,0.3081547883152962
171,171,171,171,171,171,171,171,171,171,171,171,1-9645,12,1-9645,9,69,4,0,79,21.10944828391075,0.3059340331001558
125,125,125,125,125,125,125,125,125,125,125,125,1-1390,4,1-1390,16,98,23,0,32,29.93040943145752,0.30541234113732163
242,242,242,242,242,242,242,242,242,242,242,242,1-3206,12,1-3206,13,45,11,0,10,13.165752947330475,0.292572287718455
299,299,299,299,299,299,299,299,299,299,299,299,MLG31,12,MLG31,19,33,7,0,12,9.59890353679657,0.2908758647514112
239,239,239,239,239,239,239,239,239,239,239,239,1-5002,7,1-5002,7,45,10,0,14,13.032054126262665,0.289601202805837
85,85,85,85,85,85,85,85,85,85,85,85,1-1131,10,1-1131,12,138,26,0,64,39.86081886291504,0.28884651349938434
212,212,212,212,212,212,212,212,212,212,212,212,MLG32,17,MLG32,19,52,14,0,4,14.86630117893219,0.2858904072871575
81,81,81,81,81,81,81,81,81,81,81,81,1-7682,11,1-7682,11,141,27,0,55,38.91164121031761,0.27596908659799724
93,93,93,93,93,93,93,93,93,93,93,93,MLG52,10,MLG52,12,125,30,0,19,34.1149305999279,0.2729194447994232
146,146,146,146,146,146,146,146,146,146,146,146,MLG78,14,MLG78,15,80,17,0,21,21.548081189393997,0.26935101486742496
