Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,MLG40,1,MLG40,3,51,8,1,0,1008.0,19.764705882352942
168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,17,1,16,1026.1621961593628,14.659459945133754
32,32,32,32,32,32,32,32,32,1-7874,1,1-7874,19,258,15,1,0,1015.0,3.934108527131783
8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,57,1,156,1146.3314125537872,2.088035359842964
171,171,171,171,171,171,171,171,171,1-9645,11,1-9645,9,69,5,0,57,37.64032381772995,0.5455119393873906
267,267,267,267,267,267,267,267,267,1-5413,18,1-5413,16,39,10,0,14,18.016921639442444,0.4619723497292934
85,85,85,85,85,85,85,85,85,1-1131,13,1-1131,12,138,28,0,62,63.50351011753082,0.4601703631705132
165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,19,0,22,31.59801971912384,0.4450425312552654
256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,18.170656979084015,0.443186755587415
203,203,203,203,203,203,203,203,203,1-9938,9,1-9938,6,55,18,0,10,23.726372599601746,0.4313885927200317
81,81,81,81,81,81,81,81,81,1-7682,14,1-7682,11,141,27,0,56,59.067686557769775,0.41891976282106225
112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,34,0,21,46.025382459163666,0.4184125678105788
239,239,239,239,239,239,239,239,239,1-5002,10,1-5002,7,45,9,0,16,18.162196159362793,0.40360435909695097
12,12,12,12,12,12,12,12,12,1-7024,11,1-7024,9,498,69,0,225,197.84338349103928,0.3972758704639343
22,22,22,22,22,22,22,22,22,MLG50,17,MLG50,15,319,43,0,144,125.45976543426514,0.39329080073437345
71,71,71,71,71,71,71,71,71,1-4417,20,1-4417,18,151,21,0,65,58.221421897411346,0.38557233044643274
34,34,34,34,34,34,34,34,34,MLG51,18,MLG51,16,248,70,0,44,95.19603943824768,0.3838549977348697
242,242,242,242,242,242,242,242,242,1-3206,15,1-3206,13,45,11,0,10,16.726372599601746,0.3716971688800388
66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,80,58.810980796813965,0.3698803823698992
54,54,54,54,54,54,54,54,54,1-1350,14,1-1350,11,195,34,0,65,71.22142189741135,0.3652380610123659
394,394,394,394,394,394,394,394,394,1-9697,2,1-9697,20,20,5,0,4,7.290549039840698,0.3645274519920349
5,5,5,5,5,5,5,5,5,MLG57,18,MLG57,16,629,114,0,200,228.5274519920349,0.36331868361213815
146,146,146,146,146,146,146,146,146,MLG78,17,MLG78,15,80,17,0,21,29.025382459163666,0.36281728073954583
