Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,14,2,MLG60,47,27,0,0,27.0,0.574468085106383
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,14,9,1-6692,71,27,0,15,28.708656325936317,0.40434727219628613
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,14,2,MLG38,77,28,0,3,28.341731265187263,0.368074432015419
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,7,4,MLG75,185,66,0,10,67.13910421729088,0.362914076850221
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,17,12,1-9491,80,25,0,22,27.506029278039932,0.3438253659754992
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,14,2,MLG48,159,52,0,10,53.13910421729088,0.33420820262447093
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,12,14,MLG45,70,23,0,3,23.341731265187263,0.3334533037883895
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,18,10,1-3083,78,25,0,7,25.797372952103615,0.33073555066799504
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,13,9,1-1131,138,37,0,60,43.83462530374527,0.3176422123459802
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,3,7,1-2335,145,41,0,37,45.21468560397625,0.3118254179584569
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,13,9,MLG65,201,58,0,36,62.10077518224716,0.30895908050869236
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,3,7,1-9394,117,29,0,34,32.872954338788986,0.28096542169905114
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,14,2,MLG31,33,9,0,2,9.227820843458176,0.27963093465024774
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,5,20,1-9452,16,4,0,4,4.455641686916351,0.27847760543227196
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,6,6,1-7682,141,35,0,37,39.21468560397625,0.27811833761685284
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,3,7,1-1957,47,12,0,8,12.911283373832703,0.2747081568900575
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,14,6,1-3587,46,12,0,4,12.455641686916351,0.2707748192807902
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,15,2,1-3584,26,7,0,0,7.0,0.2692307692307692
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,9,MLG54,595,109,0,425,157.41192923486233,0.26455786426027283
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,3,5,1-9277,48,12,0,6,12.683462530374527,0.264238802716136
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,8,13,1-7530,25,6,0,5,6.569552108645439,0.26278208434581757
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,3,4,1-8627,25,6,0,5,6.569552108645439,0.26278208434581757
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,15,8,1-1005,125,31,0,14,32.59474590420723,0.26075796723365785
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,5,20,MLG32,52,12,0,13,13.480835482478142,0.25924683620150274
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,18,10,1-3523,543,129,0,102,140.61886301636696,0.25896659855684523
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,6,6,1-0278,79,15,0,40,19.556416869163513,0.24754958062232296
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,10,1-0296,41,9,0,9,10.02519379556179,0.2445169218429705
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,9,19,1-0358,22,5,0,3,5.3417312651872635,0.24280596659942108
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,4,1-7024,498,113,0,62,120.06244614720345,0.2410892492915732
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,12,14,1-2103,26,6,0,2,6.227820843458176,0.23953157090223753
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,14,2,1-4052,13,3,0,1,3.113910421729088,0.23953157090223753
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,22,11,1-7004,381,81,0,87,90.91020669043064,0.23860946637908304
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,1,18,1-3639,17,4,0,0,4.0,0.23529411764705882
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,9,19,1-0033,10,2,0,3,2.3417312651872635,0.23417312651872635
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,3,7,MLG14,232,48,0,50,53.69552108645439,0.23144621157954479
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,12,14,MLG06,18,4,0,1,4.113910421729088,0.22855057898494932
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,1,18,1-0055,18,4,0,1,4.113910421729088,0.22855057898494932
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,5,20,MLG33,20,4,0,5,4.569552108645439,0.22847760543227197
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,3,7,MLG62,525,70,0,436,119.6649438738823,0.22793322642644245
