Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,18,17,MLG40,51,10,1,7,1016.5536167025566,19.932423856912873
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,2,24,1-0129,142,0,1,12,1011.234771490097,7.121371630211951
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,18,17,1-4319,163,34,1,12,1045.234771490097,6.412483260675442
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,2,24,1-0303,212,0,1,12,1011.234771490097,4.7699753372174385
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,19,11,MLG51,248,74,1,31,1103.0231596827507,4.447674030978834
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,19,11,MLG54,595,53,1,92,1139.133248090744,1.9145096606567127
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,7,14,1-7268,70,11,0,63,69.98255032300949,0.9997507189001356
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,1,22,1-1183,45,0,0,43,40.25793117284775,0.8946206927299499
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,14,8,1-0296,41,21,0,16,35.979695320129395,0.8775535443933998
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,14,8,1-2545,145,61,0,70,126.5361670255661,0.8726632208659731
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,20,3,1-7058,80,6,0,56,58.42893362045288,0.730361670255661
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,19,8,1-2294,75,26,0,27,51.27823585271835,0.6837098113695781
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,19,11,1-2423,79,17,0,37,51.640545427799225,0.6536777902253067
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,6,12,1-9938,55,20,0,16,34.979695320129395,0.635994460365989
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,16,16,1-0292,99,20,0,41,58.38546925783157,0.5897522147255715
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,7,14,1-7070,129,10,0,69,74.59993606805801,0.5782940780469613
