Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,23,MLG40,3,51,6,1,0,1006.0,19.725490196078432
168,168,168,168,168,168,168,168,168,168,MLG45,11,MLG45,5,70,22,1,13,1026.0611966848373,14.658017095497677
32,32,32,32,32,32,32,32,32,32,1-7874,23,1-7874,19,258,35,1,0,1035.0,4.011627906976744
8,8,8,8,8,8,8,8,8,8,1-10468,11,1-10468,5,549,75,1,165,1126.5459579229355,2.0519962803696457
169,169,169,169,169,169,169,169,169,169,1-7268,2,1-7268,11,70,27,0,27,35.43479311466217,0.5062113302094596
85,85,85,85,85,85,85,85,85,85,1-1131,15,1-1131,12,138,61,0,21,67.56039464473724,0.4895680771357771
245,245,245,245,245,245,245,245,245,245,1-1183,11,1-1183,10,45,19,0,5,20.56199872493744,0.45693330499860974
147,147,147,147,147,147,147,147,147,147,1-2423,17,1-2423,12,79,34,0,0,34.0,0.43037974683544306
195,195,195,195,195,195,195,195,195,195,1-9379,8,1-9379,9,58,21,0,11,24.436397194862366,0.42131719301486836
231,231,231,231,231,231,231,231,231,231,1-7991,12,1-7991,15,46,17,0,7,19.186798214912415,0.4171043090198351
97,97,97,97,97,97,97,97,97,97,1-1833,1,1-1833,4,124,48,0,0,48.0,0.3870967741935484
228,228,228,228,228,228,228,228,228,228,MLG60,5,MLG60,2,47,16,0,6,17.874398469924927,0.3803063504239346
165,165,165,165,165,165,165,165,165,165,MLG59,11,MLG59,5,71,17,0,31,26.68439209461212,0.37583650837481863
123,123,123,123,123,123,123,123,123,123,1-11350,5,1-11350,2,100,28,0,29,37.059592604637146,0.3705959260463715
203,203,203,203,203,203,203,203,203,203,1-9938,10,1-9938,6,55,18,0,6,19.874398469924927,0.3613526994531805
369,369,369,369,369,369,369,369,369,369,MLG39,7,MLG39,20,23,7,0,4,8.249598979949951,0.3586782165195631
23,23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,78,0,105,110.80197322368622,0.34843387806190634
239,239,239,239,239,239,239,239,239,239,1-5002,9,1-5002,7,45,9,0,21,15.560394644737244,0.3457865476608276
57,57,57,57,57,57,57,57,57,57,MLG75,8,MLG75,9,185,50,0,33,60.3091915845871,0.32599563018695726
34,34,34,34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,57,0,74,80.1175811290741,0.32305476261723426
345,345,345,345,345,345,345,345,345,345,1-3584,9,1-3584,17,26,4,0,14,8.373596429824829,0.3220614011471088
37,37,37,37,37,37,37,37,37,37,1-5775,7,1-5775,20,244,67,0,36,78.24639081954956,0.32068192958831787
332,332,332,332,332,332,332,332,332,332,P-16616,17,P-16616,17,28,8,0,2,8.624799489974976,0.308028553213392
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,8,0,14,12.373596429824829,0.30179503487377635
376,376,376,376,376,376,376,376,376,376,1-18487,6,1-18487,15,23,6,0,3,6.937199234962463,0.30161735804184625
146,146,146,146,146,146,146,146,146,146,MLG78,12,MLG78,15,80,16,0,25,23.809993624687195,0.29762492030858995
148,148,148,148,148,148,148,148,148,148,1-0278,12,1-0278,15,79,21,0,7,23.186798214912415,0.29350377487230905
81,81,81,81,81,81,81,81,81,81,1-7682,2,1-7682,11,141,29,0,37,40.55879056453705,0.2876509969116103
132,132,132,132,132,132,132,132,132,132,MLG55,7,MLG55,20,92,23,0,10,26.123997449874878,0.2839564940203791
154,154,154,154,154,154,154,154,154,154,1-9417,10,1-9417,6,76,14,0,24,21.497593879699707,0.2828630773644698
