,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG45,20,15,MLG45,70,18,1,15,1032.343750178814,14.747767859697342
1,1-6240,20,15,1-6240,698,64,1,170,1226.562502026558,1.757252868232891
2,MLG65,7,9,MLG65,201,97,0,96,188.8000011444092,0.9393034882806428
3,MLG62,13,7,MLG62,525,48,0,465,492.656255543232,0.9383928677013942
4,1-1833,19,10,1-1833,124,21,0,94,110.88750112056732,0.8942540412948977
5,1-9394,19,10,1-9394,117,17,0,89,102.10625106096268,0.8727030005210485
6,1-7004,9,6,1-7004,381,70,0,239,298.543752849102,0.7835794038034174
7,1-1224,10,8,1-1224,151,19,0,96,110.80000114440918,0.7337748420159549
8,MLG54,7,9,MLG54,595,59,0,394,435.762504696846,0.7323739574736907
9,1-0272,9,6,1-0272,111,54,0,24,76.9500002861023,0.6932432458207414
10,1-10539,20,15,1-10539,63,5,0,39,42.29375046491623,0.6713293724589877
11,1-3362,9,6,1-3362,117,26,0,53,76.68125063180923,0.6553953045453781
12,1-3534,9,6,1-3534,279,63,0,122,179.66250145435333,0.6439516181159618
13,1-7005,5,4,1-7005,285,33,0,156,182.1750018596649,0.6392105328409295
14,1-7991,4,5,1-7991,46,16,0,13,28.43125015497208,0.6180706555428712
15,MLG60,15,16,MLG60,47,24,0,4,27.82500004768372,0.5920212776102918
16,1-7807,9,6,1-7807,239,46,0,97,138.7562511563301,0.5805700885202096
17,1-0296,18,14,1-0296,41,15,0,9,23.60625010728836,0.5757621977387405
18,1-6974,19,10,1-6974,207,92,0,26,116.86250030994417,0.5645531415939331
19,MLG51,13,7,MLG51,248,91,0,49,137.85625058412552,0.5558719781617965
20,1-7122,13,7,1-7122,197,37,0,75,108.71875089406969,0.5518718319495922
21,1-0303,16,12,1-0303,212,24,0,97,116.75625115633012,0.5507370337562741
22,MLG56,4,5,MLG56,511,178,0,105,278.40625125169754,0.5448263233888406
23,1-9630,7,9,1-9630,33,12,0,6,17.737500071525574,0.5375000021674416
24,1-8188,16,12,1-8188,140,9,0,69,74.9812508225441,0.5355803630181721
25,1-2400,1,6,1-2400,49,8,0,19,26.16875022649765,0.5340561270713806
26,1-8427,20,15,1-8427,189,11,0,94,100.88750112056732,0.5337963022252239
27,1-8493,10,8,1-8493,38,2,0,19,20.16875022649765,0.530756584907833
28,1-10468,10,8,1-10468,549,113,0,185,289.90625220537186,0.5280623901737193
29,1-5654,4,5,1-5654,15,5,0,3,7.868750035762787,0.5245833357175191
30,1-1183,13,7,1-1183,45,7,0,17,23.256250202655792,0.5168055600590176
31,1-9286,4,5,1-9286,81,38,0,4,41.82500004768372,0.5163580252800459
32,1-8529,15,16,1-8529,56,3,0,27,28.81875032186508,0.5146205414618764
33,1-3596,18,14,1-3596,223,64,0,53,114.68125063180923,0.5142656979004898
34,1-8988,4,5,1-8988,29,13,0,2,14.912500023841858,0.5142241387531675
35,1-2335,19,10,1-2335,145,38,0,38,74.3375004529953,0.512672416917209
36,1-9770,19,10,1-9770,50,15,0,11,25.51875013113022,0.5103750026226044
37,1-9436,6,13,1-9436,21,4,0,7,10.693750083446504,0.5092261944498334
38,1-9491,20,15,1-9491,80,13,0,29,40.73125034570694,0.5091406293213367
39,1-6858,14,19,1-6858,23,2,0,10,11.56250011920929,0.5027173964873605
40,1-8627,20,15,1-8627,25,3,0,10,12.56250011920929,0.5025000047683715
41,MLG67,16,12,MLG67,27,4,0,10,13.56250011920929,0.5023148192299737
42,1-5002,11,2,1-5002,45,13,0,10,22.56250011920929,0.5013888915379842
43,1-5161,18,14,1-5161,12,6,0,0,6.0,0.5
44,1-4847,6,13,1-4847,2,1,0,0,1.0,0.5
45,1-11206,4,5,1-11206,14,7,0,0,7.0,0.5
46,1-0033,4,5,1-0033,10,5,0,0,5.0,0.5
47,MLG49,13,7,MLG49,185,76,0,17,92.2562502026558,0.4986824335278692
48,MLG43,1,11,MLG43,14,4,0,3,6.868750035762787,0.4906250025544847
49,1-7682,20,15,1-7682,141,5,0,67,69.06875079870224,0.4898492964446967
50,1-5036,11,2,1-5036,14,3,0,4,6.825000047683716,0.4875000034059797
51,1-6538,19,10,1-6538,44,7,0,15,21.34375017881393,0.4850852313366803
52,1-4390,5,4,1-4390,45,11,0,11,21.51875013113022,0.4781944473584493
53,1-8093,10,8,1-8093,4,0,0,2,1.912500023841858,0.4781250059604645
54,1-21192,1,11,1-21192,4,0,0,2,1.912500023841858,0.4781250059604645
55,1-6061,4,5,1-6061,40,18,0,1,18.95625001192093,0.4739062502980232
56,1-1317,10,8,1-1317,414,57,0,145,195.6562517285347,0.472599641856364
57,1-17907,9,6,1-17907,119,12,0,46,55.98750054836273,0.4704831978854011
58,1-3509,16,12,1-3509,35,4,0,13,16.431250154972076,0.4694642901420593
59,1-1350,20,15,1-1350,195,49,0,44,91.07500052452087,0.4670512847411326
60,1-9610,19,10,1-9610,49,14,0,9,22.60625010728836,0.4613520430058849
61,1-19229,16,12,1-19229,38,7,0,11,17.51875013113022,0.4610197402929005
62,1-0003,20,9,1-0003,17,4,0,4,7.825000047683716,0.4602941204519832
63,1-3265,1,11,1-3265,19,3,0,6,8.737500071525574,0.4598684248171354
64,1-3535,19,10,1-3535,315,51,0,96,142.80000114440918,0.4533333369663783
65,1-9808,1,11,1-9808,74,23,0,11,33.51875013113022,0.452956082853111
66,1-5981,3,20,1-5981,28,4,0,9,12.60625010728836,0.4502232181174414
67,1-7453,9,6,1-7453,13,2,0,4,5.825000047683716,0.4480769267449012
68,1-9156,19,10,1-9156,268,52,0,71,119.89375084638596,0.4473647419641267
69,1-8544,7,9,1-8544,54,5,0,20,24.12500023841858,0.4467592636744181
70,1-9417,10,8,1-9417,76,7,0,28,33.77500033378601,0.4444078991287633
71,1-8067,10,8,1-8067,322,57,0,90,143.0625010728836,0.4442934815928062
72,MLG78,20,15,MLG78,80,25,0,11,35.51875013113022,0.4439843766391277
73,1-7819,20,15,1-7819,59,5,0,22,26.03750026226044,0.441313563767126
74,1-9831,10,8,1-9831,132,10,0,50,57.81250059604645,0.4379734893639882
75,1-6181,1,11,1-6181,659,166,0,128,288.4000015258789,0.4376327792501956
76,1-7863,12,17,1-7863,351,23,0,134,151.13750159740448,0.430591172642178
77,1-4494,20,15,1-4494,16,4,0,3,6.868750035762787,0.4292968772351742
78,1-3104,18,14,1-3104,16,4,0,3,6.868750035762787,0.4292968772351742
79,1-1015,9,6,1-1015,155,8,0,61,66.33125072717667,0.4279435530785591
80,1-2701,19,10,1-2701,61,4,0,23,25.99375027418137,0.4261270536751043
81,1-6035,11,2,1-6035,23,5,0,5,9.781250059604645,0.4252717417219411
82,1-8023,9,6,1-8023,16,1,0,6,6.737500071525574,0.4210937544703483
83,MLG58,13,7,MLG58,71,20,0,10,29.56250011920929,0.4163732411156238
84,1-19448,16,12,1-19448,45,12,0,7,18.693750083446503,0.4154166685210333
85,1-9761,6,13,1-9761,35,3,0,12,14.475000143051147,0.4135714326586042
86,1-9938,15,16,1-9938,55,17,0,6,22.737500071525574,0.4134090922095559
87,1-4640,9,6,1-4640,87,13,0,24,35.950000286102295,0.4132183940931298
88,1-19205,1,11,1-19205,12,4,0,1,4.956250011920929,0.4130208343267441
89,1-2294,4,16,1-2294,75,30,0,1,30.95625001192093,0.4127500001589457
90,1-8820,6,13,1-8820,83,17,0,18,34.21250021457672,0.4121987977659846
91,MLG29,11,2,MLG29,164,37,0,32,67.60000038146973,0.4121951242772544
92,MLG42,20,15,MLG42,14,0,0,6,5.737500071525574,0.4098214336803981
93,1-3639,10,8,1-3639,17,6,0,1,6.956250011920929,0.4091911771718193
94,1-13247,13,7,1-13247,29,8,0,4,11.825000047683716,0.4077586223339212
95,1-1462,5,4,1-1462,192,19,0,62,78.2875007390976,0.4077473996828
96,1-4319,10,8,1-4319,163,26,0,42,66.16250050067902,0.4059049110471105
97,1-9518,1,11,1-9518,22,7,0,2,8.912500023841858,0.4051136374473572
98,1-3139,5,4,1-3139,93,5,0,34,37.512500405311584,0.4033602194119525
99,MLG75,15,16,MLG75,185,59,0,16,74.30000019073486,0.4016216226526208
100,1-4855,4,5,1-4855,22,5,0,4,8.825000047683716,0.4011363658038052
101,1-7614,5,4,1-7614,72,4,0,26,28.86250030994416,0.4008680598603354
102,1-3052,5,4,1-3052,166,9,0,60,66.37500071525574,0.3998494018991309
103,MLG13,5,4,MLG13,140,10,0,48,55.90000057220459,0.3992857183728899
104,1-3589,5,4,1-3589,27,5,0,6,10.737500071525574,0.3976851878342805
105,1-6980,6,13,1-6980,128,1,0,52,50.72500061988831,0.3962890673428774
106,1-8397,4,5,1-8397,51,20,0,0,20.0,0.392156862745098
107,1-8379,5,4,1-8379,5,1,0,1,1.956250011920929,0.3912500023841858
108,1-9576,1,11,1-9576,10,2,0,2,3.912500023841858,0.3912500023841858
109,1-7058,12,17,1-7058,80,16,0,16,31.300000190734863,0.3912500023841858
110,1-5990,7,9,1-5990,5,1,0,1,1.956250011920929,0.3912500023841858
111,1-1770,7,9,1-1770,35,7,0,7,13.693750083446504,0.3912500023841858
112,1-7268,6,13,1-7268,70,13,0,15,27.34375017881393,0.3906250025544848
113,MLG32,14,19,MLG32,52,5,0,16,20.300000190734863,0.3903846190525935
114,1-8646,10,8,1-8646,20,3,0,5,7.781250059604645,0.3890625029802322
115,1-9404,10,8,1-9404,100,15,0,25,38.90625029802322,0.3890625029802322
116,1-7521,1,11,1-7521,10,1,0,3,3.868750035762787,0.3868750035762787
117,1-9549,7,9,1-9549,18,5,0,2,6.912500023841858,0.3840277791023254
118,1-9277,5,4,1-9277,48,5,0,14,18.387500166893005,0.3830729201436043
119,1-17733,10,8,1-17733,74,8,0,21,28.081250250339508,0.3794763547343177
