Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,1-9491,19,1-9491,10,80,14,1,13,1024.1375487446785,12.801719359308482
93,93,93,93,93,93,93,93,93,93,93,93,MLG52,19,MLG52,10,125,9,1,7,1014.4586800932884,8.115669440746307
17,17,17,17,17,17,17,17,17,17,17,17,1-7004,8,1-7004,19,381,53,0,201,209.74209982156754,0.550504199006739
44,44,44,44,44,44,44,44,44,44,44,44,1-0008,15,1-0008,1,230,1,0,161,126.5496421456337,0.5502158354157987
15,15,15,15,15,15,15,15,15,15,15,15,1-1580,9,1-1580,18,400,47,0,210,210.76040279865265,0.5269010069966317
239,239,239,239,239,239,239,239,239,239,239,239,1-5002,3,1-5002,11,45,14,0,12,23.35773730278015,0.5190608289506701
25,25,25,25,25,25,25,25,25,25,25,25,1-18028,17,1-18028,4,309,14,0,187,159.8247396349907,0.5172321671035297
104,104,104,104,104,104,104,104,104,104,104,104,1-9394,10,1-9394,17,117,14,0,58,59.229063630104065,0.5062313130778126
62,62,62,62,62,62,62,62,62,62,62,62,1-6878,15,1-6878,1,167,22,0,77,82.04548102617264,0.49129030554594394
28,28,28,28,28,28,28,28,28,28,28,28,1-7005,6,1-7005,14,285,23,0,150,139.9717162847519,0.4911288290693049
124,124,124,124,124,124,124,124,124,124,124,124,1-0292,15,1-0292,1,99,29,0,24,47.7154746055603,0.4819744909652556
79,79,79,79,79,79,79,79,79,79,79,79,1-0129,13,1-0129,21,142,25,0,55,67.88962930440903,0.478095981016965
55,55,55,55,55,55,55,55,55,55,55,55,1-1462,6,1-1462,14,192,18,0,92,89.74265265464783,0.4674096492429574
290,290,290,290,290,290,290,290,290,290,290,290,1-3509,15,1-3509,1,35,3,0,17,16.25679451227188,0.46447984320776803
228,228,228,228,228,228,228,228,228,228,228,228,MLG60,7,MLG60,5,47,13,0,11,21.577925860881805,0.45910480555067673
