,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-3083,6,8,1-3083,78,29,0,4,29.590935707092285,0.3793709706037472
1,MLG14,12,2,MLG14,232,75,0,17,77.51147675514221,0.3341011929100957
2,1-0296,6,8,1-0296,41,11,0,16,13.36374282836914,0.3259449470333936
3,1-9394,9,22,1-9394,117,27,0,57,35.42083382606506,0.3027421694535475
4,MLG52,6,8,MLG52,125,35,0,5,35.73866963386536,0.2859093570709228
5,MLG44,1,13,MLG44,59,16,0,4,16.590935707092285,0.2812023001202082
6,MLG48,9,22,MLG48,159,44,0,4,44.590935707092285,0.280446136522593
7,1-4494,3,13,1-4494,16,4,0,3,4.443201780319214,0.2777001112699508
8,MLG41,12,2,MLG41,66,17,0,5,17.738669633865356,0.2687677217252326
9,1-9452,3,4,1-9452,16,4,0,1,4.147733926773071,0.2592333704233169
10,MLG51,14,11,MLG51,248,53,0,66,62.75043916702271,0.253025964383156
11,1-9379,12,2,1-9379,58,14,0,3,14.443201780319214,0.2490207203503312
12,MLG32,9,22,MLG32,52,12,0,4,12.590935707092283,0.2421333789825439
13,1-5981,20,10,1-5981,28,6,0,5,6.7386696338653564,0.2406667726380484
14,1-1957,10,18,1-1957,47,11,0,2,11.295467853546144,0.2403291032669392
15,MLG59,1,11,MLG59,71,15,0,13,16.920541048049927,0.2383174795499989
16,1-5413,10,11,1-5413,39,7,0,15,9.21600890159607,0.2363079205537453
17,1-11206,20,16,1-11206,14,3,0,2,3.2954678535461426,0.2353905609675816
18,1-9333,17,12,1-9333,102,18,0,40,23.90935707092285,0.2344054614796358
19,1-7268,9,22,1-7268,70,12,0,29,16.284283876419067,0.2326326268059866
20,1-5626,4,10,1-5626,125,26,0,20,28.954678535461422,0.2316374282836914
21,1-0033,13,15,1-0033,10,2,0,2,2.2954678535461426,0.2295467853546142
22,MLG78,4,10,MLG78,80,16,0,16,18.36374282836914,0.2295467853546142
23,1-9836,13,15,1-9836,5,1,0,1,1.1477339267730713,0.2295467853546142
24,1-17790,11,1,1-17790,5,1,0,1,1.1477339267730713,0.2295467853546142
25,MLG75,10,18,MLG75,185,38,0,28,42.136549949646,0.2277651348629513
26,MLG65,1,13,MLG65,201,44,0,9,45.32960534095764,0.2255204245818788
27,1-4355,10,18,1-4355,49,11,0,0,11.0,0.2244897959183673
28,1-9651,3,23,1-9651,38,7,0,10,8.477339267730713,0.2230878754665977
29,1-4390,12,2,1-4390,45,10,0,0,10.0,0.2222222222222222
30,MLG58,10,18,MLG58,71,14,0,12,15.772807121276855,0.2221522129757303
31,1-7481,15,4,1-7481,33,7,0,2,7.295467853546143,0.2210747834407922
32,1-1131,12,2,1-1131,138,29,0,10,30.47733926773072,0.2208502845487732
33,1-8100,23,17,1-8100,19,4,0,1,4.147733926773071,0.2183017856196353
34,1-20578,1,9,1-20578,19,4,0,1,4.147733926773071,0.2183017856196353
35,1-0027,14,11,1-0027,29,5,0,9,6.329605340957642,0.2182622531364704
36,MLG08,12,2,MLG08,107,23,0,2,23.295467853546143,0.2177146528368798
37,1-8576,14,11,1-8576,55,11,0,6,11.886403560638428,0.2161164283752441
38,1-5913,7,3,1-5913,14,3,0,0,3.0,0.2142857142857142
39,1-8622,19,5,1-8622,54,11,0,3,11.443201780319214,0.2119111440799854
40,1-9902,3,23,1-9902,30,6,0,2,6.295467853546143,0.209848928451538
41,1-9496,6,8,1-9496,39,8,0,1,8.147733926773071,0.2089162545326428
42,1-9892,3,23,1-9892,22,4,0,4,4.590935707092285,0.208678895776922
43,MLG31,4,10,MLG31,33,6,0,5,6.7386696338653564,0.204202110117132
44,1-8328,18,7,1-8328,114,20,0,22,23.25014638900757,0.2039486525351541
45,MLG46,14,18,MLG46,17,3,0,3,3.443201780319214,0.2025412811952478
46,1-9697,9,22,1-9697,20,4,0,0,4.0,0.2
47,1-8566,17,12,1-8566,5,1,0,0,1.0,0.2
48,1-5990,6,8,1-5990,5,1,0,0,1.0,0.2
49,1-3216,9,22,1-3216,5,1,0,0,1.0,0.2
50,1-3647,9,22,1-3647,5,1,0,0,1.0,0.2
51,1-18613,3,23,1-18613,25,5,0,0,5.0,0.2
52,1-5355,17,12,1-5355,53,10,0,4,10.590935707092283,0.1998289756055148
53,MLG06,7,3,MLG06,18,3,0,4,3.590935707092285,0.1994964281717936
54,1-4531,21,21,1-4531,94,17,0,11,18.625073194503784,0.1981390765372743
55,1-6909,18,7,1-6909,36,6,0,7,7.034137487411499,0.1953927079836527
56,1-0003,16,6,1-0003,17,3,0,2,3.2954678535461426,0.1938510502085966
57,1-8910,6,5,1-8910,137,22,0,30,26.43201780319214,0.1929344365196506
58,1-4842,13,15,1-4842,6,1,0,1,1.1477339267730713,0.1912889877955118
59,1-7530,1,11,1-7530,25,4,0,5,4.7386696338653564,0.1895467853546142
60,1-18028,23,17,1-18028,309,54,0,30,58.43201780319214,0.189100381240104
61,1-9938,8,9,1-9938,55,7,0,23,10.39788031578064,0.1890523693778298
62,1-5508,12,2,1-5508,38,7,0,1,7.147733926773071,0.1880982612308702
63,1-3523,20,16,1-3523,543,83,0,129,102.0576765537262,0.1879515221983907
64,1-2335,17,12,1-2335,145,24,0,22,27.25014638900757,0.1879320440621211
65,1-3639,5,16,1-3639,17,2,0,8,3.1818714141845703,0.1871689067167394
66,1-5214,7,3,1-5214,40,6,0,10,7.477339267730713,0.1869334816932678
67,1-7213,11,1,1-7213,23,4,0,2,4.295467853546143,0.1867594718933105
68,1-19229,1,13,1-19229,38,6,0,7,7.034137487411499,0.185108881247671
69,1-3033,20,16,1-3033,7,1,0,2,1.2954678535461426,0.1850668362208775
70,MLG50,4,10,MLG50,319,53,0,38,58.61388921737671,0.1837425994275132
71,1-3535,17,12,1-3535,315,48,0,66,57.75043916702271,0.1833347275143577
72,1-8172,3,23,1-8172,40,7,0,2,7.295467853546143,0.1823866963386535
