Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,MLG45,20,4,MLG45,70,25,1,10,1034.4167053699493,14.77738150528499
4,4,4,4,4,4,4,4,4,4,4,1-6240,20,4,1-6240,698,71,1,66,1133.1502554416656,1.62342443473018
322,322,322,322,322,322,322,322,322,322,322,1-0296,18,8,1-0296,41,24,0,6,29.650023221969604,0.7231712980968196
399,399,399,399,399,399,399,399,399,399,399,MLG60,15,17,MLG60,47,24,0,7,30.59169375896454,0.6508871012545646
526,526,526,526,526,526,526,526,526,526,526,1-5002,11,16,1-5002,45,7,0,22,27.71675181388855,0.6159278180864122
462,462,462,462,462,462,462,462,462,462,462,1-1183,13,22,1-1183,45,0,0,29,27.30844557285309,0.6068543460634019
485,485,485,485,485,485,485,485,485,485,485,1-5980,8,16,1-5980,29,7,0,11,17.358375906944275,0.5985646864463543
166,166,166,166,166,166,166,166,166,166,166,MLG40,14,15,MLG40,51,19,0,12,30.30004644393921,0.5941185577242982
298,298,298,298,298,298,298,298,298,298,298,1-7019,20,4,1-7019,107,22,0,44,63.4335036277771,0.5928364825025897
422,422,422,422,422,422,422,422,422,422,422,1-6878,17,7,1-6878,167,9,0,93,96.57535994052887,0.5782955685061609
394,394,394,394,394,394,394,394,394,394,394,1-2423,3,11,1-2423,79,7,0,40,44.66682147979736,0.5654028035417388
251,251,251,251,251,251,251,251,251,251,251,1-7268,6,9,1-7268,70,15,0,26,39.483433961868286,0.5640490565981183
443,443,443,443,443,443,443,443,443,443,443,1-3447,8,6,1-3447,110,37,0,26,61.483433961868286,0.5589403087442572
346,346,346,346,346,346,346,346,346,346,346,MLG32,14,15,MLG32,52,8,0,22,28.71675181388855,0.5522452271901644
517,517,517,517,517,517,517,517,517,517,517,1-18028,18,3,1-18028,309,9,0,167,166.258979678154,0.5380549504147378
246,246,246,246,246,246,246,246,246,246,246,MLG56,4,12,MLG56,511,79,0,200,267.3341073989868,0.5231587228942991
454,454,454,454,454,454,454,454,454,454,454,1-0272,9,3,1-0272,111,43,0,16,58.066728591918945,0.5231236810082788
302,302,302,302,302,302,302,302,302,302,302,MLG51,13,14,MLG51,248,54,0,79,128.3919724225998,0.5177095662201604
161,161,161,161,161,161,161,161,161,161,161,MLG41,14,15,MLG41,66,15,0,20,33.83341073989868,0.5126274354530104
364,364,364,364,364,364,364,364,364,364,364,1-7682,20,4,1-7682,141,43,0,31,72.19178664684296,0.5119984868570422
499,499,499,499,499,499,499,499,499,499,499,1-8627,20,4,1-8627,25,5,0,8,12.533364295959473,0.5013345718383789
300,300,300,300,300,300,300,300,300,300,300,1-4020,17,8,1-4020,37,9,0,10,18.41670536994934,0.4977487937824146
483,483,483,483,483,483,483,483,483,483,483,1-9491,20,4,1-9491,80,24,0,16,39.066728591918945,0.4883341073989868
253,253,253,253,253,253,253,253,253,253,253,1-4649,18,3,1-4649,244,39,0,84,118.10032510757446,0.484017725850715
398,398,398,398,398,398,398,398,398,398,398,1-0303,16,10,1-0303,212,20,0,86,100.98366618156433,0.47633804802624685
305,305,305,305,305,305,305,305,305,305,305,1-7866,2,5,1-7866,318,70,0,86,150.98366618156433,0.4747914030866803
501,501,501,501,501,501,501,501,501,501,501,1-18487,17,8,1-18487,23,9,0,2,10.883341073989868,0.47318874234738556
318,318,318,318,318,318,318,318,318,318,318,1-2324,15,17,1-2324,25,9,0,3,11.825011610984802,0.4730004644393921
384,384,384,384,384,384,384,384,384,384,384,1-9270,12,18,1-9270,128,17,0,46,60.31684470176697,0.47122534923255444
345,345,345,345,345,345,345,345,345,345,345,1-1131,3,11,1-1131,138,17,0,51,65.02519738674164,0.47119708251262055
550,550,550,550,550,550,550,550,550,550,550,1-19568,18,3,1-19568,2,0,0,1,0.9416705369949341,0.47083526849746704
508,508,508,508,508,508,508,508,508,508,508,1-8532,3,11,1-8532,4,0,0,2,1.8833410739898682,0.47083526849746704
519,519,519,519,519,519,519,519,519,519,519,1-4926,16,10,1-4926,4,0,0,2,1.8833410739898682,0.47083526849746704
199,199,199,199,199,199,199,199,199,199,199,MLG39,8,6,MLG39,23,7,0,4,10.766682147979736,0.46811661512955377
506,506,506,506,506,506,506,506,506,506,506,1-6227,14,18,1-6227,52,10,0,15,24.12505805492401,0.46394342413315404
263,263,263,263,263,263,263,263,263,263,263,1-6927,14,15,1-6927,179,50,0,35,82.95846879482269,0.4634551329319703
412,412,412,412,412,412,412,412,412,412,412,1-6858,14,15,1-6858,23,3,0,8,10.533364295959473,0.45797236069389013
378,378,378,378,378,378,378,378,378,378,378,1-6561,12,18,1-6561,65,8,0,23,29.658422350883484,0.4562834207828228
