,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-7024,6,2,1-7024,498,123,1,179,1196.2177339494228,2.4020436424687204
1,1-6240,6,2,1-6240,698,130,1,36,1144.7253543138504,1.6400076709367484
2,1-7058,4,9,1-7058,80,64,0,18,71.3626771569252,0.8920334644615651
3,1-0008,4,9,1-0008,230,164,0,16,170.54460191726685,0.741498269205508
4,1-18028,14,8,1-18028,309,154,0,80,186.72300958633423,0.6042815844217936
5,MLG40,20,13,MLG40,51,26,0,4,27.63615047931671,0.5418853035160139
6,MLG59,8,11,MLG59,71,29,0,22,37.99882763624191,0.5351947554400269
7,1-3206,8,11,1-3206,45,19,0,11,23.49941381812096,0.5222091959582434
8,1-5002,17,10,1-5002,45,14,0,22,22.99882763624192,0.5110850585831537
9,1-11350,8,11,1-11350,100,40,0,23,49.40786525607109,0.4940786525607109
10,1-6858,15,9,1-6858,23,10,0,3,11.227112859487534,0.4881353417168493
11,1-8910,14,8,1-8910,137,52,0,32,65.08920383453369,0.4751036776243335
12,1-9286,6,2,1-9286,81,36,0,6,38.45422571897507,0.4747435273947539
13,1-4760,18,4,1-4760,40,12,0,15,18.135564297437668,0.4533891074359417
14,1-10785,10,12,1-10785,279,97,0,64,123.17840766906738,0.4414996690647576
15,MLG29,17,10,MLG29,164,56,0,40,72.36150479316711,0.4412286877632141
16,MLG14,20,13,MLG14,232,96,0,10,100.09037619829178,0.4314240353374645
17,1-4649,18,4,1-4649,244,84,0,48,103.63380575180054,0.4247287120975432
18,1-9270,10,12,1-9270,128,35,0,43,52.58861765265465,0.4108485754113644
19,1-18615,6,13,1-18615,22,8,0,2,8.818075239658356,0.4008216018026525
20,1-3447,18,4,1-3447,110,37,0,16,43.544601917266846,0.3958600174296986
21,1-7140,20,13,1-7140,397,149,0,19,156.77171477675438,0.3948909692109682
22,MLG65,18,4,MLG65,201,58,0,52,79.26995623111725,0.3943778916971007
23,1-7122,9,20,1-7122,197,0,0,188,76.89907252788544,0.3903506219689616
24,1-4355,6,2,1-4355,49,17,0,5,19.04518809914589,0.3886773081458344
25,1-6974,16,22,1-6974,207,0,0,195,79.76233586668968,0.3853252940419791
26,1-9831,15,3,1-9831,132,36,0,35,50.316316694021225,0.3811842173789487
27,1-1957,6,2,1-1957,47,15,0,7,17.863263338804245,0.3800694327405158
28,1-18709,20,13,1-18709,33,12,0,1,12.409037619829178,0.3760314430251266
29,1-8938,8,11,1-8938,30,8,0,8,11.272300958633425,0.3757433652877807
30,MLG39,12,5,MLG39,23,7,0,4,8.636150479316711,0.3754848034485527
31,1-5531,3,17,1-5531,8,3,0,0,3.0,0.375
32,1-17657,3,17,1-17657,8,3,0,0,3.0,0.375
33,MLG69,4,9,MLG69,576,198,0,44,215.99765527248385,0.3749959292925066
34,1-0129,10,12,1-0129,142,31,0,52,52.26995623111725,0.3680982833177271
35,1-9946,5,14,1-9946,12,4,0,1,4.409037619829178,0.3674198016524315
