Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,MLG44,21,22,MLG44,59,5,1,8,1005.8266586065292,17.047909467907274
168,168,168,168,168,168,168,168,168,MLG45,7,15,MLG45,70,14,1,4,1014.4133293032646,14.491618990046637
84,84,84,84,84,84,84,84,84,1-2382,21,22,1-2382,139,20,1,13,1021.34332023561,7.347793670759784
6,6,6,6,6,6,6,6,6,MLG54,7,15,MLG54,595,47,1,33,1050.409966751933,1.7653949021040893
217,217,217,217,217,217,217,217,217,1-9770,15,7,1-9770,50,22,0,9,22.92999093234539,0.4585998186469078
29,29,29,29,29,29,29,29,29,1-3534,10,13,1-3534,279,118,0,50,123.16661629080772,0.44145740606024275
215,215,215,215,215,215,215,215,215,MLG40,15,5,MLG40,51,17,0,4,17.413329303264618,0.34143782947577683
165,165,165,165,165,165,165,165,165,MLG59,10,13,MLG59,71,22,0,17,23.756649538874626,0.33460069773062856
180,180,180,180,180,180,180,180,180,1-10539,15,5,1-10539,63,18,0,19,19.963314190506935,0.3168780030239196
145,145,145,145,145,145,145,145,145,1-9491,18,19,1-9491,80,24,0,7,24.72332628071308,0.3090415785089135
49,49,49,49,49,49,49,49,49,1-6974,7,15,1-6974,207,46,0,140,60.46652561426163,0.2921088193925682
31,31,31,31,31,31,31,31,31,1-9156,15,5,1-9156,268,76,0,16,77.65331721305847,0.2897511836308152
166,166,166,166,166,166,166,166,166,MLG58,12,11,MLG58,71,19,0,10,20.033323258161545,0.28215948250931755
143,143,143,143,143,143,143,143,143,1-9286,16,17,1-9286,81,21,0,10,22.033323258161545,0.2720163365205129
239,239,239,239,239,239,239,239,239,1-5002,6,2,1-5002,45,11,0,11,12.1366555839777,0.26970345742172663
155,155,155,155,155,155,155,155,155,1-8157,1,6,1-8157,75,17,0,25,19.583308145403862,0.2611107752720515
334,334,334,334,334,334,334,334,334,1-18994,8,16,1-18994,28,7,0,3,7.309996977448463,0.2610713206231594
92,92,92,92,92,92,92,92,92,1-6980,13,10,1-6980,128,32,0,9,32.92999093234539,0.25726555415894836
354,354,354,354,354,354,354,354,354,1-7530,2,7,1-7530,25,6,0,4,6.413329303264618,0.25653317213058474
85,85,85,85,85,85,85,85,85,1-1131,10,13,1-1131,138,33,0,20,35.06664651632309,0.2541061341762543
57,57,57,57,57,57,57,57,57,MLG75,4,8,MLG75,185,41,0,54,46.57994559407234,0.2517834896976883
43,43,43,43,43,43,43,43,43,MLG14,12,11,MLG14,232,55,0,27,57.78997279703617,0.24909471033205247
75,75,75,75,75,75,75,75,75,1-2545,4,8,1-2545,145,29,0,68,36.026598155498505,0.2484592976241276
228,228,228,228,228,228,228,228,228,MLG60,4,8,MLG60,47,9,0,24,11.479975819587708,0.24425480467207888
263,263,263,263,263,263,263,263,263,1-6061,6,10,1-6061,40,8,0,14,9.446652561426163,0.23616631403565408
203,203,203,203,203,203,203,203,203,1-9938,11,12,1-9938,55,10,0,28,12.893305122852325,0.23442372950640591
256,256,256,256,256,256,256,256,256,1-0296,2,7,1-0296,41,9,0,3,9.309996977448463,0.22707309701093814
37,37,37,37,37,37,37,37,37,1-5775,12,11,1-5775,244,47,0,77,54.956589087843895,0.2252319224911635
54,54,54,54,54,54,54,54,54,1-1350,18,19,1-1350,195,43,0,3,43.30999697744846,0.2221025486022998
156,156,156,156,156,156,156,156,156,1-2294,8,16,1-2294,75,15,0,16,16.65331721305847,0.2220442295074463
406,406,406,406,406,406,406,406,406,1-3265,17,18,1-3265,19,4,0,2,4.206664651632309,0.22140340271748996
97,97,97,97,97,97,97,97,97,1-1833,2,7,1-1833,124,26,0,11,27.1366555839777,0.21884399664498144
51,51,51,51,51,51,51,51,51,MLG65,3,9,MLG65,201,42,0,19,43.963314190506935,0.21872295617167628
275,275,275,275,275,275,275,275,275,1-4020,15,10,1-4020,37,7,0,9,7.92999093234539,0.21432407925257813
22,22,22,22,22,22,22,22,22,MLG50,12,11,MLG50,319,59,0,86,67.88658002018929,0.21281059567457455
468,468,468,468,468,468,468,468,468,1-9946,16,12,1-9946,12,2,0,5,2.5166616290807724,0.2097218024233977
124,124,124,124,124,124,124,124,124,1-0292,21,22,1-0292,99,20,0,7,20.72332628071308,0.20932652808801092
332,332,332,332,332,332,332,332,332,P-16616,2,10,P-16616,28,5,0,7,5.723326280713081,0.2044045100254672
272,272,272,272,272,272,272,272,272,1-19229,15,5,1-19229,38,7,0,7,7.723326280713081,0.20324542843981794
80,80,80,80,80,80,80,80,80,1-0053,6,2,1-0053,142,26,0,27,28.78997279703617,0.20274628730307162
121,121,121,121,121,121,121,121,121,1-9333,20,23,1-9333,102,20,0,0,20.0,0.19607843137254902
81,81,81,81,81,81,81,81,81,1-7682,18,19,1-7682,141,25,0,22,27.2733111679554,0.19342773877982553
46,46,46,46,46,46,46,46,46,1-2282,13,10,1-2282,219,36,0,54,41.57994559407234,0.18986276526973672
