Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,2,MLG59,71,17,1,11,1023.5351124405861,14.415987499163185
MLG45,21,24,MLG45,70,0,1,10,1005.9410113096237,14.370585875851768
1-8285,7,24,1-8285,72,0,1,2,1001.1882022619247,13.905391698082289
MLG38,7,12,MLG38,77,11,1,20,1022.8820226192474,13.284182111938279
1-18028,7,12,1-18028,309,83,1,59,1118.05196672678,3.6182911544555987
MLG56,2,2,MLG56,511,56,1,48,1084.5168542861938,2.122342180599205
1-6611,3,3,1-6611,89,31,0,35,51.793539583683014,0.5819498829627305
1-0008,10,4,1-0008,230,123,0,6,126.56460678577423,0.5502808990685836
1-4531,20,15,1-4531,94,29,0,35,49.793539583683014,0.5297185062093938
1-8573,22,5,1-8573,184,90,0,6,93.56460678577423,0.508503297748773
1-1580,13,7,1-1580,400,31,0,283,199.13062006235123,0.49782655015587807
1-3587,14,6,1-3587,46,17,0,9,22.346910178661346,0.48580239518829016
1-8627,14,6,1-8627,25,5,0,12,12.129213571548462,0.4851685428619385
1-5002,3,3,1-5002,45,16,0,9,21.346910178661346,0.4743757817480299
1-2382,7,12,1-2382,139,45,0,33,64.60533732175827,0.46478659943710987
MLG44,8,11,MLG44,59,10,0,29,27.228932797908783,0.46150733555777596
1-9379,19,18,1-9379,58,20,0,11,26.53511244058609,0.45750193863079464
MLG40,9,11,MLG40,51,14,0,15,22.911516964435577,0.4492454306752074
1-3596,7,12,1-3596,223,48,0,85,98.4985961318016,0.44169774050135246
1-7682,7,12,1-7682,141,42,0,32,61.0112361907959,0.43270380277160214
1-2294,6,13,1-2294,75,14,0,30,31.823033928871155,0.4243071190516154
MLG15,8,11,MLG15,105,10,0,58,44.457865595817566,0.4234082437696911
1-17907,3,3,1-17907,119,29,0,32,48.0112361907959,0.4034557663092092
1-6878,22,10,1-6878,167,39,0,46,66.3286520242691,0.3971775570315515
MLG63,8,11,MLG63,380,71,0,130,148.23314702510834,0.390087229013443
MLG51,5,14,MLG51,248,62,0,57,95.8637644648552,0.38654743735828706
1-1317,6,13,1-1317,414,117,0,70,158.58707916736603,0.38306057769895174
1-8067,6,13,1-8067,322,45,0,131,122.82724815607071,0.38145108123003324
1-9277,20,16,1-9277,48,8,0,17,18.09971922636032,0.37707748388250667
MLG57,5,14,MLG57,629,111,0,211,236.35533863306046,0.37576365442457943
1-0292,19,18,1-0292,99,33,0,7,37.1587079167366,0.3753404840074404
1-5891,15,5,1-5891,96,8,0,47,35.922753155231476,0.37419534536699456
MLG68,15,5,MLG68,642,59,0,296,234.85393476486206,0.3658160977645826
1-3083,5,14,1-3083,78,16,0,21,28.47612375020981,0.3650785096180745
MLG60,14,6,MLG60,47,8,0,15,16.911516964435577,0.35981950988160805
MLG50,11,9,MLG50,319,61,0,89,113.87500065565109,0.3569749236854266
1-9286,2,2,1-9286,81,12,0,28,28.63483166694641,0.35351644033267177
1-1770,11,2,1-1770,35,8,0,7,12.158707916736603,0.34739165476390294
MLG65,8,11,MLG65,201,55,0,24,69.25842714309692,0.34456928926913893
1-9227,4,15,1-9227,801,68,0,341,270.5884856581688,0.33781334039721445
1-6927,19,18,1-6927,179,52,0,13,59.723314702510834,0.3336498028073231
1-1570,21,19,1-1570,142,9,0,62,45.83427011966705,0.3227765501385004
MLG41,8,11,MLG41,66,14,0,12,21.129213571548462,0.3201395995689161
1-8066,16,4,1-8066,86,7,0,34,27.199438452720642,0.31627254014791445
1-2282,7,12,1-2282,219,40,0,47,67.92275315523148,0.3101495577864451
1-0303,17,17,1-0303,212,40,0,43,65.54634863138199,0.30918088977066976
1-3139,20,16,1-3139,93,18,0,18,28.693820357322693,0.30853570276691067
1-9394,12,8,1-9394,117,18,0,30,35.823033928871155,0.3061797771698389
1-9156,12,8,1-9156,268,34,0,80,81.52809047698975,0.3042092928245886
1-9651,17,17,1-9651,38,5,0,11,11.53511244058609,0.3035555905417392
1-6028,22,10,1-6028,2,0,0,1,0.5941011309623718,0.2970505654811859
1-9643,7,12,1-9643,8,0,0,4,2.3764045238494873,0.2970505654811859
1-9761,3,3,1-9761,35,5,0,9,10.346910178661346,0.2956260051046099
1-3509,16,4,1-3509,35,5,0,9,10.346910178661346,0.2956260051046099
1-9938,6,13,1-9938,55,12,0,7,16.158707916736603,0.293794689395211
1-3362,22,10,1-3362,117,26,0,14,34.317415833473206,0.29331124643994194
1-3312,22,10,1-3312,36,4,0,11,10.53511244058609,0.2926420122385025
1-9971,14,6,1-9971,15,2,0,4,4.376404523849487,0.2917603015899658
1-1957,12,8,1-1957,47,7,0,11,13.53511244058609,0.28798111575715085
1-8023,5,2,1-8023,16,4,0,1,4.594101130962372,0.28713132068514824
1-2545,15,5,1-2545,145,29,0,21,41.47612375020981,0.2860422327600676
1-18558,15,5,1-18558,307,73,0,23,86.66432601213455,0.28229422153789757
1-3589,20,11,1-3589,27,4,0,6,7.564606785774231,0.2801706216953419
1-7521,15,5,1-7521,10,1,0,3,2.7823033928871155,0.27823033928871155
1-3534,22,10,1-3534,279,33,0,75,77.55758482217789,0.2779841749898849
MLG49,10,21,MLG49,185,11,0,68,51.398876905441284,0.27783176705643936
MLG55,11,9,MLG55,92,16,0,16,25.50561809539795,0.2772349792978038
P-16616,3,3,P-16616,28,3,0,8,7.752809047698975,0.27688603741782053
MLG12,11,9,MLG12,146,8,0,54,40.08146107196808,0.27453055528745257
1-8910,3,15,1-8910,137,15,0,38,37.57584297657013,0.27427622610635133
1-4640,22,10,1-4640,87,16,0,13,23.723314702510834,0.2726817781897797
1-18935,7,12,1-18935,30,4,0,7,8.158707916736603,0.2719569305578868
1-7441,17,17,1-7441,111,25,0,8,29.752809047698975,0.2680433247540448
1-4417,16,4,1-4417,151,26,0,24,40.258427143096924,0.2666121002854101
1-5744,11,9,1-5744,18,3,0,3,4.7823033928871155,0.26568352182706195
