Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,6,4,1-7024,498,81,1,141,1151.675909459591,2.312602227830504
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,6,4,1-6240,698,93,1,55,1120.5686171650887,1.6053991649929638
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,4,10,1-7058,80,64,0,2,65.00249516963959,0.8125311896204949
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,9,7,1-7122,197,6,0,299,155.87302786111832,0.7912336439650676
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,4,10,1-0008,230,165,0,3,166.50374275445938,0.7239293163237365
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,9,7,1-9394,117,73,0,10,78.01247584819794,0.6667732978478457
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,14,9,1-18028,309,156,0,92,202.11477780342102,0.6540931320499063
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,16,5,1-6974,207,16,0,208,120.25949764251709,0.5809637567271357
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,14,9,1-8910,137,57,0,43,78.55364614725113,0.5733842784470885
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,13,8,MLG64,245,75,0,124,137.15470051765442,0.5598151041536915
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,20,15,MLG40,51,25,0,4,27.004990339279175,0.5295096144956701
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,13,8,1-0303,212,89,0,42,110.05239856243134,0.5191150875586383
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,1,12,1-0278,79,37,0,8,41.00998067855835,0.5191136794754222
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,8,15,1-8532,4,2,0,0,2.0,0.5
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,8,13,1-3206,45,17,0,8,21.00998067855835,0.4668884595235189
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,8,13,MLG59,71,25,0,16,33.0199613571167,0.4650698782692493
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,10,14,1-1570,142,25,0,80,65.0998067855835,0.45844934356044714
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,19,2,MLG58,71,28,0,9,32.51122826337814,0.45790462342786115
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,17,11,1-8084,82,28,0,17,36.52120894193649,0.44538059685288406
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,10,14,1-10785,279,102,0,44,124.05489373207092,0.4446411961722972
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,4,10,MLG69,576,196,0,118,255.14721500873566,0.4429639149457216
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,8,13,1-11350,100,22,0,43,43.55364614725113,0.4355364614725113
