Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,MLG45,20,4,MLG45,70,25,1,6,1025.7378710061312,14.653398157230445
4,4,4,4,4,4,4,4,4,4,4,1-6240,20,4,1-6240,698,78,1,22,1080.705527022481,1.5482887206625802
474,474,474,474,474,474,474,474,474,474,474,1-8400,10,6,1-8400,33,18,0,30,21.68935503065586,0.6572531827471473
399,399,399,399,399,399,399,399,399,399,399,MLG60,15,15,MLG60,47,26,0,6,26.737871006131172,0.568890872470876
454,454,454,454,454,454,454,454,454,454,454,1-0272,9,10,1-0272,111,54,0,58,61.132753059268,0.5507455230564684
268,268,268,268,268,268,268,268,268,268,268,MLG44,14,8,MLG44,59,29,0,14,30.72169901430607,0.5207067629543402
166,166,166,166,166,166,166,166,166,166,166,MLG40,14,8,MLG40,51,24,0,17,26.090634517371655,0.5115810689680717
300,300,300,300,300,300,300,300,300,300,300,1-4020,17,20,1-4020,37,17,0,3,17.368935503065586,0.46943068927204284
140,140,140,140,140,140,140,140,140,140,140,1-2294,4,15,1-2294,75,30,0,0,30.0,0.4
68,68,68,68,68,68,68,68,68,68,68,1-7845,13,21,1-7845,36,13,0,2,13.245957002043724,0.3679432500567701
389,389,389,389,389,389,389,389,389,389,389,1-0278,8,21,1-0278,79,28,0,8,28.983828008174896,0.36688389883765693
234,234,234,234,234,234,234,234,234,234,234,MLG29,11,14,MLG29,164,55,0,39,59.79616153985262,0.3646107410966623
353,353,353,353,353,353,353,353,353,353,353,MLG50,7,6,MLG50,319,110,0,30,113.68935503065586,0.356392962478545
332,332,332,332,332,332,332,332,332,332,332,MLG78,20,4,MLG78,80,27,0,1,27.122978501021862,0.3390372312627733
327,327,327,327,327,327,327,327,327,327,327,P-16616,8,8,P-16616,28,9,0,3,9.368935503065586,0.3346048393951995
483,483,483,483,483,483,483,483,483,483,483,1-9491,20,4,1-9491,80,26,0,5,26.61489250510931,0.3326861563138664
346,346,346,346,346,346,346,346,346,346,346,MLG32,14,8,MLG32,52,14,0,25,17.07446252554655,0.3283550485682029
331,331,331,331,331,331,331,331,331,331,331,MLG75,15,15,MLG75,185,56,0,12,57.475742012262344,0.31067968655276945
217,217,217,217,217,217,217,217,217,217,217,1-9630,7,6,1-9630,33,9,0,10,10.22978501021862,0.30999348515814
246,246,246,246,246,246,246,246,246,246,246,MLG56,4,11,MLG56,511,131,0,196,155.10378620028496,0.3035299142862719
526,526,526,526,526,526,526,526,526,526,526,1-5002,11,14,1-5002,45,11,0,16,12.967656016349792,0.28817013369666206
123,123,123,123,123,123,123,123,123,123,123,MLG55,1,19,MLG55,92,26,0,4,26.491914004087448,0.28795558700095053
544,544,544,544,544,544,544,544,544,544,544,1-5799,8,21,1-5799,7,2,0,0,2.0,0.2857142857142857
558,558,558,558,558,558,558,558,558,558,558,1-0055,20,6,1-0055,18,5,0,0,5.0,0.2777777777777778
153,153,153,153,153,153,153,153,153,153,153,1-1350,20,4,1-1350,195,51,0,20,53.45957002043724,0.2741516411304474
537,537,537,537,537,537,537,537,537,537,537,1-4494,20,15,1-4494,16,4,0,3,4.368935503065586,0.27305846894159913
91,91,91,91,91,91,91,91,91,91,91,72-12171,14,4,72-12171,19,5,0,1,5.122978501021862,0.26963044742220327
427,427,427,427,427,427,427,427,427,427,427,1-9379,8,21,1-9379,58,15,0,5,15.61489250510931,0.2692222845708502
128,128,128,128,128,128,128,128,128,128,128,1-19286,13,9,1-19286,40,10,0,6,10.737871006131172,0.2684467751532793
302,302,302,302,302,302,302,302,302,302,302,MLG51,13,9,MLG51,248,54,0,96,65.80593609809875,0.26534651652459174
398,398,398,398,398,398,398,398,398,398,398,1-0303,16,13,1-0303,212,47,0,54,53.64083905518055,0.2530228257319837
298,298,298,298,298,298,298,298,298,298,298,1-7019,20,4,1-7019,107,22,0,40,26.91914004087448,0.2515807480455559
161,161,161,161,161,161,161,161,161,161,161,MLG41,14,8,MLG41,66,14,0,21,16.582548521459103,0.2512507351736228
392,392,392,392,392,392,392,392,392,392,392,1-9609,11,19,1-9609,25,6,0,2,6.245957002043724,0.24983828008174896
179,179,179,179,179,179,179,179,179,179,179,1-4052,7,8,1-4052,13,3,0,2,3.245957002043724,0.24968900015720955
305,305,305,305,305,305,305,305,305,305,305,1-7866,2,3,1-7866,318,60,0,149,78.32379665225744,0.2463012473341429
322,322,322,322,322,322,322,322,322,322,322,1-0296,18,5,1-0296,41,6,0,33,10.058290533721447,0.24532415935905968
381,381,381,381,381,381,381,381,381,381,381,1-2335,19,18,1-2335,145,32,0,26,35.19744102656841,0.24274097259702354
124,124,124,124,124,124,124,124,124,124,124,1-8427,20,4,1-8427,189,45,0,2,45.245957002043724,0.23939659789441123
286,286,286,286,286,286,286,286,286,286,286,1-3587,3,22,1-3587,46,10,0,8,10.983828008174896,0.23877886974293253
380,380,380,380,380,380,380,380,380,380,380,1-7004,9,10,1-7004,381,70,0,164,90.16847416758537,0.23666266185717946
350,350,350,350,350,350,350,350,350,350,350,1-2282,8,21,1-2282,219,49,0,23,51.82850552350283,0.23665984257307227
251,251,251,251,251,251,251,251,251,251,251,1-7268,6,12,1-7268,70,15,0,12,16.475742012262344,0.2353677430323192
562,562,562,562,562,562,562,562,562,562,562,1-0003,20,4,1-0003,17,4,0,0,4.0,0.23529411764705882
397,397,397,397,397,397,397,397,397,397,397,1-9808,1,19,1-9808,74,17,0,3,17.368935503065586,0.23471534463602142
143,143,143,143,143,143,143,143,143,143,143,1-8928,16,19,1-8928,39,9,0,1,9.122978501021862,0.23392252566722724
201,201,201,201,201,201,201,201,201,201,201,1-9902,1,19,1-9902,30,7,0,0,7.0,0.23333333333333334
446,446,446,446,446,446,446,446,446,446,446,1-3534,9,10,1-3534,279,61,0,33,65.05829053372145,0.23318383703842813
472,472,472,472,472,472,472,472,472,472,472,1-9518,1,19,1-9518,22,5,0,1,5.122978501021862,0.23286265913735738
207,207,207,207,207,207,207,207,207,207,207,1-7058,12,16,1-7058,80,16,0,20,18.45957002043724,0.23074462525546552
479,479,479,479,479,479,479,479,479,479,479,1-9286,4,4,1-9286,81,18,0,3,18.368935503065586,0.22677698151932824
334,334,334,334,334,334,334,334,334,334,334,1-20641,4,11,1-20641,16,3,0,5,3.61489250510931,0.22593078156933188
340,340,340,340,340,340,340,340,340,340,340,1-3362,9,10,1-3362,117,24,0,19,26.33659151941538,0.22509907281551605
443,443,443,443,443,443,443,443,443,443,443,1-3447,8,21,1-3447,110,23,0,14,24.72169901430607,0.22474271831187334
46,46,46,46,46,46,46,46,46,46,46,1-8566,1,19,1-8566,5,1,0,1,1.122978501021862,0.22459570020437242
532,532,532,532,532,532,532,532,532,532,532,1-19447,15,15,1-19447,15,3,0,3,3.368935503065586,0.22459570020437242
435,435,435,435,435,435,435,435,435,435,435,1-9610,19,18,1-9610,49,10,0,8,10.983828008174896,0.22415975526887544
377,377,377,377,377,377,377,377,377,377,377,1-7213,14,8,1-7213,23,5,0,1,5.122978501021862,0.2227381956966027
149,149,149,149,149,149,149,149,149,149,149,MLG58,13,9,MLG58,71,13,0,22,15.705527022480965,0.22120460595043612
294,294,294,294,294,294,294,294,294,294,294,1-3509,16,13,1-3509,35,7,0,6,7.737871006131172,0.22108202874660493
210,210,210,210,210,210,210,210,210,210,210,1-7842,13,9,1-7842,21,4,0,5,4.61489250510931,0.2197567859575862
499,499,499,499,499,499,499,499,499,499,499,1-8627,20,4,1-8627,25,5,0,4,5.491914004087448,0.21967656016349793
191,191,191,191,191,191,191,191,191,191,191,1-8328,2,3,1-8328,114,21,0,31,24.812333531677723,0.2176520485234888
424,424,424,424,424,424,424,424,424,424,424,1-4700,9,10,1-4700,31,6,0,6,6.737871006131172,0.21735067761713459
203,203,203,203,203,203,203,203,203,203,203,1-1250,18,5,1-1250,34,7,0,3,7.368935503065586,0.21673339714898782
498,498,498,498,498,498,498,498,498,498,498,1-19915,14,8,1-19915,62,12,0,11,13.352763511240482,0.21536715340710455
206,206,206,206,206,206,206,206,206,206,206,1-9752,1,13,1-9752,22,4,0,6,4.737871006131172,0.21535777300596237
225,225,225,225,225,225,225,225,225,225,225,1-9650,3,22,1-9650,25,5,0,3,5.368935503065586,0.21475742012262344
122,122,122,122,122,122,122,122,122,122,122,MLG42,20,4,MLG42,14,3,0,0,3.0,0.21428571428571427
22,22,22,22,22,22,22,22,22,22,22,1-7995,7,6,1-7995,14,3,0,0,3.0,0.21428571428571427
388,388,388,388,388,388,388,388,388,388,388,MLG49,13,9,MLG49,185,33,0,54,39.64083905518055,0.21427480570367866
253,253,253,253,253,253,253,253,253,253,253,1-4649,18,5,1-4649,244,42,0,81,51.961258582770824,0.21295597779824108
552,552,552,552,552,552,552,552,552,552,552,MLG46,7,12,MLG46,17,3,0,5,3.61489250510931,0.21264073559466531
220,220,220,220,220,220,220,220,220,220,220,MLG73,1,19,MLG73,10,2,0,1,2.122978501021862,0.21229785010218621
509,509,509,509,509,509,509,509,509,509,509,1-18935,4,11,1-18935,30,6,0,3,6.368935503065586,0.21229785010218621
405,405,405,405,405,405,405,405,405,405,405,1-3104,18,5,1-3104,16,3,0,3,3.368935503065586,0.21055846894159913
267,267,267,267,267,267,267,267,267,267,267,1-6181,1,19,1-6181,659,133,0,45,138.5340325459838,0.21021856228525612
318,318,318,318,318,318,318,318,318,318,318,1-2324,15,19,1-2324,25,5,0,2,5.245957002043724,0.20983828008174896
285,285,285,285,285,285,285,285,285,285,285,1-18615,8,21,1-18615,22,4,0,5,4.61489250510931,0.2097678411413323
539,539,539,539,539,539,539,539,539,539,539,1-9436,6,12,1-9436,21,4,0,3,4.368935503065586,0.2080445477650279
394,394,394,394,394,394,394,394,394,394,394,1-2423,3,22,1-2423,79,16,0,1,16.122978501021862,0.20408833545597294
453,453,453,453,453,453,453,453,453,453,453,1-8397,4,11,1-8397,51,10,0,3,10.368935503065586,0.20331246084442325
200,200,200,200,200,200,200,200,200,200,200,1-4634,11,14,1-4634,48,9,0,6,9.737871006131172,0.20287231262773275
106,106,106,106,106,106,106,106,106,106,106,MLG69,18,5,MLG69,576,98,0,152,116.69273215532303,0.20259154888076913
24,24,24,24,24,24,24,24,24,24,24,1-7140,16,13,1-7140,397,74,0,52,80.39488205313683,0.2025060001338459
438,438,438,438,438,438,438,438,438,438,438,MLG10,17,15,MLG10,60,12,0,1,12.122978501021862,0.2020496416836977
433,433,433,433,433,433,433,433,433,433,433,1-5654,4,15,1-5654,15,3,0,0,3.0,0.2
535,535,535,535,535,535,535,535,535,535,535,1-5990,7,6,1-5990,5,1,0,0,1.0,0.2
440,440,440,440,440,440,440,440,440,440,440,MLG52,7,6,MLG52,125,23,0,16,24.967656016349792,0.19974124813079833
67,67,67,67,67,67,67,67,67,67,67,1-7481,18,5,1-7481,33,4,0,21,6.582548521459103,0.1994711673169425
415,415,415,415,415,415,415,415,415,415,415,1-1957,19,18,1-1957,47,8,0,11,9.352763511240482,0.19899496832426558
301,301,301,301,301,301,301,301,301,301,301,1-1177,4,11,1-1177,17,3,0,3,3.368935503065586,0.19817267665091684
319,319,319,319,319,319,319,319,319,319,319,1-3584,11,14,1-3584,26,4,0,9,5.106806509196758,0.19641563496910608
403,403,403,403,403,403,403,403,403,403,403,1-1770,7,8,1-1770,35,6,0,7,6.860849507153034,0.19602427163294384
292,292,292,292,292,292,292,292,292,292,292,1-9997,3,22,1-9997,16,3,0,1,3.122978501021862,0.19518615631386638
386,386,386,386,386,386,386,386,386,386,386,MLG68,15,15,MLG68,642,119,0,51,125.27190355211496,0.1951275756263473
248,248,248,248,248,248,248,248,248,248,248,1-2400,1,19,1-2400,49,9,0,4,9.491914004087448,0.19371253069566222
241,241,241,241,241,241,241,241,241,241,241,1-19448,16,13,1-19448,45,8,0,5,8.61489250510931,0.19144205566909578
