Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,22,14,P-16616,28,12,0,10,18.83089852333069,0.6725320901189532
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,8,1-9379,58,18,0,20,31.661797046661377,0.5458930525286444
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,5,2,1-5413,39,16,0,5,19.415449261665344,0.4978320323503934
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,5,14,MLG32,52,19,0,7,23.781628966331482,0.45733901858329773
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,17,10,1-7122,197,9,0,116,88.23842287063599,0.44791077599307605
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,4,13,1-9333,102,25,0,29,44.809605717659,0.43930985997704897
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,11,7,1-6561,65,12,0,24,28.394156455993652,0.43683317624605617
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,14,21,1-6692,71,31,0,0,31.0,0.43661971830985913
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,3,5,1-1989,46,3,0,25,20.07724630832672,0.4364618762679722
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,5,14,MLG44,59,19,0,9,25.14780867099762,0.4262340452711461
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,16,6,1-7070,129,46,0,9,52.14780867099762,0.4042465788449428
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,1,9,MLG55,92,7,0,44,37.05595350265503,0.4027821032897286
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,20,20,1-6296,254,21,0,119,102.28769242763519,0.4027074505025008
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,16,6,1-3535,315,51,0,110,126.13988375663757,0.40044407541789706
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,3,5,MLG41,66,12,0,21,26.344886898994446,0.3991649530150674
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,12,12,MLG45,70,23,0,7,27.781628966331482,0.39688041380473543
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,14,21,1-3587,46,18,0,0,18.0,0.391304347826087
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,22,3,1-8544,54,2,0,28,21.126515865325928,0.3912317752838135
