Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,5,21,MLG55,92,0,1,44,1036.6886904239655,11.268355330695277
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,12,1,1-1350,195,29,2,43,2064.8548565506935,10.588999264362531
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,15,14,MLG63,380,47,3,63,3099.5315340161324,8.1566619316214
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,1,6,1-1131,138,28,1,25,1048.8458468317986,7.60033222341883
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,10,5,1-2335,145,27,1,43,1062.8548565506935,7.330033493453059
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,15,14,1-18558,307,66,2,84,2136.042045354843,6.9577916786802705
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,17,11,1-3535,315,75,2,81,2142.5405437350273,6.80171601185723
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,19,17,MLG49,185,16,1,87,1088.543546974659,5.884019172835995
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,5,21,MLG75,185,0,1,64,1053.3653678894043,5.69386685345624
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,17,11,MLG69,576,71,3,119,3170.226230919361,5.503864984235002
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,2,10,1-3596,223,51,1,79,1116.8728759884834,5.008398547033558
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,2,10,MLG14,232,59,1,91,1134.8788824677467,4.891719320981667
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,10,5,1-7807,239,49,1,50,1090.691693663597,4.563563571814214
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,1,6,MLG64,245,30,1,59,1079.1961985230446,4.404882442951203
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,1,MLG51,248,29,1,37,1059.8518533110619,4.273596182705894
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,17,11,1-3534,279,84,1,68,1140.700703382492,4.0885329870340215
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,15,14,1-1580,400,28,1,73,1088.8698727488518,2.7221746818721293
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,19,17,1-7024,498,43,1,82,1111.3743776082993,2.2316754570447777
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,13,2,MLG56,511,59,1,80,1125.7067098617554,2.2029485515885625
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,2,MLG54,595,42,1,47,1081.1901920437813,1.8171263731828258
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,1,MLG57,629,38,1,21,1055.5105113387108,1.6780771245448503
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,3,8,1-7058,80,56,0,18,71.00900971889496,0.887612621486187
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,9,17,1-9333,102,34,0,50,75.6916936635971,0.7420754280744815
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,17,11,1-6647,62,43,0,2,44.667667746543884,0.7204462539765143
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,2,10,1-7845,36,7,0,19,22.8428435921669,0.6345234331157472
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,10,5,1-7682,141,58,0,31,83.8488500714302,0.5946726955420581
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,10,5,1-7268,70,11,0,35,40.184185564517975,0.5740597937788282
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,2,10,1-2294,75,12,0,36,42.01801943778992,0.5602402591705322
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,1,17,1-5413,39,9,0,15,21.507508099079132,0.5514745666430547
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,18,7,1-6980,128,58,0,13,68.83984035253525,0.5378112527541816
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,4,18,1-9404,100,40,0,16,53.341341972351074,0.5334134197235108
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,9,3,MLG15,105,45,0,13,55.83984035253525,0.5318080033574786
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,15,18,1-5981,28,12,0,3,14.501501619815826,0.5179107721362796
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,2,14,1-0296,41,6,0,18,21.00900971889496,0.51241487119256
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,7,16,1-0272,111,45,0,14,56.67367422580719,0.5105736416739386
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,3,8,1-1390,98,40,0,12,50.006006479263306,0.5102653722373807
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,19,17,1-9286,81,7,0,41,41.18718880414963,0.508483812396909
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,9,7,1-3584,26,9,0,5,13.16916936635971,0.5065065140907581
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,7,16,1-8095,46,9,0,17,23.175175845623016,0.5038081705570221
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,15,14,1-3083,78,5,0,41,39.18718880414963,0.5023998564634568
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,15,14,1-7866,318,38,0,146,159.73974549770355,0.5023262437034703
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,2,10,1-7770,11,3,0,3,5.501501619815826,0.5001365108923479
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,3,8,1-6028,2,1,0,0,1.0,0.5
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,18,7,1-4020,37,10,0,10,18.33833873271942,0.4956307765599844
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,9,3,1-9394,117,32,0,31,57.848850071430206,0.49443461599512994
