,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG38,14,24,MLG38,77,12,1,0,1012.0,13.142857142857142
1,MLG55,14,24,MLG55,92,9,1,0,1009.0,10.967391304347826
2,1-10951,12,8,1-10951,1,0,0,1,0.8901812434196472,0.8901812434196472
3,MLG60,11,3,MLG60,47,9,0,26,32.14471232891083,0.6839300495512942
4,1-1131,10,10,1-1131,138,28,0,66,86.75196206569672,0.6286374062731646
5,MLG52,10,10,MLG52,125,42,0,41,78.49743098020554,0.6279794478416443
6,1-5891,19,7,1-5891,96,10,0,56,59.85014963150024,0.6234390586614609
7,1-0272,13,4,1-0272,111,35,0,37,67.93670600652695,0.6120423964551978
8,MLG40,11,3,MLG40,51,16,0,17,31.133081138134003,0.6104525713359609
9,MLG30,7,13,MLG30,208,66,0,54,114.06978714466096,0.5484124381954854
10,1-3447,18,11,1-3447,110,12,0,51,57.39924341440201,0.521811303767291
11,MLG64,11,3,MLG64,245,74,0,59,126.5206933617592,0.5164109933133028
12,1-1317,9,15,1-1317,414,65,0,167,213.66026765108109,0.516087603021935
13,1-9379,20,12,1-9379,58,19,0,12,29.682174921035767,0.5117616365695822
14,1-6878,7,13,1-6878,167,19,0,74,84.8734120130539,0.5082240240302628
15,1-9417,9,15,1-9417,76,11,0,31,38.59561854600906,0.5078370861316982
16,1-0296,22,5,1-0296,41,17,0,4,20.56072497367859,0.50148109691899
17,1-0303,15,14,1-0303,212,87,0,20,104.80362486839294,0.4943567210773252
18,1-7866,8,9,1-7866,318,25,0,144,153.1860990524292,0.4817172926177019
19,1-1608,19,7,1-1608,307,54,0,104,146.5788493156433,0.4774555352301085
20,MLG44,11,3,MLG44,59,12,0,18,28.02326238155365,0.4749705488398923
21,1-11350,8,9,1-11350,100,10,0,42,47.38761222362518,0.4738761222362518
22,1-7004,13,4,1-7004,381,71,0,121,178.7119304537773,0.4690601849180507
23,1-9283,19,7,1-9283,235,22,0,98,109.23776185512544,0.4648415398090443
24,1-7845,22,5,1-7845,36,14,0,3,16.67054373025894,0.4630706591738595
25,MLG41,11,3,MLG41,66,18,0,14,30.46253740787506,0.461553597089016
26,MLG75,20,12,MLG75,185,67,0,20,84.80362486839294,0.4583979722615834
27,1-2545,20,12,1-2545,145,29,0,42,66.38761222362518,0.4578456015422426
28,1-9609,22,5,1-9609,25,6,0,6,11.341087460517883,0.4536434984207153
29,1-5803,1,23,1-5803,15,4,0,3,6.670543730258942,0.4447029153505961
30,MLG45,21,2,MLG45,70,15,0,18,31.02326238155365,0.4431894625936236
31,1-7005,18,11,1-7005,285,32,0,104,124.57884931564332,0.437118769528573
32,1-7682,1,18,1-7682,141,41,0,23,61.474168598651886,0.4359870113379566
33,1-3312,4,10,1-3312,36,13,0,3,15.670543730258942,0.4352928813960817
34,1-8267,13,4,1-8267,133,15,0,48,57.728699684143066,0.4340503735649854
35,1-3523,8,9,1-3523,543,135,0,113,235.5904805064201,0.4338682882254514
36,1-6296,7,13,1-6296,254,35,0,83,108.88504320383072,0.4286812724560264
37,MLG51,17,6,MLG51,248,47,0,66,105.75196206569672,0.4264192018778093
38,1-9277,18,5,1-9277,48,14,0,7,20.23126870393753,0.4214847646653652
39,1-3108,2,23,1-3108,18,4,0,4,7.560724973678589,0.4200402763154771
