Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,12,MLG45,70,20,1,6,1021.7352238297462,14.59621748328209
352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,6,12,MLG63,380,105,1,57,1121.4846263825893,2.9512753325857615
251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,6,12,1-7268,70,41,0,16,45.62726354598999,0.6518180506569998
399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,9,MLG60,47,24,0,10,26.892039716243744,0.5721710577924201
131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,7,1-9283,235,95,0,73,116.11188992857933,0.49409314863225245
140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,4,1,1-2294,75,37,0,0,37.0,0.49333333333333335
166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,14,MLG40,51,20,0,15,24.338059574365616,0.4772168543993258
432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,10,14,1-6914,73,21,0,43,33.4357707798481,0.4580242572581931
272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,12,8,1-1570,142,51,0,30,59.67611914873123,0.42025436020233264
268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,14,MLG44,59,21,0,11,24.18124368786812,0.4098515879299681
499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,20,6,1-8627,25,9,0,4,10.156815886497498,0.4062726354598999
364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,20,6,1-7682,141,46,0,39,57.2789548933506,0.4062337226478766
483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,20,6,1-9491,80,24,0,22,30.362487375736237,0.37953109219670295
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,20,6,1-8427,189,45,0,84,69.29313361644745,0.36663033659496
332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,6,MLG78,80,27,0,7,29.02442780137062,0.3628053475171328
