Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,15,3,1-20167,56,9,0,9,11.231371656060219,0.20056020814393247
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,4,13,1-7441,111,17,0,21,22.20653386414051,0.2000588636409055
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,2,21,1-3216,5,1,0,0,1.0,0.2
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,1,7,1-4136,5,1,0,0,1.0,0.2
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,21,22,MLG73,10,2,0,0,2.0,0.2
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,17,11,1-8627,25,3,0,8,4.983441472053528,0.1993376588821411
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,2,21,1-4929,10,1,0,4,1.991720736026764,0.19917207360267639
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,16,14,1-4319,163,23,0,38,32.42134699225426,0.19890396927763349
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,17,4,1-1942,34,5,0,7,6.735511288046837,0.19810327317784815
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,6,10,MLG69,576,95,0,76,113.84269398450851,0.19764356594532728
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,14,20,1-5355,53,7,0,14,10.471022576093674,0.19756646369988062
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,6,10,1-1191,53,7,0,14,10.471022576093674,0.19756646369988062
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,1,7,1-3265,19,3,0,3,3.743790552020073,0.19704160800105647
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,3,16,1-3587,46,6,0,12,8.975162208080292,0.19511222191478894
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,9,5,1-7964,202,24,0,62,39.37167140841484,0.19490926439809328
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-2584,17,4,1-2584,36,7,0,0,7.0,0.19444444444444445
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,10,18,MLG38,77,10,0,20,14.95860368013382,0.19426758026147817
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,21,22,1-18615,22,4,0,1,4.247930184006691,0.19308773563666778
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1-3519,5,1,1-3519,27,0,0,21,5.206533864140511,0.19283458756075966
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,16,14,1-1317,414,52,0,110,79.27232024073601,0.19147903439791306
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,8,11,1-7897,95,10,0,33,18.181696072220802,0.1913862744444295
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,22,6,1-1462,192,23,0,55,36.636160120368004,0.19081333396025002
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,8,11,1-3106,34,5,0,6,6.487581104040146,0.19081120894235723
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,6,10,1-7058,80,15,0,1,15.247930184006691,0.19059912730008363
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,10,18,1-9110,29,5,0,2,5.495860368013382,0.18951242648322006
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,17,4,1-0053,142,14,0,52,26.89236956834793,0.18938288428414035
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,13,19,1-2573,37,5,0,8,6.983441472053528,0.1887416614068521
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,13,19,1-18004,12,2,0,1,2.247930184006691,0.18732751533389091
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,2,21,1-5161,12,2,0,1,2.247930184006691,0.18732751533389091
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,8,11,1-6538,44,7,0,5,8.239650920033455,0.18726479363712398
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,2,21,1-9491,80,12,0,12,14.975162208080292,0.18718952760100366
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,9,5,1-19813,20,3,0,3,3.743790552020073,0.18718952760100366
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,9,5,1-17758,40,6,0,6,7.487581104040146,0.18718952760100366
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,22,6,1-5531,8,1,0,2,1.495860368013382,0.18698254600167274
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,20,18,1-9946,12,1,0,5,2.239650920033455,0.18663757666945457
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,9,5,1-9925,93,16,0,5,17.239650920033455,0.18537259053799413
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,13,19,MLG49,185,29,0,21,34.20653386414051,0.18490018304940817
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,13,19,1-7213,23,2,0,9,4.231371656060219,0.18397268069827039
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,5,1,1-8906,15,2,0,3,2.743790552020073,0.18291937013467152
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,20,9,1-1005,125,18,0,19,22.71067349612713,0.18168538796901704
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,7,8,1-7182,22,3,0,4,3.991720736026764,0.18144185163758017
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,4,13,1-7019,107,9,0,42,19.41306772828102,0.18143053951664506
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,18,2,1-8988,29,5,0,1,5.247930184006691,0.18096310979333416
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,19,17,MLG75,185,30,0,14,33.471022576093674,0.1809244463572631
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,1,7,1-5214,40,5,0,9,7.231371656060219,0.18078429140150548
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,8,11,1-1608,307,48,0,30,55.43790552020073,0.18057949680847143
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,10,18,1-5980,29,3,0,9,5.231371656060219,0.18039212607104202
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,3,16,1-3068,180,13,0,77,32.090624168515205,0.17828124538064002
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,5,1,1-5530,7,1,0,1,1.247930184006691,0.17827574057238443
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,23,19,1-1770,35,5,0,5,6.239650920033455,0.17827574057238443
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,20,9,1-5036,14,2,0,2,2.495860368013382,0.17827574057238443
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,2,21,1-9436,21,3,0,3,3.743790552020073,0.17827574057238443
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,7,8,1-7321,7,1,0,1,1.247930184006691,0.17827574057238443
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,3,16,1-4640,87,7,0,34,15.429626256227493,0.17735202593364935
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,23,18,1-8285,72,11,0,7,12.735511288046837,0.17688210122287273
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,16,14,1-8573,184,24,0,34,32.42962625622749,0.17624796878384508
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,14,5,1-3639,17,2,0,4,2.991720736026764,0.1759835727074567
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,10,12,1-8397,51,1,0,32,8.933765888214111,0.175171880161061
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,9,5,MLG68,642,92,0,82,112.33027508854866,0.17496927583886085
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,5,1,1-7204,26,4,0,2,4.495860368013382,0.17291770646205315
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,22,6,1-8341,197,29,0,20,33.95860368013382,0.172378698883928
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,18,20,1-9808,74,11,0,7,12.735511288046837,0.17210150389252482
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,21,14,1-9938,55,4,0,22,9.454464048147202,0.17189934632994913
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,15,3,1-3104,16,2,0,3,2.743790552020073,0.17148690950125456
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,8,11,1-9115,16,2,0,3,2.743790552020073,0.17148690950125456
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,16,14,1-8820,83,7,0,29,14.189975336194038,0.17096355826739806
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,8,6,72-12171,19,3,0,1,3.247930184006691,0.170943693895089
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,22,6,1-7005,285,36,0,51,48.64443938434124,0.1706822434538289
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,18,2,1-7140,397,63,0,19,67.71067349612713,0.17055585263508094
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,15,3,MLG29,164,16,0,48,27.900648832321167,0.17012590751415346
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,14,19,1-0278,79,5,0,34,13.429626256227493,0.1699952690661708
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,2,21,1-9609,25,2,0,9,4.231371656060219,0.16925486624240876
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,22,6,1-1250,34,5,0,3,5.743790552020073,0.1689350162358845
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,18,2,1-8576,55,9,0,1,9.247930184006691,0.168144185163758
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,23,18,1-8042,52,5,0,15,8.718952760100365,0.16767216846346855
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,17,4,MLG62,525,65,0,91,87.56164674460888,0.16678408903735026
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,21,22,MLG40,51,8,0,2,8.495860368013382,0.1665854974120271
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,8,11,1-5891,96,14,0,8,15.983441472053528,0.16649418200055757
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,5,1,1-5803,15,2,0,2,2.495860368013382,0.16639069120089214
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,14,12,1-8421,109,10,0,32,17.93376588821411,0.1645299622771937
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,13,19,1-9651,38,5,0,5,6.239650920033455,0.16420134000088038
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,23,15,1-8328,114,14,0,19,18.71067349612713,0.16412871487830816
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,12,20,1-9379,58,7,0,10,9.47930184006691,0.16343623862184328
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,14,12,1-1836,20,3,0,1,3.247930184006691,0.16239650920033455
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,6,10,1-9578,42,6,0,3,6.743790552020073,0.16056644171476364
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,20,9,1-9588,14,2,0,1,2.247930184006691,0.16056644171476364
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,16,14,1-6914,73,6,0,23,11.702394232153893,0.16030677030347798
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,10,18,MLG43,14,1,0,5,2.239650920033455,0.15997506571667536
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,2,21,1-18613,25,3,0,4,3.991720736026764,0.15966882944107055
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,20,9,1-7467,64,6,0,17,10.214813128113747,0.1596064551267773
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,20,9,1-8018,58,7,0,9,9.231371656060219,0.15916158027690033
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,1,7,1-5653,11,1,0,3,1.743790552020073,0.15852641382000662
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,10,18,1-2282,219,25,0,39,34.66927717626095,0.15830720171808652
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,3,16,1-8181,30,4,0,3,4.743790552020073,0.15812635173400244
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,5,1,1-8100,19,3,0,0,3.0,0.15789473684210525
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,8,11,1-9283,235,15,0,89,37.0657863765955,0.15772675053870425
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,5,1,1-5508,38,5,0,4,5.991720736026764,0.15767686147438853
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,14,12,1-6561,65,5,0,21,10.20653386414051,0.157023597909854
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,1,12,1-19915,62,6,0,15,9.718952760100365,0.15675730258226395
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,4,13,1-6647,62,5,0,19,9.710673496127129,0.15662376606656658
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,22,6,1-4531,94,11,0,15,14.718952760100365,0.15658460383085496
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,3,16,1-3534,279,23,0,83,43.57820527255535,0.15619428413102276
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,14,12,1-1258,435,18,0,201,67.83396698534489,0.15594015398929859
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,17,4,1-0027,29,2,0,10,4.47930184006691,0.15445868414023828
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,21,22,1-1957,47,7,0,1,7.247930184006691,0.15421128051078065
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,3,16,1-7496,246,22,0,64,37.86753177642822,0.15393305600174073
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,1,7,1-8267,133,17,0,14,20.471022576093674,0.15391746297814793
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,1-7453,7,8,1-7453,13,2,0,0,2.0,0.15384615384615385
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-20791,15,3,1-20791,13,2,0,0,2.0,0.15384615384615385
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,10,18,1-7042,117,15,0,12,17.97516220808029,0.15363386502632728
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,12,20,MLG45,70,9,0,7,10.735511288046837,0.15336444697209767
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,3,16,1-9416,13,0,0,8,1.9834414720535278,0.15257242092719445
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,3,16,1-3516,156,12,0,47,23.652718648314476,0.1516199913353492
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,7,8,1-7866,318,24,0,97,48.049227848649025,0.15109820078191516
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,7,8,1-19229,38,4,0,7,5.735511288046837,0.15093450758017993
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,1,7,1-9516,76,7,0,18,11.462743312120438,0.15082556989632154
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,3,16,1-7807,239,18,0,72,35.85097324848175,0.15000407216937972
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,4,13,1-1183,45,5,0,7,6.735511288046837,0.14967802862326304
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,12,20,1-19166,45,5,0,7,6.735511288046837,0.14967802862326304
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,22,6,1-9576,10,1,0,2,1.495860368013382,0.1495860368013382
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,10,18,1-18714,32,4,0,3,4.743790552020073,0.14824345475062728
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,17,4,1-8659,91,10,0,14,13.471022576093674,0.1480332151219085
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,3,16,1-0358,22,2,0,5,3.239650920033455,0.1472568600015207
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,7,20,1-1177,17,2,0,2,2.495860368013382,0.14681531576549306
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,22,6,1-9227,801,85,0,131,117.47885410487652,0.14666523608598817
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,7,8,1-8094,58,8,0,2,8.495860368013382,0.14648035117264452
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,2,21,1-9338,29,3,0,5,4.239650920033455,0.14619485931149845
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,5,1,MLG52,125,17,0,5,18.239650920033455,0.14591720736026764
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,1,7,1-7839,24,3,0,2,3.495860368013382,0.14566084866722426
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,8,11,1-8427,189,6,0,86,27.321995824575424,0.14456082446865304
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,16,14,1-8493,38,4,0,6,5.487581104040146,0.14441002905368805
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,19,17,1-18603,19,2,0,3,2.743790552020073,0.14441002905368805
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,6,10,1-7481,33,4,0,3,4.743790552020073,0.1437512288490931
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,9,5,1-3646,7,1,0,0,1.0,0.14285714285714285
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,18,2,1-9996,28,4,0,0,4.0,0.14285714285714285
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,4,4,1-11330,14,1,0,4,1.991720736026764,0.14226576685905457
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,8,11,1-6240,698,66,0,134,99.22264465689659,0.14215278604139914
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,16,14,1-8067,322,23,0,91,45.56164674460888,0.14149579734350584
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,20,9,1-8418,46,6,0,2,6.495860368013382,0.14121435582637787
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,12,20,1-18028,309,24,0,78,43.338554352521896,0.1402542212055725
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,3,16,1-17907,119,9,0,31,16.68583570420742,0.14021710675804555
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,6,10,1-9452,16,1,0,5,2.239650920033455,0.13997818250209093
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,5,1,MLG50,319,30,0,59,44.62788085639477,0.1398993130294507
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,11,23,1-6532,27,3,0,3,3.743790552020073,0.13865890933407676
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,4,13,1-3108,18,2,0,2,2.495860368013382,0.13865890933407676
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,2,21,MLG14,232,22,0,41,32.16513754427433,0.13864283424256177
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,16,4,1-3312,36,2,0,12,4.975162208080292,0.13819895022445255
