Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,12,11,1-7845,36,16,0,9,18.268672734498978,0.5074631315138605
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,14,7,1-0296,41,17,0,15,20.781121224164963,0.5068566152235356
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,4,21,1-8566,5,2,0,2,2.5041494965553284,0.5008298993110657
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,19,8,1-6858,23,11,0,2,11.504149496555328,0.50018041289371
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,13,22,1-1183,45,22,0,2,22.50414949655533,0.5000922110345628
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,14,7,1-6028,2,1,0,0,1.0,0.5
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,4,21,1-19568,2,1,0,0,1.0,0.5
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,11,5,1-0055,18,8,0,3,8.756224244832993,0.4864569024907218
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,13,22,1-6228,48,12,0,42,22.587139427661896,0.47056540474295616
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,8,10,1-20641,16,6,0,6,7.512448489665985,0.46952803060412407
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,8,10,1-8427,189,79,0,33,87.31846669316292,0.46200246927599425
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,9,14,1-8627,25,11,0,2,11.504149496555328,0.46016597986221314
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,10,9,1-9946,12,5,0,2,5.504149496555328,0.45867912471294403
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,14,7,1-8590,24,9,0,7,10.76452323794365,0.44852180158098537
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,10,9,1-18615,22,8,0,7,9.76452323794365,0.44384196536107495
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,5,6,1-19205,12,5,0,1,5.252074748277664,0.43767289568980533
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,12,11,1-9333,102,30,0,54,43.612036406993866,0.4275689843822928
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,8,10,1-5282,17,6,0,5,7.260373741388321,0.42708080831696005
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,14,7,1-17835,17,6,0,5,7.260373741388321,0.42708080831696005
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,15,12,1-8573,184,62,0,60,77.12448489665985,0.4191548092209775
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,10,9,MLG46,17,6,0,4,7.008298993110657,0.41225288194768567
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,10,9,1-9752,22,8,0,4,9.008298993110657,0.4094681360504844
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,1-9870,9,14,1-9870,27,11,0,0,11.0,0.4074074074074074
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,10,9,1-9997,16,6,0,2,6.504149496555328,0.406509343534708
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,11,5,1-9861,8,3,0,1,3.252074748277664,0.406509343534708
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,5,6,1-6918,43,5,0,47,16.847513169050217,0.39180263183837716
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,11,5,1-8124,18,6,0,4,7.008298993110657,0.38934994406170315
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,7,3,1-7819,59,21,0,7,22.76452323794365,0.38583937691429915
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,17,2,MLG64,245,90,0,15,93.78112122416496,0.38278008662924473
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,3,20,72-12171,19,7,0,1,7.252074748277664,0.38168814464619283
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,7,3,1-9500,33,11,0,6,12.512448489665985,0.3791651057474541
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,17,2,1-3509,35,13,0,1,13.252074748277664,0.37863070709364754
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,9,14,1-4020,37,14,0,0,14.0,0.3783783783783784
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,10,9,1-19448,45,16,0,4,17.008298993110657,0.3779621998469035
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,14,7,MLG14,232,80,0,29,87.31016770005226,0.3763369297416046
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,12,11,1-5555,10,3,0,3,3.7562242448329926,0.37562242448329924
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,17,2,MLG40,51,18,0,4,19.008298993110657,0.37271174496295406
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,17,2,1-18234,43,16,0,0,16.0,0.37209302325581395
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,15,12,1-9338,29,9,0,7,10.76452323794365,0.3711904564808155
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,3,20,1-7530,25,9,0,1,9.252074748277664,0.37008298993110655
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,12,11,1-1204,39,10,0,17,14.285270720720291,0.3662889928389818
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,14,7,1-1131,138,45,0,15,48.78112122416496,0.3534863856823548
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,15,12,MLG56,511,167,0,48,179.09958791732788,0.3504884303665908
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,6,13,1-9270,128,32,0,51,44.85581216216087,0.3504360325168818
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,6,13,1-18487,23,6,0,8,8.016597986221313,0.34854773853136145
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,15,12,1-1608,307,44,0,249,106.76661232113838,0.34777398150207944
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,12,1-4052,13,4,0,2,4.504149496555328,0.3464730381965637
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,21,4,1-6919,43,4,0,43,14.83921417593956,0.34509800409161767
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,4,21,1-1390,98,31,0,11,33.772822231054306,0.34462063501075824
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,6,13,1-7441,111,24,0,53,37.3599616587162,0.33657623115960544
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,17,2,MLG67,27,8,0,4,9.008298993110657,0.33364070344854285
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,21,4,1-9283,235,69,0,37,78.32676568627357,0.33330538589903647
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,17,2,MLG35,49,16,0,1,16.252074748277664,0.3316749948628095
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,14,7,1-18994,28,8,0,5,9.260373741388321,0.3307276336210115
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,5,6,1-8100,19,4,0,9,6.268672734498978,0.32993014392099884
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,7,3,1-7866,318,86,0,66,102.63693338632584,0.32275765215825736
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,15,12,1-9578,42,12,0,5,13.260373741388321,0.31572318431876956
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,1,19,1-9733,4,1,0,1,1.2520747482776642,0.31301868706941605
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,11,5,1-8532,4,1,0,1,1.2520747482776642,0.31301868706941605
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,10,9,MLG51,248,65,0,49,77.35166266560555,0.31190186558711913
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,10,9,MLG57,629,141,0,217,195.70022037625313,0.3111291261943611
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,16,1,1-0272,111,33,0,6,34.512448489665985,0.3109229593663602
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,11,5,1-9794,46,11,0,13,14.276971727609634,0.31036895060020947
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,10,9,1-7752,29,9,0,0,9.0,0.3103448275862069
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,6,13,1-10785,279,43,0,167,85.09648296236992,0.30500531527731156
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,8,10,MLG58,71,17,0,18,21.537345468997955,0.30334289392954866
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,6,13,1-5172,120,23,0,53,36.3599616587162,0.3029996804893017
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,6,13,1-9963,116,26,0,36,35.07469093799591,0.30236802532755097
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,8,10,1-3106,34,9,0,5,10.260373741388321,0.3017756982761271
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,18,15,1-5424,5,1,0,2,1.5041494965553284,0.3008298993110657
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,14,7,1-5654,15,4,0,2,4.504149496555328,0.3002766331036886
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,4,21,1-7521,10,3,0,0,3.0,0.3
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,12,11,1-9768,241,47,0,100,72.20747482776642,0.2996160781235121
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,21,4,1-4682,16,4,0,3,4.7562242448329926,0.29726401530206203
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,15,12,1-5653,11,3,0,1,3.252074748277664,0.29564315893433313
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,17,2,1-19229,38,10,0,4,11.008298993110657,0.2896920787660699
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,11,5,1-11329,14,3,0,4,4.008298993110657,0.2863070709364755
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,4,21,1-7321,7,2,0,0,2.0,0.2857142857142857
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,14,7,1-9667,14,4,0,0,4.0,0.2857142857142857
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,19,8,1-5036,14,4,0,0,4.0,0.2857142857142857
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,3,20,1-9818,28,8,0,0,8.0,0.2857142857142857
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,12,11,1-5775,244,46,0,93,69.44295158982277,0.28460226061402777
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,10,9,1-5515,29,8,0,1,8.252074748277664,0.28455430166474704
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,5,6,1-1005,125,20,0,61,35.376559644937515,0.2830124771595001
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,4,21,1-10451,46,12,0,4,13.008298993110657,0.28278910854588385
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,16,1,1-8503,16,4,0,2,4.504149496555328,0.281509343534708
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,11,5,1-3104,16,4,0,2,4.504149496555328,0.281509343534708
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,11,5,1-8023,16,4,0,2,4.504149496555328,0.281509343534708
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,11,5,1-5425,17,4,0,3,4.7562242448329926,0.2797778967548819
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,7,3,1-2714,61,12,0,20,17.041494965553284,0.279368769927103
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,9,14,1-6227,52,12,0,10,14.520747482776642,0.2792451438995508
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,8,10,1-9805,26,7,0,1,7.252074748277664,0.2789259518568332
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,9,14,1-5891,96,26,0,3,26.756224244832993,0.2787106692170103
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,9,14,1-3108,18,4,0,4,5.008298993110657,0.27823883295059204
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,3,20,1-5744,18,5,0,0,5.0,0.2777777777777778
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,14,7,MLG41,66,14,0,16,18.033195972442627,0.2732302420067065
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,21,4,1-10038,76,10,0,42,20.587139427661896,0.27088341352186707
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,19,8,1-9938,55,9,0,23,14.797719210386276,0.26904944018884136
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,19,8,1-9831,132,22,0,53,35.3599616587162,0.2678784974145167
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,5,6,1-5980,29,6,0,7,7.764523237943649,0.26774218061874655
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,5,6,1-5002,45,9,0,12,12.02489697933197,0.2672199328740438
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,15,12,1-4098,16,4,0,1,4.252074748277664,0.265754671767354
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,4,21,1-1942,34,8,0,4,9.008298993110657,0.2649499703856075
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,6,13,1-6734,44,9,0,10,11.520747482776642,0.26183517006310547
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,8,10,1-9995,24,5,0,5,6.260373741388321,0.26084890589118004
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,6,13,1-1570,142,29,0,31,36.81431719660759,0.25925575490568725
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,7,3,1-3083,78,7,0,52,20.107886910438538,0.2577934219286992
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,21,4,1-1769,89,19,0,15,22.781121224164963,0.2559676542041007
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1-3521,4,21,1-3521,22,0,0,22,5.545644462108612,0.2520747482776642
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,7,3,1-3206,45,5,0,25,11.301868706941605,0.2511526379320357
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,5,6,1-0027,29,5,0,9,7.268672734498978,0.2506438873965165
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,8,10,1-8379,5,1,0,1,1.2520747482776642,0.25041494965553285
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,3,20,1-8678,17,4,0,1,4.252074748277664,0.2501220440163332
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,3,20,MLG59,71,17,0,3,17.756224244832993,0.250087665420183
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,8,10,1-9855,8,2,0,0,2.0,0.25
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,9,14,1-18028,309,63,0,51,75.85581216216087,0.24548806524971156
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,19,8,1-9496,39,9,0,2,9.504149496555328,0.24369614093731612
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,11,5,MLG75,185,36,0,36,45.07469093799591,0.24364697804322114
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,17,2,MLG65,201,41,0,31,48.81431719660759,0.2428572994856099
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,21,4,1-7682,141,17,0,68,34.141082882881165,0.24213533959490188
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,9,14,1-9110,29,7,0,0,7.0,0.2413793103448276
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,11,5,1-2294,75,17,0,4,18.008298993110657,0.24011065324147543
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,15,12,MLG10,60,7,0,29,14.310167700052261,0.23850279500087102
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,11,5,1-7024,498,46,0,287,118.34545275568962,0.23764147139696712
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,21,4,1-3596,223,38,0,59,52.87241014838219,0.23709600963400085
