,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-9491,14,10,1-9491,80,27,1,12,1034.9101676940918,12.936377096176148
1,MLG51,20,16,MLG51,248,65,1,101,1131.577244758606,4.56281147080083
2,1-1608,14,10,1-1608,307,42,1,205,1177.1320314407349,3.8343062913378985
3,MLG54,20,16,MLG54,595,150,1,111,1223.1690511703491,2.0557463044879816
4,1-7268,14,10,1-7268,70,29,0,37,53.38968372344971,0.7627097674778529
5,1-7845,7,4,1-7845,36,21,0,9,26.932625770568848,0.7481284936269125
6,1-6858,4,7,1-6858,23,8,0,12,15.910167694091797,0.6917464214822521
7,1-6974,7,4,1-6974,207,25,0,178,142.33415412902832,0.6876046093189774
8,1-10060,13,7,1-10060,36,12,0,17,23.20607089996338,0.6446130805545383
9,1-8188,19,2,1-8188,140,89,0,1,89.65918064117432,0.6404227188655308
10,MLG58,13,7,MLG58,71,28,0,26,45.13869667053223,0.6357562911342567
11,1-18371,8,8,1-18371,120,20,0,84,75.37117385864258,0.6280931154886882
12,1-7682,1,10,1-7682,141,58,0,45,87.66312885284424,0.6217243181052783
13,MLG52,20,16,MLG52,125,58,0,28,76.45705795288086,0.6116564636230468
14,1-7019,11,6,1-7019,107,56,0,12,63.9101676940918,0.597291286860671
15,1-5002,12,15,1-5002,45,13,0,19,25.52443218231201,0.567209604051378
16,1-1580,10,14,1-1580,400,49,0,263,222.3645086288452,0.5559112715721131
17,1-6692,8,8,1-6692,71,17,0,32,38.093780517578125,0.5365321199658891
18,1-9995,9,7,1-9995,24,12,0,1,12.659180641174316,0.5274658600489298
19,1-4682,19,12,1-4682,16,5,0,5,8.295903205871582,0.5184939503669739
20,MLG68,5,12,MLG68,642,34,0,439,323.3803014755249,0.5037076346970792
21,1-5413,1,5,1-5413,39,9,0,16,19.546890258789062,0.5012023143279247
22,1-1131,20,16,1-1131,138,41,0,41,68.02640628814697,0.4929449731025143
23,1-0303,7,4,1-0303,212,64,0,61,104.2100191116333,0.4915566939227986
24,1-9436,20,16,1-9436,21,5,0,8,10.273445129394531,0.489211672828311
25,1-9286,14,10,1-9286,81,28,0,16,38.54689025878906,0.4758875340591242
26,MLG60,2,18,MLG60,47,19,0,5,22.295903205871586,0.4743809192738634
27,1-20578,20,14,1-20578,19,7,0,3,8.97754192352295,0.4725022065012078
28,1-8067,4,3,1-8067,322,63,0,134,151.3302059173584,0.4699695835942807
29,1-2282,1,5,1-2282,219,58,0,68,102.82428359985352,0.4695172767116599
30,MLG44,9,13,MLG44,59,19,0,13,27.56934833526612,0.4672770904282392
31,MLG29,12,15,MLG29,164,50,0,40,76.36722564697266,0.4656538149205649
32,MLG39,1,5,MLG39,23,8,0,4,10.636722564697266,0.4624661984650985
33,1-0272,6,9,1-0272,111,36,0,23,51.16115474700928,0.4609113040271106
34,1-9808,9,13,1-9808,74,12,0,33,33.75296115875244,0.4561210967398978
35,1-9452,1,5,1-9452,16,4,0,5,7.295903205871582,0.4559939503669739
36,72-11994,14,10,72-11994,8,1,0,4,3.6367225646972656,0.4545903205871582
37,1-2400,2,18,1-2400,49,17,0,8,22.27344512939453,0.454560104681521
38,1-8314,16,17,1-8314,36,13,0,5,16.295903205871582,0.4526639779408772
39,1-1350,14,10,1-1350,195,40,0,73,88.1201868057251,0.4518983938755133
40,1-0053,12,15,1-0053,142,37,0,41,64.02640628814697,0.4508901851277956
41,1-5653,4,3,1-5653,11,1,0,6,4.955083847045898,0.4504621679132635
42,1-1833,8,8,1-1833,124,11,0,68,55.82428359985352,0.4501958354826896
43,1-3516,6,9,1-3516,156,61,0,14,70.22852897644043,0.4501828780541053
44,MLG30,11,6,MLG30,208,44,0,75,93.43854808807372,0.4492237888849698
45,1-3596,1,5,1-3596,223,56,0,67,100.1651029586792,0.4491708652855569
46,1-9110,1,5,1-9110,29,7,0,9,12.932625770568848,0.4459526127782361
47,1-3551,4,3,1-3551,6,2,0,1,2.6591806411743164,0.4431967735290527
48,MLG49,19,2,MLG49,185,78,0,6,81.9550838470459,0.4430004532272751
49,1-6878,11,6,1-6878,167,30,0,66,73.50592231750488,0.4401552234581131
50,1-7599,10,14,1-7599,3,0,0,2,1.3183612823486328,0.4394537607828776
51,1-8622,20,16,1-8622,54,19,0,7,23.61426448822021,0.4373011942263002
52,1-1183,19,2,1-1183,45,19,0,1,19.65918064117432,0.4368706809149848
53,1-0027,12,15,1-0027,29,8,0,7,12.614264488220217,0.434974637524835
54,MLG13,9,13,MLG13,140,43,0,27,60.79787731170654,0.4342705522264753
55,MLG65,20,16,MLG65,201,62,0,38,87.04886436462402,0.4330789271871842
