Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,9,1,MLG56,511,55,1,46,1062.2563010156155,2.0787794540423
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,9,1,MLG54,595,56,1,17,1058.6816764622927,1.779296935230744
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,22,10,1-2545,145,77,0,26,81.10138753056526,0.5593199140038984
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,20,17,1-9379,58,30,0,2,30.31549134850502,0.5226808853190521
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,16,9,MLG55,92,35,0,5,35.78872837126255,0.3890079170789408
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,14,6,1-1570,142,44,0,45,51.09855534136295,0.3598489812772039
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,5,15,1-0278,79,27,0,8,28.26196539402008,0.35774639739265923
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,19,4,MLG78,80,24,0,18,26.83942213654518,0.33549277670681477
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,12,7,MLG14,232,71,0,34,76.36335292458534,0.32915238329562646
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,14,6,1-6561,65,19,0,13,21.05069376528263,0.3238568271581943
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,11,14,1-6858,23,6,0,9,7.419711068272591,0.3225961334031561
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,19,4,MLG32,52,11,0,33,16.205607250332832,0.31164629327563137
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,2,14,1-7866,318,72,0,160,97.23930788040161,0.3057839870452881
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,16,17,1-8450,52,15,0,3,15.47323702275753,0.29756225043764484
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,12,7,MLG50,319,80,0,79,92.4619082659483,0.28984924221300407
