Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,1-9491,5,1-9491,10,80,20,1,13,1024.8492881953716,12.810616102442145
93,93,93,93,93,93,93,93,93,93,93,93,MLG52,5,MLG52,10,125,7,1,15,1012.5953325331211,8.10076266026497
368,368,368,368,368,368,368,368,368,368,368,368,1-6858,11,1-6858,21,23,7,0,6,9.238133013248444,0.4016579570977584
195,195,195,195,195,195,195,195,195,195,195,195,1-9379,7,1-9379,9,58,18,0,13,22.849288195371628,0.3939532447477867
239,239,239,239,239,239,239,239,239,239,239,239,1-5002,6,1-5002,11,45,12,0,15,17.59533253312111,0.39100738962491355
124,124,124,124,124,124,124,124,124,124,124,124,1-0292,1,1-0292,1,99,29,0,22,37.20648771524429,0.3758231082347908
165,165,165,165,165,165,165,165,165,165,165,165,MLG59,7,MLG59,9,71,21,0,15,26.59533253312111,0.3745821483538184
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,13,MLG40,16,51,15,0,11,19.103243857622147,0.37457340897298325
84,84,84,84,84,84,84,84,84,84,84,84,1-2382,5,1-2382,10,139,42,0,24,50.952532052993774,0.36656497879851635
189,189,189,189,189,189,189,189,189,189,189,189,MLG10,9,MLG10,6,60,3,0,48,20.90506410598755,0.34841773509979246
171,171,171,171,171,171,171,171,171,171,171,171,1-9645,21,1-9645,6,69,24,0,0,24.0,0.34782608695652173
43,43,43,43,43,43,43,43,43,43,43,43,MLG14,9,MLG14,6,232,64,0,44,80.41297543048859,0.3466076527176232
97,97,97,97,97,97,97,97,97,97,97,97,1-1833,10,1-1833,20,124,7,0,95,42.43710604310036,0.34223472615403516
46,46,46,46,46,46,46,46,46,46,46,46,1-2282,10,1-2282,20,219,50,0,66,74.61946314573288,0.34072814221795833
132,132,132,132,132,132,132,132,132,132,132,132,MLG55,10,MLG55,20,92,13,0,49,31.27808627486229,0.33997919863980747
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,MLG45,9,70,20,0,8,22.984177350997925,0.3283453907285418
