Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,9,7,1-8172,40,5,0,13,12.584200143814087,0.31460500359535215
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,6,18,1-9902,30,3,0,11,9.417400121688843,0.31391333738962807
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,10,16,1-8910,137,22,0,36,43.002400398254395,0.3138861342938277
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,12,20,1-3516,156,6,0,73,48.58820080757141,0.31146282568956035
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,18,13,1-8285,72,10,0,21,22.251400232315063,0.30904722544882035
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,18,13,MLG67,27,6,0,4,8.333600044250488,0.3086518534907588
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,6,18,MLG30,208,24,0,68,63.6712007522583,0.30611154207816493
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,6,18,1-0292,99,4,0,45,30.253000497817993,0.30558586361432316
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,20,4,1-10468,549,110,0,96,166.00640106201172,0.3023796012058501
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,7,2,1-9436,21,4,0,4,6.333600044250488,0.3016000021071661
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,19,10,1-9925,93,18,0,17,27.917800188064575,0.3001913998716621
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,1,21,1-3206,45,10,0,6,13.500400066375732,0.30000889036390516
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,17,17,1-20047,20,6,0,0,6.0,0.3
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,15,8,1-4020,37,7,0,7,11.083800077438354,0.29956216425509063
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,22,9,1-0053,142,18,0,42,42.50280046463013,0.29931549622978965
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,21,3,1-9606,16,3,0,3,4.750200033187866,0.29688750207424164
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,4,12,1-8503,16,3,0,3,4.750200033187866,0.29688750207424164
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,9,7,1-6692,71,7,0,24,21.00160026550293,0.29579718683806944
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,11,14,1-9722,22,3,0,6,6.500400066375732,0.29547273028980603
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,19,10,MLG62,525,107,0,82,154.838800907135,0.2949310493469238
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,9,7,1-9818,28,3,0,9,8.250600099563599,0.2946642892701285
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,11,14,1-11350,100,9,0,35,29.419000387191772,0.29419000387191774
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,14,6,1-19568,2,0,0,1,0.5834000110626221,0.29170000553131104
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,5,5,1-9578,42,7,0,9,12.250600099563599,0.29168095475151423
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,19,10,1-6900,67,16,0,6,19.500400066375732,0.29105074725933927
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,19,10,1-9553,23,2,0,8,6.667200088500977,0.2898782647174338
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,13,15,1-6974,207,54,0,10,59.83400011062622,0.28905314063104454
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,21,3,1-8450,52,8,0,12,15.000800132751465,0.28847692562983585
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,19,10,1-7182,22,4,0,4,6.333600044250488,0.2878909111022949
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,7,1-9770,50,12,0,4,14.333600044250488,0.28667200088500977
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,1,21,1-4682,16,4,0,1,4.583400011062622,0.2864625006914139
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,17,17,1-4098,16,4,0,1,4.583400011062622,0.2864625006914139
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,6,18,1-3509,35,3,0,12,10.000800132751465,0.28573714665004185
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,10,16,1-9227,801,75,0,262,227.85080289840698,0.2844579312089975
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,14,6,1-2324,25,3,0,7,7.0838000774383545,0.28335200309753417
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,14,6,1-1207,66,4,0,25,18.58500027656555,0.28159091328129626
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,10,16,1-4531,94,11,0,26,26.168400287628174,0.27838723710242735
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,15,8,1-7058,80,21,0,2,22.166800022125244,0.2770850002765656
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,6,18,1-9808,74,7,0,23,20.418200254440308,0.27592162506000417
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,18,13,1-2103,26,6,0,2,7.166800022125244,0.2756461546971248
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,6,18,1-6296,254,18,0,89,69.92260098457336,0.2752858306479266
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,6,18,MLG73,10,1,0,3,2.750200033187866,0.2750200033187866
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,11,14,1-8634,10,1,0,3,2.750200033187866,0.2750200033187866
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,16,11,1-7863,351,37,0,101,95.92340111732483,0.2732860430693015
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,15,8,1-8659,91,19,0,10,24.83400011062622,0.27290110011677166
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,22,9,1-6098,1327,175,0,320,361.68800354003906,0.2725606658176632
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,10,16,1-6006,57,5,0,18,15.501200199127197,0.2719508806864421
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,1,21,1-20578,19,4,0,2,5.166800022125244,0.2719368432697497
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,17,17,1-8678,17,4,0,1,4.583400011062622,0.26961176535662484
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,10,16,1-9761,35,3,0,11,9.417400121688843,0.2690685749053955
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,16,11,1-5172,120,21,0,19,32.08460021018982,0.2673716684182485
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,4,12,MLG84,63,11,0,10,16.83400011062622,0.267206350962321
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,5,5,1-6240,698,136,0,86,186.1724009513855,0.2667226374661683
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,4,12,1-18203,29,3,0,8,7.667200088500977,0.2643862099483095
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,15,8,1-1191,53,7,0,12,14.000800132751465,0.2641660402405937
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,5,5,1-4499,12,2,0,2,3.166800022125244,0.2639000018437703
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,10,16,1-8341,197,21,0,53,51.92020058631897,0.2635543176970506
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,22,9,1-9497,150,19,0,35,39.41900038719177,0.2627933359146118
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,14,6,1-9794,46,1,0,19,12.08460021018982,0.2627087002215178
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,20,4,1-8067,322,74,0,18,84.5012001991272,0.2624260875749292
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,11,14,1-3083,78,7,0,23,20.418200254440308,0.2617717981338501
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,17,17,1-9338,29,7,0,1,7.583400011062622,0.2614965521056077
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,4,12,1-5163,16,3,0,2,4.166800022125244,0.26042500138282776
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,21,3,MLG56,511,85,0,82,132.838800907135,0.25995851449537183
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,16,11,1-0037,35,5,0,7,9.083800077438354,0.2595371450696673
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,11,14,1-3265,19,2,0,5,4.91700005531311,0.25878947659542684
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,9,7,1-9610,49,1,0,20,12.668000221252441,0.2585306167602539
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,8,1,1-9576,10,2,0,1,2.583400011062622,0.2583400011062622
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,5,5,1-5508,38,8,0,3,9.750200033187866,0.2565842113996807
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,3,24,1-9333,102,26,0,0,26.0,0.2549019607843137
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,20,4,1-5549,35,6,0,5,8.91700005531311,0.25477143015180315
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,6,18,1-6181,659,40,0,219,167.76460242271423,0.25457451050487745
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,10,16,1-1462,192,19,0,51,48.753400564193726,0.2539239612718423
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,20,4,1-9404,100,16,0,16,25.334400177001953,0.25334400177001953
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,15,8,1-9500,33,6,0,4,8.333600044250488,0.2525333346742572
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,20,4,1-5197,72,10,0,14,18.16760015487671,0.2523277799288432
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,6,18,1-9887,36,5,0,7,9.083800077438354,0.2523277799288432
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,1,21,1-5929,4,1,0,0,1.0,0.25
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,13,15,1-8093,4,1,0,0,1.0,0.25
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,8,1,1-7608,4,1,0,0,1.0,0.25
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,3,24,MLG10,60,15,0,0,15.0,0.25
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,5,5,1-6718,20,5,0,0,5.0,0.25
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,1-4910,1,21,1-4910,4,1,0,0,1.0,0.25
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,6,18,1-8066,86,2,0,33,21.25220036506653,0.24711860889612242
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,16,11,1-6561,65,6,0,17,15.917800188064575,0.24488923366253193
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,14,6,1-2034,16,1,0,5,3.9170000553131104,0.2448125034570694
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,16,11,1-8421,109,8,0,32,26.668800354003906,0.24466789315599913
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,1,21,1-2382,139,27,0,12,34.000800132751465,0.24461007289749256
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,10,16,1-4390,45,4,0,12,11.000800132751465,0.24446222517225477
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,15,8,1-19286,40,8,0,3,9.750200033187866,0.24375500082969664
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,4,12,1-2701,61,9,0,10,14.83400011062622,0.24318032968239706
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,11,14,1-3523,543,58,0,126,131.50840139389038,0.24218858451913514
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,6,18,MLG02,320,25,0,89,76.92260098457336,0.24038312807679177
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,13,15,1-3106,34,7,0,2,8.166800022125244,0.24020000065074248
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,14,6,1-7024,498,67,0,88,118.33920097351074,0.23762891761749144
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,18,13,MLG33,20,3,0,3,4.750200033187866,0.23751000165939332
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,17,17,1-5891,96,21,0,3,22.750200033187866,0.23698125034570694
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,7,2,1-7441,111,21,0,9,26.2506000995636,0.23649189278886124
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,15,8,1-9457,11,2,0,1,2.583400011062622,0.23485454646023837
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,18,13,1-1972,32,4,0,6,7.500400066375732,0.23438750207424164
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,6,18,1-7140,397,9,0,144,93.00960159301758,0.2342811123249813
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,7,2,1-7964,202,34,0,22,46.834800243377686,0.23185544674939448
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,12,20,1-6611,89,6,0,25,20.58500027656555,0.2312921379389388
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,7,2,1-4649,244,22,0,59,56.4206006526947,0.23123196988809305
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,9,7,1-9892,22,1,0,7,5.0838000774383545,0.23108182170174338
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,9,7,1-9156,268,15,0,80,61.672000885009766,0.23011940628734986
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,21,3,1-1935,12,1,0,3,2.750200033187866,0.22918333609898886
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,2,23,1-5355,53,5,0,12,12.000800132751465,0.2264301911839899
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-9447,9,7,1-9447,7,1,0,1,1.583400011062622,0.2262000015803746
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,9,7,1-5913,14,2,0,2,3.166800022125244,0.2262000015803746
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,20,4,1-11206,14,2,0,2,3.166800022125244,0.2262000015803746
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,16,11,1-1570,142,14,0,31,32.085400342941284,0.22595352354184003
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,16,11,1-7744,37,6,0,4,8.333600044250488,0.22523243362839157
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,11,14,1-18558,307,29,0,68,68.6712007522583,0.2236846930040987
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,14,6,1-8529,56,2,0,18,12.501200199127197,0.2232357178415571
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,15,8,1-1608,307,55,0,23,68.41820025444031,0.22286058714801404
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,1,21,1-9630,33,5,0,4,7.333600044250488,0.22223030437122693
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,13,15,1-8544,54,12,0,0,12.0,0.2222222222222222
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,12,20,1-7042,117,13,0,22,25.834800243377686,0.22081025849040756
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,6,18,1-4634,48,3,0,13,10.584200143814087,0.2205041696627935
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,18,13,MLG63,380,26,0,99,83.75660109519958,0.22041210814526208
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,10,16,1-19547,66,8,0,11,14.417400121688843,0.21844545638922488
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,9,7,1-6538,44,2,0,13,9.584200143814087,0.21782273054122925
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,15,8,1-1250,34,5,0,4,7.333600044250488,0.21569411894854376
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,14,6,1-18371,120,18,0,13,25.584200143814087,0.21320166786511738
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,8,1,1-5425,17,3,0,1,3.583400011062622,0.21078823594486013
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,16,11,1-18603,19,4,0,0,4.0,0.21052631578947367
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,15,8,1-8095,46,5,0,8,9.667200088500977,0.2101565236630647
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,6,18,1-9667,14,0,0,5,2.9170000553131104,0.20835714680807932
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,4,12,1-4149,16,1,0,4,3.3336000442504883,0.20835000276565552
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,16,11,1-5043,123,11,0,25,25.58500027656555,0.20800813232980123
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,1,21,1-9417,76,14,0,3,15.750200033187866,0.20723947412089297
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,2,23,1-7682,141,26,0,5,28.91700005531311,0.20508510677527028
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,14,6,1-10038,76,8,0,13,15.584200143814087,0.20505526505018534
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,5,5,1-1770,35,6,0,2,7.166800022125244,0.2047657149178641
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,22,9,1-1005,125,15,0,18,25.501200199127197,0.20400960159301756
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,16,11,1-6980,128,8,0,31,26.085400342941284,0.20379219017922878
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,16,11,1-5626,125,12,0,23,25.418200254440308,0.20334560203552246
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,13,15,MLG53,91,8,0,18,18.501200199127197,0.20330989229810106
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,16,11,1-10785,279,24,0,56,56.670400619506836,0.20311971548210336
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,16,11,1-3141,136,13,0,25,27.58500027656555,0.20283088438651142
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,11,14,1-4355,49,7,0,5,9.91700005531311,0.2023877562308798
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,7,2,1-3447,110,8,0,24,22.00160026550293,0.20001454786820846
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,15,8,1-8906,15,3,0,0,3.0,0.2
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,7,2,1-9651,38,7,0,1,7.583400011062622,0.19956315818585849
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,11,14,1-7066,23,4,0,1,4.583400011062622,0.1992782613505488
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,18,13,1-0031,13,2,0,1,2.583400011062622,0.19872307777404785
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,21,3,1-3104,16,2,0,2,3.166800022125244,0.19792500138282776
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,10,16,1-1827,24,3,0,3,4.750200033187866,0.19792500138282776
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,12,20,1-9655,27,3,0,4,5.333600044250488,0.19754074237964772
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,5,5,1-9614,30,3,0,5,5.91700005531311,0.19723333517710367
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,2,23,1-5653,11,1,0,2,2.166800022125244,0.196981820193204
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,7,2,1-7481,33,3,0,6,6.500400066375732,0.196981820193204
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,12,20,1-17907,119,8,0,26,23.168400287628174,0.1946924393918334
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,14,6,1-9768,241,30,0,29,46.91860032081604,0.1946829888830541
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,16,11,1-3176,3,0,0,1,0.5834000110626221,0.19446667035420737
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,11,14,1-20012,12,0,0,4,2.3336000442504883,0.19446667035420737
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,16,11,1-0129,142,20,0,13,27.584200143814087,0.19425493059024004
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,4,12,1-8018,58,6,0,9,11.250600099563599,0.1939758637855793
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,12,20,1-4640,87,8,0,15,16.75100016593933,0.1925402317924061
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,4,12,1-7991,46,3,0,10,8.83400011062622,0.1920434806657874
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,6,18,1-2423,79,0,0,26,15.168400287628174,0.1920050669320022
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,2,23,MLG38,77,13,0,3,14.750200033187866,0.19156103939205021
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,8,1,MLG69,576,75,0,59,109.4206006526947,0.18996632057759497
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,2,23,1-8314,36,1,0,10,6.834000110626221,0.18983333640628391
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,1,21,1-1769,89,11,0,10,16.83400011062622,0.18914606865872158
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,4,12,1-7536,17,2,0,2,3.166800022125244,0.18628235424266143
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,15,8,1-3639,17,2,0,2,3.166800022125244,0.18628235424266143
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,16,11,1-9963,116,11,0,18,21.501200199127197,0.18535517413040686
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,4,12,1-13247,29,3,0,4,5.333600044250488,0.18391724290518924
