Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,2,MLG59,71,17,1,11,1018.2551591917872,14.341621960447707
MLG45,21,24,MLG45,70,0,1,4,1000.4564215242863,14.292234593204089
1-8285,7,24,1-8285,72,0,1,8,1000.9128430485725,13.901567264563507
MLG38,7,12,MLG38,77,14,1,11,1015.2551591917872,13.185131937555678
1-18028,7,12,1-18028,309,11,1,84,1020.5848520100117,3.302863598737902
MLG56,2,2,MLG56,511,56,1,48,1061.4770582914352,2.0772545172043744
1-0008,10,4,1-0008,230,123,0,40,127.5642152428627,0.5546270227950553
1-8573,22,5,1-8573,184,90,0,22,92.51031838357449,0.5027734694759483
MLG44,8,13,MLG44,59,25,0,6,25.684632286429405,0.43533275061744753
1-3587,14,6,1-3587,46,17,0,10,18.141053810715675,0.39437073501555814
1-6611,3,3,1-6611,89,31,0,35,34.993688337504864,0.393187509410167
1-5002,3,3,1-5002,45,16,0,9,17.026948429644108,0.3783766317698691
MLG48,18,19,MLG48,159,58,0,18,60.053896859288216,0.37769746452382524
1-4531,20,16,1-4531,94,29,0,35,32.993688337504864,0.3509966844415411
1-5043,18,19,1-5043,123,40,0,24,42.73852914571762,0.34746771663185055
MLG40,9,13,MLG40,51,17,0,6,17.684632286429405,0.3467574958123413
MLG63,8,13,MLG63,380,124,0,46,129.2488475292921,0.34012854612971605
1-6561,18,19,1-6561,65,21,0,3,21.342316143214703,0.3283433252802262
1-8067,6,14,1-8067,322,95,0,85,104.69895739108324,0.32515204158721506
1-6858,9,11,1-6858,23,7,0,4,7.45642152428627,0.32419224018635956
1-7682,7,12,1-7682,141,42,0,16,43.82568609714508,0.3108204687740786
1-7866,11,9,1-7866,318,91,0,43,95.9065313860774,0.3015928659939541
1-0303,17,18,1-0303,212,55,0,51,60.819374434649944,0.2868838416728771
MLG51,5,15,MLG51,248,63,0,48,68.47705829143524,0.2761171705299808
1-17907,3,3,1-17907,119,29,0,32,32.65137219429016,0.2743812789436148
1-0129,18,19,1-0129,142,37,0,13,38.48336995393038,0.27100964756289
1-3516,22,20,1-3516,156,38,0,34,41.879582956433296,0.2684588651053416
1-2382,7,12,1-2382,139,30,0,47,35.362952910363674,0.25440973316808396
