,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-7004,16,7,1-7004,381,56,0,287,301.9126564860344,0.7924216705670194
1,1-7024,11,14,1-7024,498,76,0,290,324.48317205905914,0.6515726346567453
2,1-8379,8,6,1-8379,5,3,0,0,3.0,0.6
3,1-1183,13,21,1-1183,45,26,0,1,26.856838524341583,0.5968186338742574
4,MLG29,5,11,MLG29,164,39,0,66,95.5513426065445,0.5826301378447835
5,1-4494,1,17,1-4494,16,4,0,6,9.1410311460495,0.5713144466280937
6,1-1390,4,20,1-1390,98,32,0,26,54.277801632881165,0.5538551187028691
7,1-3447,18,9,1-3447,110,4,0,64,58.83766555786133,0.5348878687078302
8,1-7005,18,9,1-7005,285,7,0,160,144.09416389465332,0.5055935575250994
9,1-6227,9,10,1-6227,52,15,0,13,26.138900816440582,0.5026711695469342
10,MLG57,10,5,MLG57,629,56,0,293,307.0536876320839,0.4881616655518027
11,1-10785,6,3,1-10785,279,35,0,114,132.6795917749405,0.4755540923832992
12,1-6098,5,11,1-6098,1327,151,0,554,625.6885424852371,0.4715060606520249
13,1-8627,9,10,1-8627,25,9,0,3,11.57051557302475,0.4628206229209899
14,1-9283,21,15,1-9283,235,70,0,45,108.55773359537125,0.4619478025334946
15,MLG62,14,12,MLG62,525,31,0,245,240.9254384636879,0.4589055970736912
16,1-3596,21,15,1-3596,223,38,0,72,99.692373752594,0.447051003374861
17,1-1015,1,18,1-1015,155,13,0,63,66.98082703351974,0.4321343679581919
18,1-1608,15,4,1-1608,307,68,0,74,131.40605080127716,0.4280327387663751
19,MLG75,11,14,MLG75,185,49,0,35,78.98934835195541,0.4269694505511103
20,1-9379,11,14,1-9379,58,17,0,9,24.71154671907425,0.4260611503288664
21,1-10060,8,20,1-10060,36,10,0,6,15.1410311460495,0.4205841985013749
22,1-3534,16,7,1-3534,279,21,0,112,116.96591472625732,0.4192326692697395
23,1-5002,5,11,1-5002,45,6,0,15,18.85257786512375,0.4189461747805277
24,1-9655,3,19,1-9655,27,7,0,5,11.284192621707916,0.4179330600632561
25,1-9831,19,13,1-9831,132,14,0,48,55.128249168396,0.4176382512757272
26,1-2324,1,18,1-2324,25,6,0,5,10.284192621707916,0.4113677048683166
27,1-18202,2,17,1-18202,23,0,0,11,9.425223767757416,0.4097923377285833
28,1-8328,16,7,1-8328,114,9,0,44,46.70089507102966,0.4096569743072777
29,1-13247,3,19,1-13247,29,11,0,1,11.856838524341583,0.4088565008393649
30,1-11330,1,18,1-11330,14,4,0,2,5.713677048683167,0.4081197891916547
31,1-0053,5,11,1-0053,142,10,0,55,57.12611883878708,0.4022966115407541
32,MLG45,1,18,MLG45,70,11,0,20,28.136770486831665,0.4019538640975952
33,1-9452,1,18,1-9452,16,3,0,4,6.427354097366333,0.4017096310853958
34,1-3216,15,4,1-3216,5,2,0,0,2.0,0.4
35,1-3509,17,22,1-3509,35,2,0,14,13.995739340782166,0.3998782668794904
36,1-5172,6,3,1-5172,120,4,0,51,47.698764741420746,0.3974897061785062
37,1-6914,19,13,1-6914,73,11,0,21,28.99360901117325,0.3971727261804554
38,1-3139,18,9,1-3139,93,5,0,37,36.70302540063858,0.3946561871036406
39,1-6858,19,13,1-6858,23,3,0,7,8.997869670391083,0.3912117247996123
40,MLG51,10,5,MLG51,248,39,0,67,96.40818113088608,0.3887426658503471
41,1-5799,1,20,1-5799,7,1,0,2,2.7136770486831665,0.3876681498118809
42,MLG32,2,17,MLG32,52,15,0,6,20.1410311460495,0.3873275220394134
43,MLG14,14,12,MLG14,232,71,0,22,89.85044753551483,0.3872864117910122
44,1-4417,20,1,1-4417,151,0,0,68,58.26501965522766,0.3858610573193884
