Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,23,14,1-9752,22,2,0,3,2.096458248794079,0.09529355676336722
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,17,19,1-6927,179,16,0,26,16.835971489548683,0.09405570664552337
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,6,13,1-5161,12,1,0,4,1.128610998392105,0.09405091653267543
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,5,9,1-6035,23,2,0,5,2.1607637479901314,0.09394624991261441
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,4,17,1-0358,22,2,0,2,2.0643054991960526,0.09383206814527512
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,11,4,1-8578,11,1,0,1,1.0321527495980263,0.09383206814527512
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,16,15,1-1989,46,4,0,9,4.2893747463822365,0.093247277095266
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,17,19,1-6787,56,5,0,6,5.192916497588158,0.09273065174264568
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,11,4,1-7058,80,7,0,13,7.417985744774342,0.09272482180967927
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,5,MLG54,595,52,0,94,55.02235846221447,0.09247455203733525
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,4,3,1-8018,58,5,0,10,5.321527495980263,0.09175047406862522
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,6,13,1-9946,12,1,0,3,1.0964582487940788,0.0913715207328399
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,17,19,1-9831,132,11,0,32,12.02888798713684,0.09112793929649121
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,22,16,1-8400,33,3,0,0,3.0,0.09090909090909091
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,20,18,MLG12,146,12,0,36,13.157498985528946,0.09011985606526675
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,10,17,1-4640,87,7,0,26,7.835971489548683,0.0900686378109044
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,15,22,1-3206,45,4,0,1,4.032152749598026,0.0896033944355117
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,5,9,1-1005,125,10,0,37,11.189651735126972,0.08951721388101577
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,14,3,1-4355,49,4,0,12,4.385832995176315,0.08950679581992481
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,19,6,1-6240,698,58,0,135,62.34062119573355,0.08931321088213975
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,6,22,1-9740,34,3,0,1,3.0321527495980263,0.08918096322347135
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,1,12,1-8188,140,12,0,15,12.482291243970394,0.0891592231712171
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,8,1,1-6006,57,5,0,2,5.0643054991960526,0.08884746489817635
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,20,2,1-1580,400,34,0,46,35.47902648150921,0.08869756620377302
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,21,11,1-7213,23,2,0,1,2.0321527495980263,0.08835446737382723
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,17,19,1-9496,39,3,0,13,3.4179857447743416,0.08764066012241901
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,10,17,1-5214,40,3,0,14,3.450138494372368,0.0862534623593092
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,14,3,1-1935,12,1,0,1,1.0321527495980263,0.08601272913316886
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,20,2,1-4499,12,1,0,1,1.0321527495980263,0.08601272913316886
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,14,17,1-1204,39,3,0,10,3.3215274959802628,0.08516737169180161
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,2,21,1-5626,125,10,0,18,10.578749492764473,0.08462999594211579
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,5,15,1-9416,13,1,0,3,1.0964582487940788,0.08434294221492913
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,16,15,1-2335,145,11,0,36,12.157498985528946,0.0838448205898548
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,2,21,MLG07,90,7,0,16,7.51444399356842,0.08349382215076023
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,5,9,1-19205,12,1,0,0,1.0,0.08333333333333333
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,3,23,1-1827,24,2,0,0,2.0,0.08333333333333333
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,11,4,1-9237,38,3,0,5,3.1607637479901314,0.08317799336816135
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,2,21,1-3083,78,6,0,15,6.482291243970394,0.08310629799962044
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,10,17,MLG42,14,1,0,5,1.1607637479901314,0.08291169628500938
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,13,5,1-7964,202,16,0,20,16.643054991960526,0.08239136134633923
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,6,13,1-4052,13,1,0,2,1.0643054991960526,0.08186965378431174
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,1,5,1-3564,41,3,0,11,3.353680245578289,0.08179707916044607
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,3,23,1-1224,151,12,0,9,12.289374746382236,0.08138658772438567
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,18,8,1-6227,52,4,0,7,4.225069247186184,0.08125133167665738
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,3,1-6532,27,2,0,6,2.1929164975881577,0.08121912954030214
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,4,20,1-7467,64,5,0,6,5.192916497588158,0.08113932027481496
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,19,6,1-10539,63,4,0,34,5.093193486332893,0.08084434105290307
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,2,21,1-7682,141,10,0,43,11.38256823271513,0.08072743427457539
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,8,1,1-10038,76,6,0,3,6.096458248794079,0.08021655590518524
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,23,14,MLG53,91,7,0,9,7.2893747463822365,0.08010301919101359
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,1-9331,19,6,1-9331,25,2,0,0,2.0,0.08
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,17,19,1-10468,549,39,0,150,43.82291243970394,0.07982315562787604
69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,1-18498,19,6,1-18498,13,1,0,1,1.0321527495980263,0.07939636535369433
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,3,23,1-6919,43,2,0,43,3.38256823271513,0.07866437750500302
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,2,21,1-9997,16,1,0,8,1.2572219967842102,0.07857637479901314
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,17,19,1-8820,83,6,0,16,6.51444399356842,0.07848727703094482
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,10,17,1-0272,111,8,0,22,8.707360491156578,0.07844468910951873
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,2,21,1-9667,14,1,0,3,1.0964582487940788,0.0783184463424342
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,4,20,1-7204,26,2,0,1,2.0321527495980263,0.07815972113838562
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,14,3,1-8042,52,3,0,33,4.061040736734867,0.07809693724490128
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,10,17,1-8267,133,9,0,43,10.38256823271513,0.0780644228023694
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,13,5,1-1942,34,2,0,20,2.6430549919605255,0.07773691152825075
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,16,15,1-6692,71,5,0,16,5.51444399356842,0.07766822526152704
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,17,19,1-1317,414,29,0,97,32.11881671100855,0.07758168287683224
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,4,20,1-4319,163,12,0,20,12.643054991960526,0.07756475455190506
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,9,7,1-19839,13,1,0,0,1.0,0.07692307692307693
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,11,4,1-6531,27,2,0,2,2.0643054991960526,0.07645575922948343
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,6,13,1-11329,14,1,0,2,1.0643054991960526,0.07602182137114662
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,10,17,1-8328,114,8,0,18,8.578749492764473,0.0752521885330217
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,7,5,1-5654,15,1,0,4,1.128610998392105,0.07524073322614035
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,13,5,1-5803,15,1,0,4,1.128610998392105,0.07524073322614035
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,14,3,1-18558,307,19,0,115,22.69756620377302,0.07393344040316945
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,16,16,1-19448,45,3,0,10,3.3215274959802628,0.07381172213289473
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,12,8,1-11330,14,1,0,1,1.0321527495980263,0.07372519639985901
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,11,4,1-7866,318,20,0,102,23.27958045899868,0.07320622785848642
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,12,21,1-1850,30,2,0,6,2.1929164975881577,0.07309721658627193
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,1,12,MLG37,116,8,0,14,8.450138494372368,0.07284602150321007
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,8,1,1-8503,16,1,0,5,1.1607637479901314,0.07254773424938321
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,13,5,1-6909,36,2,0,19,2.6109022423624992,0.0725250622878472
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,23,14,1-19549,29,2,0,2,2.0643054991960526,0.07118294824813974
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,22,16,1-18371,120,8,0,11,8.353680245578289,0.06961400204648574
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,2,21,1-8938,30,2,0,2,2.0643054991960526,0.06881018330653509
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,16,15,1-3639,17,1,0,5,1.1607637479901314,0.06828022047000773
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,13,5,1-8678,17,1,0,5,1.1607637479901314,0.06828022047000773
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,8,1,1-9277,48,3,0,8,3.25722199678421,0.06785879159967105
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,7,23,1-8181,30,2,0,1,2.0321527495980263,0.06773842498660088
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,2,21,MLG78,80,5,0,13,5.417985744774342,0.06772482180967927
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,8,1,1-3139,93,6,0,9,6.2893747463822365,0.06762768544497029
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,14,3,1-0278,79,4,0,41,5.318262733519077,0.06731978143695035
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,4,20,MLG64,245,15,0,46,16.47902648150921,0.06726133257758861
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,5,9,1-8397,51,1,0,75,3.4114562198519707,0.06689129842847001
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,6,13,1-9504,30,2,0,0,2.0,0.06666666666666667
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,2,21,1-9452,16,1,0,2,1.0643054991960526,0.06651909369975328
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,4,2,1-9185,31,2,0,1,2.0321527495980263,0.06555331450316214
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,10,17,1-8928,39,2,0,17,2.5465967431664467,0.06529735238888325
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,21,11,1-7140,397,23,0,89,25.86159471422434,0.06514255595522503
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,15,22,1-9739,31,2,0,0,2.0,0.06451612903225806
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,23,14,1-4098,16,1,0,1,1.0321527495980263,0.06450954684987664
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,22,16,1-9630,33,2,0,4,2.128610998392105,0.06450336358763954
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,7,4,1-1177,17,1,0,3,1.0964582487940788,0.06449754404671051
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,17,19,1-5197,72,4,0,19,4.610902242362499,0.06404030892170137
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,17,19,1-8493,38,2,0,12,2.3858329951763153,0.06278507882042934
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,15,22,1-3106,34,2,0,4,2.128610998392105,0.06260620583506192
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,13,5,MLG46,17,1,0,2,1.0643054991960526,0.06260620583506192
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,15,22,1-0003,17,1,0,2,1.0643054991960526,0.06260620583506192
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,17,19,1-2294,75,4,0,18,4.578749492764473,0.06104999323685964
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,5,9,MLG06,18,1,0,3,1.0964582487940788,0.0609143471552266
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0001,1,12,1-0001,17,1,0,1,1.0321527495980263,0.06071486762341331
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,8,1,1-6611,89,5,0,12,5.385832995176315,0.06051497747389118
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,15,20,1-5549,35,2,0,3,2.096458248794079,0.05989880710840225
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,23,19,1-1769,89,5,0,9,5.2893747463822365,0.059431176925643106
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,17,23,1-0037,35,2,0,2,2.0643054991960526,0.05898015711988722
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,15,19,1-6858,23,1,0,11,1.353680245578289,0.05885566285122996
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,3,23,1-8314,36,2,0,3,2.096458248794079,0.05823495135539108
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,4,20,1-9417,76,4,0,12,4.385832995176315,0.05770832888389889
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,12,18,1-8659,91,5,0,7,5.225069247186184,0.05741834337567235
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,3,23,1-9333,102,5,0,26,5.835971489548683,0.05721540676028121
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,1,5,1-6538,44,2,0,16,2.5144439935684204,0.05714645439928228
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,15,22,1-6594,70,4,0,0,4.0,0.05714285714285714
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,22,16,1-6743,58,3,0,9,3.2893747463822365,0.056713357696245456
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,6,13,1-7897,95,5,0,10,5.321527495980263,0.056016078905055396
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,8,1,72-12171,19,1,0,2,1.0643054991960526,0.056016078905055396
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,3,23,1-4020,37,2,0,2,2.0643054991960526,0.05579204051881223
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-0022,1,12,1-0022,18,1,0,0,1.0,0.05555555555555555
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1-8174,17,19,1-8174,45,2,0,15,2.482291243970394,0.05516202764378653
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,17,19,1-9674,144,7,0,29,7.932429738342762,0.05508631762738029
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,3,23,1-8551,38,2,0,2,2.0643054991960526,0.05432382892621191
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,9,7,1-9607,19,1,0,1,1.0321527495980263,0.05432382892621191
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,9,3,1-11350,100,4,0,44,5.414720982313156,0.054147209823131565
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,16,15,1-8529,56,3,0,1,3.0321527495980263,0.05414558481425047
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,16,15,1-5775,244,12,0,34,13.093193486332893,0.053660629042347925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,1,12,72-0103,71,2,0,56,3.8005539774894714,0.05352892926041509
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,17,19,1-8067,322,15,0,69,17.218539722263813,0.05347372584553979
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,5,9,1-9839,20,1,0,2,1.0643054991960526,0.053215274959802626
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,22,15,1-1207,66,3,0,15,3.482291243970394,0.052761988545005974
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,21,11,1-9808,74,3,0,27,3.8681242391467094,0.05227194917765823
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,10,16,1-1191,53,1,0,55,2.768401227891445,0.05223398543191406
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,9,7,1-18028,309,14,0,63,16.025623224675655,0.05186285833228368
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,3,23,1-0053,142,7,0,8,7.25722199678421,0.051107197160452186
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,16,15,1-1957,47,2,0,12,2.3858329951763153,0.05076240415268756
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,21,11,1-4417,151,7,0,20,7.6430549919605255,0.05061625822490414
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,16,15,1-9794,46,2,0,10,2.3215274959802628,0.05046798904304919
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,15,22,1-6718,20,1,0,0,1.0,0.05
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,6,11,1-9578,42,2,0,3,2.096458248794079,0.04991567259033521
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,10,17,1-7182,22,1,0,3,1.0964582487940788,0.04983901130882176
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,4,15,1-9892,22,1,0,3,1.0964582487940788,0.04983901130882176
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,16,15,1-7842,21,1,0,1,1.0321527495980263,0.04915013093323935
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,8,1,1-9227,801,37,0,53,38.70409572869539,0.048319720010855674
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,9,11,1-8622,54,2,0,18,2.578749492764473,0.04775462023637913
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,7,21,1-2297,25,1,0,6,1.1929164975881577,0.047716659903526304
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,1-8125,1,12,1-8125,21,1,0,0,1.0,0.047619047619047616
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,10,17,1-9850,27,1,0,8,1.2572219967842102,0.04656377765867445
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,7,3,1-8398,54,2,0,16,2.5144439935684204,0.04656377765867445
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,16,15,1-9770,50,2,0,10,2.3215274959802628,0.046430549919605255
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,10,17,1-2400,49,2,0,8,2.25722199678421,0.046065755036412456
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,1,3,1-5981,28,1,0,9,1.2893747463822365,0.04604909808507988
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,8,1,1-4390,45,2,0,1,2.0321527495980263,0.04515894999106725
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,2,21,1-8094,58,2,0,18,2.578749492764473,0.0444611981511116
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,16,15,1-7993,24,1,0,2,1.0643054991960526,0.04434606246650219
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,12,11,MLG67,27,1,0,6,1.1929164975881577,0.044182092503265095
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,6,13,MLG15,105,4,0,18,4.578749492764473,0.04360713802632831
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,8,1,1-8488,23,1,0,0,1.0,0.043478260869565216
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,3,23,1-3584,26,1,0,4,1.128610998392105,0.04340811532277327
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,8,1,1-8341,197,8,0,17,8.546596743166447,0.04338373981302765
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,22,16,1-9768,241,10,0,14,10.450138494372368,0.04336157051606792
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,8,1,1-7005,285,12,0,8,12.25722199678421,0.0430077964799446
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,10,17,1-7152,109,3,0,51,4.63979022949934,0.04256688283944349
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,9,23,1-18423,47,2,0,0,2.0,0.0425531914893617
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,15,4,1-9110,29,1,0,7,1.225069247186184,0.04224376714435117
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-9444,6,13,1-9444,24,1,0,0,1.0,0.041666666666666664
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,3,23,1-8627,25,1,0,1,1.0321527495980263,0.04128610998392105
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,8,1,1-1462,192,7,0,27,7.868124239146709,0.04097981374555578
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,10,17,1-7004,381,13,0,76,15.443608969449997,0.04053440674396325
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,9,16,1-8450,52,2,0,3,2.096458248794079,0.040316504784501515
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,17,19,1-9338,29,1,0,5,1.1607637479901314,0.04002633613759074
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,11,4,1-3087,26,1,0,1,1.0321527495980263,0.03969818267684717
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,17,19,1-8573,184,6,0,40,7.286109983921051,0.03959842382565788
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,4,23,1-5355,53,2,0,3,2.096458248794079,0.03955581601498262
