Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,1,MLG40,3,51,8,1,0,1008.0,19.764705882352942
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,18,1,16,1030.066577911377,14.715236827305384
32,32,32,32,32,32,32,32,32,32,1-7874,1,1-7874,19,258,15,1,0,1015.0,3.934108527131783
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,61,1,151,1174.87832903862,2.1400333862269947
473,473,473,473,473,473,473,473,473,473,1-5161,2,1-5161,20,12,4,0,4,7.016644477844238,0.5847203731536865
256,256,256,256,256,256,256,256,256,256,1-0296,6,1-0296,3,41,5,0,23,22.34570574760437,0.5450172133562041
85,85,85,85,85,85,85,85,85,85,1-1131,13,1-1131,12,138,28,0,62,74.7579894065857,0.5417245609172876
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,20,0,21,35.83738350868225,0.5047518804039753
81,81,81,81,81,81,81,81,81,81,1-7682,14,1-7682,11,141,27,0,56,69.23302268981934,0.49101434531786764
12,12,12,12,12,12,12,12,12,12,1-7024,11,1-7024,9,498,70,0,225,239.6862518787384,0.48129769453561927
22,22,22,22,22,22,22,22,22,22,MLG50,17,MLG50,15,319,43,0,144,151.59920120239258,0.4752326056501335
239,239,239,239,239,239,239,239,239,239,1-5002,10,1-5002,7,45,9,0,16,21.066577911376953,0.46814617580837675
203,203,203,203,203,203,203,203,203,203,1-9938,9,1-9938,6,55,18,0,10,25.541611194610596,0.4643929308111017
71,71,71,71,71,71,71,71,71,71,1-4417,20,1-4417,18,151,21,0,65,70.02047276496887,0.46371174016535677
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,80,73.33288955688477,0.4612131418671998
112,112,112,112,112,112,112,112,112,112,1-3447,7,1-3447,4,110,34,0,22,50.59154462814331,0.459923132983121
56,56,56,56,56,56,56,56,56,56,1-8427,14,1-8427,11,189,12,0,95,83.64530634880066,0.44256775845926277
206,206,206,206,206,206,206,206,206,206,1-8544,10,1-8544,8,54,5,0,25,23.85402798652649,0.4417412590097498
62,62,62,62,62,62,62,62,62,62,1-6878,20,1-6878,18,167,7,0,86,71.85785627365112,0.430286564512881
143,143,143,143,143,143,143,143,143,143,1-9286,14,1-9286,11,81,9,0,34,34.641478061676025,0.427672568662667
54,54,54,54,54,54,54,54,54,54,1-1350,14,1-1350,11,195,34,0,65,83.02047276496887,0.42574601417932756
358,358,358,358,358,358,358,358,358,358,1-8627,9,1-8627,11,25,6,0,6,10.524966716766357,0.4209986686706543
295,295,295,295,295,295,295,295,295,295,1-1942,4,1-1942,1,34,3,0,15,14.312416791915894,0.4209534350563498
146,146,146,146,146,146,146,146,146,146,MLG78,17,MLG78,15,80,17,0,22,33.59154462814331,0.4198943078517914
278,278,278,278,278,278,278,278,278,278,1-7845,2,1-7845,20,36,9,0,8,15.033288955688477,0.41759135988023544
34,34,34,34,34,34,34,34,34,34,MLG51,18,MLG51,16,248,70,0,44,103.18308925628662,0.4160608437753493
296,296,296,296,296,296,296,296,296,296,1-0205,4,1-0205,1,34,2,0,16,14.066577911376953,0.413722879746381
5,5,5,5,5,5,5,5,5,5,MLG57,18,MLG57,16,629,119,0,186,259.2739682197571,0.4122002674399954
242,242,242,242,242,242,242,242,242,242,1-3206,15,1-3206,13,45,11,0,10,18.541611194610596,0.4120358043246799
30,30,30,30,30,30,30,30,30,30,1-10785,16,1-10785,14,279,29,0,113,114.22020649909973,0.4093914211437266
19,19,19,19,19,19,19,19,19,19,1-7863,16,1-7863,14,351,18,0,166,143.1907458305359,0.4079508428220396
195,195,195,195,195,195,195,195,195,195,1-9379,11,1-9379,9,58,13,0,14,23.558255672454834,0.40617682193887644
23,23,23,23,23,23,23,23,23,23,1-7866,6,1-7866,3,318,28,0,134,129.05759000778198,0.405841478011893
89,89,89,89,89,89,89,89,89,89,1-9831,8,1-9831,5,132,13,0,53,52.97053933143616,0.4012919646320921
394,394,394,394,394,394,394,394,394,394,1-9697,2,1-9697,20,20,5,0,4,8.016644477844238,0.4008322238922119
41,41,41,41,41,41,41,41,41,41,1-9283,14,1-9283,11,235,19,0,99,93.6619508266449,0.39856149287934
182,182,182,182,182,182,182,182,182,182,1-6647,6,1-6647,9,62,10,0,19,24.329061269760132,0.3924042140283892
150,150,150,150,150,150,150,150,150,150,1-3083,6,1-3083,3,78,7,0,31,30.378994703292847,0.389474291067857
124,124,124,124,124,124,124,124,124,124,1-0292,20,1-0292,18,99,3,0,47,38.4455726146698,0.38833911731989695
9,9,9,9,9,9,9,9,9,9,1-3523,6,1-3523,3,543,95,0,150,208.12416791915894,0.38328576044044005
