Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
418,418,418,418,418,418,418,418,418,418,418,418,1-6216,11,11,1-6216,45,39,0,6,40.342060983181,0.8964902440706889
361,361,361,361,361,361,361,361,361,361,361,361,1-0008,8,10,1-0008,230,168,0,96,189.472975730896,0.8237955466560696
425,425,425,425,425,425,425,425,425,425,425,425,1-6006,10,15,1-6006,57,42,0,16,45.578829288482666,0.7996285840084678
517,517,517,517,517,517,517,517,517,517,517,517,1-18028,21,9,1-18028,309,221,0,74,237.55208545923233,0.7687769755962212
78,78,78,78,78,78,78,78,78,78,78,78,1-4088,13,20,1-4088,30,23,0,0,23.0,0.7666666666666667
409,409,409,409,409,409,409,409,409,409,409,409,1-9645,7,14,1-9645,69,47,0,13,49.907798796892166,0.7233014318390169
79,79,79,79,79,79,79,79,79,79,79,79,1-9739,1,19,1-9739,31,19,0,5,20.118384152650833,0.6489801339564785
545,545,545,545,545,545,545,545,545,545,545,545,1-19567,1,19,1-19567,2,1,0,1,1.2236768305301666,0.6118384152650833
281,281,281,281,281,281,281,281,281,281,281,281,1-9995,2,23,1-9995,24,13,0,1,13.223676830530167,0.5509865346054236
357,357,357,357,357,357,357,357,357,357,357,357,1-4760,7,14,1-4760,40,20,0,8,21.789414644241333,0.5447353661060333
466,466,466,466,466,466,466,466,466,466,466,466,1-5981,18,5,1-5981,28,13,0,7,14.565737813711166,0.520204921918256
49,49,49,49,49,49,49,49,49,49,49,49,1-2178,17,16,1-2178,12,6,0,1,6.223676830530167,0.5186397358775139
265,265,265,265,265,265,265,265,265,265,265,265,1-11330,17,16,1-11330,14,7,0,1,7.223676830530167,0.5159769164664405
549,549,549,549,549,549,549,549,549,549,549,549,1-4842,15,12,1-4842,6,3,0,0,3.0,0.5
561,561,561,561,561,561,561,561,561,561,561,561,1-9455,13,20,1-9455,2,1,0,0,1.0,0.5
492,492,492,492,492,492,492,492,492,492,492,492,1-6028,5,1,1-6028,2,1,0,0,1.0,0.5
530,530,530,530,530,530,530,530,530,530,530,530,1-4847,17,16,1-4847,2,1,0,0,1.0,0.5
90,90,90,90,90,90,90,90,90,90,90,90,1-19222,1,19,1-19222,15,7,0,0,7.0,0.4666666666666667
456,456,456,456,456,456,456,456,456,456,456,456,1-8186,13,20,1-8186,26,12,0,0,12.0,0.46153846153846156
442,442,442,442,442,442,442,442,442,442,442,442,MLG11,20,13,MLG11,87,34,0,24,39.368243932724,0.4525085509508506
63,63,63,63,63,63,63,63,63,63,63,63,1-7066,11,11,1-7066,23,10,0,1,10.223676830530167,0.4445076882839203
218,218,218,218,218,218,218,218,218,218,218,218,1-9416,10,15,1-9416,13,5,0,3,5.6710304915905,0.43623311473773074
424,424,424,424,424,424,424,424,424,424,424,424,1-4700,17,16,1-4700,31,9,0,20,13.473536610603333,0.4346302132452688
526,526,526,526,526,526,526,526,526,526,526,526,1-5002,22,3,1-5002,45,18,0,6,19.342060983181,0.4298235774040222
282,282,282,282,282,282,282,282,282,282,282,282,1-1608,15,12,1-1608,307,122,0,43,131.61810371279716,0.4287234648625315
400,400,400,400,400,400,400,400,400,400,400,400,1-18709,17,16,1-18709,33,13,0,5,14.118384152650833,0.427829822807601
426,426,426,426,426,426,426,426,426,426,426,426,1-4355,11,11,1-4355,49,16,0,21,20.6972134411335,0.4223921110435408
77,77,77,77,77,77,77,77,77,77,77,77,1-2153,10,15,1-2153,13,5,0,2,5.447353661060333,0.4190272046969487
322,322,322,322,322,322,322,322,322,322,322,322,1-0296,7,14,1-0296,41,15,0,9,17.0130914747715,0.4149534506041829
274,274,274,274,274,274,274,274,274,274,274,274,1-0033,3,21,1-0033,10,3,0,5,4.118384152650833,0.4118384152650833
523,523,523,523,523,523,523,523,523,523,523,523,1-9861,19,4,1-9861,8,3,0,1,3.2236768305301666,0.40295960381627083
126,126,126,126,126,126,126,126,126,126,126,126,1-8488,17,16,1-8488,23,9,0,1,9.223676830530167,0.40102942741435504
3,3,3,3,3,3,3,3,3,3,3,3,1-8222,6,17,1-8222,12,4,0,3,4.6710304915905,0.38925254096587497
369,369,369,369,369,369,369,369,369,369,369,369,1-6594,15,12,1-6594,70,27,0,1,27.223676830530167,0.3889096690075738
341,341,341,341,341,341,341,341,341,341,341,341,1-0031,18,5,1-0031,13,3,0,9,5.0130914747715,0.3856224211362692
399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,16,MLG60,47,17,0,5,18.118384152650833,0.3854975351627837
