Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
542,542,542,542,542,542,1-1191,3,24,1-1191,53,8,0,0,8.0,0.1509433962264151
150,150,150,150,150,150,1-7005,9,15,1-7005,285,15,0,101,42.97438830137253,0.15078732737323694
67,67,67,67,67,67,1-7481,9,15,1-7481,33,3,0,7,4.938818991184235,0.14966118155103741
230,230,230,230,230,230,1-3089,9,15,1-3089,16,1,0,5,2.384870707988739,0.1490544192492962
2,2,2,2,2,2,MLG17,4,20,MLG17,153,12,0,39,22.801991522312164,0.14903262432883768
151,151,151,151,151,151,1-9870,3,24,1-9870,27,4,0,0,4.0,0.14814814814814814
498,498,498,498,498,498,1-19915,5,21,1-19915,62,6,0,11,9.046715557575226,0.14591476705766493
139,139,139,139,139,139,1-7863,7,1,1-7863,351,51,0,0,51.0,0.1452991452991453
290,290,290,290,290,290,1-8341,9,15,1-8341,197,12,0,59,28.34147435426712,0.14386535205211737
376,376,376,376,376,376,1-7874,9,15,1-7874,258,13,0,87,37.09675031900406,0.14378585394962815
555,555,555,555,555,555,1-3646,16,23,1-3646,7,1,0,0,1.0,0.14285714285714285
316,316,316,316,316,316,1-7441,4,20,1-7441,111,5,0,39,15.801991522312164,0.14236028398479428
459,459,459,459,459,459,1-2545,2,19,1-2545,145,9,0,42,20.632913947105408,0.14229595825589936
462,462,462,462,462,462,1-1183,8,4,1-1183,45,5,0,5,6.384870707988739,0.1418860157330831
145,145,145,145,145,145,MLG06,11,5,MLG06,18,2,0,2,2.5539482831954956,0.1418860157330831
383,383,383,383,383,383,1-8551,11,5,1-8551,38,4,0,5,5.384870707988739,0.1417071238944405
500,500,500,500,500,500,1-0292,13,17,1-0292,99,9,0,18,13.98553454875946,0.14126802574504504
380,380,380,380,380,380,1-7004,11,5,1-7004,381,34,0,71,53.665164053440094,0.14085344895916035
296,296,296,296,296,296,1-9404,12,7,1-9404,100,3,0,40,14.078965663909912,0.14078965663909912
359,359,359,359,359,359,1-4417,13,17,1-4417,151,11,0,37,21.24804323911667,0.14071551813984548
389,389,389,389,389,389,1-0278,4,20,1-0278,79,6,0,18,10.98553454875946,0.13905739935138559
443,443,443,443,443,443,1-3447,9,15,1-3447,110,5,0,37,15.248043239116669,0.13861857490106064
3,3,3,3,3,3,1-8222,13,17,1-8222,12,0,0,6,1.6618448495864868,0.1384870707988739
280,280,280,280,280,280,1-7608,13,17,1-7608,4,0,0,2,0.5539482831954956,0.1384870707988739
492,492,492,492,492,492,1-6028,2,19,1-6028,2,0,0,1,0.2769741415977478,0.1384870707988739
4,4,4,4,4,4,1-6240,10,12,1-6240,698,73,0,85,96.54280203580856,0.13831346996534177
482,482,482,482,482,482,1-4390,9,15,1-4390,45,4,0,8,6.215793132781982,0.13812873628404404
267,267,267,267,267,267,1-6181,13,17,1-6181,659,42,0,175,90.47047477960587,0.1372844837323306
326,326,326,326,326,326,1-8826,11,5,1-8826,123,11,0,21,16.816456973552704,0.13671916238660733
124,124,124,124,124,124,1-8427,10,12,1-8427,189,15,0,39,25.801991522312164,0.13651847366302733
117,117,117,117,117,117,1-0358,7,1,1-0358,22,3,0,0,3.0,0.13636363636363635
303,303,303,303,303,303,1-8157,2,19,1-8157,75,8,0,8,10.215793132781982,0.13621057510375978
225,225,225,225,225,225,1-9650,12,7,1-9650,25,2,0,5,3.384870707988739,0.13539482831954955
501,501,501,501,501,501,1-18487,5,21,1-18487,23,2,0,4,3.107896566390991,0.13512593766917352
409,409,409,409,409,409,1-9645,5,21,1-9645,69,1,0,30,9.309224247932434,0.13491629344829614
39,39,39,39,39,39,1-7467,6,10,1-7467,64,5,0,13,8.600663840770721,0.13438537251204252
99,99,99,99,99,99,1-5775,8,4,1-5775,244,25,0,28,32.75527596473694,0.13424293428170878
131,131,131,131,131,131,1-9283,10,12,1-9283,235,14,0,63,31.44937092065811,0.13382711030067282
407,407,407,407,407,407,1-8421,5,21,1-8421,109,9,0,20,14.539482831954956,0.13338975075188034
543,543,543,543,543,543,1-5803,4,20,1-5803,15,2,0,0,2.0,0.13333333333333333
532,532,532,532,532,532,1-19447,10,12,1-19447,15,2,0,0,2.0,0.13333333333333333
529,529,529,529,529,529,1-6217,20,13,1-6217,44,5,0,3,5.830922424793243,0.13252096419984644
214,214,214,214,214,214,1-0053,19,2,1-0053,142,13,0,21,18.816456973552704,0.1325102603771317
203,203,203,203,203,203,1-1250,2,19,1-1250,34,2,0,9,4.49276727437973,0.13214021395234501
430,430,430,430,430,430,1-3141,5,21,1-3141,136,11,0,25,17.924353539943695,0.13179671720546834
133,133,133,133,133,133,1-8576,6,10,1-8576,55,5,0,8,7.215793132781982,0.13119623877785422
1,1,1,1,1,1,1-9185,10,12,1-9185,31,1,0,11,4.046715557575226,0.1305392115346847
377,377,377,377,377,377,1-7213,19,2,1-7213,23,3,0,0,3.0,0.13043478260869565
429,429,429,429,429,429,1-6693,19,2,1-6693,98,5,0,28,12.755275964736938,0.13015587719119326
269,269,269,269,269,269,1-7839,6,10,1-7839,24,2,0,4,3.107896566390991,0.1294956902662913
79,79,79,79,79,79,1-9739,15,11,1-9739,31,4,0,0,4.0,0.12903225806451613
424,424,424,424,424,424,1-4700,3,24,1-4700,31,4,0,0,4.0,0.12903225806451613
103,103,103,103,103,103,1-8820,12,7,1-8820,83,4,0,24,10.647379398345947,0.12828167949814395
143,143,143,143,143,143,1-8928,7,1,1-8928,39,5,0,0,5.0,0.1282051282051282
156,156,156,156,156,156,1-8634,1,18,1-8634,10,1,0,1,1.2769741415977478,0.12769741415977479
396,396,396,396,396,396,1-9963,5,21,1-9963,116,10,0,17,14.708560407161713,0.12679793454449753
509,509,509,509,509,509,1-18935,9,15,1-18935,30,1,0,10,3.769741415977478,0.12565804719924928
45,45,45,45,45,45,1-9444,6,10,1-9444,24,3,0,0,3.0,0.125
554,554,554,554,554,554,1-10444,9,15,1-10444,8,1,0,0,1.0,0.125
142,142,142,142,142,142,P-16454,17,9,P-16454,8,1,0,0,1.0,0.125
43,43,43,43,43,43,1-8705,7,1,1-8705,48,6,0,0,6.0,0.125
364,364,364,364,364,364,1-7682,10,12,1-7682,141,9,0,31,17.586198389530182,0.12472481127326371
248,248,248,248,248,248,1-2400,11,5,1-2400,49,5,0,4,6.107896566390991,0.12465095033451003
410,410,410,410,410,410,MLG12,7,1,MLG12,146,18,0,0,18.0,0.1232876712328767
330,330,330,330,330,330,1-4531,9,15,1-4531,94,6,0,20,11.539482831954956,0.12276045565909528
384,384,384,384,384,384,1-9270,5,21,1-9270,128,11,0,17,15.708560407161713,0.12272312818095088
350,350,350,350,350,350,1-2282,16,23,1-2282,219,18,0,32,26.86317253112793,0.12266288826999054
92,92,92,92,92,92,1-7807,11,5,1-7807,239,16,0,48,29.294758796691895,0.1225722125384598
293,293,293,293,293,293,1-8066,13,17,1-8066,86,3,0,27,10.47830182313919,0.12184071887371152
34,34,34,34,34,34,1-6642,2,19,1-6642,36,3,0,5,4.384870707988739,0.1218019641107983
47,47,47,47,47,47,1-19547,3,24,1-19547,66,8,0,0,8.0,0.12121212121212122
253,253,253,253,253,253,1-4649,9,15,1-4649,244,11,0,66,29.280293345451355,0.12000120223545638
84,84,84,84,84,84,1-18714,9,15,1-18714,32,3,0,3,3.8309224247932434,0.11971632577478886
247,247,247,247,247,247,1-20467,17,9,1-20467,13,1,0,2,1.5539482831954956,0.11953448332273044
5,5,5,5,5,5,1-5549,12,7,1-5549,35,3,0,4,4.107896566390991,0.1173684733254569
400,400,400,400,400,400,1-18709,19,2,1-18709,33,3,0,3,3.8309224247932434,0.11608855832706798
81,81,81,81,81,81,1-7770,5,21,1-7770,11,1,0,1,1.2769741415977478,0.11608855832706798
378,378,378,378,378,378,1-6561,5,21,1-6561,65,5,0,9,7.49276727437973,0.11527334268276508
366,366,366,366,366,366,1-5163,20,13,1-5163,16,1,0,3,1.8309224247932434,0.11443265154957771
356,356,356,356,356,356,1-9761,3,24,1-9761,35,4,0,0,4.0,0.11428571428571428
338,338,338,338,338,338,1-6296,13,17,1-6296,254,9,0,72,28.942138195037842,0.11394542596471591
140,140,140,140,140,140,1-2294,12,7,1-2294,75,3,0,20,8.539482831954956,0.11385977109273275
198,198,198,198,198,198,1-9839,1,18,1-9839,20,2,0,1,2.276974141597748,0.1138487070798874
197,197,197,197,197,197,1-8646,19,2,1-8646,20,2,0,1,2.276974141597748,0.1138487070798874
495,495,495,495,495,495,MLG08,15,11,MLG08,107,11,0,4,12.107896566390991,0.11315791183542982
141,141,141,141,141,141,MLG45,2,19,MLG45,70,4,0,14,7.877637982368469,0.11253768546240671
170,170,170,170,170,170,1-5043,5,21,1-5043,123,8,0,21,13.816456973552704,0.11232891848416833
328,328,328,328,328,328,1-9497,19,2,1-9497,150,11,0,21,16.816456973552704,0.11210971315701802
125,125,125,125,125,125,1-8622,13,17,1-8622,54,3,0,11,6.046715557575226,0.11197621402917085
402,402,402,402,402,402,1-5744,3,24,1-5744,18,2,0,0,2.0,0.1111111111111111
134,134,134,134,134,134,1-9465,14,14,1-9465,18,2,0,0,2.0,0.1111111111111111
161,161,161,161,161,161,MLG41,16,23,MLG41,66,4,0,12,7.323689699172974,0.11096499544201475
444,444,444,444,444,444,1-3217,16,23,1-3217,5,0,0,2,0.5539482831954956,0.11078965663909912
24,24,24,24,24,24,1-7140,13,17,1-7140,397,12,0,115,43.852026283741,0.11045850449305038
87,87,87,87,87,87,MLG35,2,19,MLG35,49,4,0,5,5.384870707988739,0.10989532057119876
180,180,180,180,180,180,1-0037,5,21,1-0037,35,3,0,3,3.8309224247932434,0.10945492642266409
286,286,286,286,286,286,1-3587,3,24,1-3587,46,5,0,0,5.0,0.10869565217391304
335,335,335,335,335,335,1-8910,9,15,1-8910,137,6,0,32,14.86317253112793,0.10849031044618927
62,62,62,62,62,62,1-9818,7,1,1-9818,28,3,0,0,3.0,0.10714285714285714
130,130,130,130,130,130,1-1833,8,4,1-1833,124,8,0,19,13.262508690357208,0.1069557152448162
157,157,157,157,157,157,1-6061,19,2,1-6061,40,4,0,1,4.276974141597748,0.1069243535399437
17,17,17,17,17,17,1-18603,8,4,1-18603,19,2,0,0,2.0,0.10526315789473684
515,515,515,515,515,515,1-6531,11,5,1-6531,27,2,0,3,2.8309224247932434,0.10484897869604605
51,51,51,51,51,51,1-9925,12,7,1-9925,93,5,0,17,9.708560407161713,0.10439312265765283
64,64,64,64,64,64,1-9674,12,7,1-9674,144,7,0,29,15.032250106334686,0.10439062573843533
363,363,363,363,363,363,1-10785,7,1,1-10785,279,29,0,0,29.0,0.1039426523297491
199,199,199,199,199,199,MLG39,2,19,MLG39,23,1,0,5,2.384870707988739,0.1036900307821191
467,467,467,467,467,467,1-13247,3,24,1-13247,29,3,0,0,3.0,0.10344827586206896
57,57,57,57,57,57,1-1224,12,7,1-1224,151,12,0,13,15.600663840770721,0.10331565457464054
395,395,395,395,395,395,1-6787,20,13,1-6787,56,3,0,10,5.769741415977478,0.10303109671388354
393,393,393,393,393,393,1-7819,7,1,1-7819,59,6,0,0,6.0,0.1016949152542373
12,12,12,12,12,12,MLG84,4,20,MLG84,63,5,0,5,6.384870707988739,0.10134715409505934
138,138,138,138,138,138,1-5515,8,4,1-5515,29,1,0,7,2.9388189911842346,0.10133858590290465
483,483,483,483,483,483,1-9491,3,24,1-9491,80,8,0,0,8.0,0.1
73,73,73,73,73,73,1-5355,16,23,1-5355,53,5,0,1,5.276974141597748,0.09956554984146694
123,123,123,123,123,123,MLG55,16,23,MLG55,92,6,0,11,9.046715557575226,0.09833386475625246
358,358,358,358,358,358,1-9831,12,7,1-9831,132,3,0,36,12.971069097518921,0.09826567498120395
179,179,179,179,179,179,1-4052,16,23,1-4052,13,1,0,1,1.2769741415977478,0.09822878012290367
121,121,121,121,121,121,1-7070,10,12,1-7070,129,6,0,24,12.647379398345947,0.09804170076237169
421,421,421,421,421,421,1-8398,18,8,1-8398,54,5,0,1,5.276974141597748,0.09772174336292126
202,202,202,202,202,202,1-8988,5,21,1-8988,29,2,0,3,2.8309224247932434,0.09761801464804287
391,391,391,391,391,391,MLG30,13,17,MLG30,208,7,0,48,20.294758796691895,0.09757095575332642
80,80,80,80,80,80,1-9115,5,21,1-9115,16,1,0,2,1.5539482831954956,0.09712176769971848
437,437,437,437,437,437,1-6980,5,21,1-6980,128,1,0,41,12.35593980550766,0.0965307797305286
83,83,83,83,83,83,1-18423,9,15,1-18423,47,2,0,9,4.49276727437973,0.09559079307190915
336,336,336,336,336,336,1-1827,11,5,1-1827,24,2,0,1,2.276974141597748,0.09487392256657283
72,72,72,72,72,72,1-9614,19,2,1-9614,30,2,0,3,2.8309224247932434,0.09436408082644145
489,489,489,489,489,489,1-9578,16,23,1-9578,42,2,0,7,3.9388189911842346,0.09378140455200559
137,137,137,137,137,137,1-1972,4,20,1-1972,32,3,0,0,3.0,0.09375
549,549,549,549,549,549,1-4842,11,5,1-4842,6,0,0,2,0.5539482831954956,0.09232471386591594
26,26,26,26,26,26,1-9907,17,9,1-9907,17,1,0,2,1.5539482831954956,0.09140872254091151
285,285,285,285,285,285,1-18615,4,20,1-18615,22,2,0,0,2.0,0.09090909090909091
101,101,101,101,101,101,1-9892,4,20,1-9892,22,2,0,0,2.0,0.09090909090909091
469,469,469,469,469,469,1-8578,4,20,1-8578,11,1,0,0,1.0,0.09090909090909091
470,470,470,470,470,470,1-1204,8,4,1-1204,39,1,0,9,3.4927672743797302,0.0895581352405059
337,337,337,337,337,337,1-18613,9,15,1-18613,25,0,0,8,2.2157931327819824,0.0886317253112793
272,272,272,272,272,272,1-1570,5,21,1-1570,142,10,0,9,12.49276727437973,0.08797723432661782
510,510,510,510,510,510,1-3206,6,10,1-3206,45,2,0,7,3.9388189911842346,0.08752931091520522
193,193,193,193,193,193,1-9553,7,1,1-9553,23,2,0,0,2.0,0.08695652173913043
289,289,289,289,289,289,1-1592,9,15,1-1592,32,0,0,10,2.769741415977478,0.08655441924929619
294,294,294,294,294,294,1-3509,3,24,1-3509,35,3,0,0,3.0,0.08571428571428572
65,65,65,65,65,65,1-8659,11,5,1-8659,91,5,0,10,7.769741415977478,0.0853817738019503
96,96,96,96,96,96,MLG37,16,23,MLG37,116,9,0,1,9.276974141597748,0.07997391501377368
537,537,537,537,537,537,1-4494,16,23,1-4494,16,1,0,1,1.2769741415977478,0.07981088384985924
405,405,405,405,405,405,1-3104,16,23,1-3104,16,1,0,1,1.2769741415977478,0.07981088384985924
345,345,345,345,345,345,1-1131,3,24,1-1131,138,11,0,0,11.0,0.07971014492753623
8,8,8,8,8,8,1-8181,19,2,1-8181,30,1,0,5,2.384870707988739,0.0794956902662913
512,512,512,512,512,512,1-3033,17,9,1-3033,7,0,0,2,0.5539482831954956,0.07913546902792794
160,160,160,160,160,160,1-19813,17,9,1-19813,20,1,0,2,1.5539482831954956,0.07769741415977478
341,341,341,341,341,341,1-0031,4,20,1-0031,13,1,0,0,1.0,0.07692307692307693
129,129,129,129,129,129,1-2573,16,23,1-2573,37,2,0,3,2.8309224247932434,0.07651141688630388
361,361,361,361,361,361,1-0008,16,23,1-0008,230,15,0,9,17.49276727437973,0.07605550988860753
11,11,11,11,11,11,1-9722,6,10,1-9722,22,0,0,6,1.6618448495864868,0.07553840225393121
226,226,226,226,226,226,1-9996,20,13,1-9996,28,1,0,4,2.107896566390991,0.07528202022824969
481,481,481,481,481,481,1-10038,14,14,1-10038,76,4,0,6,5.661844849586487,0.07449795854719062
298,298,298,298,298,298,1-7019,13,17,1-7019,107,2,0,21,7.816456973552704,0.07305099975282901
497,497,497,497,497,497,1-8493,12,7,1-8493,38,0,0,10,2.769741415977478,0.07288793199940731
321,321,321,321,321,321,1-5172,5,21,1-5172,120,5,0,13,8.600663840770721,0.07167219867308934
22,22,22,22,22,22,1-7995,1,18,1-7995,14,1,0,0,1.0,0.07142857142857142
74,74,74,74,74,74,1-8124,12,7,1-8124,18,1,0,1,1.2769741415977478,0.07094300786654155
188,188,188,188,188,188,1-20167,19,2,1-20167,56,2,0,7,3.9388189911842346,0.07033605341400419
94,94,94,94,94,94,1-3083,17,9,1-3083,78,1,0,16,5.431586265563965,0.06963572135338417
520,520,520,520,520,520,1-2034,16,23,1-2034,16,0,0,4,1.1078965663909912,0.06924353539943695
236,236,236,236,236,236,1-7024,7,1,1-7024,498,34,0,0,34.0,0.06827309236947791
88,88,88,88,88,88,1-5626,5,21,1-5626,125,6,0,9,8.49276727437973,0.06794213819503785
295,295,295,295,295,295,1-3639,12,7,1-3639,17,0,0,4,1.1078965663909912,0.0651703862582936
148,148,148,148,148,148,1-0001,6,10,1-0001,17,0,0,4,1.1078965663909912,0.0651703862582936
69,69,69,69,69,69,1-18498,10,12,1-18498,13,0,0,3,0.8309224247932434,0.06391710959948026
485,485,485,485,485,485,1-5980,19,2,1-5980,29,1,0,3,1.8309224247932434,0.06313525602735322
432,432,432,432,432,432,1-6914,9,15,1-6914,73,1,0,13,4.600663840770721,0.06302279233932495
37,37,37,37,37,37,1-5508,10,12,1-5508,38,1,0,5,2.384870707988739,0.06275975547338787
334,334,334,334,334,334,1-20641,7,1,1-20641,16,1,0,0,1.0,0.0625
184,184,184,184,184,184,1-8074,16,23,1-8074,145,7,0,7,8.938818991184235,0.061647027525408515
547,547,547,547,547,547,MLG67,13,17,MLG67,27,0,0,6,1.6618448495864868,0.06154980924394396
518,518,518,518,518,518,1-1850,11,5,1-1850,30,1,0,3,1.8309224247932434,0.06103074749310811
474,474,474,474,474,474,1-8400,7,1,1-8400,33,2,0,0,2.0,0.06060606060606061
105,105,105,105,105,105,1-1258,7,1,1-1258,435,26,0,0,26.0,0.059770114942528735
441,441,441,441,441,441,1-19166,9,15,1-19166,45,1,0,6,2.661844849586487,0.0591521077685886
200,200,200,200,200,200,1-4634,19,2,1-4634,48,2,0,3,2.8309224247932434,0.0589775505165259
365,365,365,365,365,365,MLG48,5,21,MLG48,159,1,0,30,9.309224247932434,0.058548580175675685
513,513,513,513,513,513,1-8094,9,15,1-8094,58,2,0,5,3.384870707988739,0.05835983979290929
342,342,342,342,342,342,MLG65,16,23,MLG65,201,2,0,35,11.694094955921173,0.05817957689513022
390,390,390,390,390,390,MLG64,16,23,MLG64,245,7,0,26,14.201327681541443,0.05796460278180181
53,53,53,53,53,53,1-9850,14,14,1-9850,27,1,0,2,1.5539482831954956,0.057553640118351686
36,36,36,36,36,36,1-2714,6,10,1-2714,61,1,0,9,3.4927672743797302,0.05725847990786443
172,172,172,172,172,172,1-8573,12,7,1-8573,184,0,0,38,10.525017380714417,0.05720118141692618
344,344,344,344,344,344,1-6035,19,2,1-6035,23,1,0,1,1.2769741415977478,0.05552061485207599
135,135,135,135,135,135,1-9712,13,17,1-9712,10,0,0,2,0.5539482831954956,0.05539482831954956
19,19,19,19,19,19,1-2596,8,4,1-2596,35,0,0,7,1.9388189911842346,0.05539482831954956
553,553,553,553,553,553,1-5555,8,4,1-5555,10,0,0,2,0.5539482831954956,0.05539482831954956
109,109,109,109,109,109,1-9768,8,4,1-9768,241,9,0,15,13.154612123966217,0.05458345279654032
475,475,475,475,475,475,1-18234,1,18,1-18234,43,2,0,1,2.276974141597748,0.05295288701390111
528,528,528,528,528,528,1-6718,15,11,1-6718,20,1,0,0,1.0,0.05
116,116,116,116,116,116,1-20047,7,1,1-20047,20,1,0,0,1.0,0.05
111,111,111,111,111,111,1-19897,17,9,1-19897,53,2,0,2,2.5539482831954956,0.048187703456518786
112,112,112,112,112,112,1-10698,10,12,1-10698,6,0,0,1,0.2769741415977478,0.04616235693295797
278,278,278,278,278,278,1-10762,5,21,1-10762,6,0,0,1,0.2769741415977478,0.04616235693295797
525,525,525,525,525,525,1-3175,13,17,1-3175,6,0,0,1,0.2769741415977478,0.04616235693295797
447,447,447,447,447,447,1-7152,3,24,1-7152,109,5,0,0,5.0,0.045871559633027525
324,324,324,324,324,324,1-6734,7,1,1-6734,44,2,0,0,2.0,0.045454545454545456
241,241,241,241,241,241,1-19448,3,24,1-19448,45,2,0,0,2.0,0.044444444444444446
59,59,59,59,59,59,1-9331,10,12,1-9331,25,0,0,4,1.1078965663909912,0.04431586265563965
505,505,505,505,505,505,1-4747,17,9,1-4747,25,0,0,4,1.1078965663909912,0.04431586265563965
132,132,132,132,132,132,1-9110,9,15,1-9110,29,1,0,1,1.2769741415977478,0.04403359108957751
56,56,56,56,56,56,1-5877,14,14,1-5877,79,2,0,5,3.384870707988739,0.0428464646580853
260,260,260,260,260,260,1-0129,5,21,1-0129,142,3,0,11,6.046715557575226,0.0425825039265861
110,110,110,110,110,110,72-18936,9,15,72-18936,20,0,0,3,0.8309224247932434,0.04154612123966217
487,487,487,487,487,487,1-6900,6,10,1-6900,67,0,0,10,2.769741415977478,0.04133942411906684
195,195,195,195,195,195,1-2670,2,19,1-2670,104,4,0,1,4.276974141597748,0.041124751361516804
98,98,98,98,98,98,1-8127,16,23,1-8127,32,1,0,1,1.2769741415977478,0.03990544192492962
0,0,0,0,0,0,72-0103,6,10,72-0103,71,2,0,3,2.8309224247932434,0.03987214682807385
187,187,187,187,187,187,1-7321,13,17,1-7321,7,0,0,1,0.2769741415977478,0.03956773451396397
237,237,237,237,237,237,1-9667,13,17,1-9667,14,0,0,2,0.5539482831954956,0.03956773451396397
456,456,456,456,456,456,1-8186,3,24,1-8186,26,1,0,0,1.0,0.038461538461538464
90,90,90,90,90,90,1-19222,10,12,1-19222,15,0,0,2,0.5539482831954956,0.03692988554636637
257,257,257,257,257,257,1-9504,13,17,1-9504,30,0,0,4,1.1078965663909912,0.03692988554636637
450,450,450,450,450,450,1-2297,5,21,1-2297,25,0,0,3,0.8309224247932434,0.033236896991729735
27,27,27,27,27,27,1-18409,2,19,1-18409,22,0,0,2,0.5539482831954956,0.025179467417977074
367,367,367,367,367,367,1-8544,19,2,1-8544,54,1,0,1,1.2769741415977478,0.023647669288847182
33,33,33,33,33,33,1-7991,7,1,1-7991,46,1,0,0,1.0,0.021739130434782608
7,7,7,7,7,7,1-8767,7,1,1-8767,48,1,0,0,1.0,0.020833333333333332
182,182,182,182,182,182,1-7752,9,15,1-7752,29,0,0,2,0.5539482831954956,0.019101664937775712
75,75,75,75,75,75,1-8401,11,5,1-8401,57,1,0,0,1.0,0.017543859649122806
308,308,308,308,308,308,1-6743,3,24,1-6743,58,1,0,0,1.0,0.017241379310344827
552,552,552,552,552,552,MLG46,5,21,MLG46,17,0,0,1,0.2769741415977478,0.0162925965645734
40,40,40,40,40,40,1-7722,11,5,1-7722,60,0,0,3,0.8309224247932434,0.01384870707988739
372,372,372,372,372,372,1-6916,9,15,1-6916,43,0,0,2,0.5539482831954956,0.012882518213848735
521,521,521,521,521,521,1-19549,5,21,1-19549,29,0,0,1,0.2769741415977478,0.009550832468887856
70,70,70,70,70,70,1-2584,18,8,1-2584,36,0,0,1,0.2769741415977478,0.007693726155492995
23,23,23,23,23,23,1-2025,5,21,1-2025,41,0,0,1,0.2769741415977478,0.0067554668682377516
16,16,16,16,16,16,1-9955,16,23,1-9955,60,0,0,1,0.2769741415977478,0.004616235693295796
546,546,546,546,546,546,1-7527,16,23,1-7527,1,0,0,0,0.0,0.0
545,545,545,545,545,545,1-19567,3,24,1-19567,2,0,0,0,0.0,0.0
550,550,550,550,550,550,1-19568,13,17,1-19568,2,0,0,0,0.0,0.0
178,178,178,178,178,178,1-7525,4,20,1-7525,6,0,0,0,0.0,0.0
177,177,177,177,177,177,1-10948,4,20,1-10948,2,0,0,0,0.0,0.0
175,175,175,175,175,175,1-4910,15,11,1-4910,4,0,0,0,0.0,0.0
235,235,235,235,235,235,1-8113,7,1,1-8113,9,0,0,0,0.0,0.0
229,229,229,229,229,229,1-4361,8,4,1-4361,10,0,0,0,0.0,0.0
212,212,212,212,212,212,1-10922,15,11,1-10922,1,0,0,0,0.0,0.0
215,215,215,215,215,215,1-19839,8,4,1-19839,13,0,0,0,0.0,0.0
223,223,223,223,223,223,1-0205,3,24,1-0205,34,0,0,0,0.0,0.0
204,204,204,204,204,204,1-9733,17,9,1-9733,4,0,0,0,0.0,0.0
211,211,211,211,211,211,1-5406,11,5,1-5406,10,0,0,0,0.0,0.0
262,262,262,262,262,262,1-8623,16,23,1-8623,5,0,0,0,0.0,0.0
242,242,242,242,242,242,1-20791,12,7,1-20791,13,0,0,0,0.0,0.0
249,249,249,249,249,249,1-6931,14,14,1-6931,1,0,0,0,0.0,0.0
252,252,252,252,252,252,1-21195,4,20,1-21195,1,0,0,0,0.0,0.0
374,374,374,374,374,374,1-6919,3,24,1-6919,43,0,0,0,0.0,0.0
297,297,297,297,297,297,1-8352,6,10,1-8352,1,0,0,0,0.0,0.0
325,325,325,325,325,325,1-19924,19,2,1-19924,1,0,0,0,0.0,0.0
317,317,317,317,317,317,1-10978,16,23,1-10978,1,0,0,0,0.0,0.0
323,323,323,323,323,323,1-3647,14,14,1-3647,5,0,0,0,0.0,0.0
301,301,301,301,301,301,1-1177,8,4,1-1177,17,0,0,0,0.0,0.0
275,275,275,275,275,275,1-3216,3,24,1-3216,5,0,0,0,0.0,0.0
313,313,313,313,313,313,1-7521,3,24,1-7521,10,0,0,0,0.0,0.0
18,18,18,18,18,18,1-3521,6,10,1-3521,22,0,0,0,0.0,0.0
21,21,21,21,21,21,1-3519,14,14,1-3519,27,0,0,0,0.0,0.0
35,35,35,35,35,35,1-2869,16,23,1-2869,9,0,0,0,0.0,0.0
32,32,32,32,32,32,1-0022,3,24,1-0022,18,0,0,0,0.0,0.0
20,20,20,20,20,20,1-5167,7,1,1-5167,24,0,0,0,0.0,0.0
38,38,38,38,38,38,1-2104,1,18,1-2104,36,0,0,0,0.0,0.0
530,530,530,530,530,530,1-4847,5,21,1-4847,2,0,0,0,0.0,0.0
155,155,155,155,155,155,1-9447,15,11,1-9447,7,0,0,0,0.0,0.0
165,165,165,165,165,165,1-7721,13,17,1-7721,20,0,0,0,0.0,0.0
158,158,158,158,158,158,1-7599,8,4,1-7599,3,0,0,0,0.0,0.0
468,468,468,468,468,468,1-6228,3,24,1-6228,48,0,0,0,0.0,0.0
127,127,127,127,127,127,1-9643,1,18,1-9643,8,0,0,0,0.0,0.0
119,119,119,119,119,119,1-5929,6,10,1-5929,4,0,0,0,0.0,0.0
113,113,113,113,113,113,1-4499,3,24,1-4499,12,0,0,0,0.0,0.0
115,115,115,115,115,115,1-3178,4,20,1-3178,6,0,0,0,0.0,0.0
118,118,118,118,118,118,1-6543,7,1,1-6543,12,0,0,0,0.0,0.0
120,120,120,120,120,120,1-10232,18,8,1-10232,5,0,0,0,0.0,0.0
433,433,433,433,433,433,1-5654,3,24,1-5654,15,0,0,0,0.0,0.0
181,181,181,181,181,181,1-8641,11,5,1-8641,30,0,0,0,0.0,0.0
194,194,194,194,194,194,1-9253,1,18,1-9253,24,0,0,0,0.0,0.0
146,146,146,146,146,146,1-7453,3,24,1-7453,13,0,0,0,0.0,0.0
147,147,147,147,147,147,1-17657,10,12,1-17657,8,0,0,0,0.0,0.0
491,491,491,491,491,491,MLG09,3,24,MLG09,125,0,0,0,0.0,0.0
486,486,486,486,486,486,1-8678,4,20,1-8678,17,0,0,0,0.0,0.0
82,82,82,82,82,82,1-17645,1,18,1-17645,9,0,0,0,0.0,0.0
78,78,78,78,78,78,1-4088,7,1,1-4088,30,0,0,0,0.0,0.0
60,60,60,60,60,60,1-18202,18,8,1-18202,23,0,0,0,0.0,0.0
54,54,54,54,54,54,1-8125,18,8,1-8125,21,0,0,0,0.0,0.0
100,100,100,100,100,100,1-19598,18,8,1-19598,11,0,0,0,0.0,0.0
