Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
168,168,168,168,168,168,168,MLG45,14,MLG45,5,70,17,1,16,1023.8599100112915,14.62657014301845
8,8,8,8,8,8,8,1-10468,14,1-10468,5,549,56,1,146,1118.596678853035,2.037516719222286
147,147,147,147,147,147,147,1-2423,7,1-2423,12,79,39,0,8,42.42995500564575,0.5370880380461488
85,85,85,85,85,85,85,1-1131,5,1-1131,12,138,59,0,19,67.14614313840866,0.4865662546261497
267,267,267,267,267,267,267,1-5413,8,1-5413,16,39,13,0,8,16.429955005645752,0.4212808975806603
239,239,239,239,239,239,239,1-5002,16,1-5002,7,45,10,0,20,18.57488751411438,0.41277527809143066
203,203,203,203,203,203,203,1-9938,15,1-9938,6,55,18,0,9,21.85869938135147,0.39743089784275404
112,112,112,112,112,112,112,1-3447,13,1-3447,4,110,34,0,21,43.0036318898201,0.3909421080892736
165,165,165,165,165,165,165,MLG59,14,MLG59,5,71,18,0,21,27.0036318898201,0.3803328435185929
67,67,67,67,67,67,67,1-3516,18,1-3516,8,156,17,0,95,57.730715692043304,0.37006869033361095
195,195,195,195,195,195,195,1-9379,17,1-9379,9,58,18,0,8,21.429955005645752,0.36948198285596123
34,34,34,34,34,34,34,MLG51,8,MLG51,16,248,61,0,62,87.58215129375458,0.3531538358619136
326,326,326,326,326,326,326,1-0027,16,1-0027,7,29,5,0,12,10.144932508468628,0.3498252589127113
93,93,93,93,93,93,93,MLG52,5,MLG52,12,125,24,0,46,43.722241282463074,0.3497779302597046
32,32,32,32,32,32,32,1-7874,14,1-7874,19,258,53,0,86,89.87201631069183,0.34834114849105363
84,84,84,84,84,84,84,1-2382,13,1-2382,4,139,35,0,31,48.29107564687729,0.3474178104091891
210,210,210,210,210,210,210,1-1191,18,1-1191,10,53,13,0,12,18.144932508468628,0.3423572171409175
81,81,81,81,81,81,81,1-7682,3,1-7682,11,141,24,0,50,45.43721878528595,0.3222497786190493
123,123,123,123,123,123,123,1-11350,11,1-11350,2,100,22,0,21,31.0036318898201,0.310036318898201
105,105,105,105,105,105,105,1-7042,17,1-7042,2,117,34,0,5,36.143721878528595,0.30892069981648373
22,22,22,22,22,22,22,MLG50,10,MLG50,15,319,82,0,37,97.8635419011116,0.306782263012889
45,45,45,45,45,45,45,1-3596,13,1-3596,4,223,48,0,45,67.29349690675735,0.30176456011998815
199,199,199,199,199,199,199,1-20167,5,1-20167,4,56,9,0,18,16.717398762702942,0.29852497790540966
80,80,80,80,80,80,80,1-0053,16,1-0053,7,142,26,0,38,42.29228627681732,0.29783300194941775
66,66,66,66,66,66,66,MLG48,15,MLG48,6,159,12,0,82,47.15703880786896,0.29658514973502487
24,24,24,24,24,24,24,1-3535,6,1-3535,10,315,33,0,140,93.02421259880066,0.2953149606311132
245,245,245,245,245,245,245,1-1183,14,1-1183,10,45,9,0,10,13.28744375705719,0.29527652793460424
150,150,150,150,150,150,150,1-3083,12,1-3083,3,78,7,0,37,22.863541901111603,0.29312233206553334
