Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,15,MLG40,3,51,11,1,13,1019.4596071839333,19.989404062430065
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,13,MLG45,5,70,17,1,16,1027.4118242263794,14.677311774662563
9,9,9,9,9,9,9,9,9,9,9,9,1-3523,15,1-3523,3,543,92,1,150,1189.6108521223068,2.1908118823615226
8,8,8,8,8,8,8,8,8,8,8,8,1-10468,13,1-10468,5,549,56,1,154,1156.2138081789017,2.1060360804715876
85,85,85,85,85,85,85,85,85,85,85,85,1-1131,7,1-1131,12,138,68,0,21,81.66551929712296,0.5917791253414707
256,256,256,256,256,256,256,256,256,256,256,256,1-0296,15,1-0296,3,41,5,0,23,19.96699732542038,0.48699993476635073
112,112,112,112,112,112,112,112,112,112,112,112,1-3447,14,1-3447,4,110,38,0,21,51.665519297122955,0.46968653906475416
343,343,343,343,343,343,343,343,343,343,343,343,MLG67,22,MLG67,20,27,3,0,14,12.11034619808197,0.4485313406697026
165,165,165,165,165,165,165,165,165,165,165,165,MLG59,13,MLG59,5,71,18,0,21,31.665519297122955,0.44599322953694304
203,203,203,203,203,203,203,203,203,203,203,203,1-9938,12,1-9938,6,55,18,0,10,24.50739014148712,0.4455889116634022
57,57,57,57,57,57,57,57,57,57,57,57,MLG75,10,MLG75,9,185,41,0,59,79.39360183477402,0.429154604512292
239,239,239,239,239,239,239,239,239,239,239,239,1-5002,11,1-5002,7,45,10,0,14,19.11034619808197,0.4246743599573771
66,66,66,66,66,66,66,66,66,66,66,66,MLG48,12,MLG48,6,159,13,0,82,66.3605991601944,0.41736225886914713
54,54,54,54,54,54,54,54,54,54,54,54,1-1350,8,1-1350,11,195,56,0,36,79.42660450935364,0.40731592056078786
125,125,125,125,125,125,125,125,125,125,125,125,1-1390,5,1-1390,16,98,26,0,21,39.665519297122955,0.40475019690941794
195,195,195,195,195,195,195,195,195,195,195,195,1-9379,10,1-9379,9,58,13,0,16,23.411824226379395,0.4036521418341275
412,412,412,412,412,412,412,412,412,412,412,412,1-0055,5,1-0055,16,18,4,0,5,7.253695070743561,0.40298305948575336
13,13,13,13,13,13,13,13,13,13,13,13,1-1258,3,1-1258,15,435,2,0,266,175.09657776355743,0.4025208684219711
267,267,267,267,267,267,267,267,267,267,267,267,1-5413,5,1-5413,16,39,11,0,7,15.555173099040985,0.39885059228310216
