Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,1-9491,20,1-9491,10,80,5,1,22,1014.9141591787338,12.686426989734173
93,93,93,93,93,MLG52,20,MLG52,10,125,4,1,35,1019.7725259661674,8.15818020772934
40,40,40,40,40,1-7807,11,1-7807,7,239,91,0,77,125.69955712556839,0.5259395695630477
332,332,332,332,332,P-16616,15,P-16616,16,28,13,0,2,13.901287198066711,0.49647454278809683
239,239,239,239,239,1-5002,7,1-5002,11,45,12,0,19,20.56222838163376,0.4569384084807502
25,25,25,25,25,1-18028,3,1-18028,4,309,11,0,272,133.57505893707275,0.43228174413292153
6,6,6,6,6,MLG54,8,MLG54,12,595,58,0,432,252.67803478240967,0.4246689660208566
228,228,228,228,228,MLG60,10,MLG60,5,47,15,0,8,18.605148792266846,0.39585422962269884
124,124,124,124,124,1-0292,1,1-0292,1,99,29,0,22,38.914159178733826,0.3930723149367053
195,195,195,195,195,1-9379,6,1-9379,9,58,17,0,11,21.957079589366913,0.3785703377477054
10,10,10,10,10,MLG62,6,MLG62,9,525,31,0,371,198.18877524137497,0.3775024290311904
203,203,203,203,203,1-9938,5,1-9938,8,55,9,0,26,20.71673357486725,0.37666788317940453
165,165,165,165,165,MLG59,6,MLG59,9,71,21,0,12,26.40772318840027,0.3719397632169052
104,104,104,104,104,1-9394,14,1-9394,17,117,15,0,63,43.39054673910141,0.3708593738384736
215,215,215,215,215,MLG40,15,MLG40,16,51,16,0,4,17.802574396133423,0.34907008619869456
403,403,403,403,403,72-12171,9,72-12171,14,19,2,0,10,6.506435990333557,0.3424439994912398
138,138,138,138,138,1-4640,11,1-4640,7,87,19,0,22,28.914159178733826,0.3323466572268256
168,168,168,168,168,MLG45,6,MLG45,9,70,20,0,7,23.15450519323349,0.33077864561762127
57,57,57,57,57,MLG75,10,MLG75,5,185,48,0,29,61.068664371967316,0.3301008884971206
85,85,85,85,85,1-1131,8,1-1131,12,138,39,0,14,45.30901038646698,0.3283261622207752
358,358,358,358,358,1-8627,10,1-8627,6,25,5,0,7,8.15450519323349,0.3261802077293396
