Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,6,5,1-7024,498,89,1,113,1092.0649276785553,2.192901461201918
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,6,5,1-6240,698,105,1,96,1107.6038323640823,1.5868249747336423
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,4,14,1-0008,230,165,0,13,165.35260229930282,0.7189243578230557
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,2,3,MLG44,59,35,0,12,35.32547904551029,0.5987369329747507
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,20,17,MLG40,51,30,0,7,30.18986277654767,0.5919580936577975
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,15,4,1-6858,23,13,0,6,13.162739522755146,0.5722930227284846
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,14,13,1-18028,309,154,0,80,156.16986030340195,0.5054040786517863
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,2,3,1-9491,80,37,0,17,37.461095314472914,0.4682636914309114
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,8,7,1-3206,45,18,0,17,18.461095314472914,0.4102465625438425
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,9,9,1-9768,241,91,0,69,92.87150451168418,0.38535893988250697
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,19,3,1-8157,75,28,0,11,28.298355791717768,0.3773114105562369
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,10,8,1-9270,128,47,0,18,47.48821856826544,0.37100170756457373
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,8,7,MLG59,71,25,0,34,25.922190628945827,0.36510127646402574
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,20,17,MLG14,232,83,0,38,84.03068364411592,0.36220122260394794
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,10,8,1-10785,279,97,0,18,97.48821856826544,0.34942013823751056
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,4,14,MLG69,576,199,0,77,201.08849054202437,0.3491119627465701
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,2,3,MLG38,77,24,0,22,24.596711583435535,0.3194378127718901
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,10,8,1-3141,136,43,0,10,43.27123253792524,0.31817082748474446
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,9,9,1-5775,244,75,0,70,76.8986277654767,0.3151583105142488
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,18,16,MLG65,201,61,0,65,62.76301149651408,0.31225378853987107
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,10,8,1-7863,351,107,0,36,107.97643713653088,0.3076251770271535
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,2,3,MLG60,47,14,0,13,14.352602299302816,0.3053745170064429
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,9,3,1-4020,37,11,0,10,11.271232537925243,0.304627906430412
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,4,14,1-18558,307,92,0,39,93.05780689790845,0.30311989217559754
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,6,5,1-1957,47,14,0,3,14.081369761377573,0.2996036119442037
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,10,8,1-6561,65,19,0,8,19.216986030340195,0.2956459389283107
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,1,10,MLG08,107,29,0,84,31.278353318572044,0.29232105905207517
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,8,7,1-2294,75,21,0,24,21.650958091020584,0.2886794412136078
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,4,14,1-6227,52,14,0,27,14.732327852398157,0.283313997161503
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,3,6,1-8450,52,14,0,19,14.515341822057962,0.27914118888573003
413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,1,10,1-8314,36,10,0,1,10.027123253792524,0.27853120149423677
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,7,11,1-9457,11,3,0,2,3.0542465075850487,0.2776587734168226
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,3,6,1-0296,41,11,0,14,11.37972555309534,0.27755428178281316
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,19,12,MLG58,71,19,0,22,19.596711583435535,0.27601002230190896
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,17,15,1-5002,45,12,0,13,12.352602299302816,0.2745022733178404
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,9,9,1-6692,71,19,0,18,19.488218568265438,0.2744819516657104
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,12,1,MLG52,125,34,0,8,34.216986030340195,0.27373588824272155
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,6,5,1-10539,63,17,0,4,17.108493015170097,0.27156338119317613
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,3,6,1-7467,64,17,0,14,17.37972555309534,0.2715582117671147
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,3,6,1-4926,4,1,0,3,1.081369761377573,0.27034244034439325
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,2,3,1-1183,45,12,0,5,12.135616268962622,0.2696803615325027
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,3,6,MLG45,70,18,0,30,18.81369761377573,0.26876710876822474
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,13,21,1-5803,15,4,0,0,4.0,0.26666666666666666
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,15,4,1-9831,132,34,0,37,35.0035603903234,0.2651784878054803
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,20,17,1-20578,19,5,0,1,5.027123253792524,0.2645854344101329
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,3,17,1-8488,23,6,0,3,6.081369761377573,0.2644073809294597
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,7,11,1-9850,27,7,0,3,7.081369761377573,0.26227295412509527
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,12,1,MLG39,23,6,0,0,6.0,0.2608695652173913
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-7213,17,15,1-7213,23,6,0,0,6.0,0.2608695652173913
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,19,12,1-9925,93,24,0,8,24.216986030340195,0.26039769925096984
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,6,5,1-9286,81,21,0,3,21.081369761377573,0.2602638242145379
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,16,13,MLG10,60,15,0,21,15.569588329643011,0.2594931388273835
