Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,11,MLG45,70,25,1,15,1033.7263211607933,14.767518873725619
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,20,11,1-6240,698,74,1,144,1157.7726831436157,1.658700119116928
322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,16,1-0296,41,24,0,8,28.654037952423096,0.6988789744493438
131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,12,1-9283,235,95,0,73,137.46809631586075,0.584970622620684
166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,9,MLG40,51,18,0,20,29.63509488105774,0.5810802917854458
370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,8,MLG62,525,28,0,443,285.7173516154289,0.5442235268865313
463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,19,20,1-1989,46,21,0,6,24.490528464317322,0.5324027927025504
268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,9,MLG44,59,17,0,23,30.3803591132164,0.5149213409019728
399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,14,MLG60,47,20,0,7,24.07228320837021,0.5121762384759619
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,20,11,1-8427,189,45,0,89,96.77617222070694,0.5120432392629997
483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,20,11,1-9491,80,24,0,28,40.289132833480835,0.5036141604185105
413,413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,16,18,1-8314,36,4,0,24,17.962113857269287,0.4989476071463691
140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,4,1,1-2294,75,37,0,0,37.0,0.49333333333333335
387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,20,11,1-10539,63,9,0,37,30.524925529956818,0.48452262745963204
123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,1,15,MLG55,92,21,0,40,44.27018976211548,0.481197714805603
272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,12,13,1-1570,142,50,0,30,67.45264232158661,0.47501860789849726
299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,7,6,MLG54,595,62,0,376,280.7397837638855,0.47183156935106807
302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,13,8,MLG51,248,63,0,84,111.8673985004425,0.4510782197598488
398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,16,18,1-0303,212,28,0,114,94.32004082202911,0.44490585293409957
305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,2,10,1-7866,318,73,0,117,141.06530505418777,0.44360158822071627
506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,14,6,1-6227,52,5,0,31,23.034397065639496,0.44296917433922106
346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,14,9,MLG32,52,13,0,17,22.88983064889908,0.44018905094036687
499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,20,11,1-8627,25,8,0,5,10.908773720264435,0.4363509488105774
217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,6,1-9630,33,13,0,2,14.163509488105774,0.4291972572153265
270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,8,19,1-1390,98,32,0,17,41.88983064889908,0.42744725151937835
467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,13,8,1-13247,29,10,0,4,12.327018976211548,0.4250696198693637
83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,2,10,1-18423,47,6,0,24,19.962113857269287,0.4247258267504104
294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,16,18,1-3509,35,6,0,15,14.726321160793304,0.420752033165523
422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,17,15,1-6878,167,13,0,98,70.01196491718292,0.4192333228573828
501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,17,16,1-18487,23,9,0,1,9.581754744052887,0.41659803235012555
167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,20,11,1-4929,10,3,0,2,4.163509488105774,0.4163509488105774
149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,13,8,MLG58,71,20,0,16,29.30807590484619,0.4127898014767069
471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,15,14,1-9794,46,10,0,15,18.726321160793304,0.4070939382781153
364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,20,6,1-7682,141,46,0,19,57.05334013700485,0.40463361799294223
331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,14,MLG75,185,49,0,44,74.59720873832703,0.40322815534230827
248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,1,15,1-2400,49,5,0,25,19.543868601322174,0.39885446125147295
199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,8,19,MLG39,23,8,0,2,9.163509488105774,0.3984134560045989
404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,16,18,1-4682,16,4,0,4,6.327018976211548,0.39543868601322174
153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,11,1-1350,195,52,0,43,77.01545399427414,0.3949510461244828
414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,8,19,1-8285,72,26,0,4,28.327018976211548,0.39343081911404926
522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,14,9,1-5282,17,2,0,8,6.654037952423096,0.39141399720135855
139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,12,13,1-7863,351,53,0,144,136.77268314361572,0.38966576394192515
332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,11,MLG78,80,27,0,7,31.07228320837021,0.38840354010462763
209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,7,1-9938,55,9,0,21,21.216849625110626,0.38576090227473864
443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,8,19,1-3447,110,40,0,4,42.32701897621155,0.38479108160192316
476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,1,15,1-19205,12,4,0,1,4.581754744052887,0.3818128953377406
318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,15,14,1-2324,25,6,0,6,9.490528464317322,0.37962113857269286
