Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,14,2,1-9491,80,21,1,17,1022.978376634419,12.787229707930237
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,20,16,MLG51,248,99,1,76,1107.8445073068142,4.467114948817799
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,14,2,1-1608,307,36,1,19,1038.2111268267035,3.381795201389914
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,20,16,MLG54,595,66,1,95,1077.0556341335177,1.8101775363588533
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,7,12,MLG59,71,37,0,19,39.21112682670355,0.5522693919254021
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,16,3,1-8493,38,18,0,4,18.465500384569168,0.48593422064655706
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,5,10,1-19286,40,17,0,8,17.931000769138336,0.4482750192284584
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,14,2,1-8627,25,9,0,8,9.931000769138336,0.39724003076553344
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,5,10,MLG75,185,63,0,28,66.25850269198418,0.3581540686053199
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,11,4,1-6878,167,54,0,41,58.77137894183397,0.351924424801401
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,12,15,MLG29,164,49,0,44,54.12050423026085,0.3300030745747613
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,9,13,MLG44,59,18,0,11,19.280126057565212,0.3267817975858511
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,12,15,1-5002,45,12,0,17,13.978376634418964,0.31063059187597697
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,20,16,1-1131,138,41,0,10,42.16375096142292,0.30553442725668783
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,9,13,MLG13,140,37,0,43,42.00412913411856,0.30002949381513255
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,6,8,1-3534,279,79,0,25,81.9093774035573,0.29358199786221256
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,20,16,MLG65,201,57,0,17,58.978376634418964,0.2934247593752187
