Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
326,326,326,326,326,326,326,326,326,326,1-8826,16,15,1-8826,123,8,0,37,33.5136713385582,0.27246887267120484
225,225,225,225,225,225,225,225,225,225,1-9650,13,22,1-9650,25,4,0,4,6.758234739303589,0.27032938957214353
220,220,220,220,220,220,220,220,220,220,MLG73,8,11,MLG73,10,2,0,1,2.689558684825897,0.26895586848258973
434,434,434,434,434,434,434,434,434,434,MLG59,3,20,MLG59,71,17,0,3,19.06867605447769,0.26857290217574215
479,479,479,479,479,479,479,479,479,479,1-9286,1,19,1-9286,81,1,0,30,21.686760544776917,0.26773778450341873
97,97,97,97,97,97,97,97,97,97,1-9237,12,10,1-9237,38,6,0,6,10.137352108955383,0.2667724239198785
132,132,132,132,132,132,132,132,132,132,1-9110,9,2,1-9110,29,7,0,1,7.689558684825897,0.2651571960284792
542,542,542,542,542,542,542,542,542,542,1-1191,16,15,1-1191,53,3,0,16,14.032938957214355,0.26477243315498783
432,432,432,432,432,432,432,432,432,432,1-6914,19,8,1-6914,73,2,0,25,19.23896712064743,0.26354749480338946
514,514,514,514,514,514,514,514,514,514,1-11206,14,7,1-11206,14,3,0,1,3.689558684825897,0.26353990605899263
162,162,162,162,162,162,162,162,162,162,1-8067,19,8,1-8067,322,29,0,81,84.85425347089767,0.26352252630713563
148,148,148,148,148,148,148,148,148,148,1-0001,7,13,1-0001,17,1,0,5,4.447793424129486,0.2616349073017345
202,202,202,202,202,202,202,202,202,202,1-8988,20,17,1-8988,29,0,0,11,7.585145533084869,0.2615567425201679
312,312,312,312,312,312,312,312,312,312,1-3108,9,2,1-3108,18,4,0,1,4.689558684825897,0.2605310380458832
552,552,552,552,552,552,552,552,552,552,MLG46,10,12,MLG46,17,3,0,2,4.379117369651794,0.25759513939128204
328,328,328,328,328,328,328,328,328,328,1-9497,5,6,1-9497,150,15,0,34,38.444995284080505,0.2562999685605367
121,121,121,121,121,121,121,121,121,121,1-7070,14,7,1-7070,129,22,0,16,33.032938957214355,0.2560692942419717
152,152,152,152,152,152,152,152,152,152,1-9500,7,13,1-9500,33,5,0,5,8.447793424129486,0.2559937401251359
477,477,477,477,477,477,477,477,477,477,1-9055,13,22,1-9055,12,1,0,3,3.0686760544776917,0.2557230045398076
176,176,176,176,176,176,176,176,176,176,1-8042,7,13,1-8042,52,5,0,12,13.274704217910767,0.2552827734213609
214,214,214,214,214,214,214,214,214,214,1-0053,5,6,1-0053,142,12,0,35,36.1345539689064,0.2544686899218761
232,232,232,232,232,232,232,232,232,232,1-18371,12,10,1-18371,120,11,0,28,30.307643175125122,0.2525636931260427
238,238,238,238,238,238,238,238,238,238,1-9855,8,11,1-9855,8,2,0,0,2.0,0.25
92,92,92,92,92,92,92,92,92,92,1-7807,16,15,1-7807,239,19,0,59,59.683962404727936,0.24972369206999137
251,251,251,251,251,251,251,251,251,251,1-7268,1,19,1-7268,70,5,0,18,17.41205632686615,0.24874366181237356
168,168,168,168,168,168,168,168,168,168,1-9655,3,20,1-9655,27,6,0,1,6.689558684825897,0.24776143277132953
314,314,314,314,314,314,314,314,314,314,1-3139,18,1,1-3139,93,5,0,26,22.928525805473328,0.246543288230896
356,356,356,356,356,356,356,356,356,356,1-9761,16,15,1-9761,35,1,0,11,8.58514553308487,0.2452898723738534
58,58,58,58,58,58,58,58,58,58,1-17733,19,8,1-17733,74,7,0,16,18.032938957214355,0.24368836428668048
318,318,318,318,318,318,318,318,318,318,1-2324,1,19,1-2324,25,4,0,3,6.068676054477692,0.24274704217910767
544,544,544,544,544,544,544,544,544,544,1-5799,1,19,1-5799,7,1,0,1,1.6895586848258972,0.2413655264036996
512,512,512,512,512,512,512,512,512,512,1-3033,1,19,1-3033,7,1,0,1,1.6895586848258972,0.2413655264036996
102,102,102,102,102,102,102,102,102,102,1-3564,1,19,1-3564,41,3,0,10,9.895586848258972,0.2413557767868042
303,303,303,303,303,303,303,303,303,303,1-8157,12,10,1-8157,75,5,0,19,18.101615011692047,0.24135486682256063
460,460,460,460,460,460,460,460,460,460,1-7993,15,9,1-7993,24,3,0,4,5.758234739303589,0.23992644747098288
498,498,498,498,498,498,498,498,498,498,1-19915,6,3,1-19915,62,1,0,20,14.791173696517944,0.2385673176857733
55,55,55,55,55,55,55,55,55,55,1-8095,3,20,1-8095,46,2,0,13,10.964262902736664,0.23835354136384052
538,538,538,538,538,538,538,538,538,538,1-9576,17,14,1-9576,10,1,0,2,2.3791173696517944,0.23791173696517945
398,398,398,398,398,398,398,398,398,398,1-0303,3,20,1-0303,212,40,0,15,50.34338027238846,0.23746877486975687
337,337,337,337,337,337,337,337,337,337,1-18613,1,19,1-18613,25,1,0,7,5.8269107937812805,0.23307643175125123
191,191,191,191,191,191,191,191,191,191,1-8328,16,15,1-8328,114,10,0,24,26.549408435821533,0.23288954768264503
315,315,315,315,315,315,315,315,315,315,1-1769,21,4,1-1769,89,11,0,14,20.65382158756256,0.23206541109620854
159,159,159,159,159,159,159,159,159,159,1-10696,1,19,1-10696,24,0,0,8,5.516469478607178,0.22985289494196573
559,559,559,559,559,559,559,559,559,559,1-5914,4,21,1-5914,3,0,0,1,0.6895586848258972,0.22985289494196573
551,551,551,551,551,551,551,551,551,551,1-9838,2,24,1-9838,3,0,0,1,0.6895586848258972,0.22985289494196573
502,502,502,502,502,502,502,502,502,502,1-20012,5,6,1-20012,12,0,0,4,2.758234739303589,0.22985289494196573
93,93,93,93,93,93,93,93,93,93,1-20003,2,24,1-20003,21,0,0,7,4.8269107937812805,0.22985289494196573
158,158,158,158,158,158,158,158,158,158,1-7599,8,11,1-7599,3,0,0,1,0.6895586848258972,0.22985289494196573
564,564,564,564,564,564,564,564,564,564,1-9034,7,13,1-9034,3,0,0,1,0.6895586848258972,0.22985289494196573
258,258,258,258,258,258,258,258,258,258,1-9516,18,1,1-9516,76,7,0,15,17.34338027238846,0.2282023720051113
487,487,487,487,487,487,487,487,487,487,1-6900,12,10,1-6900,67,7,0,12,15.274704217910767,0.22798065996881742
185,185,185,185,185,185,185,185,185,185,1-8906,1,19,1-8906,15,2,0,2,3.3791173696517944,0.22527449131011962
352,352,352,352,352,352,352,352,352,352,MLG63,17,14,MLG63,380,71,0,21,85.48073238134384,0.22494929574037853
73,73,73,73,73,73,73,73,73,73,1-5355,13,22,1-5355,53,5,0,10,11.895586848258972,0.22444503487281078
548,548,548,548,548,548,548,548,548,548,1-3087,14,7,1-3087,26,1,0,7,5.8269107937812805,0.22411195360697234
474,474,474,474,474,474,474,474,474,474,1-8400,11,5,1-8400,33,6,0,2,7.379117369651794,0.2236096172621756
105,105,105,105,105,105,105,105,105,105,1-1258,6,3,1-1258,435,29,0,99,97.26630979776382,0.22360071217876742
414,414,414,414,414,414,414,414,414,414,1-8285,4,21,1-8285,72,14,0,3,16.06867605447769,0.22317605631219017
37,37,37,37,37,37,37,37,37,37,1-5508,7,13,1-5508,38,5,0,5,8.447793424129486,0.22231035326656542
515,515,515,515,515,515,515,515,515,515,1-6531,9,2,1-6531,27,6,0,0,6.0,0.2222222222222222
517,517,517,517,517,517,517,517,517,517,1-18028,9,2,1-18028,309,63,0,8,68.51646947860718,0.22173614717995851
418,418,418,418,418,418,418,418,418,418,1-6216,1,19,1-6216,45,1,0,13,9.964262902736664,0.2214280645052592
182,182,182,182,182,182,182,182,182,182,1-7752,10,12,1-7752,29,5,0,2,6.379117369651794,0.21996956447075153
265,265,265,265,265,265,265,265,265,265,1-11330,1,19,1-11330,14,1,0,3,3.0686760544776917,0.21919114674840653
361,361,361,361,361,361,361,361,361,361,1-0008,20,17,1-0008,230,0,0,73,50.3377839922905,0.21885993040126303
11,11,11,11,11,11,11,11,11,11,1-9722,1,19,1-9722,22,2,0,4,4.758234739303589,0.21628339724107223
153,153,153,153,153,153,153,153,153,153,1-1350,1,19,1-1350,195,7,0,51,42.16749292612076,0.21624355346728594
230,230,230,230,230,230,230,230,230,230,1-3089,5,6,1-3089,16,0,0,5,3.447793424129486,0.21548708900809288
4,4,4,4,4,4,4,4,4,4,1-6240,10,12,1-6240,698,57,0,135,150.09042245149612,0.21502925852649873
415,415,415,415,415,415,415,415,415,415,1-1957,10,12,1-1957,47,8,0,3,10.068676054477692,0.21422715009527005
400,400,400,400,400,400,400,400,400,400,1-18709,3,20,1-18709,33,5,0,3,7.068676054477692,0.21420230468114218
69,69,69,69,69,69,69,69,69,69,1-18498,6,3,1-18498,13,0,0,4,2.758234739303589,0.21217190302335298
218,218,218,218,218,218,218,218,218,218,1-9416,1,19,1-9416,13,0,0,4,2.758234739303589,0.21217190302335298
247,247,247,247,247,247,247,247,247,247,1-20467,16,15,1-20467,13,0,0,4,2.758234739303589,0.21217190302335298
80,80,80,80,80,80,80,80,80,80,1-9115,17,14,1-9115,16,2,0,2,3.3791173696517944,0.21119483560323715
213,213,213,213,213,213,213,213,213,213,1-18563,15,9,1-18563,8,1,0,1,1.6895586848258972,0.21119483560323715
231,231,231,231,231,231,231,231,231,231,1-8450,12,10,1-8450,52,2,0,13,10.964262902736664,0.21085120966801277
25,25,25,25,25,25,25,25,25,25,1-9607,9,2,1-9607,19,4,0,0,4.0,0.21052631578947367
445,445,445,445,445,445,445,445,445,445,1-6538,12,10,1-6538,44,3,0,9,9.206028163433075,0.20922791280529715
248,248,248,248,248,248,248,248,248,248,1-2400,1,19,1-2400,49,4,0,9,10.206028163433075,0.2082862890496546
1,1,1,1,1,1,1,1,1,1,1-9185,9,2,1-9185,31,3,0,5,6.447793424129486,0.20799333626224148
215,215,215,215,215,215,215,215,215,215,1-19839,5,6,1-19839,13,2,0,1,2.689558684825897,0.2068891296019921
338,338,338,338,338,338,338,338,338,338,1-6296,20,17,1-6296,254,0,0,75,51.71690136194229,0.20360984788166256
562,562,562,562,562,562,562,562,562,562,1-0003,8,11,1-0003,17,0,0,5,3.447793424129486,0.20281137788996978
33,33,33,33,33,33,33,33,33,33,1-7991,1,19,1-7991,46,1,0,12,9.274704217910767,0.20162400473719058
541,541,541,541,541,541,541,541,541,541,1-5424,18,1,1-5424,5,1,0,0,1.0,0.2
284,284,284,284,284,284,284,284,284,284,1-4136,3,20,1-4136,5,1,0,0,1.0,0.2
407,407,407,407,407,407,407,407,407,407,1-8421,6,3,1-8421,109,10,0,17,21.722497642040253,0.19928896919302985
458,458,458,458,458,458,458,458,458,458,1-7182,8,11,1-7182,22,3,0,2,4.379117369651794,0.19905078952962701
463,463,463,463,463,463,463,463,463,463,1-1989,12,10,1-1989,46,5,0,6,9.137352108955383,0.19863808932511703
304,304,304,304,304,304,304,304,304,304,1-19004,21,4,1-19004,60,5,0,10,11.895586848258972,0.1982597808043162
447,447,447,447,447,447,447,447,447,447,1-7152,17,14,1-7152,109,13,0,12,21.274704217910767,0.19518077264138317
494,494,494,494,494,494,494,494,494,494,1-3265,3,20,1-3265,19,3,0,1,3.689558684825897,0.19418729920136302
141,141,141,141,141,141,141,141,141,141,MLG45,1,19,MLG45,70,6,0,11,13.58514553308487,0.19407350761549813
104,104,104,104,104,104,104,104,104,104,1-8267,16,15,1-8267,133,5,0,30,25.686760544776917,0.19313353793065352
392,392,392,392,392,392,392,392,392,392,1-9609,20,17,1-9609,25,0,0,7,4.8269107937812805,0.19307643175125122
410,410,410,410,410,410,410,410,410,410,MLG12,3,20,MLG12,146,4,0,35,28.134553968906403,0.1927024244445644
391,391,391,391,391,391,391,391,391,391,MLG30,20,17,MLG30,208,0,0,58,39.99440371990204,0.19228078711491364
520,520,520,520,520,520,520,520,520,520,1-2034,5,6,1-2034,16,1,0,3,3.0686760544776917,0.19179225340485573
534,534,534,534,534,534,534,534,534,534,1-9457,19,8,1-9457,11,0,0,3,2.0686760544776917,0.18806145949797196
330,330,330,330,330,330,330,330,330,330,1-4531,18,1,1-4531,94,1,0,24,17.549408435821533,0.18669583442363333
421,421,421,421,421,421,421,421,421,421,1-8398,17,14,1-8398,54,8,0,3,10.068676054477692,0.1864569639718091
413,413,413,413,413,413,413,413,413,413,1-8314,10,12,1-8314,36,1,0,8,6.516469478607178,0.1810130410724216
408,408,408,408,408,408,408,408,408,408,MLG53,8,11,MLG53,91,13,0,5,16.447793424129486,0.1807449826827416
379,379,379,379,379,379,379,379,379,379,1-4640,18,1,1-4640,87,4,0,17,15.722497642040253,0.1807183637016121
98,98,98,98,98,98,98,98,98,98,1-8127,3,20,1-8127,32,5,0,1,5.689558684825897,0.1777987089008093
65,65,65,65,65,65,65,65,65,65,1-8659,15,9,1-8659,91,14,0,3,16.06867605447769,0.1765788577415131
164,164,164,164,164,164,164,164,164,164,1-9740,9,2,1-9740,34,6,0,0,6.0,0.17647058823529413
411,411,411,411,411,411,411,411,411,411,MLG15,17,14,MLG15,105,13,0,8,18.516469478607178,0.1763473283676874
350,350,350,350,350,350,350,350,350,350,1-2282,4,21,1-2282,219,24,0,20,37.791173696517944,0.17256243697040158
554,554,554,554,554,554,554,554,554,554,1-10444,5,6,1-10444,8,0,0,2,1.3791173696517944,0.1723896712064743
147,147,147,147,147,147,147,147,147,147,1-17657,10,12,1-17657,8,0,0,2,1.3791173696517944,0.1723896712064743
306,306,306,306,306,306,306,306,306,306,1-18377,16,15,1-18377,14,1,0,2,2.3791173696517944,0.16993695497512817
299,299,299,299,299,299,299,299,299,299,MLG54,8,11,MLG54,595,33,0,98,100.57675111293793,0.16903655649233265
320,320,320,320,320,320,320,320,320,320,MLG13,13,22,MLG13,140,9,0,21,23.48073238134384,0.16771951700959886
113,113,113,113,113,113,113,113,113,113,1-4499,18,1,1-4499,12,2,0,0,2.0,0.16666666666666666
416,416,416,416,416,416,416,416,416,416,1-18203,14,7,1-18203,29,2,0,4,4.758234739303589,0.16407705997598582
348,348,348,348,348,348,348,348,348,348,1-17758,19,8,1-17758,40,1,0,8,6.516469478607178,0.16291173696517944
467,467,467,467,467,467,467,467,467,467,1-13247,3,20,1-13247,29,4,0,1,4.689558684825897,0.16170892016641025
267,267,267,267,267,267,267,267,267,267,1-6181,20,17,1-6181,659,0,0,154,106.19203746318817,0.16114117976204578
399,399,399,399,399,399,399,399,399,399,MLG60,13,22,MLG60,47,2,0,8,7.516469478607178,0.15992488252355697
355,355,355,355,355,355,355,355,355,355,1-9498,6,3,1-9498,64,4,0,9,10.206028163433075,0.1594691900536418
301,301,301,301,301,301,301,301,301,301,1-1177,9,2,1-1177,17,2,0,1,2.689558684825897,0.15820933440152338
85,85,85,85,85,85,85,85,85,85,1-8084,5,6,1-8084,82,4,0,13,12.964262902736664,0.1581007671065447
180,180,180,180,180,180,180,180,180,180,1-0037,13,22,1-0037,35,0,0,8,5.516469478607178,0.1576134136744908
291,291,291,291,291,291,291,291,291,291,MLG02,20,17,MLG02,320,0,0,73,50.3377839922905,0.1573055749759078
422,422,422,422,422,422,422,422,422,422,1-6878,20,17,1-6878,167,0,0,38,26.203230023384094,0.15690556900229996
290,290,290,290,290,290,290,290,290,290,1-8341,18,1,1-8341,197,8,0,33,30.755436599254608,0.15611896750890664
47,47,47,47,47,47,47,47,47,47,1-19547,16,15,1-19547,66,2,0,12,10.274704217910767,0.15567733663501163
368,368,368,368,368,368,368,368,368,368,1-5197,19,8,1-5197,72,5,0,9,11.206028163433075,0.1556392800476816
30,30,30,30,30,30,30,30,30,30,1-8418,1,19,1-8418,46,3,0,6,7.137352108955383,0.15515982845555182
243,243,243,243,243,243,243,243,243,243,1-1015,1,19,1-1015,155,8,0,23,23.859849750995636,0.1539345145225525
81,81,81,81,81,81,81,81,81,81,1-7770,14,7,1-7770,11,1,0,1,1.6895586848258972,0.15359624407508157
108,108,108,108,108,108,108,108,108,108,1-9731,10,12,1-9731,11,1,0,1,1.6895586848258972,0.15359624407508157
469,469,469,469,469,469,469,469,469,469,1-8578,7,13,1-8578,11,1,0,1,1.6895586848258972,0.15359624407508157
198,198,198,198,198,198,198,198,198,198,1-9839,1,19,1-9839,20,1,0,3,3.0686760544776917,0.15343380272388457
51,51,51,51,51,51,51,51,51,51,1-9925,19,8,1-9925,93,8,0,9,14.206028163433075,0.15275299100465672
386,386,386,386,386,386,386,386,386,386,MLG68,9,2,MLG68,642,89,0,13,97.96426290273666,0.15259230981734684
123,123,123,123,123,123,123,123,123,123,MLG55,13,22,MLG55,92,5,0,13,13.964262902736664,0.15178546633409418
332,332,332,332,332,332,332,332,332,332,MLG78,4,21,MLG78,80,10,0,3,12.068676054477692,0.15085845068097115
188,188,188,188,188,188,188,188,188,188,1-20167,4,21,1-20167,56,5,0,5,8.447793424129486,0.15085345400231226
349,349,349,349,349,349,349,349,349,349,1-3052,18,1,1-3052,166,9,0,23,24.859849750995636,0.1497581310300942
24,24,24,24,24,24,24,24,24,24,1-7140,20,17,1-7140,397,0,0,85,58.61248821020126,0.1476385093455951
67,67,67,67,67,67,67,67,67,67,1-7481,18,1,1-7481,33,2,0,4,4.758234739303589,0.14418893149404816
86,86,86,86,86,86,86,86,86,86,1-9345,7,13,1-9345,47,4,0,4,6.758234739303589,0.14379222849582105
465,465,465,465,465,465,465,465,465,465,1-5913,1,19,1-5913,14,2,0,0,2.0,0.14285714285714285
155,155,155,155,155,155,155,155,155,155,1-9447,14,7,1-9447,7,1,0,0,1.0,0.14285714285714285
89,89,89,89,89,89,89,89,89,89,1-18004,14,7,1-18004,12,1,0,1,1.6895586848258972,0.14079655706882477
449,449,449,449,449,449,449,449,449,449,1-1935,5,6,1-1935,12,1,0,1,1.6895586848258972,0.14079655706882477
26,26,26,26,26,26,26,26,26,26,1-9907,10,12,1-9907,17,1,0,2,2.3791173696517944,0.13994808056775263
101,101,101,101,101,101,101,101,101,101,1-9892,13,22,1-9892,22,1,0,3,3.0686760544776917,0.13948527520353143
156,156,156,156,156,156,156,156,156,156,1-8634,7,13,1-8634,10,0,0,2,1.3791173696517944,0.13791173696517944
167,167,167,167,167,167,167,167,167,167,1-4929,14,7,1-4929,10,0,0,2,1.3791173696517944,0.13791173696517944
535,535,535,535,535,535,535,535,535,535,1-5990,5,6,1-5990,5,0,0,1,0.6895586848258972,0.13791173696517944
165,165,165,165,165,165,165,165,165,165,1-7721,20,17,1-7721,20,0,0,4,2.758234739303589,0.13791173696517944
403,403,403,403,403,403,403,403,403,403,1-1770,8,11,1-1770,35,2,0,4,4.758234739303589,0.13594956398010255
43,43,43,43,43,43,43,43,43,43,1-8705,3,20,1-8705,48,5,0,2,6.379117369651794,0.13289827853441238
223,223,223,223,223,223,223,223,223,223,1-0205,18,1,1-0205,34,1,0,5,4.447793424129486,0.13081745365086725
253,253,253,253,253,253,253,253,253,253,1-4649,18,1,1-4649,244,11,0,30,31.686760544776917,0.12986377272449556
10,10,10,10,10,10,10,10,10,10,1-7964,20,17,1-7964,202,0,0,38,26.203230023384094,0.12971896051180246
150,150,150,150,150,150,150,150,150,150,1-7005,18,1,1-7005,285,9,0,40,36.58234739303589,0.12835911365977504
293,293,293,293,293,293,293,293,293,293,1-8066,20,17,1-8066,86,0,0,16,11.032938957214355,0.12828998787458554
129,129,129,129,129,129,129,129,129,129,1-2573,3,20,1-2573,37,4,0,1,4.689558684825897,0.12674482931961883
53,53,53,53,53,53,53,53,53,53,1-9850,17,14,1-9850,27,2,0,2,3.3791173696517944,0.12515249517228869
169,169,169,169,169,169,169,169,169,169,1-9606,7,13,1-9606,16,2,0,0,2.0,0.125
127,127,127,127,127,127,127,127,127,127,1-9643,4,21,1-9643,8,1,0,0,1.0,0.125
125,125,125,125,125,125,125,125,125,125,1-8622,3,20,1-8622,54,6,0,1,6.689558684825897,0.12388071638566477
441,441,441,441,441,441,441,441,441,441,1-19166,18,1,1-19166,45,2,0,5,5.447793424129486,0.12106207609176636
308,308,308,308,308,308,308,308,308,308,1-6743,3,20,1-6743,58,7,0,0,7.0,0.1206896551724138
173,173,173,173,173,173,173,173,173,173,1-9588,9,2,1-9588,14,1,0,1,1.6895586848258972,0.1206827632018498
279,279,279,279,279,279,279,279,279,279,MLG43,4,21,MLG43,14,1,0,1,1.6895586848258972,0.1206827632018498
240,240,240,240,240,240,240,240,240,240,MLG33,11,5,MLG33,20,1,0,2,2.3791173696517944,0.11895586848258972
397,397,397,397,397,397,397,397,397,397,1-9808,13,22,1-9808,74,6,0,4,8.758234739303589,0.11835452350410255
84,84,84,84,84,84,84,84,84,84,1-18714,11,5,1-18714,32,1,0,4,3.758234739303589,0.11744483560323715
63,63,63,63,63,63,63,63,63,63,1-7066,5,6,1-7066,23,2,0,1,2.689558684825897,0.1169373341228651
529,529,529,529,529,529,529,529,529,529,1-6217,7,13,1-6217,44,3,0,3,5.068676054477692,0.11519718305631117
532,532,532,532,532,532,532,532,532,532,1-19447,3,20,1-19447,15,1,0,1,1.6895586848258972,0.11263724565505981
336,336,336,336,336,336,336,336,336,336,1-1827,13,22,1-1827,24,2,0,1,2.689558684825897,0.11206494520107906
428,428,428,428,428,428,428,428,428,428,1-2701,16,15,1-2701,61,2,0,7,6.8269107937812805,0.11191657038985706
71,71,71,71,71,71,71,71,71,71,1-6532,8,11,1-6532,27,3,0,0,3.0,0.1111111111111111
44,44,44,44,44,44,44,44,44,44,1-5214,17,14,1-5214,40,3,0,2,4.379117369651794,0.10947793424129486
383,383,383,383,383,383,383,383,383,383,1-8551,17,14,1-8551,38,2,0,3,4.068676054477692,0.10707042248625505
256,256,256,256,256,256,256,256,256,256,1-9277,18,1,1-9277,48,1,0,6,5.137352108955383,0.10702816893657048
163,163,163,163,163,163,163,163,163,163,1-9137,17,14,1-9137,111,9,0,4,11.758234739303589,0.10593004269642872
190,190,190,190,190,190,190,190,190,190,1-2382,4,21,1-2382,139,7,0,11,14.58514553308487,0.1049291045545674
96,96,96,96,96,96,96,96,96,96,MLG37,1,19,MLG37,116,3,0,13,11.964262902736664,0.10314019743738503
72,72,72,72,72,72,72,72,72,72,1-9614,5,6,1-9614,30,1,0,3,3.0686760544776917,0.10228920181592306
2,2,2,2,2,2,2,2,2,2,MLG17,1,19,MLG17,153,8,0,11,15.58514553308487,0.10186369629467235
203,203,203,203,203,203,203,203,203,203,1-1250,2,24,1-1250,34,0,0,5,3.447793424129486,0.10140568894498489
493,493,493,493,493,493,493,493,493,493,1-1836,11,5,1-1836,20,2,0,0,2.0,0.1
409,409,409,409,409,409,409,409,409,409,1-9645,2,24,1-9645,69,0,0,10,6.895586848258972,0.09993604127911554
513,513,513,513,513,513,513,513,513,513,1-8094,7,13,1-8094,58,3,0,4,5.758234739303589,0.09927990929833774
555,555,555,555,555,555,555,555,555,555,1-3646,1,19,1-3646,7,0,0,1,0.6895586848258972,0.09850838354655675
307,307,307,307,307,307,307,307,307,307,1-5530,18,1,1-5530,7,0,0,1,0.6895586848258972,0.09850838354655675
271,271,271,271,271,271,271,271,271,271,1-7897,12,10,1-7897,95,3,0,9,9.206028163433075,0.096905559615085
539,539,539,539,539,539,539,539,539,539,1-9436,3,20,1-9436,21,2,0,0,2.0,0.09523809523809523
346,346,346,346,346,346,346,346,346,346,MLG32,2,24,MLG32,52,0,0,7,4.8269107937812805,0.09282520757271694
193,193,193,193,193,193,193,193,193,193,1-9553,13,22,1-9553,23,0,0,3,2.0686760544776917,0.08994243715120398
372,372,372,372,372,372,372,372,372,372,1-6916,4,21,1-6916,43,1,0,4,3.758234739303589,0.08740080789078114
377,377,377,377,377,377,377,377,377,377,1-7213,1,19,1-7213,23,2,0,0,2.0,0.08695652173913043
222,222,222,222,222,222,222,222,222,222,1-4149,13,22,1-4149,16,0,0,2,1.3791173696517944,0.08619483560323715
527,527,527,527,527,527,527,527,527,527,1-5531,2,24,1-5531,8,0,0,1,0.6895586848258972,0.08619483560323715
76,76,76,76,76,76,76,76,76,76,1-8541,18,1,1-8541,232,2,0,26,19.928525805473328,0.0858988181270402
226,226,226,226,226,226,226,226,226,226,1-9996,7,13,1-9996,28,1,0,2,2.3791173696517944,0.08496847748756409
335,335,335,335,335,335,335,335,335,335,1-8910,18,1,1-8910,137,4,0,11,11.58514553308487,0.08456310608091146
128,128,128,128,128,128,128,128,128,128,1-19286,4,21,1-19286,40,2,0,2,3.3791173696517944,0.08447793424129486
137,137,137,137,137,137,137,137,137,137,1-1972,10,12,1-1972,32,2,0,1,2.689558684825897,0.08404870890080929
431,431,431,431,431,431,431,431,431,431,1-7614,4,21,1-7614,72,6,0,0,6.0,0.08333333333333333
118,118,118,118,118,118,118,118,118,118,1-6543,4,21,1-6543,12,1,0,0,1.0,0.08333333333333333
66,66,66,66,66,66,66,66,66,66,1-7536,2,24,1-7536,17,0,0,2,1.3791173696517944,0.0811245511559879
385,385,385,385,385,385,385,385,385,385,1-6974,4,21,1-6974,207,16,0,1,16.689558684825897,0.08062588736630869
8,8,8,8,8,8,8,8,8,8,1-8181,11,5,1-8181,30,1,0,2,2.3791173696517944,0.07930391232172648
394,394,394,394,394,394,394,394,394,394,1-2423,20,17,1-2423,79,0,0,9,6.206028163433075,0.0785573185244693
83,83,83,83,83,83,83,83,83,83,1-18423,21,4,1-18423,47,3,0,1,3.689558684825897,0.07850124861331696
298,298,298,298,298,298,298,298,298,298,1-7019,20,17,1-7019,107,0,0,12,8.274704217910767,0.07733368427953988
32,32,32,32,32,32,32,32,32,32,1-0022,1,19,1-0022,18,0,0,2,1.3791173696517944,0.07661763164732191
42,42,42,42,42,42,42,42,42,42,1-1207,4,21,1-1207,66,5,0,0,5.0,0.07575757575757576
500,500,500,500,500,500,500,500,500,500,1-0292,3,20,1-0292,99,6,0,2,7.379117369651794,0.07453653908739186
29,29,29,29,29,29,29,29,29,29,1-18735,5,6,1-18735,27,2,0,0,2.0,0.07407407407407407
40,40,40,40,40,40,40,40,40,40,1-7722,8,11,1-7722,60,3,0,2,4.379117369651794,0.07298528949419657
425,425,425,425,425,425,425,425,425,425,1-6006,13,22,1-6006,57,0,0,6,4.137352108955383,0.0725851247185155
521,521,521,521,521,521,521,521,521,521,1-19549,13,22,1-19549,29,0,0,3,2.0686760544776917,0.07133365705095489
362,362,362,362,362,362,362,362,362,362,1-1462,18,1,1-1462,192,5,0,12,13.274704217910767,0.06913908446828525
274,274,274,274,274,274,274,274,274,274,1-0033,4,21,1-0033,10,0,0,1,0.6895586848258972,0.06895586848258972
509,509,509,509,509,509,509,509,509,509,1-18935,18,1,1-18935,30,0,0,3,2.0686760544776917,0.06895586848258972
90,90,90,90,90,90,90,90,90,90,1-19222,14,7,1-19222,15,1,0,0,1.0,0.06666666666666667
79,79,79,79,79,79,79,79,79,79,1-9739,12,10,1-9739,31,2,0,0,2.0,0.06451612903225806
482,482,482,482,482,482,482,482,482,482,1-4390,18,1,1-4390,45,0,0,4,2.758234739303589,0.06129410531785753
453,453,453,453,453,453,453,453,453,453,1-8397,4,21,1-8397,51,1,0,3,3.0686760544776917,0.060170118715248855
49,49,49,49,49,49,49,49,49,49,1-2178,1,19,1-2178,12,0,0,1,0.6895586848258972,0.05746322373549143
216,216,216,216,216,216,216,216,216,216,1-9887,1,19,1-9887,36,0,0,3,2.0686760544776917,0.05746322373549143
174,174,174,174,174,174,174,174,174,174,MLG38,3,20,MLG38,77,3,0,2,4.379117369651794,0.056871654151322004
31,31,31,31,31,31,31,31,31,31,1-8938,5,6,1-8938,30,1,0,1,1.6895586848258972,0.056318622827529904
389,389,389,389,389,389,389,389,389,389,1-0278,13,22,1-0278,79,3,0,2,4.379117369651794,0.05543186543863031
59,59,59,59,59,59,59,59,59,59,1-9331,1,19,1-9331,25,0,0,2,1.3791173696517944,0.05516469478607178
