,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-1989,6,12,1-1989,46,23,0,31,36.18269529938698,0.7865803325953691
1,MLG60,5,17,MLG60,47,31,0,3,32.27574470639229,0.6867179724764316
2,1-9491,1,15,1-9491,80,37,0,13,42.52822706103325,0.5316028382629157
3,1-7019,2,3,1-7019,107,29,0,62,55.36539059877396,0.5174335569978874
4,1-2294,7,4,1-2294,75,31,0,10,35.25248235464096,0.4700330980618795
5,1-4494,2,7,1-4494,16,4,0,7,6.9767376482486725,0.436046103015542
6,MLG65,18,9,MLG65,201,78,0,22,87.35546118021011,0.4346042844786573
7,1-1580,7,4,1-1580,400,68,0,248,173.46156239509585,0.4336539059877395
8,1-7866,7,4,1-7866,318,57,0,189,137.37191650271416,0.4319871588135665
9,MLG14,19,2,MLG14,232,92,0,15,98.37872353196144,0.4240462221205234
10,1-7897,3,8,1-7897,95,10,0,69,39.34212824702263,0.4141276657581329
11,1-2545,7,4,1-2545,145,54,0,13,59.52822706103325,0.4105394969726431
12,1-1390,21,11,1-1390,98,35,0,11,39.67773059010506,0.4048748019398475
13,1-7024,21,11,1-7024,498,75,0,289,197.89674004912376,0.3973830121468348
14,1-3596,17,5,1-3596,223,56,0,74,87.46836942434311,0.3922348404679063
15,1-6296,10,3,1-6296,254,59,0,87,95.99659648537636,0.3779393562416392
16,1-8910,3,8,1-8910,137,35,0,39,51.58468118309975,0.3765305195846697
17,1-3523,7,4,1-3523,543,160,0,101,202.9500717818737,0.3737570382723272
18,1-4531,13,14,1-4531,94,13,0,52,35.112908244133,0.3735415770652446
19,MLG45,5,17,MLG45,70,24,0,5,26.12624117732048,0.373232016818864
20,1-3139,13,14,1-3139,93,18,0,38,34.15943294763565,0.3673057306197382
21,1-2423,10,3,1-2423,79,11,0,42,28.860425889492035,0.3653218467024308
22,1-7682,17,5,1-7682,141,36,0,36,51.30893647670746,0.3638931665014713
23,MLG40,5,17,MLG40,51,16,0,6,18.551489412784576,0.363754694368325
24,MLG29,2,7,MLG29,164,40,0,45,59.13617059588432,0.3605864060724654
25,1-18935,21,11,1-18935,30,9,0,4,10.700992941856384,0.3566997647285461
26,1-7608,5,17,1-7608,4,1,0,1,1.425248235464096,0.356312058866024
27,1-8532,21,11,1-8532,4,1,0,1,1.425248235464096,0.356312058866024
28,1-4390,19,2,1-4390,45,13,0,7,15.976737648248672,0.355038614405526
29,1-3265,7,4,1-3265,19,5,0,4,6.700992941856384,0.3526838390450728
30,1-9739,6,12,1-9739,31,2,0,21,10.930212944746016,0.3525875143466457
31,1-5002,8,10,1-5002,45,12,0,9,15.827234119176865,0.3517163137594858
32,1-6181,10,3,1-6181,659,128,0,243,231.3353212177753,0.3510399411498867
33,1-4700,6,12,1-4700,31,10,0,2,10.850496470928192,0.350016015191232
34,1-9697,1,15,1-9697,20,4,0,7,6.9767376482486725,0.3488368824124336
35,1-9394,15,18,1-9394,117,7,0,79,40.59461060166359,0.3469624837749024
36,1-3584,8,10,1-3584,26,6,0,7,8.976737648248672,0.3452591403172566
37,1-4088,8,10,1-4088,30,1,0,22,10.355461180210114,0.3451820393403371
38,1-7058,11,5,1-7058,80,22,0,13,27.52822706103325,0.3441028382629156
39,1-10038,16,6,1-10038,76,21,0,12,26.10297882556916,0.3434602477048573
40,MLG68,16,6,MLG68,642,106,0,258,215.7140447497368,0.3360031849684373
41,MLG30,1,15,MLG30,208,55,0,35,69.88368824124336,0.3359792703905931
42,1-7441,11,16,1-7441,111,19,0,43,37.28567412495613,0.3359069740987039
43,MLG62,17,5,MLG62,525,137,0,86,173.57134824991226,0.3306120919045948
44,1-6734,2,7,1-6734,44,9,0,13,14.528227061033247,0.3301869786598466
45,1-7509,2,7,1-7509,40,3,0,24,13.205957651138306,0.3301489412784576
46,MLG75,2,7,MLG75,185,43,0,42,60.86042588949204,0.3289752750783353
47,1-1183,15,18,1-1183,45,13,0,4,14.700992941856384,0.326688732041253
48,1-7991,5,17,1-7991,46,15,0,0,15.0,0.3260869565217391
49,1-9645,19,2,1-9645,69,11,0,27,22.4817023575306,0.3258217732975448
50,1-4020,14,13,1-4020,37,9,0,7,11.976737648248672,0.323695612114829
51,1-3509,10,3,1-3509,35,7,0,10,11.25248235464096,0.3214994958468846
52,1-10785,11,16,1-10785,279,25,0,152,89.6377317905426,0.3212821927976437
53,1-10060,9,1,1-10060,36,9,0,6,11.551489412784576,0.3208747059106827
54,1-8573,1,15,1-8573,184,52,0,16,58.80397176742554,0.3195868030838344
55,1-5515,6,12,1-5515,29,5,0,10,9.25248235464096,0.3190511156772745
