Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,6,MLG45,70,25,1,4,1026.099847316742,14.658569247382028
352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,6,6,MLG63,380,24,1,58,1039.9477860927582,2.7367047002441005
399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,13,MLG60,47,26,0,12,29.29954195022583,0.623394509579273
463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,19,10,1-1989,46,20,0,7,21.9247328042984,0.4766246261804
131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,11,1-9283,235,95,0,34,104.34870219230652,0.44403703060555966
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,15,MLG40,51,18,0,12,21.29954195022583,0.41763807745540843
483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,20,10,1-9491,80,25,0,27,32.42396938800812,0.40529961735010145
387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,20,10,1-10539,63,14,0,40,24.998473167419434,0.39680116138761007
272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,12,12,1-1570,142,46,0,30,54.248854875564575,0.38203418926453925
470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,2,5,1-1204,39,14,0,2,14.549923658370972,0.3730749655992557
251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,6,6,1-7268,70,23,0,11,26.024580121040344,0.37177971601486204
562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,20,19,1-0003,17,5,0,4,6.099847316741943,0.3588145480436437
332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,10,MLG78,80,24,0,15,28.124427437782288,0.3515553429722786
434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,17,9,MLG59,71,20,0,15,24.124427437782288,0.3397806681377787
91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,14,15,72-12171,19,5,0,5,6.374809145927429,0.3355162708382857
331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,13,MLG75,185,54,0,29,61.97389304637909,0.334994016466914
457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,11,17,1-8503,16,2,0,12,5.29954195022583,0.3312213718891144
122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,20,17,MLG42,14,4,0,2,4.549923658370972,0.324994547026498
345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,3,18,1-1131,138,36,0,31,44.52381670475006,0.32263635293297144
161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,14,15,MLG41,66,15,0,22,21.04916024208069,0.3189266703345559
179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,7,1,1-4052,13,4,0,0,4.0,0.3076923076923077
351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,16,7,1-19229,38,10,0,6,11.649770975112915,0.3065729203977083
384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,12,12,1-9270,128,28,0,40,38.998473167419434,0.3046755716204643
558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,20,9,1-0055,18,4,0,5,5.374809145927429,0.2986005081070794
263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,14,15,1-6927,179,46,0,27,53.42396938800812,0.2984579295419448
484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,6,6,MLG31,33,9,0,3,9.824885487556458,0.297723802653226
217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,19,1-9630,33,9,0,3,9.824885487556458,0.297723802653226
253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,18,11,1-4649,244,62,0,37,72.17358767986298,0.295793392130586
241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,16,7,1-19448,45,10,0,12,13.29954195022583,0.2955453766716851
153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,10,1-1350,195,42,0,55,57.12290060520172,0.2929379518215473
128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,13,16,1-19286,40,10,0,6,11.649770975112915,0.29124427437782285
259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,18,11,1-3596,223,48,0,61,64.77267158031464,0.29046041067405665
22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,7,19,1-7995,14,4,0,0,4.0,0.2857142857142857
544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,8,23,1-5799,7,2,0,0,2.0,0.2857142857142857
