Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,7,MLG45,70,25,1,17,1029.5357532799244,14.707653618284635
4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,20,7,1-6240,698,73,1,149,1112.754543453455,1.5942042169820272
140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,4,2,1-2294,75,42,0,16,46.26894426345825,0.61691925684611
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,14,MLG40,51,23,0,15,27.00213524699211,0.5294536322939629
399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,10,MLG60,47,22,0,10,24.668090164661407,0.5248529822268384
459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,15,10,1-2545,145,62,0,37,71.87193360924721,0.4956685076499807
131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,8,1-9283,235,95,0,73,114.47705820202827,0.4871364178809714
217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,3,1-9630,33,12,0,13,15.46851721405983,0.4687429458806009
251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,6,11,1-7268,70,22,0,30,30.004270493984222,0.428632435628346
483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,20,7,1-9491,80,26,0,31,34.27107951045036,0.42838849388062955
268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,14,MLG44,59,22,0,12,25.20170819759369,0.42714759656938456
388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,13,16,MLG49,185,74,0,15,78.00213524699211,0.42163316349725466
547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,16,12,MLG67,27,8,0,12,11.201708197593689,0.4148780813923589
443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,8,5,1-3447,110,41,0,14,44.73532623052597,0.40668478391387247
272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,12,9,1-1570,142,50,0,29,57.73746147751808,0.4066018413909724
302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,13,16,MLG51,248,95,0,19,100.06937131285667,0.4035055294873253
322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,8,1-0296,41,8,0,31,16.271079510450363,0.3968555978158625
562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,20,7,1-0003,17,4,0,9,6.401281148195267,0.3765459498938392
536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,18,8,1-9971,15,5,0,2,5.5336180329322815,0.3689078688621521
124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,20,7,1-8427,189,45,0,89,68.74600246548653,0.363735462780352
528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,14,14,1-6718,20,7,0,1,7.266809016466141,0.363340450823307
332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,7,MLG78,80,27,0,7,28.867663115262985,0.36084578894078734
548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,3,3,1-3087,26,5,0,15,9.002135246992111,0.3462359710381581
149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,13,16,MLG58,71,20,0,17,24.535753279924393,0.34557398985809
342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,7,3,MLG65,201,52,0,65,69.34258607029915,0.34498799039949823
282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,4,2,1-1608,307,100,0,18,104.80256229639053,0.3413764244182102
470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,2,6,1-1204,39,4,0,34,13.071506559848785,0.3351668348679176
285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,8,5,1-18615,22,7,0,1,7.266809016466141,0.33030950074846094
416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,4,2,1-18203,29,9,0,2,9.533618032932281,0.328745449411458
122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,20,7,MLG42,14,3,0,6,4.6008540987968445,0.32863243562834604
143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,16,12,1-8928,39,12,0,3,12.800427049398422,0.3282160781897031
346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,14,14,MLG32,52,14,0,11,16.934899181127548,0.3256711380986067
506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,14,14,1-6227,52,5,0,44,16.739596724510193,0.32191532162519604
344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,11,13,1-6035,23,5,0,9,7.401281148195267,0.321794832530229
331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,10,MLG75,185,52,0,28,59.47065246105194,0.32146298627595643
153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,7,1-1350,195,52,0,40,62.67236065864563,0.32139672132638786
353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,7,3,MLG50,319,79,0,85,101.67876639962196,0.3187422144188776
