,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
342,MLG37,16,MLG37,10,116,5,0,17,9.003238961100578,0.0776141289750049
343,MLG51,22,MLG51,3,248,7,0,52,19.24520152807236,0.0776016190648078
344,1-18615,1,1-18615,4,22,1,0,3,1.7064539343118668,0.0775660879232666
345,1-6594,18,1-6594,21,70,0,0,23,5.416146829724312,0.0773735261389187
346,1-18498,21,1-18498,13,13,1,0,0,1.0,0.0769230769230769
347,1-17758,5,1-17758,8,40,0,0,13,3.0613003820180893,0.0765325095504522
348,1-5549,5,1-5549,10,35,1,0,7,2.648392513394356,0.075668357525553
349,1-9394,15,1-9394,17,117,6,0,12,8.825815737247467,0.0754343225405766
350,1-18203,15,1-18203,17,29,1,0,5,2.177423223853112,0.0750835594432107
351,1-1836,17,1-1836,20,20,1,0,2,1.4709692895412445,0.0735484644770622
352,MLG35,18,MLG35,21,49,1,0,11,3.590331092476845,0.0732720631117723
353,1-9500,18,1-9500,21,33,1,0,6,2.412907868623733,0.0731184202613252
354,1-7213,7,1-7213,1,23,0,0,7,1.6483925133943558,0.071669239712798
355,1-7839,9,1-7839,20,24,1,0,3,1.7064539343118668,0.0711022472629944
356,1-8397,18,1-8397,21,51,1,0,11,3.590331092476845,0.070398648872095
357,1-5744,1,1-5744,4,18,1,0,1,1.2354846447706225,0.0686380358205901
358,1-4640,20,1-4640,7,87,1,0,21,5.945177540183067,0.0683353740250927
359,1-19004,7,1-19004,1,60,1,0,13,4.061300382018089,0.0676883397003014
360,1-9578,7,1-9578,2,42,0,0,12,2.825815737247467,0.0672813270773206
361,1-11206,18,1-11206,21,14,0,0,4,0.941938579082489,0.0672813270773206
362,P-0009,15,P-0009,17,7,0,0,2,0.4709692895412445,0.0672813270773206
363,1-8988,7,1-8988,1,29,1,0,4,1.941938579082489,0.0669633992787065
364,1-8767,5,1-8767,8,48,2,0,5,3.177423223853112,0.0661963171636064
365,1-8267,20,1-8267,7,133,5,0,16,8.767754316329956,0.0659229647844357
366,1-6217,5,1-6217,8,44,1,0,8,2.883877158164978,0.0655426626855676
367,MLG64,21,MLG64,13,245,16,0,0,16.0,0.0653061224489796
368,1-0008,7,1-0008,1,230,1,0,59,14.893594041466711,0.0647547567020291
369,1-9457,5,1-9457,8,11,0,0,3,0.7064539343118668,0.0642230849374424
370,1-9518,7,1-9518,1,22,0,0,6,1.4129078686237335,0.0642230849374424
371,1-7819,1,1-7819,4,59,0,0,16,3.767754316329956,0.0638602426496602
372,1-3068,13,1-3068,5,180,5,0,27,11.3580854088068,0.0631004744933711
373,1-6919,22,1-6919,3,43,2,0,3,2.7064539343118668,0.0629407891700434
374,1-19447,7,1-19447,1,15,0,0,4,0.941938579082489,0.0627959052721659
375,MLG15,4,MLG15,9,105,4,0,11,6.590331092476845,0.062765058023589
376,1-8421,18,1-8421,21,109,4,0,12,6.825815737247467,0.0626221627270409
377,1-18714,6,1-18714,2,32,2,0,0,2.0,0.0625
378,1-20641,18,1-20641,21,16,1,0,0,1.0,0.0625
379,1-8127,21,1-8127,13,32,2,0,0,2.0,0.0625
380,1-2400,20,1-2400,7,49,0,0,13,3.0613003820180893,0.0624755180003691
381,1-7964,7,1-7964,1,202,4,0,36,12.4774472117424,0.0617695406521901
382,1-9444,10,1-9444,11,24,1,0,2,1.4709692895412445,0.0612903870642185
383,1-9850,12,1-9850,14,27,0,0,7,1.6483925133943558,0.0610515745701613
384,1-4020,1,1-4020,4,37,2,0,1,2.2354846447706223,0.0604185039127195
385,1-5929,12,1-5929,14,4,0,0,1,0.2354846447706222,0.0588711611926555
386,1-8532,7,1-8532,1,4,0,0,1,0.2354846447706222,0.0588711611926555
387,1-4926,24,1-4926,11,4,0,0,1,0.2354846447706222,0.0588711611926555
388,1-9733,20,1-9733,7,4,0,0,1,0.2354846447706222,0.0588711611926555
389,1-8093,10,1-8093,11,4,0,0,1,0.2354846447706222,0.0588711611926555
390,1-21192,11,1-21192,12,4,0,0,1,0.2354846447706222,0.0588711611926555
391,1-9995,7,1-9995,1,24,0,0,6,1.4129078686237335,0.0588711611926555
392,1-6543,9,1-6543,18,12,0,0,3,0.7064539343118668,0.0588711611926555
393,1-9740,18,1-9740,21,34,2,0,0,2.0,0.0588235294117647
394,1-8188,2,1-8188,3,140,8,0,0,8.0,0.0571428571428571
395,1-10539,22,1-10539,3,63,1,0,11,3.590331092476845,0.0569893824202673
396,1-18409,5,1-18409,8,22,1,0,1,1.2354846447706225,0.0561583929441191
397,1-20003,7,1-20003,1,21,0,0,5,1.1774232238531113,0.0560677725644338
398,1-6642,16,1-6642,10,36,2,0,0,2.0,0.0555555555555555
399,1-0037,17,1-0037,20,35,1,0,4,1.941938579082489,0.0554839594023568
400,1-8541,11,1-8541,12,232,10,0,12,12.825815737247469,0.0552836885226183
401,1-20791,16,1-20791,10,13,0,0,3,0.7064539343118668,0.054342610331682
402,1-2714,3,1-2714,16,61,0,0,14,3.2967850267887115,0.0540456561768641
403,1-7614,16,1-7614,18,72,2,0,8,3.883877158164978,0.0539427383078469
404,1-1989,1,1-1989,4,46,2,0,2,2.4709692895412445,0.0537167236856792
405,1-9722,15,1-9722,17,22,0,0,5,1.1774232238531113,0.0535192374478686
406,1-9495,5,1-9495,8,18,0,0,4,0.941938579082489,0.0523299210601382
407,1-6531,7,1-6531,1,27,0,0,6,1.4129078686237335,0.0523299210601382
408,1-8576,7,1-8576,1,55,0,0,12,2.825815737247467,0.0513784679499539
409,1-9553,18,1-9553,21,23,0,0,5,1.1774232238531113,0.05119231408057
410,1-9610,17,1-9610,20,49,2,0,2,2.4709692895412445,0.0504279446845152
411,1-9504,7,1-9504,1,30,0,0,6,1.4129078686237335,0.0470969289541244
412,1-5990,7,1-5990,1,5,0,0,1,0.2354846447706222,0.0470969289541244
413,MLG73,7,MLG73,1,10,0,0,2,0.4709692895412445,0.0470969289541244
414,1-4361,7,1-4361,1,10,0,0,2,0.4709692895412445,0.0470969289541244
415,1-3217,12,1-3217,14,5,0,0,1,0.2354846447706222,0.0470969289541244
416,1-8379,18,1-8379,21,5,0,0,1,0.2354846447706222,0.0470969289541244
417,1-7722,9,1-7722,18,60,2,0,3,2.7064539343118668,0.0451075655718644
418,1-8503,20,1-8503,7,16,0,0,3,0.7064539343118668,0.0441533708944916
419,1-7066,12,1-7066,14,23,1,0,0,1.0,0.0434782608695652
420,1-8578,12,1-8578,14,11,0,0,2,0.4709692895412445,0.0428153899582949
421,1-7770,15,1-7770,17,11,0,0,2,0.4709692895412445,0.0428153899582949
422,1-9907,18,1-9907,21,17,0,0,3,0.7064539343118668,0.0415561137830509
423,1-5775,24,1-5775,6,244,0,0,43,10.125839725136755,0.0414993431358063
424,1-10698,24,1-10698,6,6,0,0,1,0.2354846447706222,0.0392474407951037
425,1-5161,1,1-5161,4,12,0,0,2,0.4709692895412445,0.0392474407951037
426,1-9902,7,1-9902,1,30,0,0,5,1.1774232238531113,0.0392474407951037
427,1-1827,22,1-1827,3,24,0,0,4,0.941938579082489,0.0392474407951037
428,1-8529,22,1-8529,19,56,1,0,5,2.177423223853112,0.0388825575688055
429,1-6227,18,1-6227,21,52,1,0,4,1.941938579082489,0.0373449726746632
430,1-7058,22,1-7058,3,80,0,0,12,2.825815737247467,0.0353226967155933
431,1-2596,6,1-2596,2,35,1,0,1,1.2354846447706225,0.0352995612791606
432,1-6916,17,1-6916,20,43,1,0,2,1.4709692895412445,0.0342085881288661
433,1-3646,10,1-3646,11,7,0,0,1,0.2354846447706222,0.0336406635386603
434,1-9955,10,1-9955,11,60,2,0,0,2.0,0.0333333333333333
435,1-0405,18,1-0405,21,64,0,0,9,2.1193618029356003,0.0331150281708687
436,1-9137,4,1-9137,9,111,2,0,7,3.648392513394356,0.0328684010215707
437,1-2584,20,1-2584,7,36,0,0,5,1.1774232238531113,0.0327062006625864
438,1-7752,1,1-7752,4,29,0,0,4,0.941938579082489,0.0324806406580168
439,72-0103,12,72-0103,14,71,1,0,5,2.177423223853112,0.0306679327303255
440,1-6228,18,1-6228,21,48,1,0,2,1.4709692895412445,0.0306451935321092
441,1-8622,7,1-8622,1,54,0,0,7,1.6483925133943558,0.0305257872850806
442,1-9739,15,1-9739,17,31,0,0,4,0.941938579082489,0.0303851154542738
443,MLG17,15,MLG17,17,153,2,0,11,4.590331092476845,0.0300021640031166
444,1-17657,24,1-17657,6,8,0,0,1,0.2354846447706222,0.0294355805963277
445,1-9806,7,1-9806,1,8,0,0,1,0.2354846447706222,0.0294355805963277
446,1-10444,15,1-10444,17,8,0,0,1,0.2354846447706222,0.0294355805963277
447,P-16454,3,P-16454,16,8,0,0,1,0.2354846447706222,0.0294355805963277
448,1-18563,7,1-18563,1,8,0,0,1,0.2354846447706222,0.0294355805963277
449,MLG31,24,MLG31,6,33,0,0,4,0.941938579082489,0.0285435933055299
450,72-12387,21,72-12387,13,71,2,0,0,2.0,0.028169014084507
451,1-0003,24,1-0003,6,17,0,0,2,0.4709692895412445,0.0277040758553673
452,MLG08,1,MLG08,4,107,2,0,4,2.941938579082489,0.0274947530755372
453,1-6918,11,1-6918,12,43,0,0,5,1.1774232238531113,0.0273819354384444
454,1-7204,12,1-7204,13,26,0,0,3,0.7064539343118668,0.027171305165841
455,1-7341,18,1-7341,21,110,2,0,4,2.941938579082489,0.0267448961734771
456,1-6216,13,1-6216,5,45,0,0,5,1.1774232238531113,0.0261649605300691
457,1-2869,16,1-2869,10,9,0,0,1,0.2354846447706222,0.0261649605300691
458,1-9076,7,1-9076,1,9,0,0,1,0.2354846447706222,0.0261649605300691
459,1-9607,20,1-9607,7,19,0,0,2,0.4709692895412445,0.024787857344276
460,1-9712,20,1-9712,7,10,0,0,1,0.2354846447706222,0.0235484644770622
461,1-4088,18,1-4088,21,30,0,0,3,0.7064539343118668,0.0235484644770622
462,1-7842,24,1-7842,10,21,0,0,2,0.4709692895412445,0.0224271090257735
463,MLG07,21,MLG07,13,90,2,0,0,2.0,0.0222222222222222
464,1-10451,21,1-10451,13,46,1,0,0,1.0,0.0217391304347826
465,1-8222,7,1-8222,1,12,0,0,1,0.2354846447706222,0.0196237203975518
466,1-1015,21,1-1015,13,155,3,0,0,3.0,0.0193548387096774
467,1-9331,1,1-9331,4,25,0,0,2,0.4709692895412445,0.0188387715816497
468,1-8627,24,1-8627,6,25,0,0,2,0.4709692895412445,0.0188387715816497
469,1-9416,24,1-9416,7,13,0,0,1,0.2354846447706222,0.018114203443894
470,1-19286,24,1-19286,6,40,0,0,3,0.7064539343118668,0.0176613483577966
471,1-6006,18,1-6006,21,57,1,0,0,1.0,0.0175438596491228
472,1-9870,7,1-9870,1,27,0,0,2,0.4709692895412445,0.017443307020046
473,1-9996,18,1-9996,21,28,0,0,2,0.4709692895412445,0.0168203317693301
474,1-9588,4,1-9588,9,14,0,0,1,0.2354846447706222,0.0168203317693301
475,1-7995,1,1-7995,4,14,0,0,1,0.2354846447706222,0.0168203317693301
476,1-5036,7,1-5036,1,14,0,0,1,0.2354846447706222,0.0168203317693301
477,MLG42,15,MLG42,17,14,0,0,1,0.2354846447706222,0.0168203317693301
478,MLG14,24,MLG14,6,232,0,0,16,3.767754316329956,0.0162403203290084
479,1-9452,24,1-9452,4,16,0,0,1,0.2354846447706222,0.0147177902981638
480,1-3089,24,1-3089,6,16,0,0,1,0.2354846447706222,0.0147177902981638
481,1-4149,2,1-4149,15,16,0,0,1,0.2354846447706222,0.0147177902981638
482,1-2670,18,1-2670,21,104,1,0,2,1.4709692895412445,0.0141439354763581
483,1-8678,24,1-8678,6,17,0,0,1,0.2354846447706222,0.0138520379276836
484,1-9465,10,1-9465,11,18,0,0,1,0.2354846447706222,0.0130824802650345
485,1-8314,18,1-8314,21,36,0,0,2,0.4709692895412445,0.0130824802650345
486,1-20047,18,1-20047,21,20,0,0,1,0.2354846447706222,0.0117742322385311
487,72-18936,7,72-18936,1,20,0,0,1,0.2354846447706222,0.0117742322385311
488,1-8125,15,1-8125,17,21,0,0,1,0.2354846447706222,0.0112135545128867
489,1-10696,18,1-10696,21,24,0,0,1,0.2354846447706222,0.0098118601987759
490,1-5167,24,1-5167,6,24,0,0,1,0.2354846447706222,0.0098118601987759
491,1-19549,18,1-19549,21,29,0,0,1,0.2354846447706222,0.0081201601645042
492,1-9338,24,1-9338,6,29,0,0,1,0.2354846447706222,0.0081201601645042
493,1-9614,10,1-9614,11,30,0,0,1,0.2354846447706222,0.0078494881590207
494,MLG50,24,MLG50,6,319,0,0,10,2.3548464477062225,0.0073819637859129
495,1-8174,4,1-8174,9,45,0,0,1,0.2354846447706222,0.0052329921060138
496,1-9646,9,1-9646,18,105,0,0,2,0.4709692895412445,0.0044854218051547
497,MLG09,18,MLG09,21,125,0,0,2,0.4709692895412445,0.0037677543163299
498,1-1207,24,1-1207,10,66,0,0,1,0.2354846447706222,0.0035679491631912
499,1-3647,7,1-3647,1,5,0,0,0,0.0,0.0
500,1-21195,7,1-21195,1,1,0,0,0,0.0,0.0
501,1-5406,14,1-5406,19,10,0,0,0,0.0,0.0
502,1-1850,24,1-1850,18,30,0,0,0,0.0,0.0
503,1-18735,7,1-18735,1,27,0,0,0,0.0,0.0
504,1-9836,15,1-9836,17,5,0,0,0,0.0,0.0
505,1-6971,10,1-6971,11,10,0,0,0,0.0,0.0
506,1-6931,7,1-6931,1,1,0,0,0,0.0,0.0
507,1-10922,7,1-10922,1,1,0,0,0,0.0,0.0
508,1-0033,24,1-0033,6,10,0,0,0,0.0,0.0
509,1-9576,14,1-9576,19,10,0,0,0,0.0,0.0
510,72-11994,5,72-11994,8,8,0,0,0,0.0,0.0
511,1-17790,7,1-17790,1,5,0,0,0,0.0,0.0
512,1-19927,7,1-19927,1,1,0,0,0,0.0,0.0
513,1-10951,9,1-10951,18,1,0,0,0,0.0,0.0
514,1-3178,7,1-3178,1,6,0,0,0,0.0,0.0
515,1-19222,1,1-19222,11,15,0,0,0,0.0,0.0
516,1-7525,1,1-7525,4,6,0,0,0,0.0,0.0
517,1-0001,2,1-0001,15,17,0,0,0,0.0,0.0
518,1-9455,7,1-9455,1,2,0,0,0,0.0,0.0
519,1-0022,18,1-0022,21,18,0,0,0,0.0,0.0
520,1-2025,7,1-2025,1,41,0,0,0,0.0,0.0
521,1-7608,7,1-7608,1,4,0,0,0,0.0,0.0
522,1-7721,7,1-7721,1,20,0,0,0,0.0,0.0
523,1-2104,7,1-2104,1,36,0,0,0,0.0,0.0
524,1-5425,24,1-5425,8,17,0,0,0,0.0,0.0
525,1-6028,1,1-6028,2,2,0,0,0,0.0,0.0
526,1-19567,13,1-19567,4,2,0,0,0,0.0,0.0
527,1-7509,13,1-7509,17,40,0,0,0,0.0,0.0
528,MLG48,24,MLG48,6,159,0,0,0,0.0,0.0
529,1-8623,7,1-8623,1,5,0,0,0,0.0,0.0
530,1-8020,7,1-8020,1,56,0,0,0,0.0,0.0
531,1-9731,4,1-9731,9,11,0,0,0,0.0,0.0
532,1-4910,7,1-4910,1,4,0,0,0,0.0,0.0
533,1-3033,24,1-3033,4,7,0,0,0,0.0,0.0
534,1-9447,7,1-9447,1,7,0,0,0,0.0,0.0
535,1-8641,7,1-8641,1,30,0,0,0,0.0,0.0
536,1-17645,9,1-17645,18,9,0,0,0,0.0,0.0
537,1-3175,11,1-3175,12,6,0,0,0,0.0,0.0
538,1-5530,21,1-5530,13,7,0,0,0,0.0,0.0
539,1-9034,14,1-9034,19,3,0,0,0,0.0,0.0
540,1-19839,12,1-19839,14,13,0,0,0,0.0,0.0
541,1-10948,7,1-10948,1,2,0,0,0,0.0,0.0
542,1-3216,20,1-3216,7,5,0,0,0,0.0,0.0
543,1-7530,24,1-7530,6,25,0,0,0,0.0,0.0
544,1-8186,24,1-8186,16,26,0,0,0,0.0,0.0
545,1-10978,7,1-10978,1,1,0,0,0,0.0,0.0
546,1-8566,24,1-8566,6,5,0,0,0,0.0,0.0
547,1-4847,1,1-4847,10,2,0,0,0,0.0,0.0
548,1-9697,24,1-9697,6,20,0,0,0,0.0,0.0
549,1-19598,7,1-19598,1,11,0,0,0,0.0,0.0
550,1-18202,1,1-18202,4,23,0,0,0,0.0,0.0
551,1-9643,7,1-9643,1,8,0,0,0,0.0,0.0
552,1-7453,1,1-7453,4,13,0,0,0,0.0,0.0
553,1-2178,4,1-2178,9,12,0,0,0,0.0,0.0
554,1-3176,1,1-3176,4,3,0,0,0,0.0,0.0
555,1-8113,1,1-8113,4,9,0,0,0,0.0,0.0
556,1-7599,24,1-7599,6,3,0,0,0,0.0,0.0
557,1-9838,18,1-9838,21,3,0,0,0,0.0,0.0
558,1-9606,18,1-9606,21,16,0,0,0,0.0,0.0
559,1-8352,7,1-8352,1,1,0,0,0,0.0,0.0
560,1-19924,7,1-19924,1,1,0,0,0,0.0,0.0
561,1-10071,18,1-10071,21,30,0,0,0,0.0,0.0
562,1-9253,7,1-9253,1,24,0,0,0,0.0,0.0
563,1-8401,7,1-8401,1,57,0,0,0,0.0,0.0
564,1-10232,5,1-10232,8,5,0,0,0,0.0,0.0
565,1-8021,15,1-8021,17,58,0,0,0,0.0,0.0
