,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-1390,14,18,1-1390,98,62,0,4,64.37834644317627,0.6569219024813905
1,1-2382,11,3,1-2382,139,77,0,16,86.51338577270508,0.6223984587964394
2,1-1833,5,5,1-1833,124,11,0,109,75.80994057655334,0.6113704885205915
3,1-1224,15,7,1-1224,151,13,0,125,87.32332634925842,0.5783001744984001
4,1-7682,17,6,1-7682,141,55,0,38,77.59429121017456,0.5503141220579756
5,1-6858,20,16,1-6858,23,4,0,14,12.324212551116943,0.5358353283094324
6,MLG60,17,6,MLG60,47,20,0,6,23.567519664764404,0.5014365886120086
7,1-3447,12,8,1-3447,110,44,0,14,52.32421255111694,0.4756746595556085
8,MLG15,20,6,MLG15,105,4,0,76,49.18858242034912,0.4684626897176107
9,1-18028,4,13,1-18028,309,26,0,194,141.34980249404907,0.4574427265179581
10,1-6980,11,3,1-6980,128,34,0,35,54.81053137779236,0.4282072763890028
11,1-20578,20,17,1-20578,19,5,0,5,7.972933053970337,0.419628055472123
12,1-7005,6,19,1-7005,285,71,0,78,117.37775564193726,0.411851774182236
13,1-7866,10,4,1-7866,318,81,0,84,130.94527530670166,0.4117775953040932
14,1-0008,7,15,1-0008,230,2,0,155,94.16092467308044,0.4093953246655671
15,MLG14,17,6,MLG14,232,77,0,30,94.83759832382202,0.4087827513957845
16,1-9333,5,5,1-9333,102,32,0,16,41.51338577270508,0.4069939781637752
17,1-7268,19,9,1-7268,70,5,0,39,28.188877820968628,0.4026982545852661
18,MLG40,19,9,MLG40,51,8,0,21,20.48631882667541,0.4016925260132434
19,1-0292,19,15,1-0292,99,24,0,26,39.45925188064575,0.3985783018247045
20,1-18935,11,3,1-18935,30,7,0,8,11.75669288635254,0.391889762878418
21,MLG44,19,9,MLG44,59,10,0,22,23.08090543746948,0.3912017870757539
22,1-5775,5,5,1-5775,244,67,0,47,94.94557070732117,0.3891211914234474
23,1-6914,4,13,1-6914,73,14,0,24,28.270078659057617,0.38726135149394
24,MLG65,18,2,MLG65,201,70,0,12,77.13503932952881,0.3837564145747701
25,1-6692,5,5,1-6692,71,11,0,27,27.05383849143982,0.3810399787526735
26,1-9938,9,7,1-9938,55,12,0,15,20.91879916191101,0.3803418029438365
27,1-1570,2,24,1-1570,142,54,0,0,54.0,0.380281690140845
28,MLG64,13,16,MLG64,245,37,0,94,92.89114141464232,0.3791475159781319
29,MLG49,8,23,MLG49,185,66,0,6,69.5675196647644,0.3760406468365643
30,MLG48,21,14,MLG48,159,15,0,75,59.593995809555054,0.3748050050915412
31,MLG41,17,6,MLG41,66,17,0,13,24.72962594032288,0.3746913021261042
32,1-19286,11,3,1-19286,40,9,0,10,14.945866107940674,0.3736466526985168
33,1-5172,4,13,1-5172,120,16,0,47,43.94557070732117,0.3662130892276763
34,MLG32,19,9,MLG32,52,13,0,10,18.94586610794068,0.3643435789988591
35,1-1462,6,19,1-1462,192,52,0,30,69.83759832382202,0.3637374912699063
36,1-8328,12,8,1-8328,114,35,0,10,40.945866107940674,0.3591742641047427
37,1-8627,19,9,1-8627,25,6,0,5,8.972933053970337,0.3589173221588135
38,1-7152,12,8,1-7152,109,24,0,25,38.864665269851685,0.356556562108731
39,1-0003,1,21,1-0003,17,0,0,10,5.945866107940674,0.3497568298788631
40,1-9156,5,5,1-9156,268,34,0,100,93.45866107940674,0.3487263473112191
41,P-16616,21,14,P-16616,28,5,0,8,9.75669288635254,0.3484533173697335
42,MLG57,14,18,MLG57,629,173,0,77,218.7831690311432,0.3478269777919605
43,MLG58,20,17,MLG58,71,8,0,28,24.648425102233887,0.3471609169328716
44,MLG39,3,10,MLG39,23,5,0,5,7.972933053970337,0.3466492632161016
45,1-3535,5,5,1-3535,315,50,0,99,108.86407446861269,0.3456002364082942
46,1-4531,6,19,1-4531,94,20,0,21,32.486318826675415,0.3455991364539937
47,MLG12,17,8,MLG12,146,17,0,56,50.29685020446777,0.3444989740032039
48,1-9761,9,12,1-9761,35,9,0,5,11.972933053970335,0.3420838015420096
49,MLG31,14,18,MLG31,33,10,0,2,11.189173221588137,0.3390658551996404
50,1-10468,15,7,1-10468,549,127,0,99,185.86407446861267,0.3385502267187845
51,1-7845,5,17,1-7845,36,8,0,7,12.162106275558472,0.3378362854321797
