Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
168,MLG45,11,MLG45,5,70,18,1,8,1021.652304649353,14.595032923562187
8,1-10468,11,1-10468,5,549,54,1,84,1092.3491988182068,1.9897071016725079
558,1-10951,1,1-10951,13,1,1,0,0,1.0,1.0
85,1-1131,2,1-1131,12,138,63,0,13,68.93499505519867,0.49952894967535266
57,MLG75,5,MLG75,9,185,79,0,20,88.13076162338257,0.47638249526152737
150,1-3083,14,1-3083,3,78,27,0,16,34.304609298706055,0.43980268331674427
267,1-5413,17,1-5413,16,39,13,0,7,16.1957665681839,0.4152760658508692
54,1-1350,4,1-1350,11,195,58,0,50,80.82690405845642,0.41449694388952013
152,1-10038,17,1-10038,16,76,12,0,42,31.174599409103394,0.41019209748820257
143,1-9286,4,1-9286,11,81,15,0,36,31.435370922088623,0.38809099903813116
189,MLG10,24,MLG10,20,60,23,0,0,23.0,0.38333333333333336
217,1-9770,3,1-9770,10,50,16,0,5,18.282690405845642,0.36565380811691284
195,1-9379,5,1-9379,9,58,18,0,7,21.1957665681839,0.3654442511755845
64,MLG29,19,MLG29,7,164,39,0,45,59.54421365261078,0.36307447349152916
66,MLG48,12,MLG48,6,159,17,0,89,57.63188922405243,0.36246471210095865
332,P-16616,18,P-16616,17,28,5,0,10,9.565380811691284,0.3416207432746887
212,MLG32,23,MLG32,19,52,9,0,19,17.67422354221344,0.3398889142733354
161,1-8285,4,1-8285,11,72,18,0,14,24.391533136367798,0.3387712935606639
34,MLG51,17,MLG51,16,248,59,0,54,83.65305638313293,0.3373107112223102
26,1-18558,18,1-18558,17,307,71,0,65,100.67497527599335,0.3279315155569816
358,1-8627,18,1-8627,11,25,5,0,7,8.195766568183899,0.32783066272735595
403,72-12171,23,72-12171,17,19,3,0,7,6.195766568183899,0.32609297727283676
70,1-1224,17,1-1224,16,151,33,0,35,48.978832840919495,0.3243631313968178
435,1-4494,2,1-4494,12,16,5,0,0,5.0,0.3125
